angDist,#,rgeo,rpgeo
0.262764,811,14183.89750000,12374.72660000
0.149089,812,7901.66113000,9356.17480000
0.122025,815,17419.18360000,19006.33400000
0.091928,816,12553.30180000,11413.60740000
0.149175,817,6945.85156000,13127.94530000
0.144216,818,18141.32620000,9221.58398000
0.262602,819,23315.46480000,17678.19920000
0.121739,820,14491.03030000,7285.65430000
0.136099,822,12764.71090000,5850.35840000
0.423232,823,23894.04100000,9689.17188000
0.130388,824,11041.46970000,10998.05470000
0.108273,825,8843.29004000,8004.90088000
0.421273,826,25950.23050000,26627.73830000
0.240249,827,14010.30860000,11911.95510000
0.135327,828,14458.58300000,11591.86620000
0.261991,829,14608.66410000,16278.98340000
0.125143,830,19257.27540000,18789.47270000
0.190238,832,1857.99402000,2412.46313000
0.324348,834,8594.13086000,8625.73828000
0.327723,835,6476.08936000,6319.85693000
0.158822,836,5888.92676000,5276.31494000
0.454978,838,17501.85740000,14141.84470000
0.317242,839,10499.76460000,6203.76807000
0.232128,844,8581.93262000,9266.90527000
0.096423,845,800.12402300,804.81134000
0.128771,846,17760.51370000,22533.91990000
0.147607,848,345.03448500,345.97360200
0.047858,850,14873.59570000,13567.74710000
0.018138,851,389.11935400,389.59695400
0.050595,852,1644.53711000,1634.37781000
0.078320,853,1859.54688000,1870.25256000
0.063901,854,1365.69678000,1375.19202000
0.463181,855,17862.21480000,16686.93750000
0.205850,856,403.38217200,404.16690100
0.044169,857,333.81909200,332.79357900
0.181261,858,6494.23828000,
0.106875,859,372.08749400,372.11111500
0.036780,861,210.99614000,267.65994300
0.032742,862,421.96460000,420.87231400
0.087859,863,1802.65308000,1794.94189000
0.115429,864,15370.11330000,16467.86720000
0.211596,865,214.49002100,214.40954600
0.085617,866,821.81292700,817.46746800
0.094485,868,1128.30493000,1138.65906000
0.105972,869,371.55892900,369.20663500
0.049850,887,5907.49023000,
0.496649,889,13080.57030000,9138.44043000
0.112230,891,1471.46338000,1460.62561000
0.068587,892,1793.03674000,1765.41187000
0.105570,894,1637.59790000,1693.52405000
0.067963,895,492.02459700,497.34768700
0.146925,896,305.18035900,306.82717900
0.377140,897,88.85346980,88.53307340
0.104338,898,682.74804700,678.63153100
0.114478,900,404.79788200,409.57989500
0.119745,903,680.59429900,682.79382300
0.028031,904,684.66015600,680.80340600
0.104112,906,812.88800000,783.36761500
0.262098,909,272.88595600,272.74218800
0.407942,911,14547.05860000,14020.08980000
0.027884,912,755.42150900,763.86602800
0.209450,914,10636.37110000,7028.52051000
0.094797,917,1181.54614000,1187.98267000
0.060871,918,1189.66699000,1199.38684000
0.154031,919,1363.01343000,1366.55713000
0.098487,920,344.70953400,341.10720800
0.036845,921,966.24408000,965.52166700
0.111519,922,331.67639200,332.65258800
0.082202,923,1027.15808000,1010.63708000
0.109219,924,750.40448000,753.91217000
0.033441,925,505.86224400,500.82141100
0.054027,926,1081.59998000,1089.23914000
0.048967,927,941.54864500,930.31164600
0.110507,928,1600.47534000,1533.25684000
0.040965,929,745.81829800,745.06488000
0.031930,930,1222.22839000,1230.87878000
0.063032,931,1051.66345000,1053.28210000
0.057783,932,1991.98071000,1993.10974000
0.042964,933,2032.90308000,2065.04614000
0.111020,934,2003.06653000,2027.53674000
0.146674,935,1727.06909000,1709.95740000
0.057231,936,506.37814300,506.99121100
0.057757,938,557.42608600,551.85827600
0.054268,941,2115.57153000,2094.13037000
0.025977,942,290.06909200,290.95111100
0.035097,943,467.87783800,467.92938200
0.283449,944,154.76365700,154.65280200
0.089071,945,927.13549800,923.03051800
0.293375,946,198.90148900,197.22743200
0.061210,947,1121.73547000,1122.91064000
0.015613,948,1943.32068000,1892.77734000
0.098407,949,417.46005200,417.67227200
0.076990,950,621.88055400,628.66314700
0.079696,951,1932.44141000,1927.91785000
0.042518,952,792.72906500,790.06707800
0.034341,953,1698.11243000,1678.65759000
0.039211,954,637.32659900,618.28472900
0.272615,955,213.24804700,212.98927300
0.180574,956,939.11914100,939.21789600
0.113325,957,308.02142300,307.36932400
0.050326,958,2411.37622000,2437.89331000
0.051545,959,1766.23364000,1749.99133000
0.038414,961,632.40881300,577.28320300
0.016055,962,4104.34570000,4025.21729000
0.334570,963,554.38763400,552.44738800
0.088116,964,530.46356200,533.57446300
0.043887,965,871.97924800,829.87078900
0.024391,966,3525.66235000,3560.19067000
0.196638,967,246.40870700,247.07696500
0.042251,968,1400.58118000,1408.44250000
0.115108,969,395.73806800,393.99774200
0.085350,970,2778.02075000,2743.53198000
0.068019,971,805.61224400,805.09228500
0.037811,972,864.04595900,855.64691200
0.056435,974,1241.42371000,1242.68408000
0.062070,975,561.94439700,563.07373000
0.043691,976,1580.81189000,1594.35876000
0.134501,977,337.67636100,341.45864900
0.106555,978,210.04751600,211.14697300
0.250143,979,224.27206400,215.56370500
0.029166,980,2085.45166000,2086.71167000
0.039372,981,1015.00909000,1007.26227000
0.024684,982,595.20196500,596.80755600
0.085765,983,658.43133500,655.08288600
0.143737,984,544.60907000,534.87750200
0.335958,985,1436.35986000,1424.07202000
0.031857,986,186.29339600,186.28060900
0.185959,987,1528.08008000,1532.33960000
0.352731,988,1487.02905000,1491.11951000
0.019662,989,848.22045900,856.33325200
0.101602,990,1772.59619000,1745.96021000
0.046946,991,552.57916300,555.58880600
0.009127,992,1517.70947000,1566.16443000
0.062808,994,1449.17725000,1428.06702000
0.028857,995,1358.43115000,1366.09070000
0.249532,996,228.33828700,226.55592300
0.055079,997,774.71527100,768.97906500
0.050339,998,337.46466100,334.17193600
0.034419,999,1355.59741000,1355.38403000
0.032945,1000,2046.71899000,2059.68726000
0.059119,1001,3974.51758000,4215.17432000
0.055767,1002,1460.07568000,1466.44519000
0.110755,1003,612.50573700,604.71191400
0.101038,1004,597.87249800,599.23413100
0.179573,1005,274.37207000,274.60623200
0.215652,1006,462.05011000,459.28366100
0.071941,1007,1625.76501000,1684.92004000
0.085063,1008,741.06750500,732.91906700
0.076325,1009,1584.21887000,1548.18799000
0.157699,1010,548.39263900,548.07147200
0.168674,1011,207.23808300,210.06556700
0.007375,1012,1244.68811000,1248.68152000
0.098625,1013,790.26458700,791.71929900
0.255895,1014,193.85553000,194.94886800
0.041911,1015,1340.38086000,1339.48669000
0.099215,1016,345.77203400,346.48629800
0.050080,1017,985.63324000,977.15716600
0.008385,1018,932.95312500,928.67663600
0.014635,1019,968.12078900,962.62677000
0.043266,1020,1221.90027000,1234.24731000
0.050837,1021,1043.72864000,1041.49597000
0.134326,1022,656.10144000,628.10192900
0.045178,1023,1190.84644000,1165.44128000
0.141573,1024,545.46368400,543.97894300
0.020134,1025,1719.46704000,1583.07483000
0.045434,1026,2521.24414000,2571.71240000
0.053901,1027,708.86413600,701.54382300
0.104187,1028,1602.20422000,1597.04688000
0.113229,1029,286.11096200,287.79037500
0.056622,1030,1061.51428000,1054.58972000
0.078947,1031,3744.49170000,3702.92773000
0.044893,1032,1106.03137000,1107.31030000
0.025509,1033,1913.74927000,1924.10181000
0.069933,1034,551.00921600,540.18292200
0.030549,1035,711.51971400,704.48236100
0.040341,1038,982.02240000,984.86071800
0.095287,1039,784.92175300,783.07019000
0.040959,1040,1673.26526000,1672.18152000
0.193322,1041,539.39843800,541.06402600
0.054890,1042,3297.00122000,1627.44055000
0.103746,1043,828.62951700,821.34741200
0.071489,1045,1492.65259000,1439.96216000
0.112978,1046,377.38082900,370.09552000
0.055730,1047,1936.63635000,1905.85400000
0.187880,1048,372.53649900,373.21719400
0.168509,1049,359.56402600,362.14209000
0.070388,1050,2458.79614000,2515.42358000
0.123700,1051,774.54534900,773.87750200
0.114376,1052,4033.23975000,3962.32812000
0.105574,1053,731.01306200,734.51886000
0.033907,1054,1329.11755000,1334.88074000
0.052211,1055,3369.17456000,3436.05200000
0.058109,1056,2955.19189000,3025.56519000
0.103970,1057,553.14355500,553.91784700
0.075061,1058,618.69549600,614.00805700
0.008321,1059,2229.12378000,2226.21460000
0.138144,1060,541.51586900,543.90863000
0.129503,1061,329.17413300,328.93737800
0.077661,1062,781.77179000,776.97174100
0.021008,1063,1217.22498000,1219.84216000
0.104387,1064,1216.32764000,1210.36353000
0.027006,1065,981.16088900,957.47912600
0.114326,1066,480.57312000,479.56662000
0.086188,1067,859.52429200,856.46398900
0.190003,1068,282.30029300,278.95394900
0.070865,1069,564.12994400,562.34527600
0.048422,1070,1055.02478000,1051.80774000
0.049343,1071,3484.76685000,3570.37549000
0.057582,1072,8146.82031000,6920.74561000
0.048550,1073,6042.55664000,5041.68359000
0.059708,1074,2638.97656000,2785.05371000
0.157180,1075,287.70962500,288.75772100
0.240352,1076,337.11041300,334.40887500
0.088855,1077,1016.94873000,995.33813500
0.068287,1078,1201.12231000,1195.43298000
0.009768,1079,929.79394500,832.40588400
0.309085,1080,1110.86255000,1106.11145000
0.036627,1081,2630.80029000,2638.25391000
0.068714,1082,1023.35529000,1020.64746000
0.197591,1083,1596.09045000,1578.54480000
0.100639,1084,1439.65552000,1372.41565000
0.089733,1085,2942.19043000,2962.35889000
0.183077,1086,395.65954600,392.22061200
0.090550,1087,545.76666300,544.42529300
0.025145,1088,445.21551500,446.86401400
0.354289,1089,304.13690200,301.88137800
0.119904,1090,3524.06934000,3358.02051000
0.198773,1091,884.25616500,877.90136700
0.089149,1092,554.50073200,558.07818600
0.303226,1094,414.73266600,414.23303200
0.044596,1095,1519.36072000,1517.25562000
0.061298,1096,629.60546900,605.71124300
0.347180,1097,1061.49927000,1068.15613000
0.144200,1098,877.49762000,875.54565400
0.098122,1099,1033.62708000,997.72595200
0.080665,1101,2429.02759000,2422.47339000
0.051864,1103,705.69799800,707.03692600
0.065952,1104,3739.00635000,3736.36206000
0.005471,1105,1579.47058000,1495.34351000
0.106308,1106,1766.79285000,1771.07239000
0.148844,1107,2903.16187000,2784.63403000
0.090551,1109,911.75836200,906.98986800
0.137250,1110,386.87747200,386.51376300
0.089141,1111,753.71270800,756.60986300
0.087425,1112,3146.44116000,3086.97827000
0.151849,1113,731.50628700,733.38867200
0.069296,1114,485.05004900,471.02517700
0.150347,1115,4782.25928000,3167.18848000
0.035369,1116,1729.47021000,1787.72253000
0.219852,1117,1128.48816000,1114.78198000
0.090952,1118,1066.25549000,1074.30383000
0.052222,1119,3556.70264000,3527.61841000
0.098356,1120,460.21008300,462.13412500
0.065611,1121,746.59271200,725.10577400
0.121546,1122,3255.23364000,3221.38550000
0.083208,1123,1578.74536000,1569.09314000
0.074772,1124,3687.25195000,3747.25220000
0.079567,1126,521.20196500,522.40533400
0.183826,1128,430.08248900,427.42419400
0.078784,1129,1989.08594000,1970.30261000
0.073071,1130,389.55923500,389.90368700
0.065919,1131,402.01452600,403.70446800
0.169817,1132,1052.05066000,980.65765400
0.059089,1133,3149.95947000,3181.06860000
0.083805,1134,3011.50342000,2963.45093000
0.137677,1135,978.88458300,928.15478500
0.054836,1137,1526.61902000,1493.86035000
0.215108,1140,1407.78223000,1410.66565000
0.124344,1141,4735.22949000,4674.29980000
0.148365,1142,583.18603500,583.47192400
0.337519,1143,199.04040500,198.49227900
0.083807,1144,2834.29492000,2892.98730000
0.244045,1145,319.73300200,319.18750000
0.077860,1147,3095.06958000,3092.15625000
0.091200,1148,3300.55444000,3310.63940000
0.141773,1149,1502.19324000,1494.46033000
0.197268,1150,328.59329200,354.50256300
0.119708,1152,573.04522700,572.70965600
0.185347,1154,407.59671000,408.08480800
0.065558,1155,445.56530800,441.54727200
0.067046,1156,1260.37488000,1240.48328000
0.148540,1158,544.12908900,543.22912600
0.064748,1159,2839.29761000,2854.47388000
0.169477,1160,3423.00537000,3402.01611000
0.109316,1161,3356.76245000,3289.37744000
0.226588,1163,402.52496300,262.53491200
0.041939,1164,857.65600600,867.21356200
0.367803,1165,2332.65234000,2037.49426000
0.483887,1166,2611.88159000,2509.42871000
0.289507,1167,1030.24060000,1023.76117000
0.191509,1168,405.91589400,402.33474700
0.093737,1169,1200.25049000,1190.99731000
0.114816,1170,514.49041700,514.59613000
0.088476,1171,2603.91626000,2650.28687000
0.137353,1172,2628.27319000,2714.80786000
0.055483,1173,674.43402100,671.67608600
0.094492,1174,150.82266200,150.44252000
0.105167,1176,1474.23877000,1470.15942000
0.061976,1177,3744.71069000,3684.59448000
0.340957,1179,7391.60156000,7651.13818000
0.200184,1180,3177.48755000,3155.21484000
0.169504,1181,502.09298700,501.76138300
0.192623,1182,552.47412100,553.22668500
0.151593,1183,253.26734900,252.87554900
0.157908,1184,733.24060100,730.13482700
0.070105,1185,1297.68372000,1308.58337000
0.118267,1189,1210.62122000,1199.89648000
0.085434,1190,731.06353800,729.09845000
0.051335,1191,6872.36182000,6749.18018000
0.255624,1192,7260.07715000,6308.85693000
0.119762,1193,890.37695300,887.04547100
0.228921,1195,405.34280400,408.99136400
0.138799,1196,421.39593500,422.90307600
0.056889,1197,6110.70166000,7724.51465000
0.009745,1199,1380.68481000,1379.89331000
0.160420,1200,416.27807600,415.39337200
0.063212,1201,1575.04382000,1591.19031000
0.157596,1202,1198.70874000,1199.38635000
0.189630,1203,1180.78320000,1171.41370000
0.109613,1204,1143.10449000,1130.55432000
0.235695,1205,1386.60779000,1368.56763000
0.084580,1207,1568.59167000,1543.86768000
0.148621,1208,901.88537600,879.44909700
0.180988,1209,590.54010000,587.85919200
0.402255,1211,231.98303200,
0.182926,1212,1225.05518000,1209.05579000
0.120228,1213,1141.88220000,1126.70825000
0.183443,1214,710.56689500,717.37646500
0.092560,1216,1313.08765000,1312.65723000
0.119931,1217,1841.35303000,1852.02393000
0.096879,1218,1060.03467000,1052.58264000
0.163585,1219,788.28192100,798.34155300
0.101744,1220,1101.84521000,1099.28503000
0.096064,1221,1624.66187000,1623.73120000
0.179309,1222,902.61932400,897.24688700
0.146286,1224,1810.66626000,1805.03247000
0.055764,1226,831.12982200,831.25708000
0.207665,1227,1826.11206000,1834.41797000
0.164874,1228,1762.35303000,1767.33887000
0.130112,1231,384.79245000,356.47500600
0.138447,1232,787.50463900,787.39032000
0.348506,1233,220.81222500,220.48242200
0.224500,1234,189.61248800,189.76010100
0.156639,1235,2132.35498000,2123.49805000
0.077011,1236,1247.61353000,1241.16870000
0.149262,1237,1765.04248000,1762.27820000
0.119820,1238,1535.77478000,1536.14465000
0.165361,1239,1853.49377000,1844.88416000
0.190580,1240,1637.19165000,1657.86218000
0.113558,1242,997.19183300,991.87323000
0.163687,1244,1874.93140000,1878.67615000
0.179427,1245,967.57110600,968.21545400
0.157076,1246,876.24639900,880.60980200
0.147880,1247,846.80535900,846.84820600
0.083957,1248,3683.27246000,3705.88843000
0.112306,1249,1406.35779000,1685.50464000
0.166385,1250,1068.15588000,1055.86243000
0.190325,1251,674.82806400,676.52172900
0.079080,1252,542.10150100,541.74694800
0.128188,1253,738.52624500,737.05102500
0.197363,1254,412.49752800,
0.112241,1255,2143.39307000,2139.63281000
0.175823,1256,1381.98438000,1375.11194000
0.173643,1257,405.25442500,406.27905300
0.123830,1258,914.08215300,914.02136200
0.078509,1259,1558.84290000,1560.33972000
0.228393,1260,774.99548300,780.46289100
0.433399,1262,170.55142200,170.75238000
0.136931,1263,1584.74573000,1586.82703000
0.026313,1264,1381.35205000,1382.11340000
0.153766,1265,735.85235600,732.64837600
0.207313,1266,499.46798700,499.54602100
0.245535,1267,424.58551000,423.54983500
0.063642,1268,4232.84424000,4240.33789000
0.164562,1269,1337.52966000,1335.21899000
0.088957,1270,1943.77368000,1956.21985000
0.124881,1271,1422.06909000,1401.99646000
0.105583,1272,2394.30908000,2418.67603000
0.171223,1273,1059.25562000,1059.96289000
0.288058,1274,751.58844000,645.99316400
0.085184,1275,574.32989500,576.36309800
0.115532,1276,1968.08301000,1955.15100000
0.107741,1278,1358.79956000,1354.45007000
0.188028,1279,1488.59949000,1501.97717000
0.222746,1280,525.93817100,522.69921900
0.083767,1281,2007.30408000,2101.43408000
0.199626,1283,505.45364400,503.53845200
0.124771,1284,2786.04053000,2786.55005000
0.205096,1285,1196.31653000,1174.95471000
0.239994,1286,597.01196300,594.95770300
0.076605,1287,1141.15955000,1145.41553000
0.232315,1288,1088.06580000,1070.87402000
0.132046,1289,1385.87830000,1380.22705000
0.163838,1290,666.87762500,668.50396700
0.159439,1291,2142.54785000,2125.30469000
0.102811,1292,2727.36426000,2560.90430000
0.115928,1293,1035.64941000,1039.99622000
0.339628,1294,460.03421000,460.29968300
0.127660,1295,1178.05481000,1167.18115000
0.159121,1296,1238.01135000,1232.07727000
0.066556,1297,2441.87061000,2387.08569000
0.346133,1298,307.36880500,304.64071700
0.030312,1300,1659.49866000,1652.02478000
0.197592,1301,983.24194300,989.64801000
0.163442,1302,1477.55005000,1476.47766000
0.310777,1303,559.50427200,555.31079100
0.138534,1304,1640.40918000,1614.70044000
0.111527,1305,2323.78735000,1676.53687000
0.112881,1306,1056.25208000,1045.72192000
0.149220,1307,1344.27502000,1334.14673000
0.491186,1308,211.72779800,209.76750200
0.132629,1309,2359.58618000,2295.27124000
0.148167,1310,1740.50586000,1720.48706000
0.211587,1311,550.26501500,551.15533400
0.271406,1312,643.42504900,642.74731400
0.178402,1314,3153.16211000,3206.73828000
0.146636,1315,1872.78101000,1855.59558000
0.152789,1316,1982.09045000,1797.64490000
0.147260,1317,7912.68311000,6774.94043000
0.164950,1318,2509.86548000,2518.53735000
0.210435,1320,552.35113500,550.02008100
0.053182,1321,4808.62891000,4811.41602000
0.094925,1322,4751.87305000,4601.52979000
0.212097,1323,2617.00903000,2590.56958000
0.141632,1324,2839.26318000,2823.69507000
0.184112,1325,597.25158700,597.96325700
0.334977,1326,372.57287600,371.65475500
0.131035,1328,2588.38599000,2492.24634000
0.308538,1329,577.40222200,555.01818800
0.125216,1330,2458.85352000,2405.03931000
0.102135,1331,2407.71777000,2357.87744000
0.131837,1332,2661.20825000,2644.78394000
0.037118,1333,2138.31763000,2143.17090000
0.153901,1334,2280.59839000,2294.34082000
0.202945,1337,595.06018100,594.67376700
0.288844,1338,507.68307500,482.93695100
0.116669,1339,2160.75195000,2165.05713000
0.037126,1340,1991.89233000,1999.11597000
0.083849,1341,438.85861200,438.85464500
0.068922,1342,780.86364700,778.28820800
0.138718,1343,1910.29663000,1847.37866000
0.216256,1344,2357.34741000,2282.03882000
0.160405,1345,851.46820100,838.98083500
0.234912,1346,538.06201200,535.26940900
0.146344,1348,1544.30408000,1533.36572000
0.118645,1349,2450.95239000,2455.85669000
0.307998,1350,159.22637900,158.15522800
0.128990,1351,2381.91846000,2361.43530000
0.136587,1353,3897.17627000,3976.17847000
0.116051,1354,3010.73730000,3157.64551000
0.081430,1355,3779.01978000,3703.35840000
0.419814,1356,2440.77856000,2380.07568000
0.440151,1357,1523.54114000,1473.68030000
0.127921,1358,1400.92126000,1405.84277000
0.299459,1359,560.55761700,561.30096400
0.439717,1362,439.66476400,440.32180800
0.200862,1363,3333.66284000,3263.36133000
0.092388,1364,2140.68652000,796.19775400
0.148340,1365,5276.21094000,5266.83252000
0.090343,1366,2667.09717000,2645.65234000
0.099798,1367,2477.08325000,2446.90015000
0.174117,1368,2281.50586000,2306.48779000
0.178951,1369,2540.81226000,2545.91675000
0.134680,1370,2269.17651000,2265.15747000
0.283577,1371,325.13348400,325.63327000
0.341862,1372,148.22094700,147.96312000
0.154746,1373,1912.49695000,1784.50671000
0.183147,1375,2395.84302000,2390.75171000
0.119853,1377,2536.69409000,2503.85034000
0.038451,1379,5569.66113000,5597.95801000
0.297405,1380,177.97934000,177.16207900
0.165109,1381,2273.32202000,2306.63257000
0.156113,1382,1321.94800000,1306.75256000
0.092989,1383,2364.19727000,2326.82495000
0.031281,1384,2773.89697000,2786.36719000
0.192796,1385,2522.17529000,2486.41284000
0.119779,1386,1143.36548000,1051.01794000
0.182872,1387,1862.82666000,1857.35303000
0.144575,1388,2301.56567000,2228.22021000
0.159576,1389,2365.56592000,2320.53003000
0.144831,1392,4307.44971000,4177.46777000
0.117101,1393,1581.58374000,1574.43713000
0.113506,1395,1621.81323000,1610.56470000
0.136327,1396,2328.83325000,2346.54517000
0.076924,1397,2187.49780000,2181.95044000
0.083970,1398,3144.30811000,3160.09399000
0.095708,1399,4955.57617000,5122.96973000
0.142821,1400,2785.19946000,2715.67798000
0.147653,1402,3130.05127000,3073.30127000
0.053082,1403,2842.19019000,3139.23999000
0.240971,1404,4455.62891000,4351.74219000
0.111759,1411,2378.36938000,2385.73169000
0.124527,1412,2336.23608000,2295.35962000
0.085452,1413,3160.79321000,3044.21631000
0.094836,1414,2085.01343000,2018.88855000
0.132582,1415,2352.64990000,2322.58789000
0.067815,1416,2609.07031000,2503.27686000
0.051165,1419,1251.28699000,600.97668500
0.145895,1420,1483.05237000,1404.19299000
0.091964,1423,2553.64746000,2466.84497000
0.142800,1424,1890.52393000,1874.98035000
0.138139,1425,1184.08838000,1181.58374000
0.108074,1426,12186.85450000,11149.48440000
0.172616,1427,2228.36572000,2220.15186000
0.175428,1428,829.81915300,825.46075400
0.078393,1429,2506.23315000,2533.76904000
0.144349,1430,937.18841600,939.19232200
0.174391,1431,2086.40918000,2092.70532000
0.369513,1432,2655.82324000,2562.94727000
0.123381,1433,917.93341100,913.94171100
0.183077,1434,2286.10864000,2302.22095000
0.110945,1435,2429.45874000,2257.27148000
0.131385,1436,2332.15649000,2341.62939000
0.431841,1437,239.41729700,239.60469100
0.179507,1438,886.32122800,875.86608900
0.131963,1439,2091.69727000,2053.28418000
0.104439,1440,2192.36694000,2167.03906000
0.216192,1441,1008.73700000,1013.24261000
0.195261,1442,958.32812500,952.25207500
0.071280,1443,2212.48096000,2218.47632000
0.157994,1444,1237.37183000,982.33459500
0.051567,1446,2830.02246000,2759.87354000
0.126545,1447,2313.51709000,2310.52197000
0.438708,1448,2899.67139000,2883.57764000
0.119301,1449,949.96307400,951.48815900
0.066924,1450,2081.97485000,2109.23193000
0.107356,1451,6099.83691000,5502.06836000
0.095685,1452,2423.61255000,2419.20605000
0.209718,1453,685.85406500,685.23718300
0.071322,1454,1060.98462000,1066.84668000
0.088965,1456,1731.27478000,1536.59802000
0.076604,1457,1351.04773000,1344.02063000
0.173989,1458,1408.75049000,1415.07983000
0.129091,1460,1897.24365000,1871.82068000
0.154197,1461,2047.55762000,2045.95618000
0.093866,1462,2198.88379000,2148.60010000
0.057697,1463,2166.70239000,2151.99707000
0.095513,1464,1816.00623000,1780.50244000
0.105972,1465,2112.86426000,2091.46460000
0.082188,1466,2070.30005000,2048.37183000
0.074131,1467,2211.04199000,2190.29980000
0.118312,1468,2016.77380000,2013.74780000
0.192802,1469,2062.60571000,2063.69434000
0.148532,1470,2081.75781000,2062.85962000
0.142500,1471,1995.43152000,1986.05591000
0.112070,1472,2073.87891000,2112.49902000
0.145854,1473,2136.14282000,2131.72705000
0.117848,1475,1228.68250000,1219.98608000
0.312836,1476,2369.42773000,2341.02661000
0.086333,1477,2198.45044000,2195.86255000
0.152393,1478,2051.72168000,2000.18652000
0.138336,1479,2562.36572000,2540.39404000
0.129080,1480,2259.36011000,2258.31812000
0.122936,1482,1910.96167000,1873.09277000
0.050096,1483,2946.89551000,2938.08691000
0.455593,1484,2029.76440000,2017.30029000
0.158901,1485,342.90136700,342.48828100
0.158371,1486,1545.74951000,1547.84900000
0.120064,1487,1851.98279000,1825.27124000
0.160486,1488,2040.43103000,2047.30188000
0.140441,1489,1901.49512000,1867.97070000
0.248539,1490,930.66064500,935.80725100
0.178278,1491,721.00921600,716.85858200
0.090466,1492,2063.11938000,2049.01001000
0.093697,1493,2160.45361000,2197.66455000
0.310312,1494,219.49372900,218.26605200
0.209207,1497,1026.79346000,1019.84015000
0.087189,1498,1864.23608000,1852.13489000
0.138284,1499,965.98822000,959.03772000
0.085352,1500,1934.57458000,1929.83130000
0.111362,1501,1867.73804000,1529.97180000
0.123973,1502,2249.21802000,2205.63770000
0.112109,1503,1965.48096000,1970.85815000
0.173774,1504,1123.89990000,1118.50269000
0.167196,1505,898.62066700,898.39086900
0.114476,1507,2001.92664000,1999.79834000
0.085370,1508,1130.87146000,1133.05591000
0.473698,1510,187.45858800,182.85119600
0.226831,1511,568.37695300,547.17327900
0.128812,1512,2126.15161000,2014.24634000
0.143131,1513,1768.22144000,1782.56738000
0.091949,1514,4852.87012000,4798.27930000
0.133742,1515,1841.04822000,1856.17151000
0.106237,1516,2034.59375000,1933.45593000
0.157585,1517,913.95636000,905.05218500
0.054213,1518,2012.20752000,2025.09546000
0.184680,1519,3700.53149000,3726.76685000
0.102986,1520,1974.14221000,1998.05103000
0.226531,1521,974.45385700,977.67230200
0.051518,1522,1114.63574000,1111.04285000
0.036341,1523,983.92962600,983.02093500
0.079593,1525,929.47821000,933.46710200
0.112318,1526,1110.03918000,1111.10022000
0.122101,1527,1190.94226000,1180.24841000
0.123521,1528,1392.46436000,1392.48865000
0.100576,1529,1693.14319000,1657.71912000
0.077444,1531,2012.02869000,1981.71143000
0.068498,1532,2124.98022000,2107.64062000
0.479624,1533,209.15550200,208.60675000
0.150338,1534,946.39593500,948.28869600
0.404097,1535,258.04449500,256.82260100
0.238618,1537,439.17364500,443.52215600
0.135531,1539,1370.31714000,1365.69946000
0.135139,1540,1548.45728000,1531.20581000
0.096120,1541,1809.71411000,1787.92334000
0.108978,1542,699.22009300,697.05181900
0.030358,1543,1832.51514000,1828.81494000
0.428755,1544,128.70883200,128.20303300
0.065739,1545,1331.44141000,1319.52368000
0.139123,1546,772.46917700,771.40502900
0.107129,1547,2040.62903000,2045.25562000
0.149894,1548,946.09094200,944.34021000
0.064635,1549,1993.51208000,1981.37598000
0.415666,1550,2025.21838000,2028.51526000
0.079295,1551,1962.63220000,1915.04980000
0.169456,1554,705.16558800,699.76196300
0.084554,1555,1931.39526000,1931.85278000
0.168532,1556,873.84466600,872.63122600
0.074008,1557,2072.16187000,2079.18506000
0.081478,1558,1881.24963000,1876.25854000
0.014313,1561,1136.11694000,1140.82227000
0.218878,1562,704.40741000,703.89550800
0.155130,1563,2170.51050000,2167.04053000
0.215226,1564,423.73596200,424.45260600
0.137486,1565,805.56530800,806.72467000
0.134441,1566,1167.30859000,1163.27087000
0.083112,1567,1637.25146000,1623.99719000
0.135676,1568,1478.56628000,1332.04065000
0.082857,1569,2268.59229000,2271.90747000
0.120891,1570,1224.58203000,1227.29529000
0.047895,1572,2756.34668000,2749.98413000
0.122597,1573,1980.59216000,1978.69690000
0.123053,1574,775.38232400,775.36200000
0.173516,1575,1092.97717000,1083.12109000
0.204136,1576,647.85473600,644.31060800
0.155172,1577,3370.71851000,2810.25073000
0.053259,1578,2061.54077000,2064.05151000
0.277536,1579,781.91113300,770.19665500
0.048720,1580,1548.52942000,1556.81848000
0.078910,1581,1949.39990000,2034.79480000
0.146460,1582,545.41418500,541.41784700
0.074936,1583,1334.13464000,1330.59241000
0.120342,1584,2108.52441000,2103.65015000
0.118974,1585,1070.50745000,1072.34106000
0.225037,1586,466.78299000,467.54867600
0.101231,1587,1638.43665000,1645.94299000
0.080297,1588,1979.35559000,1966.92725000
0.096962,1589,1189.51282000,1181.76868000
0.026346,1590,1092.29456000,1095.97510000
0.075212,1591,2210.94141000,2190.20679000
0.134576,1592,969.82812500,973.47277800
0.128321,1593,17328.33980000,16527.93360000
0.125648,1594,792.61828600,788.41626000
0.187232,1595,804.06176800,804.78710900
0.220789,1596,763.53460700,758.97094700
0.056905,1598,651.61090100,651.79400600
0.139241,1600,473.57025100,473.36688200
0.093786,1601,1597.02710000,1582.36389000
0.088713,1602,1313.82520000,1316.57361000
0.126500,1603,1082.91870000,1081.04688000
0.093350,1604,1211.77417000,1223.05688000
0.489133,1605,141.91838100,139.89053300
0.044498,1606,943.18969700,935.46539300
0.171385,1607,630.72479200,633.80419900
0.070542,1608,997.40112300,985.20758100
0.185709,1610,708.83734100,717.91522200
