angDist,#,main_id,main_type,other_types,sp_type
0.290490,432,IPHAS J015922.56+635829.2,Be*,IR |*  |Be*|Be*,B2-3e
0.011848,433,IPHAS J015939.01+643615.4,Be*,*  |Be*|IR |Be*,B5-6Ve
0.131598,434,IPHAS J015945.33+630314.9,Be*,*  |Be*|IR,B
0.088152,435,2MASS J02003783+6521338,Be*,*  |Be*|IR |Be*,B2Ve
0.095760,436,IPHAS J020049.45+635943.9,Be*,*  |Be*|IR |Be*,B3-4Ve
0.221021,437,2MASS J02010534+6134028,Be*,*  |Be*|IR |Be*,B1Ve
0.160474,438,2MASS J02012177+6301171,Be*,*  |Be*|IR,B
0.212832,439,2MASS J02013599+6132074,Be*,*  |Be*|IR |Be*,B7-8Ve
0.033390,440,GSC 04037-03179,Be*,Be*|Em*|*  |IR,B
0.012348,441,HD  12302,Be*,V* |V* |Em*|Be*|UV |*  |IR,B1:V:pe
0.983202,442,IPHAS J020252.26+620926.0,Be*,*  |Be*|IR |Be*,B3-4IVe
0.052368,443,2MASS J02032600+6359429,Be*,*  |Be*|IR |Be*,B3-4Ve
0.059707,444,IPHAS J020328.05+624334.0,Be*,*  |Be*|IR |Be*,B5-6IVe
0.225628,445,HD 232588,Star,Em*|*  |IR,A0
0.039993,446,HD 232590,Be*,Em*|*  |Be*|IR,B1.5III
0.046559,447,HD 236935,Be*,Em*|*  |Be*|IR,B1:V:ne
0.082718,448,2MASS J02040785+6431222,Be*,*  |Be*|IR |Be*,B6Ve
0.061729,449,BD+61   371,Be*,Em*|Be*|IR |*,B3:II:pe
0.010077,450,HD 236940,Be*,Em*|*  |Be*|UV |IR,B2
0.239352,451,2MASS J02050415+6302159,Be*,*  |Be*|IR |Be*,B5-6IVe
0.080680,452,2MASS J02054745+6410517,Be*,*  |Be*|IR |Be*,B2IVe
0.035841,454,BD+50   447,Em*,IR |*  |Em*,Be
0.262853,455,2MASS J02061863+6449450,Be*,*  |Be*|IR |Be*,B4Ve
0.340438,456,2MASS J02070766+6124223,Be*,*  |Be*|IR |Be*,B5-6Ve
0.182800,457,GSC 04041-01010,Be*,Be*|*  |IR |Em*,B3
0.110561,458,2MASS J02073110+6345204,Be*,*  |Be*|IR,B
0.084415,459,2MASS J02073424+6236011,Be*,*  |Be*|IR |Be*,B6e
0.008544,460,HD  12856,Be*,Em*|Be*|IR |UV |*,B0pe
0.019921,461,2MASS J02075350+6441488,Be*,*  |Be*|IR |Be*,A0-1IVe
0.282172,462,2MASS J02081772+6142199,Be*,*  |Be*|IR,B3
0.104861,463,IPHAS J020826.27+625745.9,Be*,*  |Be*|IR |Be*,B7-8IVe
0.079731,464,2MASS J02083759+6520282,Be*,*  |Be*|IR,B
0.025927,465,HD  12882,Be*,V* |Em*|Be*|V* |UV |*  |IR,B2.5III:[n]e+
0.326965,466,TYC 4037-1692-1,Be*,*  |IR |Be*,B3
0.029533,467,BD+55   521,Be*,Em*|Be*|IR |*,B6e
0.149578,468,IPHAS J020859.72+635536.1,Be*,*  |Be*|IR |Be*,B8Ve
0.237224,469,2MASS J02091785+6130450,Be*,*  |Be*|IR |Be*,B3-4Ve
0.042557,470,HD  13051,Be*,Be*|Pu*|*  |V* |IR |UV |Em*,B1IVe
0.097285,472,2MASS J02100003+6408385,Be*,*  |Be*|IR,B8
0.034693,473,2MASS J02100563+6311003,Be*,*  |Be*|IR,B
0.213766,474,2MASS J02101105+6522302,Be*,*  |Be*|IR,B
0.022353,475,BD+63   300,Be*,V* |Be*|V* |*  |IR |Em*,Bpe
0.244016,476,2MASS J02103630+6114438,Be*,*  |Be*|IR,B8
0.049079,478,2MASS J02105706+6247008,Be*,*  |Be*|IR |Be*,B7-8Ve
0.053037,479,2MASS J02112166+6247074,Be*,IR |*  |Be*|Be*,B5e
0.090424,480,2MASS J02112884+6346039,Be*,*  |Be*|IR |Be*,B8Ve
0.106113,481,2MASS J02115913+6156398,Be*,*  |Be*|IR,B
0.083535,482,2MASS J02120203+6132303,Be*,*  |Be*|IR,B
0.365295,483,TYC 4037-2952-1,Be*,*  |IR |Be*|Be*,B7Ve
0.039406,484,BD+57   515,Be*,Em*|Be*|IR |*,B2pe
0.033244,485,HD  13429,Be*,Em*|Be*|IR |*,B3V
0.199960,486,[D75b] Em* 02-009,Be*,*  |IR |Be*|Be*|Em*,B3-4Ve
0.045645,487,2MASS J02132597+6220431,Be*,*  |Be*|IR,B
0.024173,488,2MASS J02133654+6018290,Be*,*  |Be*|IR |Be*,B7Ve
0.099943,489,2MASS J02135198+6425202,Be*,*  |Be*|IR |Be*,B8Ve
0.045051,490,HD  13561,Em*,Em*|IR |UV |*,B8
0.029108,491,HD  13661,Be*,V* |Be*|UV |Em*|*  |IR,B2IV-Ve
0.030375,492,HD  13669,Be*,IR |Em*|Be*|UV |*,B3IV-V
0.008832,493,HD  13590,Be*,V* |V* |Pu*|Be*|Em*|*  |IR,B2III
0.030038,494,GSC 04037-01813,Be*,Be*|Em*|*  |IR,B
0.067588,495,HD  13758,Be*,EB*|V* |Em*|Be*|*  |IR,B1V
0.011358,496,HD  13867,Be*,Be*|IR |UV |*  |Em*,B5IIIe
0.023979,497,HD  13831,PulsV*,Pu*|V* |IR |*  |Em*,O9.5I
0.042937,498,2MASS J02164740+6428130,Be*,*  |Be*|IR,B
0.029438,499,BD+56   473,Be*,Pu*|Be*|Pu*|*  |V* |IR |*  |UV |Em*|*iC,B1III/Ve
0.042400,500,HD  13890,Be*,*iC|*  |V* |Em*|Be*|*iC|UV |IR,B2.0III
0.060131,501,HD  13900,Be*,*  |*iC|Be*|IR |*iC|UV |Em*|*,B1.0III
0.077078,502,EM* AS   55,Em*,EmO|Em*|*  |*iC|IR,Bpe
0.098124,503,2MASS J02174442+6443351,Be*,*  |Be*|IR |Be*,B3-4IVe
0.056821,504,BD+56   484,Be*,V* |*iC|*  |V* |Er*|Be*|*iC|*  |Em*|IR,B1.0III
0.081892,505,2MASS J02174783+6434198,Be*,*  |Be*|IR,B
0.144927,506,EM* GGA  150,Be*,*  |Be*|IR |*iC|Em*,
0.945772,507,2MASS J02180678+5642282,Star,*iC|*  |IR,Be
0.139167,508,* tet Ari,Star,*  |UV |IR,A1Vn
0.158567,509,BD+56   489,Be*,EB*|Be*|IR |*iC|*,B3e
0.056869,510,BD+56   493,Be*,*  |Em*|Be*|IR |*iC|*,B1IV/Ve
0.217673,511,BD+56   502,Be*,*  |*iC|V* |Be*|*iC|*  |IR,B1.0V
0.175129,512,BD+56   511,Be*,*  |Be*|Be*|*iC|IR |*iC|*  |Em*,B0-1Ve
0.941757,513,BD+56   509A,Star,*  |**,
0.992801,513,BD+56   509,Be*,Be*|*  |IR |** |*iC,B1e
0.271236,514,NGC   869   952,Be*,Be*|IR |*  |*iC,B1e
0.384629,515,NGC   869  1058,Be*,*  |Be*|IR |*iC,B8
0.576724,516,EM* GGA  154,Be*,*  |Be*|Be*|Em*|IR |*iC,B5Ve
0.883029,517,NGC   869  1164,Be*,IR |*  |*  |*iC|Be*|*iC,B9.5V
0.944263,518,NGC   869  1182,Be*,*  |Be*|IR |*iC,A0e
0.088620,519,BD+56   534B,Star,*  |**,
0.120753,519,BD+56   534,Be*,Be*|Be*|*iC|*  |** |*  |IR |*iC|Em*,B3Ve
0.331211,519,BD+56   534A,Star,*  |**,
0.525143,520,HD  14162,Be*,IR |Be*|*iC|Em*|*,B0.5V
0.190807,521,NGC   869  1278,Be*,*  |Be*|Be*|*  |IR |*iC,B0-1Ve
0.717510,522,EM* GGA  156,Be*,Em*|IR |*  |Be*|Be*|*iC,B0-1Ve
0.448747,523,NGC   869  1438,Be*,*  |*  |IR |Be*|*iC,B2e
0.127833,524,2MASS J02200976+6436058,Be*,*  |Be*|IR |Be*,B9IVe
0.048588,525,IPHAS J022033.45+625717.4,Be*,*  |Be*|IR |Be*,B4e
0.805440,526,BD+56   548,Be*,V* |*  |V* |Be*|*iC|*  |Em*|IR,B1.5IIIe
0.106245,527,2MASS J02204525+6316427,Be*,*  |Be*|IR |Be*,B7-8Ve
0.117687,528,2MASS J02205365+6428355,Be*,*  |Be*|IR |Be*,B5-6Ve
0.110513,530,2MASS J02210026+6354354,Be*,*  |Be*|IR |Be*,B9Ve
0.105004,531,IPHAS J022107.83+625754.6,Be*,*  |Be*|IR,B
0.603016,532,NGC   884  1912,Be*,*  |Be*|IR |*iC,B5
0.040887,533,BD+56   559,Be*,*  |V* |Er*|Be*|*iC|*  |Em*|IR,B1IIIe
0.622046,534,EM* GGA  161,Be*,Em*|IR |V* |*  |*iC|Be*|*iC,B3.3III
0.460155,535,EM* GGA  161,Be*,Em*|IR |V* |*  |*iC|Be*|*iC,B3.3III
0.419274,537,BD+56   563,Be*,*  |Be*|Be*|*iC|*  |Em*|V* |*iC|*  |IR,B1IIIe
0.638190,538,EM* GGA  162,Be*,V* |*  |Be*|Be*|Em*|IR |*iC,B2Ve
0.100755,539,HD  14422,Be*,Er*|*iC|*  |Pu*|V* |Be*|*iC|Em*|IR,B1Ie
0.409452,540,BD+56   566,Be*,Be*|Be*|*iC|*  |V* |*iC|*  |Em*|IR,B1Ve
0.033118,541,EM* MWC  709,Em*,EmO|Em*|*  |IR,Be
0.366593,542,NGC   869  2242,Be*,V* |Be*|Be*|*iC|Em*|*  |IR |*iC,B1Vnp
0.667511,543,BD+56   573,Be*,V* |Be*|Be*|Em*|IR |*iC|*,B2III-IVe
0.863569,544,BD+56   579B,Star,*  |**,
0.877553,544,BD+56   579A,Star,*  |**,
0.887226,544,BD+56   579,Be*,*  |** |Em*|Be*|IR |*iC,B7IV/Ve
0.079865,545,BD+56   582,Be*,V* |*iC|*  |Be*|IR |*iC|*  |Em*,B1III
0.143308,546,2MASS J02222277+6238418,Be*,*  |Be*|IR,B
0.103770,547,IRAS 02185+6221,Be*,*  |Be*|IR,B8
0.354452,548,EM* MWC  447,Be*,V* |*  |Em*|Be*|IR |*iC|*,B0e
0.287205,549,EM* MWC  711,Be*,V* |IR |*iC|Em*|*  |Be*|Be*|*,B0/1Ve
0.426832,550,NGC   884  2600,Be*,*  |Be*|*iC|IR,
0.061717,551,HD  14850,Be*,Be*|Be*|Em*|IR |*  |UV,B8Ve
0.851213,552,EM* GGA  163,Be*,V* |*  |*  |Em*|Be*|IR |*iC,Be
0.611707,553,EM* MWC  448,Be*,V* |Be*|WV*|V* |** |*  |Em*|Be*|IR |*iC,B2IIIe
0.620553,553,EM* MWC  448A,Star,*  |Em*|**,
0.567422,554,EM* GGA  166,Be*,*  |Be*|*iC|Em*|IR,B1.5Vne
0.025347,555,BD+58   458,Be*,Em*|Be*|IR |*iC|*,Be
0.088690,556,NGC   884  2804,Be*,*  |As*|*  |Em*|Be*|*iC|*iA|IR,OBe
0.101431,557,HD  14605,Be*,V* |Em*|Be*|UV |*  |IR,B0.5Vpe
0.036712,558,2MASS J02233706+6016027,Be*,IR |*  |Be*|Be*,B7e
0.257416,559,2MASS J02234341+6035453,Be*,*  |Be*|IR |Be*,B5-6Ve
0.138446,560,IPHAS J022420.71+624842.7,Be*,*  |Be*|IR |Be*,B7-8IIIe
0.060328,561,IPHAS J022502.71+644947.7,Be*,*  |Be*|IR |Be*,B7-8Ve
0.914934,562,EM* GGA  168,Em*,*  |Em*|IR,Be
0.048100,563,BD+56   612,Be*,Em*|Be*|IR |*,B1e
0.141440,564,IPHAS J022636.00+601401.8,Be*,Be*|*  |IR |Be*|Em*,B2e
0.020718,565,BD+56   624,Be*,Be*|Em*|IR |*,B3IIIe
0.164110,566,2MASS J02282167+6412159,Be*,*  |Be*|IR,B
0.222008,567,2MASS J02282384+6318346,Be*,*  |Be*|IR |Be*,B3Ve
0.024832,568,EM* MWC  715,Em*,Em*|*  |EmO|IR,Be
0.038503,569,HD  15238,Be*,*  |V* |Be*|*iC|Em*|IR,B5V
0.488131,570,BD+59   497,Be*,Em*|Be*|IR |*iC|*,B0V:
0.057349,571,IPHAS J022953.81+630742.2,Be*,IR |*  |Be*|Be*,B2e
0.003861,572,2MASS J02300321+6438294,Be*,*  |Be*|IR |Be*,B5-6Ve
0.076090,573,IPHAS J023031.38+594127.1,Be*,*  |Be*|IR |Be*,B9e
0.079502,574,2MASS J02303510+6100059,Be*,*  |Be*|IR,B
0.046354,575,HD  15450,Be*,V* |Em*|Be*|UV |*  |IR,B1IIIe
0.065149,576,2MASS J02315004+6049524,Be*,*  |Be*|IR |Be*,B9Ve
0.049950,577,2MASS J02320289+6410331,Be*,*  |Be*|IR,B
0.282548,578,EM* MWC   50,Candidate_YSO,*iC|pr*|Em*|*iA|*  |IR,B2
0.070763,579,IPHAS J023235.12+640522.8,Be*,*  |Be*|IR |Be*,B3-4IVe
0.196386,580,[D75b] Em* 02-093,Candidate_YSO,Em*|LP?|IR |*  |V*,B3e
0.005598,581,IPHAS J023411.99+595634.4,Be*,*  |Be*|IR |Be*,B5Ve
0.063504,582,IPHAS J023431.08+601616.5,Be*,*  |Be*|IR |Be*,B3e
0.120758,583,2MASS J02343980+6418134,Be*,*  |Be*|IR,B
0.045930,584,2MASS J02353681+6252516,Be*,*  |Be*|IR,B
0.022218,585,HD  15963,Be*,Be*|Em*|IR |*  |UV,B9_sh?
0.087455,586,2MASS J02362919+6342457,Be*,*  |Be*|IR,B
0.057316,587,IPHAS J023642.66+614714.8,Be*,IR |*  |Be*|Be*,B5e
0.098463,588,BD+58   492,Be*,Em*|Be*|IR |*iC|*,Be
0.071661,589,2MASS J02374450+6053527,Be*,*  |Be*|IR,B8e
0.244080,590,2MASS J02375376+6204098,Be*,*  |Be*|IR,B
0.135743,591,IPHAS J023758.12+634635.6,Be*,*  |Be*|IR |Be*,B9Ve
0.212419,592,2MASS J02380989+6202244,Be*,*  |Be*|IR |Be*,B5-6IVe
0.131712,593,2MASS J02384178+6408262,Be*,*  |Be*|IR |Be*,B7-8Ve
0.035169,594,HD  16264,Be*,Em*|Be*|IR |*,OB
0.304273,595,[D75b] Em* 02-110,Be*,Be*|*  |Be*|Em*|IR,B8Ve
0.030056,596,BD+57   607a,Be*,Be*|Em*|IR |*,Be
0.046003,597,LS   I +61  303,HMXB,V* |X  |HXB|*  |HXB|V* |HXB|Rad|X  |*iC|Em*|gam|IR,B0Ve
0.062598,598,IPHAS J024054.97+630009.8,Be*,*  |Be*|IR |Be*,B6e
0.081193,599,IPHAS J024146.73+602532.5,Be*,IR |*  |Be*|Be*|Be*,B3-4Ve
0.057734,600,IPHAS J024159.21+600106.0,Be*,*  |Be*|IR |Be*,B7-8e
0.166051,601,2MASS J02422153+5937163,Be*,*  |Be*|IR |Be*,B9Ve
0.175562,602,IPHAS J024252.56+611953.9,Be*,IR |*  |Be*|Be*,B3e
0.030074,603,2MASS J02430559+6316147,Be*,*  |Be*|IR,B
0.036116,604,IPHAS J024317.67+603205.6,Be*,*  |Be*|IR |Be*|Be*,B3-4Ve
0.046256,605,IPHAS J024332.09+632150.2,Be*,*  |Be*|IR |Be*,B5-6Ve
0.084126,606,IPHAS J024405.37+621448.7,Be*,IR |*  |Be*|Be*,A0e
0.030789,607,2MASS J02445400+6356080,Be*,*  |Be*|IR,B
0.074704,608,IPHAS J024504.86+612502.1,Be*,*  |Be*|IR |Be*|Be*,B5-6Ve
0.042208,609,IPHAS J024506.09+611409.1,Be*,IR |*  |Be*|Be*,B3-4e
0.085361,610,2MASS J02450953+6125234,Be*,*  |Be*|IR,B
0.109881,611,IPHAS J024519.12+633755.1,Be*,*  |Be*|IR |Be*,B2IVe
0.124239,612,2MASS J02452127+6254161,Be*,*  |Be*|IR |Be*,B5Ve
0.219641,613,IPHAS J024540.62+592151.1,Be*,*  |Be*|IR |Be*,B5-6Ve
0.132040,614,2MASS J02455388+6354148,Be*,*  |Be*|IR |Be*,B3-4Ve
0.005455,615,IPHAS J024618.12+613514.8,Be*,*  |Be*|IR |Be*|Be*,B7-8Ve
0.053543,616,[D75b] Em* 02-125,Be*,Be*|*  |Be*|IR |Em*,B7Ve
0.094007,617,2MASS J02475308+6134057,Be*,*  |Be*|IR |Be*,B1Ve
0.047178,618,2MASS J02475873+6301567,Be*,*  |Be*|IR,B
0.204647,619,[D75b] Em* 02-128,Be*,Be*|*  |Be*|IR |Em*,B5-6Ve
0.072352,620,2MASS J02482368+6141070,Be*,IR |*  |Be*|Be*,B3e
0.065956,621,2MASS J02483803+6301529,Be*,*  |Be*|IR,B
0.299320,622,2MASS J02491390+6310421,Be*,*  |Be*|IR,B
0.044618,623,IPHAS J024928.49+595248.5,Be*,Y*?|IR |Be*|*  |Be*,B1IVe
0.196610,624,2MASS J02494064+6214246,Be*,*  |Be*|IR |Be*,B9Ve
0.092552,625,IPHAS J025016.65+624435.6,Be*,*  |Be*|IR |Be*,B8-9e
0.073796,626,IPHAS J025059.16+615648.8,Be*,*  |Be*|IR |Be*|Be*,B4Ve
0.153067,627,IPHAS J025102.24+615733.8,Be*,IR |*  |Be*|Be*|Be*,B3-4IVe
0.036049,628,HD  17505,**,** |*  |*iC|IR,O6.5III((f))n+O8V
0.067392,628,HD  17505A,SB*,*  |**,O6.5IIIn(f)
0.113156,629,BD+56   727,Em*,Em*|IR |*,B5:e
0.053303,630,UCAC3 301-57789,Be*,G  |G  |IR |*  |Be*|Be*,A0-1Ve
0.206027,631,2MASS J02520022+6211450,Be*,*  |Be*|IR |Be*,B5-6Ve
0.221361,632,2MASS J02520410+5834233,Be*,*  |Be*|IR,B7
0.070561,633,IPHAS J025233.24+615902.2,Be*,*  |Be*|IR |Be*,B7e
0.124325,634,IPHAS J025324.54+614622.9,Be*,*  |Be*|IR |Be*,B9Ve
0.152351,635,IPHAS J025448.83+605832.1,Be*,IR |Y*O|Be*|*  |Be*,B9.0
0.192839,636,[KAG2008] 10573,Be*,Y*?|IR |Y*O|Be*|*,B8.0
0.044831,637,IPHAS J025610.39+580629.6,Be*,*  |Be*|IR |Be*,B5e
0.188730,638,IPHAS J025631.47+593648.4,Be*,Y*?|IR |Be*|*,B
0.158325,639,IPHAS J025700.51+575742.9,Be*,*  |Be*|IR |Be*|Be*,B3-4Ve
0.060359,640,IPHAS J025704.89+584311.6,Be*,IR |*  |Be*|Be*,B5e
0.055982,641,2MASS J02573778+6247034,Be*,*  |Be*|IR |Be*,B8Ve
0.030861,642,2MASS J02590487+6214593,Be*,*  |Be*|IR |Be*,B5-6Ve
0.056701,643,[D75b] Em* 02-153,Be*,*  |IR |Be*|Be*|Em*,B7-8Ve
0.196061,644,2MASS J02595944+5829297,Be*,*  |Be*|IR |Be*,B3-4IVe
0.069873,645,2MASS J03001025+6132232,Be*,*  |Be*|IR |Be*,B1Ve
0.083534,646,HD  18552,Be*,Be*|IR |*  |UV |Em*,B7IVe
0.128743,647,IPHAS J030056.70+615940.8,Be*,*  |Be*|IR |Be*,B7Ve
0.052401,648,IPHAS J030120.82+602444.9,Be*,IR |Be*|*,B
0.041681,649,2MASS J03012403+6102213,Be*,*  |Be*|IR |Be*,B2Ve
0.158447,650,2MASS J03013361+5935186,Be*,*  |Be*|IR,B3
0.045086,651,HD 237056,Be*,Em*|*  |Be*|V* |IR,B0.5:V:pe
0.163681,652,2MASS J03031743+5834020,Be*,*  |Be*|IR |Be*,B5-6IVe
0.163995,653,2MASS J03033131+5852347,Be*,*  |Be*|IR |Be*,B2Ibe
0.073133,654,2MASS J03033231+6238566,Be*,*  |Be*|IR |Be*,B9Ve
0.080337,655,2MASS J03042200+5748204,Be*,*  |Be*|IR |Be*,B5-6Ve
0.041973,656,2MASS J03042330+6229008,Be*,*  |Be*|IR |Be*,B3-4Ve
0.023469,657,HD 237060,Be*,*  |Be*|IR |Em*,B9V
0.114402,658,2MASS J03045125+5947590,Be*,*  |Be*|IR,B
0.063641,659,HD  18877,Be*,Be*|IR |*iC|*  |UV |Em*,B7II-III
0.213332,660,2MASS J03050171+5851468,Be*,*  |Be*|IR |Be*,B3-4IIIe
0.192678,661,[KW97] 14-40,Be*,Be*|*  |Em*|IR,B
0.084028,662,2MASS J03062499+6143591,Be*,*  |Be*|IR,B
0.045463,663,HD  19818,Star,*  |IR,B9/A0Vn(e)
0.024790,664,HD  19243,Be*,** |** |V* |Em*|IR |Be*|*  |UV,B1V:e
0.110577,665,IPHAS J031141.79+614847.9,Be*,*  |Be*|IR |Be*,B7-8IVe
0.104152,666,IPHAS J031208.92+605534.5,Be*,IR |*  |Be*|Be*,B4e
0.033343,667,2MASS J03133328+6033070,Be*,*  |Be*|IR,B
0.006676,668,HD  19993,Em*,*  |Em*|IR,A7/A8IIe
0.017901,669,HD  20017,Be*,Em*|Be*|IR |*iC|*  |UV,B5Ve
0.044880,670,HD 237090,Be*,Be*|Em*|*  |IR |V*,B0.5IV:nn
0.028485,671,HD 237091,Be*,Em*|IR |V* |** |Be*|*,B1:V:nnep
0.076831,671,HD 237091A,Star,*  |**,
0.571177,671,HD 237091B,Star,*  |**,
0.083850,672,HD  20340,Be*,Be*|Be*|Em*|IR |*  |V* |blu|UV,B3Ve
0.006323,673,HD  20134,Be*,Be*|IR |Em*|*  |V*,B2.5IV-V
0.013842,674,HD  20336,Be*,*  |V* |Em*|** |IR |Be*|UV,B2.5Vn(e)
0.034826,675,HD 237118,Be*,*  |Be*|IR |Em*,B6V
0.002865,676,HD  20566,Em*,Em*|IR |*  |UV,B8
0.035237,677,HD  20899,Em*,IR |*  |UV |Em*,B9
0.008795,678,HD 237134,Be*,Em*|*  |Be*|IR,B8III:e
0.119150,679,Cl* Melotte   20     DH     178,Star,NIR|*  |*iC|IR,
0.019967,680,V* CR Cam,Be*,Be*|WV*|V* |Em*|IR |*,B1.5IV:[n]e+
0.064533,681,HD  21362,Star,*  |*iC|IR |*  |UV,B6Vn
0.957112,682,IRAS 03260+3111,multiple_object,IR |mul,
0.066794,683,HD  21455,Be*,Be*|Be*|IR |Em*|Be*|** |*iC|*  |UV,B7Vne
0.047379,684,BD+58   610,Em*,*  |Em*,B2III:
0.014303,685,HD  21650,Em*,IR |*  |UV |Em*,B5
0.010629,686,HD  21620,EB*,Al*|Em*|IR |*  |*iC|V* |UV,A0Vn
0.041455,687,HD  21641,Be*,*  |Em*|Be*|IR |** |X  |*iC|*  |UV,B8.5V
0.352287,688,V* BQ Cam,HMXB,HXB|HXB|V* |HXB|X  |Be*|Psr|gam|IR,O8.5Ve
0.002065,689,* psi Per,Be*,IR |*  |*  |Em*|Be*|UV |*iC|V*,B5Ve
0.042749,690,HD  22298,Be*,V* |V* |IR |Be*|*  |UV |Em*,B2Vne
0.107370,691,EM* StHA   22,Em*,*  |Em*|IR,Be
0.041560,692,HD  22780,Be*,Em*|Be*|V* |IR |*  |UV,B7Vn
0.031412,693,*  13 Tau,Be*,Em*|Be*|IR |*  |UV,B7Ve
0.042709,694,*  17 Tau,Be*,** |** |V* |Be*|IR |*  |UV |*iC|Em*|SB*|PM*,B6IIIe
0.052694,695,*  23 Tau,Be*,bC*|*  |Be*|X  |IR |V* |** |UV |Em*|*iC|PM*,B6IV(e)
0.047227,696,* eta Tau,Be*,** |*  |IR |X  |Be*|UV |*iC|Em*|PM*,B7III
0.030000,697,** STT   63,**,**,
0.054697,697,HD  23552,Be*,IR |*  |Em*|Be*|** |UV,B8V
0.035728,698,*  28 Tau,Be*,** |*  |V* |Ir*|IR |X  |Be*|UV |*iC|Em*,B8Vne
0.031412,699,HD  23800,Be*,Be*|IR |V* |*  |*iC|UV |Em*,B1IV
0.012328,700,HD  23982,Em*,Em*|*  |IR,B5
0.021386,701,EM* MWC  465,Be*,WD?|Em*|*  |Be*|IR,B0ne
0.108727,702,EM* AS   77,Em*,EmO|Em*|*  |IR,Be
0.018512,703,HD  24560,Be*,Be*|V* |Em*|*  |UV |IR,B1.5Vne
0.036139,704,HD  24479,Be*,Em*|Be*|*  |UV |IR,B9IV
0.028067,705,* ksi Per,**,** |*  |V* |Em*|IR |X  |*iC|UV,O7.5III(n)((f))
0.044225,706,V* RW Tau,Be*,** |IR |** |*  |*  |Be*|Al*|V* |Em*|SB*,B8Ve+K0IV
0.004462,708,HD  25348,Be*,Be*|Be*|V* |Be*|*  |IR |Em*,B1Vnnpe
0.021975,709,* c Per,Be*,*  |Em*|V* |IR |Be*|UV,B3Ve
0.038407,710,HD  26398,Be*,Em*|IR |Be*|*  |UV,B7III
0.081742,711,HD  26420,Be*,V* |Em*|*  |UV |IR |Be*,B3
0.042205,712,HD  26906,Be*,Em*|V* |** |*  |IR |Be*,B7
0.994205,713,EM* MWC  470,Em*,*  |Em*|EmO|IR,Be
0.067168,714,V* RW Per,EB*,Al*|V* |*  |Em*|SB*|IR,A2
0.033127,715,HD  27846,Be*,Em*|Be*|UV |*  |IR,B1.5V
0.062658,716,* 228 Eri,Be*,*  |Be*|V* |Em*|IR |X  |UV,B2(V)ne
0.030267,718,HD  29035,Be*,Be?|Be*|IR |*,B9.5Ve
0.049810,719,HD  29557,Be*,V* |Be*|Be*|Em*|*  |UV |IR,B3Ve
0.024705,720,HD  29441,Be*,V* |Pu*|Be*|*  |Em*|UV |IR,B2.5Vne
0.012482,721,HD  29373,Be*,Em*|Be*|*  |IR,B6V
0.014794,722,*  56 Eri,Be*,*  |Em*|Be*|IR |V* |UV,B2(V)nne
0.005194,723,HD  29866,Be*,Be*|Em*|UV |*  |IR,B8V
0.072861,724,HD  30123,Em*,Em*|IR |*  |*iC|UV,B8III
0.075938,725,HD 276738,Be*,Em*|*  |Be*|IR,B5
0.089155,726,2MASS J04492723+4504438,Be*,*  |Be*|IR,
0.060508,727,HD  30677,Star,*  |UV |IR,B1II-III((n))
0.008884,728,HD 276886,Em*,IR |*  |Em*,B5
0.044204,729,* pi.02 Ori,Star,*  |IR |UV,A1Vn
0.000000,731,[O96] D025NE-5,Star,*,B2.2Ve
0.725222,731,MACHO  17.2222.17,V*,*  |V*,
0.010000,733,[O96] D050NE-1b,Star,*,B0IIIe
0.048274,735,HD  32190,Be*,V* |Pu*|Be*|*  |Em*|*iC|UV |IR,B1Ve
0.036966,738,HD  32188,V*,V* |*  |UV |IR,A3III
0.043608,739,HD  32358,Be*,*  |Em*|Be*|** |IR,B6V
0.146765,739,HD  32358B,Star,*,
0.633478,739,HD  32358A,Star,*,
0.020206,741,*  11 Cam,Be*,Be*|*  |V* |Be*|** |UV |Em*|IR,B3Ve
0.026308,742,HD  33599,Be*,V* |Be*|Be*|Em*|*  |UV |IR,B2Vpe
0.071393,743,* 105 Tau,Be*,Be*|V* |Em*|*  |** |UV |IR,B2Ve
0.056635,744,HD  33453,Be*,Be*|Be*|Em*|*  |UV |IR,B8Vne
0.046680,745,* lam Eri,Be*,X  |*  |Be*|V* |IR |UV,B2III(e)p
0.042846,746,HD  33152,Be*,V* |Be*|*  |UV |IR |Em*,B1Ve
0.030432,747,HD  33232,Be*,V* |Be*|UV |*  |IR |Em*,B2Vne
0.029357,748,HD  33357,Be*,Be*|bL*|V* |*  |Em*|SB*|UV |IR,B1:V:ne
0.056050,749,HD 277707,Be*,Be*|*  |IR |Em*,Bpe
0.048944,750,HD  33461,Be*,V* |IR |Be*|*  |UV |Em*,B2:V:nne
0.099640,751,HD 241570,Em*,Em*|*  |IR,B5ne
0.043878,752,HD  33604,Be*,Be*|V* |UV |*  |IR |Em*,B2V:pe
0.190111,753,2MASS J05140608-6932279,Star,*iA|*  |IR,B0.5Ve
0.709782,754,[BE74] 544,Em*,IR |V* |*  |Em*|PN |*iA|*,B1IIIe
0.045166,755,2MASS J05141492-6931458,Star,*iA|*  |IR,B2IIIe
0.197011,757,Hilt  440,Be*,Em*|*  |Be*|IR,B1V:e:p
0.098070,758,RX J0516.0-6916,HMXB,HXB|X  |gam,Be
0.029542,759,*  12 Aur,Be*,Em*|Be*|*  |UV |IR,B2Ve
