angDist,#,main_id,main_type,other_types,sp_type
0.205293,95,SSTISAGE1C J005404.59-722106.5,Be*,*  |Be*|IR,B2III-IV
0.000000,96,[MFH2007] SMC5-51315,Be*,*  |Be*,B5V
0.249457,97,[MA93]  733,Be*,Be*|*  |Em*|Em*|IR,B2IV
0.000000,98,MACHO 207.16205.141,Be*,Be*|*,B2V
0.000000,99,[MFH2007] SMC5-26182,Be*,*  |Be*,B3IV
0.000000,100,[MFH2007] SMC5-53756,Be*,*  |Be*|IR,B2IV
0.802856,100,[MA93]  744,Em*,Em*|IR |Em*,
0.000000,101,[MFH2007] SMC5-81260,Be*,*  |Be*,B3V
0.279294,102,[MFH2007] SMC5-5045,Be*,*  |Be*|IR,B2IV
0.184399,103,LIN 252,Be*,Be*|IR |*  |Em*,B0III
0.194606,104,MACHO 207.16259.35,Be*,Be*|IR |*,B2III
0.282899,104,LIN 253,Em*,Em*|Em*,
0.233121,105,MACHO 207.16262.58,Be*,Be*|*  |IR,B2IV
0.232377,106,MACHO 207.16262.86,Be*,Be*|*  |IR,B2III
0.207905,107,LIN 257,Be*,Be*|*  |Em*|Em*|IR,B0IV
0.212633,108,[MA93]  772,Be*,Be*|IR |*  |Em*,B2III
0.040000,109,RX J0054.5-7228,HMXB,HXB|X,Be
0.342873,110,OGLE J005433.24-723211.5,Be*,Be*|Be?|*  |IR,B1III
0.106136,112,2MASS J00543685+6305498,Be*,*  |Be*|IR |Be*,B2-3e
0.000000,113,[MA93]  785,Be*,Be*|IR |Em*|Em*|*  |Em*|EB*,B2III
0.226040,114,OGLE SMC-SC7  70940,Be*,Be*|IR |Em*|Em*|*,B1V
0.210264,115,LIN 262,Be*,Be*|*  |Em*|IR |Em*,B2III
0.000000,116,[MFH2007] SMC5-64576,Be*,*  |Be*|IR,B2V
0.227348,117,[MA93]  798,HMXB,X  |Be*|HXB|HXB|Em*|HXB|EmO|Em*|*  |IR,B1e
0.030000,118,OGLE J005447.39-722758.5,Be*,*  |Be*|IR |Be?,B5III
0.072914,119,LIN 267,Be*,Be*|Em*|*  |EmO|Em*|IR,B0IV
0.078230,120,LIN 265,Be*,Be*|Em*|*  |Em*|IR,B1III
0.060000,121,[MFH2007] SMC5-64832,Be*,*  |Be*|IR,B3III
0.655976,121,OGLE SMC-SC7  70909,Em*,Em*|Em*|*,
0.203845,123,[MA93]  813,Be*,*  |Be*|Em*|IR |Em*,B2III
0.508189,124,LHA 115-S  21,Em*,Em*|Em*|*  |EmO|IR,B0e
0.162472,125,[MA93]  820,Be*,Be*|*  |Em*|Em*|IR,B2III
0.674917,126,SSTISAGE1C J005513.41-722107.1,Be*,*  |Be*|IR,B1IV
0.369727,127,LIN 276,Be*,Be*|IR |*  |Be*|*iC|*iC|Em*,B2III
0.402607,128,[MA93]  827,Be*,Be*|Em*|IR |Em*|*,B2III
0.123773,129,[MA93]  831,Be*,Be*|*  |Em*|Em*|IR,B2III
0.000000,130,[MFH2007] SMC5-38312,Be*,*  |Be*,B7IV
0.170327,131,SSTISAGE1C J005521.79-722133.9,Be*,*  |Be*|IR,B2IV
0.147745,132,[MA93]  842,Be*,Be*|*  |IR |Em*|Em*,B2IV
0.010000,133,[MA93]  843,Be*,Be*|IR |Be?|*  |Em*,B2IV
0.184485,134,[MA93]  853,Be*,V* |*iC|Be*|*  |Em*|IR,B2III
0.230011,135,[MA93]  854,Be*,Be*|*iC|IR |*  |Em*,B2IV
0.735459,135,Cl* NGC  330  KWBBE     277,Star,*  |*iC,
0.933775,136,Cl* NGC  330  KWBBE    1064,Be*,*  |IR |Be*,B2IV
0.000000,137,Cl* NGC  330  KWBBE    1062,Be*,Be*|*  |IR |*iC,B2IV
0.366608,138,[MA93]  857,Be*,Be*|*  |IR |Em*|Em*,B1IV
0.185770,139,MACHO 207.16316.160,Be*,Be*|*iC|IR |*,B1V
0.529115,140,Cl* NGC  330      G      40,Be*,*  |IR |Be*,B2/8e
0.377175,141,MACHO 207.16319.58,Be*,Be*|*  |IR,B2IV
0.603690,142,Cl* NGC  330  KWBBE    1041,Be*,*iC|Be*|IR |*,B1IV
0.000000,143,[MFH2007] SMC5-25052,Be*,*  |Be*,B5IV
0.274909,144,[MA93]  863,Be*,Be*|*  |Em*|*iC|Em*|IR,B2III
0.109692,145,[MA93]  864,Be*,Be*|*  |IR |Be?|Em*|*iC,B2III-IV
0.336829,147,[MA93]  872,Be*,Be*|IR |*  |Em*,B3IV
0.127434,148,Cl* NGC  330  KWBBE    1017,Be*,Be*|*  |IR |*iC,B1V
0.000000,149,MACHO 207.16319.11,Be*,Be*|IR |*,B2III
0.313594,149,2MASS J00554711-7216342,Star,IR |*,B1-3(III)
0.018212,150,[MFH2007] SMC5-21886,Be*,*  |Be*,B2IV
0.169757,151,Cl* NGC  330      G      68,Be*,Be*|*  |IR |*iC,B5IV
0.018511,152,LIN 286,Be*,EmO|EB*|V* |*iC|V*?|Be*|IR |*  |Em*,B3II/III
0.000000,153,[MFH2007] SMC5-22842,Be*,*  |Be*|IR,B2IV
0.171678,154,[MFH2007] SMC5-53267,Be*,*  |Be*|IR,B2IV
0.125353,155,Cl* NGC  330      G      59,Be*,Be*|*  |IR |*iC,B2IV
0.106008,156,SV* HV  1669,EB*,EB*|EB*|*iC|*  |V*?|V* |IR,B1IVe
0.040000,157,Cl* NGC  330  KWBBE    2118,Be*,Be*|*  |IR |*iC,B3IV-V
0.205082,158,[MA93]  886,Be*,*  |Em*|Be*|*iC|*iC|Em*|IR,B2III
0.200550,159,[MA93]  895,Be*,Be*|*  |IR |Em*|Em*,B3IV
0.124017,160,[MA93]  893,Be*,Be*|*  |IR |Em*|*iC,B3III
0.000000,161,Cl* NGC  330      G     109,Be*,*  |Be*|*iC,B9III
0.456147,162,2MASS J00560304-7227205,Candidate_RGB*,RB?|IR,
0.375851,163,[MA93]  901,Be*,Be*|*  |Be?|Em*|IR |Em*,B2III
0.010000,165,MACHO 207.16372.22,Be*,Be*|IR |*,B2III
0.390000,165,[MA93]  903,Em*,Em*|IR |Em*|*,B1-3(III)e?
0.268662,167,[MFH2007] SMC5-20211,Be*,*  |Be*|IR,B2IV
0.123986,168,LIN 298,Em*,*iC|IR |Em*|Em*|*  |Em*,A1I
0.120280,169,Cl* NGC  330    BAL     271,Be*,*  |Pu*|V* |Be*|Em*|Em*|IR |*iC,B2III-IV
0.000000,170,[MFH2007] SMC5-25589,Be*,*  |Be*,B3V
0.075607,171,Cl* NGC  330    ARP      45,Star,V* |IR |*iC|*,B2IIe
0.000000,172,Cl* NGC  330    ARP       4,Star,V* |*  |*iC,B2.5Ve
0.112306,173,IPHAS J005611.62+630350.5,Be*,*  |Be*|IR |Be*,B5e
0.629099,174,OGLE SMC-SC7 205968,Em*,Em*|Em*|*,
0.175082,175,Cl* NGC  330    ARP      44,Be*,Pu*|V* |Be*|*  |Em*|Em*|IR |*iC|Em*,B2III
0.422783,176,[MA93]  917,Be*,EB*|Be*|IR |*  |Em*,B5II-III
0.109728,177,Cl* NGC  330    ARP       6,Be*,V* |*  |IR |Em*|Em*|Be*|*iC|*iC,B3III
0.291055,178,[MA93]  921,Be*,Be*|*  |IR |Em*|*iC,B1IV
0.291388,179,LIN 303,Be*,*  |V* |Be*|IR |Em*|Em*|Em*|*iC,B3II-III
0.137215,181,MACHO 207.16373.5496,Be*,Be*|*  |IR |*iC,B2IV
0.004519,183,Cl* NGC  330  KWBBE     462,Be*,Be*|*  |*iC,B1IV
0.020000,184,Cl* NGC  330    ARP      31,Star,V* |*iC|*,B2.5IIe
0.000000,185,[MA93]  928,Be*,X  |Be*|IR |*  |Em*|HX?,B2III-IV
0.100000,186,OGLE SMC-SC7 205947,Be*,*  |Be*|Pu*|V* |IR |Em*|Em*|*iC,B2IV
0.000000,187,[MA93]  929,Be*,Be*|IR |*  |Em*,B3III
0.004547,188,[MFH2007] SMC5-49651,Star,*  |*,B5V
0.080487,189,2MASS J00561949+6258241,Be*,IR |*  |Be*|Be*,B5e
0.030000,190,Cl* NGC  330  KWBBE     222,Be*,Be*|*  |IR |*iC,B2III
0.170000,190,OGLE SMC-SC7 205988,PulsV*,Pu*|V* |*  |*iC,
0.000000,191,OGLE SMC-SC7 206032,Be*,Be*|IR |Em*|Em*|*  |*iC,B3III
0.469750,192,Cl* NGC  330      G      28,Be*,V* |Be*|*  |*iC|IR,B2IV
0.045187,193,Cl* NGC  330  KWBBE     219,Be*,Be*,
0.195305,194,OGLE SMC-SC7 206188,Be*,V* |Be*|*  |IR |Em*|Em*|*iC,B1V
0.332369,195,Cl* NGC  330      G      41,Be*,Be*|*  |*iC|IR,B2IV
0.201606,196,Cl* NGC  330    ARP      15,Be*,Pu*|V* |Be*|*  |IR |Em*|Em*|*iC|Em*,B2III
0.212471,197,OGLE SMC-SC7 206236,Be*,Be*|IR |Em*|Em*|*  |*iC,B2IV
0.140410,198,[MFH2007] SMC5-23931,Be*,*  |Be*|IR,B2IV
0.175959,199,Cl* NGC  330    ARP      27,Be*,V* |Be*|*  |Em*|Em*|*iC|Em*|IR,B2III
0.000000,201,Cl* NGC  330    ARP      13,Star,V* |IR |*iC|*,B0.5Ve
0.210782,202,Cl* NGC  330    ELS      85,Be*,Be*|IR |Be?|*iC|*iC|Em*|Em*|*,B3III
0.200000,203,Cl* NGC  330    ROB B41,Be*,*iC|V* |Pu*|Be*|IR |Em*|Em*|*  |Em*,B2III
0.228456,204,Cl* NGC  330    HSG F1,Be*,Be*|*  |IR |*iC,B1V
0.080493,205,Cl* NGC  330  KWBBE     837,Be*,Be*|*iC|IR |*,B2IV
0.000000,206,[MFH2007] SMC5-61950,Be*,*  |Be*|IR,B5III
0.000000,207,[MFH2007] SMC5-75061,Be*,*  |Be*,B3IV
0.272648,208,Cl* NGC  330    ROB B5,Be*,Pu*|V* |Be*|*  |IR |Em*|Em*|*iC|Em*,B3III
0.157498,210,Cl* NGC  330    ROB B6,Be*,V* |*  |Be*|IR |Em*|Em*|*iC,B1III
0.148153,212,Cl* NGC  330    ROB B9,Be*,V* |*  |IR |Em*|Em*|Be*|*iC|*iC,B3III
0.212953,213,Cl* NGC  330  KWBBE     818,Be*,Be*|*  |IR |*iC,B2IV
0.009032,214,Cl* NGC  330      G     115,Be*,Be*|*  |*iC,B5IV
0.446179,215,[MFH2007] SMC5-4026,Be*,*  |Be*|IR,B2V
0.507799,216,MACHO 207.16375.57,Be*,Be*|*  |IR,B2IV
0.013438,217,* gam Cas,Be*,*  |*  |*  |** |V* |IR |UV |X  |Be*|Em*|gam,B0.5IVpe
0.265792,218,Cl* NGC  330     SW      95,Be*,*  |Be*|IR |V* |*iC|Be?|*  |Em*,O6.5-7.5IIIe
0.224786,219,[MFH2007] SMC5-3537,Be*,*  |Be*|IR,B2IV
0.213946,220,MACHO 207.16376.22,Be*,Be*|IR |*,B2II-III
0.505971,221,AzV 179,Em*,*  |IR |Em*|Em*|*,B0
0.375859,222,2MASS J00565174-7219456,Be*,Be*|IR |*,B2IV
0.181451,223,Cl* NGC  330  KWBBE     754,Be*,Be*|*  |IR |*iC,B1IV
0.000000,224,Cl* NGC  330  KWBBE     369,Be*,Be*|*  |IR |*iC,B2IV
0.196981,225,[MFH2007] SMC5-3919,Be*,*  |Be*|IR,B1V
0.276109,226,[MA93]  982,Be*,Be*|*  |Em*|Em*|IR,B3III
0.000000,227,Cl* NGC  330  KWBBE    1433,Be*,Be*|*  |IR |*iC,B2IV
0.000000,228,RX J0057.4-7325,HMXB,IR |gam|HXB|HXB|Psr|X  |*,B3-B5Ib-II?
0.470156,229,SSTISAGE1C J005730.28-721558.6,Be*,*  |Be*|IR |Em*|Em*,B5III
0.030000,230,MACHO 207.16431.1732,Be*,Be*|IR |*,B2IV
0.237424,230,OGLE SMC-SC8  46117,Star,IR |*,B1-5(II)
0.232247,232,AzV 191,Be*,Be?|Em*|Be*|*iC|IR |Em*|*  |*iC,Be(B1:)
0.360903,233,2MASS J00574376+6402353,Be*,*  |Be*|IR |Be*,B9Ve
0.045711,234,[MLD95] SMC  2,Star,*,Be
0.160000,236,RX J0057.9-7156,HMXB,HXB|HXB|X,
0.079594,237,2MASS J00580985+6244127,Be*,*  |Be*|IR |Be*,B5Ve
0.178734,239,[MA93] 1101,Be*,Be?|*  |Em*|Em*|Em*|*iC|*iC|Be*|IR,Be(B3_sh)
0.074905,240,IPHAS J005859.29+632603.4,Be*,*  |Be*|IR |Be*,B8Ve
0.000000,241,[MA93] 1119,Em*,Em*|*,B1Ve
0.359290,242,OGLE SMC-SC8 151926,Star,*  |IR |X  |*,B1-3(IV)
0.472591,243,AzV 228,Em*,*  |Em*|IR |Em*|*,B0Ve
0.406346,244,2MASS J00592664+6511566,Be*,*  |Be*|IR |Be*,B7-8Ve
0.452736,246,Cl* NGC  346  KWBBE     259,Be*,Be?|Em*|Em*|*iC|IR |Be*|*,B1-2e
0.128357,247,[MLD95] SMC 14,Star,*,Be
0.276810,249,2dFS  1497,HII,IR |HII|*,B0(IV)
0.383299,249,[OKP2004] OB 294,Cl*,Cl*,
0.384917,249,OGLE J010041.93-723028.6,Candidate_Be*,*  |Be?|IR,B0-B2
0.284557,250,LIN 369,Em*,IR |Em*|Em*|*,B0-5(II)
0.643889,250,MOA J010042.4-722457,EB*,EB*,
0.305092,251,IPHAS J010045.61+631740.4,Be*,*  |Be*|IR |Be*,B4e
0.171073,252,2MASS J01005124+6413271,Be*,*  |Be*|IR |Be*,B7Ve
0.291386,253,2MASS J01005455+6437293,Be*,*  |Be*|IR |Be*,B5Ve
0.000000,255,[MLD95] SMC 18,Star,*,Be
0.314824,256,2MASS J01010783+6332267,Be*,*  |Be*|IR |Be*,B7Ve
0.145470,257,BD+63   124,Be*,*iC|Be*|Em*|IR |*,B1V
0.671213,258,[MA93] 1257,HMXB,*  |Psr|HXB|Em*|HXB|Em*|HXB|IR |*  |X,B0.5-B2IV-V
0.092375,259,RX J0101.6-7204,HMXB,HXB|X,Be
0.029598,260,2MASS J01013802+6413500,Be*,*  |Be*|IR |Be*,B6Ve
0.022195,262,LHA 115-S  35,Em*,Em*|IR |Em*|*  |EmO,B1
0.478507,263,LIN 398,Em*,Em*|IR |EmO|Em*|*,O7-B0
0.080000,264,[MLD95] SMC 27,Star,*,
0.000000,265,[MLD95] SMC 31,Star,*,B0Ve
0.028545,267,HD   6226,Be*,Be*|IR |UV |*  |V*,
0.109316,268,LIN 424,Em*,Em*|Em*|*  |IR,B0e
0.166079,269,RX J0104.1-7243,HMXB,IR |HXB|X,
0.352240,270,[M2002] SMC  59034,Star,*  |IR,Be
0.745193,271,[MA93] 1470,HMXB,X  |IR |HXB|Em*|HXB|Em*|*,B1.5e
0.128296,272,[MLD95] SMC 47,Star,*,
0.006204,274,HD   6343,Be*,Be*|Be*|IR |Be*|Em*|UV |*,B5Vn:e
0.053431,277,2MASS J01070768+6251169,Be*,*  |Be*|IR |Be*,B5e
0.166173,278,2E 0105.7-7251,HMXB,HXB|X,Be
0.185956,280,AzV 433,Em*,Be?|Em*|IR |Em*|*,B0.5(III)e
0.068055,281,2MASS J01084116+6155118,Be*,*  |Be*|IR |Be*,A0-1Ve
0.397570,282,LHA 115-S  53,Em*,*  |*  |Em*|Em*|IR |Em*|*  |EmO,B0.2IIIe
0.160000,284,1H 0103-762,HMXB,HXB|X,
0.044650,285,* phi And,Be*,IR |** |*  |Em*|Be*|UV,B5IIIe
0.081185,285,* phi And A,Star,** |*,
0.327602,285,* phi And B,Star,** |*,
0.069843,286,HBHA 6210-03,Be*,Be*|*  |IR |Be*|Em*,B3e
0.896577,287,RX J0111.2-7317,HMXB,*  |IR |HX?|HXB|Psr|HXB|X  |gam,B0.5-1Ve
0.158663,288,EM* MWC  685,Em*,*  |EmO|Em*|*  |IR,F8
0.084973,289,BD+60   180,Be*,*  |Em*|Be*|IR |*,B2
0.099565,290,2MASS J01121629+6150511,Be*,*  |Be*|IR |Be*,B5Ve
0.210120,291,EM* GGA   19,Be*,*  |IR |Be*|Be*|Em*,B7Ve
0.233671,292,2MASS J01140239+6257353,Be*,*  |Be*|IR |Be*,B5-6Ve
0.345583,293,IPHAS J011543.99+660116.2,Be*,IR |*  |Be*|Be*,B3e
0.135119,294,2MASS J01160440+6309266,Be*,*  |Be*|IR,B
0.040853,295,HD   7636,Be*,V* |IR |Be*|UV |Em*|*,B2IIIne
0.032416,296,HD   7720,Be*,Em*|Be*|IR |*,B5II
0.065605,298,HD 236689,Be*,*  |*  |Be*|** |Be*|Em*|*  |Be*|IR |*iC,B1.5V:ep_sh
0.068641,299,BD+57   243,Be*,*  |*  |Em*|Be*|IR |*  |V* |*iC,B0:IV:e
0.367271,300,2MASS J01191818+6422334,Be*,*  |Be*|IR |Be*,B5Ve
0.265376,303,IPHAS J012158.75+642813.1,Be*,IR |*  |Be*|Be*,B4e
0.006878,304,EM* AS   16,Be*,IR |UV |EmO|Em*|*  |Be*,OBe
0.237827,306,IPHAS J012320.11+635830.9,Be*,IR |Be*|*  |Be*|Em*,B3e
0.079372,307,2MASS J01232580+6426387,Be*,*  |Be*|IR,B
0.054485,308,2MASS J01233945+6315442,Be*,*  |Be*|IR,B
0.065310,309,IPHAS J012339.76+635313.0,Be*,*  |Be*|IR |Be*,B5e
0.174424,310,2MASS J01235805+6526152,Be*,*  |Be*|IR |Be*,B7Ve
0.078769,311,EM* AS   19,Em*,EmO|Em*|*  |IR,Be
0.199682,312,IPHAS J012405.46+660100.0,Be*,*  |Be*|IR |Be*,B6e
0.100334,313,IPHAS J012416.80+633011.7,Be*,*  |Be*|IR |Be*,B5-6Ve
0.040048,315,BD+59   246,Em*,Em*|*  |IR,Be
0.070617,316,IPHAS J012540.57+623025.7,Be*,IR |*  |Be*|Be*|Be*,B5-6Ve
0.171187,317,IPHAS J012609.29+651618.0,Be*,*  |Be*|IR |Be*,B4e
0.198649,318,2MASS J01263466+6418511,Be*,*  |Be*|IR |Be*,B1Ve
0.256758,319,IPHAS J012703.28+634333.3,Be*,*  |Be*|IR |Be*,B3e
0.072712,320,BD+59   250,Be*,Em*|Be*|*  |IR,B2Ve
0.053441,321,2MASS J01274507+6251543,Be*,*  |Be*|IR |Be*,B9Ve
0.209357,322,IPHAS J012751.32+655104.2,Be*,IR |*  |Be*|Be*,B7e
0.043892,323,BD+58   247,Be*,Em*|Be*|*  |IR,B1/2e
0.117309,324,2MASS J01300018+6310445,Be*,*  |Be*|IR,B
0.875836,325,EM* GGA   50,Em*,Em*|*  |IR,B2Ve
0.070383,326,IPHAS J013213.92+623717.2,Be*,*  |Be*|IR |Be*,B6Ve
0.343777,327,IPHAS J013245.71+645233.3,Be*,IR |*  |Be*|Be*,B3e
0.041482,328,EM* AS   25,Be*,EmO|Em*|*  |Be*|IR,B1/2Vnne
0.215300,329,2MASS J01342256+6244596,Be*,*  |Be*|IR |Be*,B5Ve
0.108772,330,BD+62   271,Be*,Em*|IR |Be*|*,B8V
0.047497,331,EM* AS   28,Em*,EmO|Em*|IR |*,B2Vnne
0.000000,332,BD+60   274,Be*,*iC|Em*|IR |Be*|*,B3III
0.076202,333,HD   9709,Be*,Be*|*  |UV |IR |Em*,B8V
0.003758,334,HD   9612,Be*,Be*|Em*|*  |UV |IR,B8IV
0.082610,335,2MASS J01373939+6132588,Be*,*  |Be*|IR |Be*,B5Ve
0.036691,336,* alf Eri,Be*,X  |UV |V* |IR |Em*|*  |Be*|HV*,B6Vpe
0.247066,337,EM* GGA   71,Be*,Be*|Be*|Em*|*  |IR,B2Ve
0.055427,338,2MASS J01382554+6350084,Be*,*  |Be*|IR |Be*,B3-4Ve
0.049678,339,2MASS J01383425+6348412,Be*,*  |Be*|IR,B
0.073937,340,BD+62   285,Be*,Em*|Be*|IR |*,B8V
0.173042,341,2MASS J01392077+6543386,Be*,*  |Be*|IR |Be*,B8Ve
0.071256,342,BD+62   287,Be*,Em*|Be*|IR |*,B8V
0.034802,343,BD+60   307,Be*,*  |Em*|Be*|IR |*,B2Ve
0.110684,344,BD+58   277,Em*,Em*|IR |*,Be
0.091242,345,BD+62   292,Be*,Em*|Be*|IR |*,B1:pe
0.095890,346,IPHAS J014218.76+624733.5,Be*,*  |Be*|IR |Be*,B5e
0.167624,347,2MASS J01423872+6337533,Be*,*  |Be*|IR |Be*,B6Ve
0.184720,348,2MASS J01424482+6230562,Be*,*  |Be*|IR |Be*,B7-8Ve
0.199768,349,[YKS2008] NGC 637-S1,Be*,*  |IR |Be*|Be*|Be*|Be*,B5-7Ve
0.019960,350,* phi Per,Be*,IR |SB*|Em*|UV |V* |Be*|*,B1.5V:e-shell
0.059992,351,2MASS J01440185+6401244,Be*,*  |Be*|IR |Be*,B5-6Ve
0.383077,352,EM* GGA   83,Be*,** |Em*|IR |Be*|Be*|*iC|*,B0-1e
0.332667,353,LS   I +61  225,Star,*iC|IR |*,B1Ve
0.063762,354,IPHAS J014458.15+633244.0,Be*,IR |*  |Be*|Be*,B7e
0.215556,355,2MASS J01445823+6252458,Be*,*  |Be*|IR |Be*,B2Ve
0.118910,356,BD+62   300,Be*,Em*|Be*|IR |*,B1V:npe
0.594751,357,NGC   663   240,Be*,*  |Be*|IR |*iC,
0.057003,358,BD+60   325,Be*,Be*|Be*|*  |Em*|** |V* |*  |*iC|IR,B1Ve
0.358046,359,EM* GGA   90,Be*,*  |IR |Em*|Be*|*iC,B
0.116090,360,2MASS J01451900+6335592,Be*,*  |Be*|IR,B
0.395934,361,EM* GGA   93,Be*,IR |Be*|Be*|*  |Em*|V* |*iC|*,B2Ve
0.160566,362,EM* GGA   94,Be*,Be*|Be*|Be*|Be*|*  |*iC|V* |Em*|IR |*  |Be*,B2Ve
0.354498,363,EM* GGA   95,Be*,Be*|Be*|*  |*  |V* |*iC|Em*|IR,B1Ve
0.450169,364,NGC   663   128,Star,*  |IR |*iC,
0.128440,365,EM* GGA   97,Be*,Be*|Be*|*  |V* |*  |*iC|Em*|IR,B2Ve
0.055726,366,BD+60   332A,Be*,Be*|Be*|*  |V* |** |*iC|Em*|IR,B0/1Ve
0.107786,366,BD+60   332,**,*  |**,
0.092432,367,NGC   663    84,Be*,*  |IR |Be*|Be*|Be*|Be*|Em*|*iC,B5Ve
0.331153,368,EM* VES  616,Be*,Be*|Be*|*  |*  |V* |** |*iC|Em*|IR,B0-1Ve
0.348642,368,TYC 4032-3101-1,Star,*,
0.123914,369,NGC   663    51,Be*,Be*|Be*|Em*|V* |*  |*iC|IR,B5Ve
0.085259,370,EM* GGA   98,Be*,Be*|Be*|*  |V* |*iC|Em*|IR |*,B2Ve
0.280697,371,IPHAS J014620.49+644802.5,Be*,IR |*  |Be*|Be*,B7e
0.105659,372,NGC   663    61,Be*,Be*|Be*|Be*|Be*|*  |IR |*iC,B5-7Ve
0.112741,373,BD+60   341,Be*,Be*|Be*|*  |Em*|V* |*  |*iC|IR,B0-1Ve
0.090291,374,EM* GGA   99,Be*,IR |** |Be*|V* |*  |*iC|Em*,B(e)
0.321449,375,BD+60   340,Be*,Be*|IR |*  |*iC|Em*,B5III
0.087383,376,NGC   663    21,Be*,*  |Be*|V* |*  |Em*|*iC|IR,Be
0.059858,377,NGC   663     6,Be*,Be*|Be*|*  |*  |*iC|Em*|IR |V*,B1Ve
0.060996,378,BD+60   343B,Be*,Be*|Be*|*  |V* |** |*  |*iC|Em*|IR,B2Ve
0.063073,379,EM* GGA  101,Be*,*  |Be*|Be*|*  |IR |*iC|Em*,B1Ve
0.294145,380,EM* GGA  103,Be*,*  |*  |Be*|IR |*iC|Em*,B(e)
0.464318,381,EM* VES  624,Be*,Be*|Be*|Be*|*  |IR |*iC|Em*,B5Ve
0.304167,382,EM* GGA  104,HMXB,V* |*  |XB*|V* |X  |*  |HXB|Be*|Psr|*iC|Em*|gam|IR,B1IIIe
0.393013,383,NGC   663   124,Be*,Be*|Be*|*  |Em*|V* |*  |*iC|IR,B2Ve
0.751749,384,NGC   663   151,Be*,Be*|Be*|*  |IR |*iC,B5-7Ve
0.259013,385,EM* GGA  108,Be*,Be*|Be*|*  |*iC|Em*|IR,B0-1Ve
0.293788,386,EM* GGA  109,Be*,Be*|Be*|EB*|Em*|*  |IR |*iC,B1Ve
0.146983,387,2MASS J01480703+6316132,Be*,*  |Be*|IR |Be*,B2Ve
0.067596,388,EM* GGA  110,Be*,*  |*  |Be*|*iC|Em*|IR,B2Ve
0.260882,389,2MASS J01484335+6428543,Be*,*  |Be*|IR |Be*,B8Ve
0.165459,390,IPHAS J014905.20+624912.3,Be*,*  |Be*|IR |Be*,B3e
0.088064,391,2MASS J01500115+6422197,Be*,*  |Be*|IR,B
0.279164,393,2MASS J01502287+6527431,Be*,*  |Be*|IR |Be*,B2Ve
0.016816,394,2MASS J01503071+6341326,Be*,*  |Be*|IR,B9
0.301060,395,IPHAS J015037.70+644447.0,Be*,*  |Be*|IR |Be*,B4e
0.244154,396,2MASS J01510565+6116025,Be*,*  |Be*|IR |Be*,B7-8Ve
0.073733,397,2MASS J01510914+6414218,Be*,*  |Be*|IR |Be*,B7-8Ve
0.054983,398,BD+59   334,Be*,Em*|Be*|IR |*,B0V
0.125514,399,2MASS J01521305+6248136,Be*,*  |Be*|IR |Be*,B7-8Ve
0.111069,400,2MASS J01522192+6357397,Be*,*  |Be*|IR,B
0.028960,401,HD 232552,Be*,UV |IR |*  |Be*|Em*,B0pe
0.064219,402,BD+60   368,Be*,Be*|Em*|IR |*,B1:III:
0.067508,403,IPHAS J015246.27+630315.0,Be*,*  |Be*|IR,B8-9e
0.204047,404,2MASS J01530719+6501103,Be*,*  |Be*|IR |Be*,B9Ve
0.261428,405,2MASS J01531452+6202413,Be*,*  |Be*|IR |Be*,B9Ve
0.278844,406,2MASS J01532914+6431280,Be*,*  |Be*|IR |Be*,A0-1Ve
0.093439,408,BD+59   343,Be*,Em*|Be*|IR |*,B2Vnne
0.028217,409,* eps Cas,Be*,V* |*  |Be*|Em*|UV |IR,B3Vp_sh
0.103963,410,IPHAS J015427.15+612204.7,Be*,IR |*  |Be*|Be*,B4e
0.048838,411,2MASS J01551044+6321083,Be*,*  |Be*|IR,B
0.067941,412,HD  11554,Be*,Em*|Be*|IR |*,B1Vpe
0.182672,413,2MASS J01552059+6117528,Be*,*  |Be*|IR |Be*,B9Ve
0.093332,414,2MASS J01552610+6250564,Be*,*  |Be*|IR,B3
0.027665,415,HD  11606,Be*,Be*|V* |IR |UV |Em*|*,B2Vne
0.003655,416,2MASS J01560124+6339440,Be*,*  |Be*|IR,B
0.031984,417,BD+50   395,Em*,IR |*  |Em*,Be
0.014680,418,BD+55   441,Be*,V* |V* |Pu*|*  |Be*|Em*|IR,B1V:pe
0.281272,419,IPHAS J015613.26+635623.7,Be*,IR |*  |Be*|Be*,B3e
0.203523,420,2MASS J01562783+6129390,Be*,*  |Be*|IR |Be*,B7Ve
0.072577,421,GSC 04036-01104,Be*,Be*|Be*|Em*|*  |IR,B5-6Ve
0.040780,422,2MASS J01564471+6536406,Be*,*  |Be*|IR,B
0.031954,423,IPHAS J015645.78+635259.6,Be*,*  |Be*|IR |Be*,B4Ve
0.032695,424,BD+63   261,Be*,Be*|Em*|IR |*,Bnnpe
0.151109,425,2MASS J01574132+6053138,Be*,*  |Be*|IR,B
0.144943,426,BD+60   393,Be*,Be*|Em*|IR |*,B2pe
0.106989,427,2MASS J01580445+6530206,Be*,*  |Be*|IR |Be*,B5-6Ve
0.020763,428,2MASS J01580904+6158136,Be*,*  |Be*|IR |Be*,B3-4IVe
0.019456,429,EM* MWC  433,Be*,Em*|*  |Be*|IR,B1Ve
0.167050,430,IPHAS J015918.33+654955.8,Be*,IR |*  |Be*|Be*,B6e
0.241737,431,GSC 04040-00957,Be*,Be*|Be*|*  |Em*|IR,B7Ve
