angDist,#,parallax,epsi,sepsi,ruwe
0.030551,1769,0.6870,0.118,1.224e+01,1.130
0.002152,1770,1.4502,0.222,7.440e+01,1.050
0.004826,1771,1.2128,0.131,1.719e+01,0.883
0.017820,1772,0.8301,0.376,6.154e+01,1.251
0.439050,1772,,0.617,9.131e+01,
0.061150,1773,0.5191,0.240,5.531e+01,1.416
0.022486,1774,0.6881,0.102,1.138e+01,0.838
0.113494,1775,1.0180,0.243,6.530e+01,1.694
0.074894,1776,0.9544,0.076,6.452e+00,0.772
0.073963,1778,0.9029,0.284,9.045e+01,1.584
0.126204,1779,0.5721,0.164,3.041e+01,0.842
0.044929,1780,1.0286,0.076,5.895e+00,0.764
0.079760,1781,0.9398,0.119,1.465e+01,0.944
0.054830,1782,0.7605,0.089,9.174e+00,0.781
0.013411,1783,0.7641,0.108,1.367e+01,0.860
0.020386,1784,3.3089,0.257,5.816e+01,0.836
0.050443,1785,1.2376,0.105,1.039e+01,0.776
0.005591,1786,1.7937,0.173,1.788e+01,0.888
0.043825,1787,0.6170,0.095,1.112e+01,0.928
0.032527,1788,1.0117,0.317,6.527e+01,0.933
0.053341,1789,0.9444,0.151,1.799e+01,0.945
0.072074,1790,0.6405,0.109,1.289e+01,1.023
0.047425,1791,0.8878,0.102,9.781e+00,0.853
0.016007,1792,1.5935,0.354,1.991e+02,0.958
0.022688,1793,1.6868,0.234,5.033e+01,0.892
0.013429,1794,0.8328,0.177,2.814e+01,0.942
0.100535,1795,1.3225,0.103,1.240e+01,0.995
0.419751,1796,0.9136,0.123,1.335e+01,0.862
0.046772,1797,0.6889,0.108,1.557e+01,0.960
0.047694,1798,2.1471,0.161,1.895e+01,0.747
0.066801,1799,1.3954,0.132,1.156e+01,0.857
0.027428,1800,0.9208,0.130,1.263e+01,0.845
0.055951,1801,1.2436,0.105,9.530e+00,0.833
0.005869,1802,0.9771,0.231,3.657e+01,1.107
0.075570,1803,0.9089,0.189,4.206e+01,1.077
0.061996,1804,0.9104,0.079,4.405e+00,0.821
0.247791,1805,1.4877,0.133,1.513e+01,0.843
0.063688,1806,0.6031,0.088,1.113e+01,0.938
0.066907,1807,0.8180,0.082,4.954e+00,0.723
0.041189,1808,1.3284,0.730,3.166e+02,1.662
0.053347,1809,0.8947,0.192,3.490e+01,1.408
0.052687,1810,0.1557,0.214,9.148e+01,1.036
0.045198,1811,1.1248,0.161,2.526e+01,0.847
0.028702,1812,0.9543,0.462,2.260e+02,0.817
0.038068,1813,0.9259,0.144,1.059e+01,0.873
0.017603,1814,2.4720,0.285,6.902e+01,1.169
0.074788,1815,1.0659,0.140,1.660e+01,1.012
0.013559,1816,0.8245,0.121,9.920e+00,0.899
0.005937,1817,2.6245,0.157,1.800e+01,0.801
0.003756,1818,0.8197,0.099,1.017e+01,0.881
0.029425,1819,1.3144,0.153,1.253e+01,0.915
0.012030,1820,2.2038,1.934,3.167e+03,9.315
0.073220,1821,1.4843,0.115,1.096e+01,0.901
0.060536,1822,0.8892,0.103,9.922e+00,0.850
0.039959,1823,0.6350,0.127,1.071e+01,1.076
0.058909,1824,1.1261,0.202,3.488e+01,1.270
0.044334,1825,1.1884,0.101,9.904e+00,0.738
0.038368,1826,3.5613,0.665,4.503e+02,0.990
0.018879,1827,3.9387,2.013,6.391e+03,2.488
0.058744,1828,1.5050,0.136,2.749e+01,1.129
0.014069,1829,0.9867,0.283,6.813e+01,0.735
0.081515,1830,1.0866,0.116,1.589e+01,0.799
0.029623,1831,2.3291,0.365,2.307e+02,0.891
0.053278,1832,7.9538,0.665,3.240e+02,0.601
0.023690,1834,4.2709,0.155,3.475e+01,0.992
0.046785,1836,0.6245,0.232,3.480e+01,0.788
0.060770,1837,,46.563,1.275e+06,
0.029352,1838,0.7069,0.253,7.246e+01,1.512
0.007676,1839,0.8393,0.169,2.311e+01,1.361
0.045923,1840,0.9133,0.243,5.156e+01,0.941
0.037171,1841,0.7685,0.175,1.194e+01,1.026
0.096029,1842,0.9074,0.108,8.099e+00,0.812
0.009291,1844,1.8408,0.275,5.908e+01,0.954
0.054694,1845,2.2263,0.147,1.846e+01,0.873
0.072833,1846,1.5617,0.122,8.298e+00,0.946
0.071782,1847,0.7169,0.106,9.071e+00,0.794
0.014207,1848,1.5053,0.256,4.420e+01,0.938
0.101620,1849,1.9858,0.096,8.304e+00,0.816
0.065581,1850,2.8918,0.198,3.019e+01,0.987
0.192370,1851,0.7873,0.087,4.669e+00,0.803
0.116364,1852,0.6549,0.000,0.000e+00,0.671
0.061296,1853,2.1838,0.110,1.943e+01,1.071
0.071897,1854,1.0186,0.153,3.326e+01,1.066
0.076905,1855,1.3533,0.160,4.573e+01,1.092
0.037939,1856,0.3010,0.110,6.586e+00,0.866
0.044238,1857,2.2788,0.183,3.024e+01,0.757
0.041985,1858,0.6098,0.066,3.591e+00,0.820
0.047331,1859,1.6896,0.000,0.000e+00,0.638
0.034023,1860,0.9067,0.093,8.033e+00,0.837
0.058516,1861,1.4168,0.200,3.160e+01,0.800
0.037659,1862,0.7630,0.295,4.939e+01,0.735
0.034391,1863,3.3343,0.362,1.631e+02,1.218
0.055220,1864,3.1524,0.340,1.247e+02,0.934
0.034511,1865,2.2739,0.195,2.624e+01,1.259
0.152827,1866,0.7096,0.109,7.387e+00,0.771
0.079986,1867,0.3453,0.111,6.754e+00,0.868
0.213208,1868,0.5076,0.000,0.000e+00,0.688
0.077330,1869,0.5748,0.000,0.000e+00,0.688
0.039459,1870,1.1047,0.194,1.525e+01,0.793
0.072591,1871,0.6359,0.037,7.618e-01,0.723
0.011044,1872,0.6340,0.113,1.230e+01,1.061
0.077339,1873,0.5548,0.699,3.377e+02,3.636
0.076314,1874,1.5837,0.273,3.936e+01,0.930
0.070342,1875,0.5676,0.000,5.881e-02,0.662
0.040978,1876,0.6785,0.251,4.234e+01,0.991
0.059786,1877,0.4891,0.000,0.000e+00,0.683
0.047895,1878,0.5686,0.000,0.000e+00,0.673
0.029312,1880,1.1282,0.165,2.500e+01,0.870
0.040958,1881,2.9911,0.230,1.928e+01,1.030
0.017832,1882,1.6488,0.182,1.324e+01,0.620
0.120819,1883,4.9043,2.374,8.160e+03,2.345
0.027894,1884,2.3963,0.345,2.426e+02,1.129
0.018580,1885,2.4868,0.315,5.826e+01,1.026
0.217602,1887,-0.5197,1.341,1.362e+03,7.493
0.180511,1888,0.8751,0.057,1.987e+00,0.858
0.020674,1889,0.8436,0.117,1.120e+01,0.897
0.018229,1890,0.7074,0.059,2.119e+00,0.737
0.153507,1891,0.7615,0.111,9.451e+00,0.837
0.402828,1892,0.6444,0.062,2.328e+00,0.997
0.095373,1893,0.7443,0.197,1.734e+01,0.962
0.105587,1894,0.8112,0.190,2.258e+01,0.741
0.177782,1895,0.8157,0.039,1.270e+00,0.686
0.168245,1896,0.8168,0.121,9.356e+00,0.815
0.075499,1897,-0.3310,3.234,6.784e+03,16.773
0.036867,1898,0.9934,0.294,8.994e+01,0.869
0.077761,1899,0.7944,0.066,3.101e+00,0.671
0.300222,1901,0.9720,0.115,8.713e+00,0.762
0.138494,1903,0.7632,0.044,1.476e+00,0.669
0.052750,1904,5.9995,0.167,2.111e+01,0.928
0.011891,1905,1.3382,0.302,4.074e+01,0.829
0.103447,1906,0.7366,0.177,2.753e+01,1.330
0.014784,1907,9.3487,1.398,4.186e+03,2.636
0.057703,1908,0.7041,0.123,9.205e+00,0.877
0.112712,1909,2.2925,0.166,1.419e+01,0.880
0.035590,1910,1.8374,0.234,8.967e+01,1.083
0.001718,1911,0.8368,0.140,9.786e+00,0.770
0.065439,1912,0.4081,0.046,6.854e-01,0.557
0.075281,1913,0.5892,0.114,1.212e+01,1.008
0.021952,1914,0.5372,0.128,8.792e+00,0.853
0.019575,1915,1.0771,0.163,1.177e+01,0.667
0.035277,1916,0.4787,0.079,5.969e+00,1.024
0.028458,1917,0.5557,0.433,7.810e+01,1.715
0.027170,1918,6.2105,0.191,1.066e+01,0.498
0.027374,1919,0.6720,0.098,8.597e+00,0.836
0.070627,1920,0.4852,0.280,6.269e+01,1.616
0.060688,1921,2.2637,0.196,3.887e+01,0.934
0.082714,1922,0.6817,0.165,1.756e+01,1.037
0.031186,1923,0.6425,0.222,1.964e+01,0.783
0.108832,1924,0.5899,0.000,0.000e+00,0.661
0.023823,1925,2.7122,0.857,1.178e+03,1.445
0.137393,1926,0.7706,0.177,8.949e+00,0.623
0.052783,1932,2.1199,0.120,7.291e+00,0.867
0.077787,1933,0.5764,0.123,1.295e+01,0.910
0.018888,1934,0.5379,0.310,9.943e+01,2.416
0.023396,1935,0.0853,0.258,8.952e+01,1.042
0.155420,1936,1.5310,0.043,7.587e-01,0.618
0.005350,1937,2.0309,0.349,1.596e+02,1.096
0.033589,1938,2.3880,0.284,1.081e+02,0.879
0.032500,1939,5.5088,0.301,7.775e+01,0.782
0.112500,1940,0.7112,0.108,9.078e+00,1.129
0.043779,1941,0.4748,0.082,4.412e+00,0.959
0.172757,1942,0.4402,0.066,3.424e+00,0.952
0.063833,1943,1.4325,0.186,2.195e+01,0.897
0.095451,1944,1.5775,0.186,1.073e+01,0.926
0.030022,1945,0.5334,0.057,2.365e+00,0.832
0.055932,1946,1.7889,0.191,1.854e+01,0.716
0.047977,1947,0.6940,0.226,6.147e+01,1.068
0.019040,1948,1.8729,0.151,1.256e+01,0.917
0.053959,1949,3.2895,0.298,6.349e+01,1.119
0.013483,1950,1.4992,0.153,8.817e+00,0.932
0.013308,1952,1.5098,0.079,3.224e+00,0.763
0.031192,1953,0.5726,0.378,1.096e+02,2.712
0.018490,1954,0.4680,0.381,8.488e+01,1.687
0.058983,1955,2.2784,0.147,1.201e+01,0.851
0.088616,1956,2.7433,0.761,9.396e+02,2.109
0.060758,1957,3.9902,0.726,6.870e+02,1.855
0.027652,1958,1.0081,0.170,1.007e+01,0.906
0.027770,1959,0.5977,0.091,5.904e+00,0.956
0.034463,1960,1.8372,0.135,7.865e+00,0.911
0.051952,1961,0.6154,0.131,9.610e+00,0.808
0.027821,1962,1.1100,0.151,1.393e+01,0.805
0.064767,1963,1.1339,0.354,5.804e+01,1.547
0.056794,1964,0.6145,0.529,1.681e+02,3.103
0.011290,1965,0.9257,0.155,1.482e+01,0.783
0.063814,1966,0.2322,0.223,4.924e+01,1.391
0.166341,1967,0.6176,0.142,1.185e+01,1.126
0.023288,1968,0.9808,0.171,1.110e+01,0.897
0.010829,1969,0.5878,0.133,7.044e+00,0.809
0.023048,1970,6.7295,0.620,4.030e+02,0.918
0.053183,1971,3.4831,0.233,3.737e+01,0.886
0.052743,1972,1.2074,0.112,9.551e+00,0.927
0.012553,1973,0.5226,0.077,3.858e+00,0.691
0.009256,1974,2.8262,0.404,1.728e+02,1.078
0.051160,1975,0.5365,0.082,4.210e+00,0.790
0.049536,1976,2.0104,0.167,2.377e+01,1.041
0.048895,1977,2.6233,0.383,2.159e+02,0.916
0.015282,1978,2.2960,0.212,4.078e+01,0.947
0.061591,1979,3.5982,1.629,4.405e+03,3.241
0.077808,1980,0.7464,0.091,9.673e+00,0.958
0.028212,1981,0.5748,0.156,1.868e+01,1.010
0.061456,1982,0.4495,0.112,5.601e+00,0.911
0.045594,1983,0.4438,0.161,9.737e+00,0.752
0.033086,1984,2.7680,0.340,1.107e+02,1.204
0.026947,1985,2.9726,1.160,2.235e+03,0.972
0.074650,1986,1.0666,0.154,1.157e+01,0.914
0.029988,1987,1.4151,0.139,1.423e+01,0.890
0.065714,1988,0.8775,3.296,5.065e+03,11.601
0.029373,1989,1.1328,0.348,1.249e+02,1.058
0.095426,1990,0.4208,0.082,6.898e+00,0.723
0.066077,1991,0.3800,0.127,1.533e+01,1.133
0.004262,1992,3.2013,0.403,1.497e+02,0.788
0.102042,1993,1.0307,0.116,1.154e+01,0.930
0.016684,1994,1.1501,0.137,1.656e+01,0.960
0.019745,1995,1.2738,0.130,7.917e+00,0.788
0.028050,1996,1.5553,0.261,3.648e+01,1.042
0.056311,1997,0.6027,0.718,4.567e+02,4.691
0.065585,1998,1.6659,0.192,5.214e+01,0.952
0.081282,1999,2.2729,0.097,5.617e+00,0.964
0.055425,2000,1.5604,0.312,7.443e+01,1.185
0.028309,2001,3.3932,2.183,8.050e+03,3.793
0.027597,2002,2.3734,0.514,2.363e+02,0.968
0.014539,2003,1.2540,0.094,8.129e+00,0.868
0.073366,2004,0.1686,0.379,1.144e+02,1.551
0.114041,2005,0.1257,0.161,2.414e+01,0.870
0.136462,2006,,58.889,1.573e+06,
0.070014,2007,0.6178,0.122,1.522e+01,1.114
0.080993,2008,0.9007,0.109,1.033e+01,0.954
0.026121,2009,0.6139,0.209,4.990e+01,0.961
0.029206,2011,1.6601,0.501,1.865e+02,2.512
0.009675,2012,1.7514,0.460,2.514e+02,1.024
0.008857,2013,0.9354,0.101,8.580e+00,0.886
0.051311,2014,1.6332,0.109,1.260e+01,1.104
0.062838,2015,1.9074,0.102,6.244e+00,0.800
0.062615,2016,1.4883,0.058,3.380e+00,0.882
0.031136,2017,1.1279,0.118,1.665e+01,1.030
0.025466,2018,0.5451,0.161,3.864e+01,1.053
0.037535,2019,2.0869,1.048,1.242e+03,1.056
0.045308,2020,1.8684,0.086,9.748e+00,0.992
0.043529,2021,3.1005,0.389,1.553e+02,1.091
0.039832,2022,1.7801,0.310,1.029e+02,0.824
0.032615,2023,3.5826,0.345,1.542e+02,0.859
0.028612,2024,3.5456,0.275,6.649e+01,0.914
0.051743,2025,8.1896,0.632,6.177e+02,0.917
0.024902,2026,0.7059,0.672,4.039e+02,2.578
0.106140,2027,0.0611,0.236,8.865e+01,0.985
0.052083,2028,5.3123,0.352,1.707e+02,0.946
0.072655,2029,2.6162,0.130,1.296e+01,0.842
0.017254,2030,1.9758,0.841,6.933e+02,1.228
0.082092,2031,1.0164,0.281,5.757e+01,1.151
0.030410,2032,0.7258,0.323,1.337e+02,2.183
0.022606,2033,-0.0906,1.260,2.522e+03,8.287
0.048970,2034,1.3464,0.164,1.868e+01,0.839
0.059466,2035,0.7336,0.507,3.133e+02,3.386
0.111553,2036,0.4771,0.077,6.900e+00,0.844
0.041070,2037,0.5434,0.143,2.281e+01,0.901
0.059650,2038,0.4987,0.166,1.787e+01,0.878
0.018093,2039,1.5275,0.291,1.132e+02,1.012
0.023613,2040,5.1710,0.866,1.355e+03,1.150
0.038596,2041,1.1884,0.602,2.717e+02,2.193
0.019336,2042,2.1504,0.231,5.414e+01,0.807
0.025366,2044,0.7088,0.074,9.299e+00,0.888
0.111392,2045,0.3626,0.094,1.216e+01,0.861
0.010911,2046,0.9491,0.185,4.492e+01,1.320
0.055189,2047,2.4430,0.833,9.444e+02,1.229
0.029774,2048,1.1744,0.293,8.115e+01,0.963
0.080704,2049,0.2191,0.070,7.091e+00,0.863
0.050957,2050,1.2444,0.140,2.860e+01,0.822
0.024010,2052,1.8792,0.246,7.924e+01,1.050
0.053220,2053,0.4357,0.101,1.467e+01,1.064
0.033877,2054,0.8823,0.219,3.685e+01,1.143
0.046377,2055,0.7883,0.071,8.074e+00,0.899
0.025702,2058,0.5614,0.155,1.847e+01,0.995
0.027846,2059,0.5264,0.155,1.895e+01,0.874
0.034761,2060,0.5535,0.099,9.934e+00,0.925
0.068721,2061,0.0336,0.000,2.007e-15,1.020
0.045547,2062,0.5529,0.129,2.320e+01,1.082
0.010316,2063,1.2007,0.132,2.104e+01,0.834
0.012788,2064,3.8921,0.934,1.156e+03,1.113
0.065092,2065,0.4698,0.339,1.702e+02,1.275
0.003108,2066,0.5025,0.228,7.237e+01,1.674
0.024580,2067,0.5300,0.100,1.250e+01,0.873
0.015440,2069,0.4373,0.090,1.115e+01,1.008
0.020662,2070,3.1879,0.373,3.177e+02,0.950
0.013670,2071,1.5409,0.278,7.383e+01,0.967
0.053660,2073,0.4262,0.243,5.103e+01,1.491
0.097277,2074,0.5109,0.091,1.159e+01,0.927
0.099322,2075,0.4296,0.128,2.380e+01,1.220
0.054899,2076,5.6918,2.054,7.284e+03,2.073
0.061479,2077,0.4555,0.068,6.385e+00,0.837
0.026385,2078,1.1299,0.201,4.265e+01,0.997
0.120139,2079,0.5592,0.091,1.290e+01,0.979
0.060770,2080,2.6555,0.269,5.244e+01,0.983
0.032494,2081,2.7361,0.305,1.133e+02,0.979
0.103495,2082,0.3873,0.071,6.971e+00,0.916
0.029679,2083,0.5347,0.104,1.455e+01,1.109
0.070915,2084,0.5829,0.213,4.636e+01,1.553
0.107850,2085,0.3760,0.165,3.677e+01,0.896
0.043857,2086,0.6328,0.253,6.368e+01,1.716
0.007665,2087,2.5972,0.893,1.376e+03,1.695
0.137258,2088,0.5859,0.014,2.302e-01,1.025
0.028330,2089,0.5469,0.071,6.672e+00,0.938
0.011366,2090,2.7120,0.506,3.959e+02,1.041
0.040289,2091,0.5488,0.084,9.517e+00,0.969
0.031364,2092,0.5377,0.145,3.141e+01,1.459
0.047669,2093,1.0092,0.163,3.568e+01,1.038
0.027621,2094,4.0349,0.303,1.123e+02,0.936
0.011641,2095,1.1215,0.674,4.327e+02,2.715
0.034873,2096,0.7630,0.301,6.276e+01,0.961
0.071548,2097,0.5547,0.104,1.458e+01,1.093
0.022325,2098,0.4387,0.116,1.640e+01,1.091
0.012422,2099,3.2714,0.551,2.566e+02,1.473
0.043742,2100,0.7991,0.170,2.234e+01,0.989
0.044995,2102,1.0721,0.208,3.837e+01,0.925
0.044569,2104,0.6792,0.114,1.841e+01,1.116
0.032163,2105,0.4661,0.091,1.115e+01,0.849
0.063390,2106,1.2538,0.227,7.238e+01,1.483
0.014999,2107,2.8536,0.338,1.600e+02,0.967
0.035994,2108,1.2691,0.317,7.760e+01,1.227
0.010968,2110,1.7199,0.183,2.211e+01,0.981
0.042160,2111,2.0705,0.387,2.178e+02,1.009
0.027275,2112,1.9783,0.113,1.455e+01,0.889
0.047721,2113,0.4805,0.086,1.009e+01,1.005
0.155437,2114,0.3191,0.226,7.073e+01,1.856
0.135938,2115,1.3841,0.166,4.263e+01,1.407
0.123202,2117,4.2653,1.257,1.950e+03,1.520
0.014637,2118,0.9234,0.965,6.166e+02,5.075
0.074743,2119,,61.182,3.728e+06,
0.081503,2120,2.3904,0.569,3.901e+02,1.619
0.032166,2121,1.1409,0.125,1.109e+01,0.972
0.077184,2122,0.8711,0.477,1.415e+02,3.607
0.043642,2123,0.5433,2.059,3.398e+03,13.463
0.116394,2124,0.7318,0.110,1.424e+01,0.929
0.005122,2125,2.0220,0.062,5.223e+00,0.905
0.048963,2126,3.0640,0.301,1.137e+02,0.975
0.024105,2127,1.3993,0.528,3.076e+02,2.355
0.031966,2128,7.9568,5.229,5.622e+04,11.495
0.081893,2130,1.4681,2.931,1.039e+04,2.724
0.042020,2131,2.2523,0.355,8.615e+01,1.017
0.027921,2132,2.6621,1.109,1.550e+03,1.190
0.427257,2133,0.1353,0.051,1.067e+00,1.097
0.058758,2134,0.1309,0.000,0.000e+00,1.090
0.202978,2135,0.3796,0.119,1.858e+01,1.131
0.062810,2136,0.3894,0.050,3.317e+00,0.770
0.006987,2137,2.2350,0.281,5.236e+01,0.943
0.016057,2138,2.3622,0.348,1.197e+02,0.925
0.055959,2139,1.3548,0.421,1.629e+02,1.289
0.131940,2140,0.3984,0.107,1.496e+01,1.079
0.031633,2141,1.0129,0.278,9.087e+01,1.852
0.008757,2142,1.2967,1.379,2.296e+03,6.404
0.072173,2143,5.0120,1.562,5.973e+03,2.896
0.060888,2144,0.8506,2.635,5.728e+03,11.672
0.007197,2145,2.4791,0.683,5.446e+02,0.831
0.008579,2146,1.5690,0.569,1.878e+02,2.462
0.005690,2147,1.4078,0.182,2.848e+01,0.897
0.045145,2148,1.0710,0.398,1.811e+02,1.043
0.006365,2149,0.8128,0.134,1.851e+01,0.891
0.036355,2150,0.8966,0.605,3.331e+02,3.208
0.040259,2151,1.0899,0.120,1.640e+01,1.067
0.066229,2152,,7.374,7.499e+04,
0.086961,2153,0.8065,0.095,1.243e+01,0.822
0.048977,2154,1.2817,0.224,3.880e+01,0.885
0.036134,2155,1.5077,0.300,1.025e+02,1.011
0.021446,2156,1.5103,0.468,2.207e+02,1.537
0.032932,2157,2.1850,0.271,9.654e+01,0.984
0.039016,2158,0.8170,0.259,6.137e+01,1.067
0.043523,2159,0.3332,0.105,1.071e+01,1.007
0.011813,2160,1.4020,0.141,1.886e+01,1.033
0.018485,2161,3.6777,1.121,2.223e+03,0.942
0.478138,2162,0.1048,0.000,0.000e+00,1.037
0.064170,2163,0.3173,0.155,2.907e+01,1.248
0.043430,2164,1.0958,0.177,3.322e+01,0.983
0.021410,2165,0.7976,0.129,1.991e+01,1.069
0.035432,2166,0.5852,0.101,1.226e+01,0.938
0.021838,2167,2.5990,0.307,8.967e+01,1.024
0.018615,2168,5.8094,0.788,1.231e+03,1.308
0.215773,2169,0.1463,0.229,7.515e+01,1.449
0.068737,2170,0.2623,0.171,4.455e+01,0.963
0.026165,2171,1.5214,2.102,4.734e+03,10.054
0.013787,2173,2.1429,0.343,1.439e+02,0.896
0.019687,2174,1.2848,0.156,1.594e+01,0.994
0.005022,2175,1.0130,0.123,1.077e+01,0.854
0.019802,2176,3.1030,0.321,1.126e+02,0.997
0.072060,2177,3.8087,0.360,1.999e+02,0.850
0.021588,2178,0.8782,0.106,1.476e+01,0.935
0.039139,2179,0.4792,0.109,1.469e+01,1.048
0.061004,2180,6.9984,0.876,1.057e+03,1.276
0.050966,2181,0.1731,0.150,2.445e+01,1.220
0.049115,2182,3.2027,0.478,2.181e+02,1.023
0.026712,2183,0.4940,0.165,3.634e+01,0.979
0.054376,2184,4.8899,0.436,1.858e+02,1.318
0.030237,2185,0.3051,0.107,1.400e+01,0.979
0.439626,2186,0.1576,0.058,4.080e+00,0.930
0.090326,2187,0.4382,0.156,3.012e+01,1.285
0.069258,2189,0.2518,0.212,5.088e+01,0.835
0.006695,2190,0.5332,0.187,3.827e+01,0.895
0.041365,2191,0.6916,0.222,6.072e+01,0.889
0.004602,2192,0.9102,0.266,6.715e+01,1.044
0.053116,2193,1.0232,0.104,1.482e+01,1.014
0.095607,2194,,1.442,1.843e+03,
0.050583,2195,1.0846,0.118,1.711e+01,1.121
0.024653,2196,1.2511,0.231,5.659e+01,1.027
0.031349,2197,0.4204,0.143,2.292e+01,1.039
0.045232,2198,2.9761,0.759,7.463e+02,0.952
0.019402,2199,1.0989,0.210,2.876e+01,0.914
0.012934,2200,1.5760,0.162,2.359e+01,1.039
0.030895,2201,0.9262,0.170,3.128e+01,1.024
0.032617,2202,0.2396,0.089,1.035e+01,0.813
0.015222,2203,0.2312,0.178,3.817e+01,1.246
0.348474,2204,0.2328,0.000,0.000e+00,0.976
0.347723,2205,0.0798,0.000,0.000e+00,0.982
0.102985,2207,1.1479,0.083,8.381e+00,0.979
0.102279,2208,0.3162,0.081,7.999e+00,0.848
0.291509,2209,0.9524,0.092,1.011e+01,0.892
0.139867,2210,2.1711,0.522,3.847e+02,1.194
0.032487,2211,1.8914,0.768,9.984e+02,1.480
0.003210,2212,0.5118,0.089,1.055e+01,1.054
0.444977,2213,0.1040,0.044,1.044e+00,1.105
0.110416,2214,5.9219,1.708,4.504e+03,3.301
0.034866,2215,0.4860,0.158,3.901e+01,1.139
0.025776,2216,0.4496,0.159,3.224e+01,1.007
0.060784,2217,0.6367,0.109,1.448e+01,0.887
0.024424,2218,0.2773,0.086,1.093e+01,0.949
0.006073,2219,0.6521,0.111,1.506e+01,1.031
0.027037,2220,0.3633,0.181,3.353e+01,0.918
0.030365,2221,4.4303,0.359,1.753e+02,0.980
0.139039,2222,0.3440,0.177,3.703e+01,1.339
0.095461,2223,2.0266,0.995,2.001e+03,3.558
0.087342,2224,3.1480,0.118,1.693e+01,0.996
0.067916,2225,1.6821,0.769,7.471e+02,5.037
0.047828,2229,1.6817,0.249,6.920e+01,1.202
0.010282,2230,1.0447,1.274,1.536e+03,9.117
0.020883,2231,3.4800,0.665,7.584e+02,0.862
0.017077,2233,2.6862,0.344,1.464e+02,0.929
0.137518,2234,9.3051,4.089,3.858e+04,10.599
0.009416,2235,1.6039,0.112,1.540e+01,0.939
0.049086,2236,0.3425,0.087,1.062e+01,0.928
0.048459,2237,8.0542,0.725,5.463e+02,0.762
0.060857,2238,1.7931,2.005,2.629e+03,6.208
0.020751,2240,1.3172,0.151,2.567e+01,1.097
0.044504,2241,1.7132,1.054,1.423e+03,3.293
0.004725,2242,0.3419,0.088,1.087e+01,1.039
0.042012,2243,0.6732,0.125,1.446e+01,0.916
0.024198,2244,0.9474,0.185,3.362e+01,1.327
0.031581,2245,1.6951,0.143,1.491e+01,0.799
0.452868,2246,0.4375,0.148,3.278e+01,1.049
0.066102,2250,17.8057,1.105,1.454e+03,1.267
0.021717,2251,0.3116,0.113,1.837e+01,1.070
0.015981,2252,7.7914,0.548,5.335e+02,0.991
0.011477,2253,0.5554,0.099,1.299e+01,0.997
0.029689,2254,0.9956,0.229,6.438e+01,1.552
0.013035,2255,0.6215,0.335,1.071e+02,1.047
0.037661,2256,0.8724,0.166,2.031e+01,1.019
0.071257,2257,0.5480,0.114,1.575e+01,0.940
0.002341,2258,1.3181,0.221,3.526e+01,0.909
0.033916,2259,0.9109,0.148,2.922e+01,1.250
0.031185,2260,1.4468,1.905,3.787e+03,16.186
0.409591,2260,,83.585,2.018e+06,
0.007981,2261,2.5713,0.317,1.210e+02,0.951
0.053939,2262,1.8755,0.319,1.156e+02,0.924
0.032620,2263,0.3009,0.126,2.237e+01,1.155
0.017924,2264,9.1852,0.834,8.854e+02,0.899
