angDist,#,parallax,epsi,sepsi,ruwe
0.084842,610,0.1216,0.000,0.000e+00,0.934
0.110485,611,0.1639,0.017,2.384e-01,1.049
0.107637,612,-0.1022,0.900,6.610e+02,7.870
0.219283,613,0.3378,0.024,6.690e-01,1.047
0.150863,614,0.2860,0.640,3.148e+02,4.657
0.006199,615,0.1592,0.029,1.325e-01,1.007
0.052317,616,0.3510,0.222,4.499e+01,2.010
0.093042,617,0.1633,0.000,0.000e+00,0.942
0.046537,618,0.1474,0.000,0.000e+00,0.982
0.202906,619,0.1233,0.105,1.260e+01,1.040
0.071778,620,0.1529,0.000,0.000e+00,1.008
0.066622,621,0.1728,0.000,0.000e+00,1.026
0.301257,622,,8.516,7.056e+04,
0.047367,623,0.2808,0.046,2.700e+00,1.134
0.194728,624,0.3142,0.017,3.074e-01,1.103
0.093103,625,0.1781,0.000,0.000e+00,1.000
0.074203,626,0.1555,0.000,0.000e+00,0.945
0.152161,627,0.1520,0.000,0.000e+00,1.001
0.032806,628,0.4147,0.141,2.674e+01,0.998
0.113752,629,0.3897,0.080,8.414e+00,1.034
0.053907,630,0.4314,0.000,0.000e+00,0.985
0.205300,631,0.1623,0.000,0.000e+00,0.981
0.222422,632,0.4268,0.050,2.500e+00,1.089
0.070739,633,0.1707,0.000,0.000e+00,0.960
0.122280,634,0.1104,0.000,0.000e+00,0.988
0.152576,635,0.1791,0.000,0.000e+00,0.995
0.192535,636,0.4535,0.000,0.000e+00,1.023
0.044225,637,0.3966,0.000,2.216e-15,1.032
0.188082,638,0.2135,0.000,0.000e+00,0.992
0.159401,639,0.4024,0.000,2.236e-15,1.002
0.058082,640,0.1729,0.107,8.665e-01,1.075
0.053690,641,0.1772,0.036,4.191e-01,1.039
0.031102,642,0.1417,0.000,1.731e-15,1.005
0.057271,643,0.4426,0.000,0.000e+00,1.028
0.195527,644,0.3031,0.000,0.000e+00,0.989
0.070915,645,0.1081,0.105,8.404e+00,1.289
0.085847,646,4.4630,0.396,1.901e+02,1.311
0.127562,647,0.3208,0.000,0.000e+00,0.920
0.052200,648,0.2343,0.000,0.000e+00,0.980
0.041664,649,0.1326,0.002,1.985e-03,1.019
0.158855,650,0.2654,0.000,0.000e+00,1.009
0.049377,651,0.8836,0.193,3.718e+01,1.400
0.163849,652,0.2025,0.000,2.170e-15,0.972
0.162837,653,0.1287,0.000,0.000e+00,0.990
0.072386,654,0.1930,0.022,2.457e-01,1.067
0.081828,655,0.3794,0.000,2.321e-15,1.010
0.041178,656,0.1564,0.000,0.000e+00,1.037
0.022058,657,1.5102,0.105,1.836e+01,1.008
0.114431,658,0.0775,0.049,7.009e-01,1.033
0.060821,659,2.2828,0.157,2.289e+01,0.993
0.213799,660,0.2488,0.000,0.000e+00,0.988
0.191992,661,0.2311,0.000,0.000e+00,0.985
0.084512,662,0.2005,0.000,0.000e+00,0.953
0.046321,663,3.3128,0.233,5.977e+01,0.861
0.026435,664,1.0826,0.553,4.647e+02,2.736
0.111179,665,0.1522,0.000,0.000e+00,0.989
0.104672,666,0.1958,0.000,0.000e+00,0.988
0.034161,667,0.1649,0.015,2.953e-02,1.034
0.007279,668,1.3829,0.135,1.196e+01,1.017
0.016108,669,1.1216,0.491,1.739e+02,2.588
0.030705,670,0.8799,0.353,1.731e+02,2.978
0.009322,671,0.7883,0.485,2.424e+02,3.471
0.081267,672,1.1527,0.370,8.614e+01,1.076
0.009607,673,1.6648,0.201,3.409e+01,0.959
0.035841,674,4.0589,2.764,2.110e+04,4.103
0.035093,675,1.6214,0.070,6.527e+00,0.770
0.000446,676,1.9043,0.129,1.388e+01,0.991
0.042329,677,0.8245,0.312,9.516e+01,1.678
0.010957,678,1.6510,0.082,1.004e+01,0.969
0.115590,679,5.6770,0.240,1.890e+00,1.055
0.021191,680,0.9582,0.287,6.289e+01,1.789
0.027073,681,5.7860,0.734,9.938e+02,1.622
0.066258,683,6.0801,0.209,6.077e+01,0.967
0.046521,684,0.9158,0.076,9.447e+00,0.886
0.016488,685,3.0871,0.201,4.581e+01,0.875
0.012154,686,7.5117,0.247,9.584e+01,1.100
0.036092,687,5.7803,0.235,5.100e+01,0.839
0.351672,688,0.1343,0.000,4.279e-15,1.070
0.005153,689,5.9635,0.928,1.348e+03,0.786
0.042176,690,1.2609,0.167,2.250e+01,1.134
0.105665,691,0.2905,0.195,4.014e+01,1.277
0.033357,692,5.1404,0.783,1.248e+03,1.747
0.032823,693,6.2758,0.426,2.177e+02,1.030
0.040333,694,8.3457,1.617,3.353e+03,2.768
0.218132,695,7.0670,1.505,3.081e+03,2.330
0.052720,697,4.0027,0.259,1.101e+02,1.121
0.046687,698,7.2414,0.685,7.860e+02,1.303
0.017852,699,1.5179,0.527,3.579e+02,2.898
0.012220,700,1.2494,0.163,2.963e+01,1.027
0.020441,701,0.6106,0.120,2.636e+01,1.120
0.107513,702,0.3832,0.137,2.980e+01,1.082
0.019223,703,1.1537,0.130,1.246e+01,0.912
0.032732,704,8.4614,0.695,9.423e+02,0.990
0.029573,705,2.4457,1.328,3.186e+03,2.236
0.051393,706,3.4691,0.258,6.599e+01,1.157
0.001651,708,0.9518,0.117,1.385e+01,0.889
0.036082,709,6.3756,1.760,7.769e+03,3.857
0.036404,710,2.4983,0.126,1.487e+01,1.002
0.080440,711,1.4301,0.165,1.784e+01,1.042
0.041349,712,0.9259,0.198,2.669e+01,1.170
0.071909,714,2.1630,0.207,6.485e+01,1.991
0.032017,715,1.0451,0.149,1.709e+01,0.976
0.067523,716,2.1159,0.618,8.772e+02,1.123
0.030035,718,1.4564,0.114,1.428e+01,0.964
0.050428,719,1.1167,0.357,1.685e+02,1.143
0.024273,720,1.5735,0.279,6.498e+01,1.125
0.008660,721,1.7637,0.110,1.272e+01,0.960
0.016654,722,1.3187,0.454,3.894e+02,1.139
0.006228,723,4.6727,0.232,7.630e+01,0.961
0.074036,724,1.7180,0.094,8.663e+00,0.921
0.082218,725,1.0302,0.189,4.642e+01,1.453
0.093468,726,-0.0317,0.829,4.128e+02,6.443
0.059302,727,0.6180,0.287,1.000e+02,0.923
0.007118,728,0.9468,0.102,1.450e+01,0.876
0.036939,729,14.9058,1.236,3.234e+03,1.872
0.396396,731,-0.0209,0.100,1.957e+00,0.985
0.051517,735,0.6727,0.150,1.954e+01,0.810
0.030954,738,1.0065,0.169,4.260e+01,0.885
0.069934,739,1.0124,0.269,7.692e+01,1.832
0.021367,741,4.7543,0.643,6.603e+02,1.032
0.023136,742,0.4853,0.293,1.094e+02,1.027
0.073238,743,3.2854,0.263,9.137e+01,1.079
0.054191,744,2.8357,0.279,5.092e+01,0.846
0.061235,745,3.6256,1.547,4.507e+03,2.283
0.041828,746,0.9026,0.135,1.687e+01,0.939
0.029857,747,0.7552,0.171,3.026e+01,0.863
0.028901,748,0.7396,0.211,6.133e+01,0.925
0.057079,749,0.3548,0.139,3.354e+01,1.002
0.045610,750,0.9630,0.122,1.471e+01,0.928
0.097936,751,0.3077,0.149,3.803e+01,1.269
0.046931,752,0.9073,0.197,4.138e+01,0.953
0.188971,753,-0.0572,0.164,3.588e+00,0.976
0.043601,755,-0.0437,0.174,4.018e+00,1.093
0.198185,757,0.3067,0.116,1.609e+01,1.154
0.035846,759,1.5264,0.165,2.251e+01,0.849
0.060049,760,1.5056,0.518,1.726e+02,1.415
0.049384,762,0.9831,0.187,2.197e+01,0.836
0.016936,763,2.6605,0.552,4.232e+02,1.001
0.053121,764,2.3458,0.347,2.105e+02,1.226
0.016638,765,0.7214,0.182,2.383e+01,1.048
0.083110,767,0.3285,0.022,4.402e-01,1.038
0.091056,768,0.2958,0.000,0.000e+00,1.030
0.085606,769,1.0305,0.122,1.743e+01,0.920
0.038855,771,1.5783,2.025,6.196e+03,12.236
0.039254,772,2.9321,0.823,1.467e+03,1.025
0.066878,773,0.6074,0.148,2.929e+01,1.156
0.051240,774,0.8841,0.157,1.558e+01,0.961
0.188619,779,-0.0072,0.036,3.697e-01,0.948
0.099733,780,-0.0007,0.092,2.452e+00,1.029
0.146001,781,-0.0537,0.161,7.847e+00,1.072
0.088649,782,-0.0229,0.000,0.000e+00,0.943
0.102985,783,-0.0128,0.068,6.528e-01,1.000
0.013492,784,-1.1878,2.177,3.180e+03,10.158
0.161313,786,-0.0671,0.106,1.369e+00,0.987
0.123103,788,-0.0092,0.188,9.185e+00,1.015
0.145305,791,-0.0285,0.098,3.444e+00,0.979
0.168650,792,-0.0089,0.152,7.878e+00,0.987
0.102092,793,-0.0357,0.210,3.599e+00,1.074
0.144395,794,-0.0250,0.098,2.175e+00,0.976
0.278501,795,0.2553,0.862,4.182e+01,1.856
0.142109,796,-0.0362,0.071,1.766e+00,1.001
0.045958,797,2.7814,0.341,1.125e+02,1.053
0.121242,798,-0.0284,0.581,3.424e+01,1.890
0.066032,799,0.0069,0.000,0.000e+00,0.976
0.084645,800,-0.0259,0.113,4.345e+00,0.974
0.098430,801,0.1066,2.837,7.893e+02,7.817
0.157190,802,0.0105,0.000,0.000e+00,0.923
0.093243,803,-0.0120,0.071,1.811e+00,0.995
0.103726,805,-0.0155,0.118,1.752e+00,1.049
0.120062,806,0.1126,0.000,0.000e+00,0.961
0.169013,807,-0.0231,0.000,0.000e+00,0.932
0.072042,808,0.0285,0.136,5.940e+00,0.921
0.072677,809,0.0501,1.108,1.056e+02,2.962
0.079206,810,-0.0248,0.076,6.984e-01,1.008
0.246501,811,-0.0286,0.238,6.035e+00,1.136
0.142827,812,0.0379,0.198,1.171e+00,1.021
0.121014,815,-0.0129,0.000,0.000e+00,0.972
0.087780,816,-0.0037,0.126,1.232e+00,1.022
0.146977,817,0.1101,0.259,1.828e+00,1.048
0.145408,818,-0.0601,0.102,1.058e+00,1.033
0.259985,819,-0.0539,0.164,5.169e+00,1.054
0.107311,820,-0.0125,0.198,3.418e+00,1.038
0.110042,822,-0.0125,0.000,0.000e+00,0.966
0.431932,823,-0.0298,0.046,4.392e-01,1.006
0.109586,824,0.0213,0.146,1.063e+00,1.021
0.091245,825,-0.0212,0.263,1.333e+00,1.031
0.405658,826,-0.0349,0.056,1.204e+00,0.904
0.232415,827,0.0104,0.063,4.639e-01,0.986
0.128502,828,-0.0186,0.120,1.697e+00,0.994
0.235817,829,0.0124,0.031,1.918e-01,0.947
0.108465,830,-0.0872,0.203,4.225e+00,1.034
0.145034,832,0.5977,2.192,3.379e+03,11.981
0.314672,834,-0.0291,0.000,0.000e+00,0.988
0.305186,835,0.1018,0.601,1.605e+01,1.273
0.126749,836,0.0752,0.000,0.000e+00,0.961
0.436381,838,-0.0170,0.128,2.980e+00,1.106
0.302789,839,0.0045,0.185,8.316e-01,1.033
0.253036,844,0.0117,0.410,3.786e+01,1.822
0.078922,845,1.2165,0.185,3.013e+01,1.058
0.108606,846,-0.0074,0.207,9.603e+00,1.014
0.034255,848,2.8515,0.327,2.364e+02,1.180
0.021577,850,0.0033,0.213,8.612e+00,1.063
0.006537,851,2.5409,0.531,5.682e+02,1.118
0.030734,852,0.5760,0.214,6.093e+01,1.718
0.079462,853,0.5058,0.078,8.513e+00,1.074
0.014287,854,0.7024,0.160,1.472e+01,1.014
0.436340,855,-0.0051,0.078,1.661e+00,0.954
0.161933,856,2.4554,0.220,7.005e+01,1.975
0.022413,857,2.9728,1.433,4.567e+03,2.614
0.164859,858,-0.1045,0.000,0.000e+00,0.983
0.101149,859,2.6595,0.409,1.357e+02,1.033
0.084169,861,4.8443,3.515,1.415e+04,25.047
0.036793,862,2.3406,0.367,1.040e+02,1.130
0.071681,863,0.5216,0.133,2.983e+01,1.099
0.125677,864,0.0451,0.089,6.337e+00,0.882
0.008899,865,4.6624,0.291,7.420e+01,0.866
0.052836,866,1.1796,0.289,1.444e+02,1.534
0.340066,867,,2.419,5.771e+03,
0.068949,868,0.8522,0.171,1.904e+01,1.028
0.072359,869,2.6792,0.529,2.347e+02,1.591
0.417797,877,,2.113,1.113e+01,
0.061403,887,0.0971,0.371,2.286e+00,1.075
0.119557,891,0.6389,0.164,4.355e+01,1.015
0.066140,892,0.5245,0.123,2.519e+01,1.285
0.089291,894,0.5662,0.210,5.927e+01,1.551
0.063410,895,1.9761,1.073,2.112e+03,1.150
0.040377,896,3.2258,0.167,1.756e+01,0.926
0.020290,897,11.4008,2.025,4.852e+03,2.118
0.045462,898,1.4345,0.145,3.129e+01,1.067
0.011803,900,2.4293,0.426,3.495e+02,1.112
0.038130,903,1.4318,0.228,5.396e+01,0.963
0.038400,904,1.4303,0.174,4.484e+01,1.014
0.075657,906,1.2064,0.442,3.086e+02,2.880
0.034521,909,3.6196,0.329,1.612e+02,1.052
0.386280,911,-0.0035,0.135,2.599e+00,0.991
0.009297,912,1.2744,0.243,7.256e+01,1.049
0.198631,914,0.0382,0.000,0.000e+00,0.932
0.085456,917,0.8123,0.107,1.664e+01,0.914
0.049671,918,0.8121,0.181,4.798e+01,1.260
0.115460,919,0.7018,0.163,3.624e+01,1.379
0.050113,920,2.8772,0.352,1.427e+02,1.005
0.012074,921,0.9899,0.248,4.339e+01,1.014
0.020228,922,2.9854,0.302,5.562e+01,1.099
0.027479,923,0.9492,0.150,3.558e+01,1.267
0.043198,924,1.2985,0.198,3.393e+01,1.045
0.030357,925,1.9633,0.735,5.743e+02,5.126
0.029393,926,0.8878,0.166,3.427e+01,1.204
0.030018,927,1.0231,0.230,5.600e+01,1.173
0.127500,928,0.5975,0.222,8.382e+01,1.534
0.061177,929,1.3202,0.269,1.280e+02,1.087
0.036885,930,0.7833,0.178,4.774e+01,1.139
0.069965,931,0.9183,0.125,1.985e+01,1.121
0.050426,932,0.4688,0.163,3.350e+01,1.620
0.008575,933,0.4592,0.138,1.298e+01,1.174
0.091255,934,0.4671,0.111,1.461e+01,1.012
0.181002,935,0.5351,0.099,1.305e+01,0.840
0.045670,936,2.0004,0.922,1.279e+03,1.515
0.011717,938,1.7754,0.341,1.015e+02,1.073
0.042967,941,0.4418,0.111,1.397e+01,1.080
0.006346,942,3.4337,0.463,3.206e+02,1.167
0.029605,943,2.1039,0.170,2.069e+01,1.048
0.012203,944,6.4273,0.277,8.812e+01,1.079
0.084246,945,1.0483,0.105,1.104e+01,0.948
0.006442,946,5.0265,0.856,1.066e+03,1.302
0.089882,947,0.8625,0.110,1.340e+01,0.922
0.043609,948,0.4894,0.163,2.670e+01,1.380
0.021726,949,2.3616,0.167,1.682e+01,0.790
0.045336,950,1.6065,0.973,7.350e+02,2.784
0.061933,951,0.4824,0.100,9.970e+00,0.954
0.020085,952,1.2328,0.203,2.633e+01,0.929
0.022579,953,0.5635,0.117,1.359e+01,1.106
0.033878,954,1.5553,0.544,1.776e+02,1.994
0.049677,955,4.6484,0.349,1.242e+02,0.956
0.031306,956,1.0557,0.277,8.507e+01,1.094
0.020874,957,3.2307,0.447,3.531e+02,1.047
0.052379,958,0.3829,0.094,1.051e+01,1.023
0.053182,959,0.5359,0.102,8.237e+00,1.089
0.012004,961,1.5792,0.416,1.057e+02,2.124
0.014693,962,0.2350,0.210,2.056e+01,1.375
0.004068,963,1.7701,0.962,1.285e+03,1.168
0.051175,964,1.8635,0.330,1.547e+02,0.823
0.020885,965,1.1236,0.339,5.522e+01,1.560
0.019059,966,0.2603,0.189,4.238e+01,1.217
0.046469,967,4.0113,0.403,1.613e+02,1.287
0.025149,968,0.6784,0.198,2.831e+01,0.977
0.040171,969,2.5024,0.290,1.306e+02,0.858
0.036899,970,0.3449,0.202,8.847e+01,1.024
0.006794,971,1.2216,0.149,2.646e+01,0.811
0.024153,972,1.1281,0.268,8.188e+01,1.297
0.036799,974,0.7695,0.133,2.360e+01,1.074
0.030881,975,1.7481,0.336,1.082e+02,1.503
0.045424,976,0.6113,0.172,3.289e+01,1.080
0.044681,977,2.9141,0.573,4.830e+02,0.927
0.008595,978,4.7209,0.748,1.135e+03,0.852
0.055627,979,4.4475,2.067,4.909e+03,1.824
0.019729,980,0.4566,0.135,2.084e+01,1.170
0.039273,981,0.9593,0.194,3.299e+01,1.287
0.031059,982,1.6669,0.404,2.504e+02,1.027
0.032123,983,1.4952,0.363,1.409e+02,1.271
0.111449,984,1.8128,0.340,1.104e+02,1.507
0.351561,985,0.6626,0.086,8.508e+00,1.094
0.001626,986,5.3553,0.271,6.935e+01,0.581
0.187189,987,0.6008,0.127,1.832e+01,1.169
0.338546,988,0.6368,0.075,6.118e+00,1.086
0.029908,989,1.1563,0.203,4.184e+01,1.827
0.100468,990,0.5404,0.102,1.064e+01,1.095
0.039469,991,1.7706,0.282,5.575e+01,1.231
0.020399,992,0.6283,0.232,4.353e+01,1.363
0.044163,994,0.6610,0.129,1.891e+01,0.974
0.009405,995,0.7025,0.190,2.258e+01,1.107
0.008690,996,4.3762,0.523,3.329e+02,1.077
0.013270,997,1.2770,0.177,4.229e+01,1.094
0.070276,998,2.9432,0.625,3.565e+02,2.265
0.063910,999,0.7090,0.091,8.646e+00,0.895
0.021383,1000,0.4650,0.156,2.876e+01,1.103
0.046346,1001,-1.3292,5.228,3.736e+04,5.060
0.001508,1002,0.6558,0.106,1.693e+01,1.028
0.037278,1003,1.6454,0.770,9.872e+02,1.087
0.015836,1004,1.6500,0.784,7.249e+02,1.074
0.006592,1005,3.6272,0.314,1.316e+02,0.984
0.007513,1006,2.1620,0.418,2.455e+02,1.089
0.034435,1007,0.5891,0.141,2.283e+01,1.068
0.060105,1008,1.3235,0.417,1.954e+02,1.111
0.052215,1009,0.6138,0.171,3.428e+01,1.162
0.023874,1010,1.8033,0.191,4.170e+01,1.135
0.011859,1011,4.8300,1.604,3.962e+03,3.041
0.012021,1012,0.7927,0.377,9.223e+01,1.208
0.015624,1013,1.2369,0.336,1.038e+02,0.993
0.022323,1014,5.1421,0.389,2.121e+02,1.041
0.019217,1015,0.7230,0.169,1.827e+01,0.967
0.015171,1016,2.8487,0.277,7.168e+01,1.295
0.051247,1017,0.9859,0.204,3.877e+01,0.972
0.015796,1018,1.0425,0.181,2.594e+01,0.953
0.018061,1019,1.0042,0.224,5.852e+01,1.031
0.033736,1020,0.7942,0.227,5.513e+01,1.023
0.047995,1021,0.9398,0.171,4.257e+01,1.013
0.060258,1022,1.4961,0.313,5.262e+01,1.335
0.029236,1023,0.8175,0.254,5.900e+01,1.114
0.032807,1024,1.8167,0.322,8.975e+01,0.930
0.043224,1025,0.6284,0.882,9.368e+02,3.852
0.058373,1026,0.3656,0.173,3.062e+01,1.301
0.014289,1027,1.3853,0.383,7.613e+01,0.985
0.086519,1028,0.6032,0.207,2.107e+01,0.861
0.021771,1029,3.4481,0.324,1.312e+02,0.974
0.031986,1030,0.9223,0.182,3.251e+01,0.894
0.082883,1031,0.2440,0.185,4.456e+01,1.328
0.053462,1032,0.8770,0.159,2.347e+01,1.162
0.036279,1033,0.5008,0.176,1.396e+01,0.979
0.036911,1034,1.7888,0.379,1.212e+02,1.055
0.009410,1035,1.3741,0.374,7.393e+01,0.978
0.084204,1038,0.9928,0.214,4.843e+01,1.009
0.015553,1039,1.2601,0.410,2.188e+02,1.041
0.016074,1040,0.5764,0.248,1.125e+02,1.841
0.020495,1041,1.8300,0.558,1.924e+02,1.319
0.043935,1042,0.7882,3.454,2.763e+04,8.408
0.035952,1043,1.2019,0.466,2.799e+02,1.114
0.048199,1044,,72.765,2.867e+06,
0.077576,1045,0.6609,0.199,6.186e+01,1.261
0.041324,1046,2.6167,0.783,7.057e+02,1.221
0.033627,1047,0.4929,0.197,3.862e+01,0.984
0.068975,1048,2.6471,0.319,7.224e+01,0.955
0.015317,1049,2.7314,0.339,9.544e+01,1.019
0.047596,1050,0.3771,0.165,1.658e+01,0.971
0.077619,1051,1.2636,0.255,1.195e+02,1.081
0.111483,1052,0.2255,0.148,3.336e+01,1.370
0.039214,1053,1.3486,1.168,2.761e+03,2.469
0.050184,1054,0.7270,0.177,2.551e+01,0.858
0.052793,1055,0.2661,0.161,2.219e+01,1.018
0.022190,1056,0.3151,0.139,2.499e+01,0.935
0.008421,1057,1.7805,0.278,5.011e+01,1.084
0.021439,1058,1.5956,0.240,3.326e+01,0.938
0.030132,1059,0.4266,0.126,2.722e+01,1.175
0.041292,1060,1.8213,0.293,6.398e+01,0.985
0.047984,1061,3.0136,0.560,4.835e+02,1.861
0.040734,1062,1.2677,0.278,1.114e+02,0.978
0.014970,1063,0.8082,0.202,2.801e+01,1.058
0.049326,1064,0.8041,0.250,4.085e+01,0.927
0.010768,1065,0.9895,0.150,2.198e+01,0.865
0.023139,1066,2.2694,3.890,3.786e+04,4.068
0.094059,1067,1.1397,0.147,2.403e+01,1.350
0.054175,1068,3.5610,1.325,3.616e+03,1.493
0.036453,1069,1.7492,0.316,1.171e+02,1.110
0.105611,1070,0.9337,0.209,5.969e+01,1.080
0.048659,1071,0.2666,0.174,4.848e+01,1.150
0.032252,1072,-0.0135,0.584,2.606e+02,3.865
0.109289,1073,-3.6411,7.034,7.023e+04,50.867
0.019540,1074,0.3518,0.405,2.141e+02,2.971
0.043032,1075,3.4962,1.294,2.455e+03,1.874
0.055565,1076,2.9923,1.150,2.264e+03,1.355
0.025706,1077,0.9837,0.654,4.018e+02,3.278
0.058672,1078,0.8111,0.234,1.165e+02,1.225
0.028429,1079,1.0847,0.935,3.570e+02,3.276
0.068364,1080,0.8968,0.516,4.272e+02,1.140
0.030783,1081,0.3599,0.212,6.103e+01,1.430
0.026065,1082,0.9574,0.221,9.731e+01,0.912
0.181936,1083,0.6037,0.179,5.193e+01,1.105
0.063400,1084,0.7271,0.850,1.031e+03,2.501
0.151009,1085,0.3215,0.104,1.603e+01,1.016
0.034491,1086,2.5257,0.656,6.843e+02,0.948
0.046448,1087,1.8079,0.281,5.924e+01,0.958
0.018236,1088,2.2123,0.387,1.559e+02,0.876
0.038490,1089,3.2782,0.907,1.244e+03,1.225
0.099496,1090,0.2673,0.108,2.559e+01,1.056
0.043434,1091,1.1243,0.362,1.067e+02,1.915
0.038302,1092,1.7919,0.487,5.433e+02,0.941
0.040778,1094,2.3807,0.158,2.391e+01,1.155
0.066391,1095,0.6375,0.158,1.749e+01,0.982
0.049235,1096,1.6289,1.762,3.058e+03,5.081
0.307148,1097,0.9176,0.188,3.739e+01,1.002
0.051140,1098,1.1192,0.308,7.994e+01,1.070
0.007654,1099,0.9502,0.306,7.784e+01,0.949
0.047560,1101,0.3983,0.141,2.715e+01,0.973
0.020211,1103,1.3993,0.306,1.728e+02,1.577
0.013737,1104,0.2534,0.102,1.550e+01,0.945
0.048508,1105,0.6231,0.247,7.894e+01,1.065
0.044718,1106,0.5427,0.131,1.959e+01,0.844
0.140908,1107,0.2921,0.145,3.268e+01,1.052
0.033107,1109,1.0918,0.166,3.829e+01,1.043
0.018796,1110,2.5769,0.643,5.842e+02,1.045
0.085936,1111,1.3160,0.237,6.384e+01,1.041
0.059601,1112,0.3028,0.101,1.646e+01,1.046
0.075502,1113,1.3414,0.364,9.701e+01,1.054
0.045132,1114,2.0401,0.578,4.591e+02,1.097
0.101260,1115,0.0723,2.885,7.404e+03,7.148
0.036445,1116,0.5227,0.386,1.235e+02,0.966
0.141616,1117,0.8669,0.326,1.524e+02,1.182
0.020675,1118,0.9176,0.332,1.768e+02,1.153
0.039717,1119,0.2607,0.131,2.536e+01,0.907
0.013972,1120,2.1469,0.234,6.539e+01,0.965
0.058185,1121,1.3271,0.766,7.421e+02,4.042
0.168244,1122,0.2925,0.107,2.547e+01,1.222
0.099975,1123,0.6148,0.130,2.882e+01,1.057
0.024560,1124,0.2500,0.146,2.439e+01,1.003
0.014972,1126,1.9110,0.284,1.114e+02,0.897
0.048217,1128,2.2974,0.274,6.587e+01,0.890
0.021475,1129,0.4836,0.147,2.142e+01,0.914
0.056015,1130,2.5445,0.103,1.781e+01,0.949
0.034744,1131,2.4697,0.365,1.478e+02,0.870
0.094257,1132,1.0294,1.743,3.649e+03,6.348
0.069884,1133,0.3001,0.107,1.409e+01,0.997
0.031060,1134,0.3184,0.134,3.131e+01,1.031
0.056887,1135,1.0120,0.217,4.482e+01,0.974
0.031517,1137,0.6434,0.147,3.366e+01,0.971
0.110319,1140,0.7003,0.129,1.637e+01,0.824
0.134356,1141,0.1765,0.122,3.232e+01,1.026
0.012641,1142,1.7079,0.154,3.180e+01,0.968
0.058003,1143,5.0296,0.837,8.840e+02,1.745
0.044964,1144,0.3342,0.141,3.544e+01,1.121
0.018425,1145,3.1072,0.177,2.027e+01,0.921
0.099600,1147,0.3063,0.102,1.406e+01,0.958
0.070688,1148,0.2881,0.122,2.558e+01,1.006
0.045479,1149,0.6579,0.270,5.761e+01,1.418
0.018449,1150,3.0110,1.375,4.229e+03,2.083
0.018845,1152,1.7339,0.264,6.922e+01,0.903
0.004977,1154,2.4474,0.181,2.050e+01,0.940
0.063107,1155,2.2149,0.319,6.310e+01,1.003
0.008554,1156,0.7816,0.228,6.226e+01,0.951
0.017784,1158,1.8301,0.336,1.019e+02,0.858
0.051501,1159,0.3348,0.139,3.786e+01,1.142
0.213118,1160,0.2736,0.114,2.520e+01,0.995
0.047884,1161,0.2854,0.107,2.037e+01,1.093
0.049373,1163,2.9649,5.493,2.801e+04,18.655
0.064045,1164,1.1361,0.445,1.736e+02,1.309
0.318873,1165,0.4388,0.486,3.624e+02,2.629
0.320618,1165,,0.824,3.742e+02,
0.443452,1167,0.9666,0.141,2.411e+01,0.994
0.006913,1168,2.4707,0.500,3.026e+02,1.221
0.027844,1169,0.8227,0.132,3.044e+01,1.047
0.003595,1170,1.9337,0.420,1.806e+02,1.180
0.015368,1171,0.3662,0.230,1.118e+02,1.337
0.068330,1172,0.3671,0.121,2.398e+01,0.885
0.057172,1173,1.4536,0.319,1.230e+02,1.048
0.024010,1174,6.5859,0.298,1.163e+02,1.004
0.063066,1176,0.6635,0.105,1.777e+01,1.068
0.063138,1177,0.2549,0.114,2.334e+01,0.987
0.382595,1179,0.1145,0.035,1.787e+00,0.934
0.245802,1180,0.3040,0.045,3.471e+00,0.872
0.023858,1181,1.9728,0.280,1.172e+02,0.871
0.045175,1182,1.8042,0.238,5.729e+01,0.967
0.005023,1183,3.9426,0.295,1.114e+02,1.048
0.027688,1184,1.3511,0.234,7.365e+01,0.837
0.057269,1185,0.7576,0.179,3.058e+01,0.796
0.032516,1189,0.8015,0.392,1.331e+02,0.966
0.068982,1190,1.3477,0.246,7.089e+01,0.994
0.027451,1191,0.1033,0.025,5.901e-01,1.046
0.193078,1192,0.1079,0.192,7.549e+01,1.348
0.032437,1193,1.1192,0.184,3.034e+01,0.907
0.033391,1195,2.4340,0.836,1.256e+03,1.104
0.014763,1196,2.3627,0.389,1.639e+02,0.937
0.136673,1197,-1.7973,3.997,2.330e+04,26.638
0.149938,1199,0.7157,0.115,1.922e+01,1.071
0.001283,1200,2.3934,0.370,1.556e+02,0.947
0.032832,1201,0.6210,0.108,1.488e+01,0.859
0.045739,1202,0.8262,0.148,2.861e+01,0.868
0.060756,1203,0.8375,0.207,5.535e+01,0.959
0.015556,1204,0.8662,0.160,3.448e+01,0.967
0.209613,1205,0.7045,0.309,1.635e+02,1.085
0.490339,1206,,111.794,9.407e+06,
0.021005,1207,0.6201,0.208,6.166e+01,0.964
0.045404,1208,1.1056,0.734,6.482e+02,2.966
0.048190,1209,1.6704,0.339,1.145e+02,0.909
0.047897,1211,4.3147,0.698,6.460e+02,0.863
0.062227,1212,0.8088,0.154,2.498e+01,0.836
0.035365,1213,0.8813,0.423,1.261e+02,1.599
0.010041,1214,1.3896,0.369,1.472e+02,1.007
0.164598,1215,,70.897,6.587e+06,
0.086682,1216,0.7497,0.139,2.486e+01,0.984
0.033063,1217,0.5275,0.113,2.017e+01,0.855
0.027025,1218,0.9258,0.215,4.728e+01,0.882
0.007538,1219,1.2502,0.403,1.395e+02,1.266
