#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS,_RAJ2000_Gaia,_DEJ2000_Gaia,source_id,parallax,pmra_x,pmdec_x,Gflux,Gmag,BPflux,BPmag,RPflux,RPmag,radial_velocity,teff_val,a_g_val,radius_val,lum_val,gaia_id,_RAJ2000_gaia2dis,_DEJ2000_gaia2dis,rest,main_id,_RAJ2000_Simbad,_DEJ2000_Simbad,main_type,other_types,radvel,redshift,sp_type,plx,pmra_y,pmdec_y,B,V.1,R,J,H,K,u,g,r,i,z,_RAJ2000_CXO,_DEJ2000_CXO,2CXO,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,Fluxw,S/N,NHGal,HRhm,HRhs,HRms,_RAJ2000_XRT,_DEJ2000_XRT,2SXPS,CR0,HR_1,HR_2,PcstS0,FPO0,FPU0,_RAJ2000_XMM,_DEJ2000_XMM,Source,4XMM,Flux8,HR1,HR2,HR3,HR4,VarFlag,_RAJ2000_HMXB,_DEJ2000_HMXB,HMXB_Name,Type.1,Vmag,Porb,SpType,epsi,sepsi,Class,Flux1,Flux2,Flux3,Flux4,Flux5
1399,AG Car,Classical,10 56 11.58,-60 27 12.81,7.09,B2pe,,16,164.04824140000002,-60.4535582,5.33822028538567e+18,0.1532,-4.7010000000000005,1.8730000000000002,22242600.0,7.3204020000000005,10852300.0,7.762581,14593000.0,6.851560000000001,,5598.5,,,,5.33822028538567e+18,164.04820031992,-60.45355013941,5316.06059724229,V* AG Car,164.0482413681,-60.4535582034,WR*,EmO|WR*|V* |PN |IR |G  |UV |Em*|X  |Rad|WR*|*  |*,-54.0,-0.00018,WN11h,0.1532,-4.7,1.87,7.57,6.96,7.73,5.42,5.084,4.531000000000001,,8.11,7.35,7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Peculiar/WR,,,,,
1400,HD 94963,Classical,10 56 35.79,-61 42 32.27,7.26,O6.5IIIe,,2,164.14910980000002,-61.70896758,5.24187969782513e+18,0.2273,-7.3,0.883,27414000.0,7.093436,20540500.0,7.06986,11027500.0,7.155725,,8562.5,0.1233,,,5.24187969782513e+18,164.14904351274998,-61.70896377758,3883.2370235868702,HD  94963,164.1491098325,-61.7089675775,Em*,Em*|UV |*  |IR |*,0.0,0.0,O7II(f),0.2273,-7.3,0.88,7.17,7.26,8.1,7.257999999999999,7.35,7.33,,8.04,7.67,7.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154,7.52,Em,,,,,
1401,HD 95043,Classical,10 57 12.00,-60 43 12.00,9.3,B8.5IIIe,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
1402,CPD-59 2877,Classical,10 57 17.47,-59 57 42.80,11.07,Oe,,0,164.3227789,-59.96187679,5.33835013083067e+18,0.2704,-6.355,2.1959999999999997,744125.0,11.009252,453154.0,11.210773,456575.0,10.61314,,6887.59,,13.95,394.469,5.33835013083067e+18,164.32272424236,-59.96186733153001,3334.5911653251196,CPD-59  2877,164.3227789057,-59.9618767854,Be*,Be*|Em*|*  |IR |*,,,B3Ve,0.2704,-6.36,2.2,11.48,11.12,11.23,10.475,10.369000000000002,10.298,,11.27,11.01,10.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
1403,HD 305827,Classical,10 57 40.06,-61 39 32.97,10.45,B2Ve,,1,164.4169561,-61.65918316,5.24188066422954e+18,0.0035,-5.931,2.705,1266660.0,10.431719000000001,824088.0,10.561455,675730.0,10.187488,,8002.55,0.1657,,,5.24188066422954e+18,164.41690233442,-61.65917151151,6306.53082842344,HD 305827,164.4169561265,-61.659183158199994,Be*,Be*|Em*|*  |IR |*,,,B3,0.0035,-5.93,2.71,10.65,10.45,10.64,9.968,9.836,9.646,,10.61,10.58,10.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.363,37.5,Em,,,,,
1404,HD 308104,Classical,10 58 59.33,-61 55 36.54,11.23,B2Ve,,0,164.747155,-61.92677841,5.24182661637523e+18,0.2676,-5.11,1.9169999999999998,818910.0,10.905275,539753.0,11.020901,443136.0,10.645578,,7777.33,,11.81,459.407,5.24182661637523e+18,164.74710825032,-61.92677015434,3378.2924362059102,HD 308104,164.7471550044,-61.926778409099995,Be*,Be*|Em*|*  |IR |*,,,OB+e,0.2676,-5.11,1.92,11.22,11.03,11.06,10.453,10.345,10.09,,11.04,10.97,10.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
1405,HD 95612,Classical,11 01 12.00,-55 34 48.00,9.61,B7IVe,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
1406,Cl Pismis 17 3,Classical,11 01 18.26,-59 50 58.77,11.4,B2Ve,,0,165.3259955,-59.849409200000004,5.3385314471797e+18,0.3564,-7.01,2.353,596391.0,11.249537,395644.0,11.358125999999999,318220.0,11.005102,,8240.33,1.0553,,,5.3385314471797e+18,165.3259353636,-59.849399069819995,2599.16642150371,2MASS J11011823-5950578,165.3259954538,-59.84940919939999,*inNeb,*iN|RNe|*iC|IR |*,,,B2V,0.3564,-7.01,2.35,11.62,11.4,,10.72,10.63,10.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Nebular,,,,,
1407,CPD-59 2945s,Classical,11 01 19.42,-59 50 57.06,11.37,B2Ve,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
1408,CD-59 3483,Classical,11 01 28.80,-59 51 00.00,10.46,B0Ve,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
1409,CSI-59-10594 4,Classical,11 01 28.80,-59 51 00.00,11.4,B2Ve,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
1410,HD 95826,Classical,11 02 24.29,-60 31 01.92,9.21,B5Ve,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
1411,HD 305891,Classical,11 02 29.99,-60 48 55.86,10.37,B3Ve,,1,165.6249496,-60.81552455,5.33805250243461e+18,0.3966,-6.017,1.6380000000000001,1561680.0,10.204386999999999,1220070.0,10.13543,787061.0,10.021899000000001,,9269.5,,,,5.33805250243461e+18,165.62489649145002,-60.81551749997,2366.4997893585,HD 305891,165.6249541667,-60.815516111099996,Be*,Be*|Em*|** |*,,,B8,,-7.5,-0.8,10.32,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.62537890000002,-60.81516,201525701010035.0,J110230.0-604854,3.17e-14,0.789462,0.410426,-0.537991,-0.802191,1.0,,,,,,,,0.183,11.7,Em,8.658592596399882e-16,7.359347207980928e-15,1.760561803126275e-14,5.288687632766169e-15,5.804878683501599e-16
1412,HD 303763,Classical,11 02 50.87,-59 19 05.92,10.23,Be,,0,165.7119456,-59.31829972,5.33857212911339e+18,0.3108,-4.835,1.9880000000000002,1964220.0,9.955392999999999,1225350.0,10.130736,1125580.0,9.633476,,7467.0,,16.91,800.997,5.33857212911339e+18,165.7119047714,-59.31829116413,2941.5449989567305,HD 303763,165.71194556790002,-59.3182997223,Be*,Be*|Em*|*  |IR |*,,,Be,0.3108,-4.84,1.99,10.34,10.18,10.18,9.316,9.099,8.798,,10.46,10.0,9.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
1413,HD 95972,Classical,11 03 09.68,-61 46 07.50,8.76,B2Vnne,,0,165.79035290000002,-61.76874738,5.33789448633861e+18,-0.0315,-6.975,1.5290000000000001,4940770.0,8.95388,3604530.0,8.959268,2241110.0,8.885760000000001,,9593.0,,,,5.33789448633861e+18,165.79028943237,-61.76874079638001,9662.19873073471,HD  95972,165.7903529223,-61.7687473808,Be*,Be*|Em*|UV |*  |IR,6.0,2e-05,B2Vnn,0.32,-6.98,1.53,8.81,8.7,,8.291,8.179,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21100000000000002,14.5,Em,,,,,
1414,HD 306016,Classical,11 05 00.07,-61 23 37.02,9.98,B2Ve,,0,166.2502994,-61.39361215,5.33718420182171e+18,0.3796,-6.122999999999999,1.6640000000000001,2143160.0,9.860729,1536570.0,9.885007,957888.0,9.808633,,9429.75,0.4777,,,5.33718420182171e+18,166.25024434434,-61.39360498239,2472.4132628768803,HD 306016,166.2502994088,-61.3936121474,Be*,Be*|Em*|*  |IR |*iC,-16.0,-5.3e-05,B3,0.3796,-6.12,1.66,9.95,9.93,,9.766,9.756,9.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.233,19.2,Em,,,,,
1415,HD 96261B,Classical,11 05 00.98,-59 42 47.63,9.17,B1.5Ve,,0,166.25407040000002,-59.71322591,5.33850993798191e+18,0.3503,-6.316,1.781,2757420.0,9.587108,1763190.0,9.735641000000001,1533540.0,9.297683000000001,,7688.33,1.0953,16.88,896.663,5.33850993798191e+18,166.25401650231,-59.713218239650004,2640.75281960841,THA 35-III-51,166.2540704199,-59.713225909399995,Em*,Em*|** |*iA|*  |IR |*  |*,-3.6,-1.2e-05,B1.5Ve,0.3503,-6.32,1.78,9.41,9.17,9.66,8.521,8.283999999999999,8.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
1416,HD 303776,Classical,11 05 06.42,-57 30 35.68,11.24,B2Ve,,0,166.2768368,-57.50992826,5.34036144682595e+18,0.2819,-6.419,2.64,828699.0,10.892374,537280.0,11.025886,444292.0,10.642749,,7918.0,1.1033,10.94,424.205,5.34036144682595e+18,166.27678535228998,-57.50991689111999,3200.7360509778996,HD 303776,166.27683680549998,-57.5099282561,Be*,Be*|Em*|*  |IR |*,,,B8,0.2819,-6.42,2.64,11.28,11.11,11.01,10.339,10.191,9.967,,11.14,11.14,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
1417,CSI-61-11033 1,Classical,11 05 24.00,-61 45 00.00,,B2Ve,,0,,,,,,,,,,,,,,,,,,,,,,CSI-61-11033  1,166.35,-61.75,Star,*,,,B2Ve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Star,,,,,
1418,CSI-61-11033 2,Classical,11 05 24.00,-61 45 00.00,,B2Ve,,0,,,,,,,,,,,,,,,,,,,,,,CSI-61-11033  2,166.35,-61.75,Star,*,,,B2Ve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Star,,,,,
1419,HD 96357,Classical,11 05 28.28,-61 50 42.94,9.13,B4Ve,,1,166.3678095,-61.84527246,5.33714455068028e+18,,,,4749060.0,8.996847,3212440.0,9.084302000000001,2407610.0,8.807957,,8865.33,,,,,,,,HD  96357,166.3678095149,-61.8452724632,Be*,Be*|Em*|UV |IR |** |*  |*,27.0,9e-05,B1.5Vne,,-9.3,1.6,9.29,9.1,9.62,8.641,8.57,8.392000000000001,,9.54,9.25,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.331,858.0,Em,,,,,
1420,HD 96485,Classical,11 06 24.76,-53 21 18.54,10.09,B8.5IIIe,,1,166.60317519999998,-53.35516133,5.34738636403674e+18,0.7406,-10.2,1.217,1802080.0,10.048932,1287000.0,10.077442999999999,806702.0,9.995137,,9335.33,0.3733,,,5.34738636403674e+18,166.60310163148998,-53.35515608734,1329.45034815944,HD  96485,166.6031752132,-53.3551613251,Be*,Be*|Em*|*  |IR,,,B8/9II/III,0.7406,-10.2,1.22,10.12,10.09,,9.924,9.919,9.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.524,117.0,Em,,,,,
1421,ESO 169-6,Classical,11 06 30.00,-54 48 28.80,,Be,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
1422,CPD-63 1835,Classical,11 06 36.00,-64 14 15.00,9.6,B1Ve,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
1423,HD 308217,Classical,11 07 13.62,-62 02 58.54,10.06,B3Ve,,1,166.8067564,-62.049597,5.33712671797408e+18,0.2856,-6.192,2.18,1915370.0,9.982732,1244880.0,10.113571,1011080.0,9.749959,,7994.5,,16.18,963.115,5.33712671797408e+18,166.80669955906,-62.049587613309996,3186.11734817117,HD 308217,166.8067564364,-62.0495970006,**,*  |IR |*,-19.0,-6.3e-05,B3,0.2856,-6.19,2.18,10.32,10.03,10.15,9.525,9.486,9.408,,10.58,10.03,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Binary,,,,,
1424,HD 96685,Classical,11 07 16.48,-58 42 19.04,9.792,B8e,,1,166.818649,-58.70528559,5.34014934416823e+18,0.3995,-6.2989999999999995,2.372,2332040.0,9.769024,1568900.0,9.862402000000001,1155470.0,9.605021,,8365.0,0.912,,,5.34014934416823e+18,166.81859682308001,-58.705275372509995,2339.1313136806198,HD  96685,166.8186490344,-58.7052855864,Be*,Be*|** |IR |*iC|Em*|*,,,B8,0.3995,-6.3,2.37,9.895,9.792,9.664,9.391,9.351,9.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
1425,HD 96728,Classical,11 07 40.76,-56 39 38.14,8.21,B8Vne,,0,166.91984240000002,-56.66059234,5.3407880229762e+18,0.8275,-9.352,2.094,10405600.0,8.145194,7446730.0,8.171474,4590280.0,8.107323,,9301.33,0.485,,,5.3407880229762e+18,166.91976916296002,-56.66058332276,1171.5028441939698,HD  96728,166.9198424233,-56.6605923401,Be*,Be*|Em*|UV |*  |IR,,,B8V(n),0.8275,-9.35,2.09,8.19,8.21,,8.08,8.064,8.017000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,1.68,Em,,,,,
1426,CD-70 798,Classical,11 07 57.14,-70 54 34.00,10.7,Be,,2,166.988118,-70.90943342,5.22848857821571e+18,-0.0351,-8.234,1.137,812372.0,10.913979,558327.0,10.984167,415738.0,10.714871,,8630.0,,,,5.22848857821571e+18,166.98800956316998,-70.90942852711,12268.5814249049,CD-70   798,166.98811796360002,-70.90943342359999,Be*,Be*|Em*|*  |IR |*,,,Be,,-8.23,1.14,11.15,11.01,11.11,10.504000000000001,10.325,10.032,,11.03,10.98,11.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,2.36,Em,,,,,
1427,HD 96788,Classical,11 08 00.51,-56 47 15.61,9.85,B8.5IIpshe,,0,167.0020983,-56.78767153,5.34073895726699e+18,0.33399999999999996,-7.407,1.805,2332050.0,9.76902,1522260.0,9.895163,1228590.0,9.538401,,8049.67,,,,5.34073895726699e+18,167.00204008982,-56.78766375936999,2753.14040374174,HD  96788,167.0020983134,-56.787671529899995,Be*,Be*|Em*|*,,,B8/9(IIp_sh),0.33399999999999996,-7.41,1.81,9.99,9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
1428,HD 96822,Classical,11 08 09.63,-57 31 59.88,9.32,B8IVe,,0,167.04013799999998,-57.5332971,5.34033712013932e+18,1.048,-11.242,4.475,3656360.0,9.280743,2707830.0,9.269835,1513580.0,9.311910000000001,,8737.5,0.3183,,,5.34033712013932e+18,167.04004779023,-57.53327783556,930.74316619901,HD  96822,167.0401379587,-57.5332971029,Be*,Be*|Em*|*  |IR,,,B8IV/V,1.048,-11.24,4.48,9.23,9.32,,9.396,9.384,9.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115,4.88,Em,,,,,
1429,HD 96864,Classical,11 08 28.89,-56 29 06.94,8.98,B4IIIe,,1,167.12039240000001,-56.48526460000001,5.34076744149161e+18,0.4113,-6.6579999999999995,2.701,5245690.0,8.888859,3480100.0,8.997408,2674920.0,8.693643,,8181.0,0.665,,,5.34076744149161e+18,167.12034044937,-56.485252975680005,2276.48488640663,HD  96864,167.1203923642,-56.485264604899996,Be*,Be*|Em*|UV |*  |IR,,,B3/5(III),0.4113,-6.66,2.7,9.04,8.98,,8.547,8.482000000000001,8.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
1430,HD 97032,Classical,11 08 51.28,-68 21 09.19,9.75,B9Vne,,2,167.2136539,-68.35254920000001,5.23784064617174e+18,0.9628,-7.671,1.4180000000000001,2451560.0,9.71476,1735580.0,9.752778,1108210.0,9.650366,,9277.5,0.4118,,,5.23784064617174e+18,167.2135643366,-68.35254309629,1010.21780715003,HD  97032,167.21365387059998,-68.352549203,Be*,Be*|Em*|*  |IR,,,B9Vn,0.9628,-7.67,1.42,9.75,9.75,,9.594,9.562000000000001,9.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127,6.43,Em,,,,,
1431,HD 306085,Classical,11 09 18.79,-60 42 42.79,10.01,B2Ve,,0,167.32825640000001,-60.71189915,5.33768169648283e+18,0.4264,-6.89,1.339,2429390.0,9.724622,1426950.0,9.96537,1458290.0,9.352306,,6551.3,,17.65,516.924,5.33768169648283e+18,167.32819571571002,-60.71189338645001,2202.6885421178,HD 306085,167.3282563551,-60.7118991524,Be*,Be*|Em*|*  |*,,,B9,0.4264,-7.48,2.07,10.09,9.75,10.0,,,,,,,9.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
1432,HD 306111,Classical,11 09 19.77,-61 06 05.11,10.1,Oe,,0,167.33259619999998,-61.10148534,5.33729404556993e+18,0.2979,-5.816,0.633,1903520.0,9.989469999999999,1217810.0,10.137438000000001,1066350.0,9.692173,,7573.96,,16.93,849.695,5.33729404556993e+18,167.33254438506,-61.10148261502,3062.1877725012605,HD 306111,167.3325962017,-61.1014853424,Be*,Be*|Em*|*  |IR |*,-17.0,-5.6999999999999996e-05,B2Ve,0.2979,-6.83,-0.49,10.29,10.16,10.19,9.295,9.134,8.756,,10.17,10.11,9.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0987,Em,,,,,
1433,V353 Car,Classical,11 10 02.34,-60 05 42.49,7.72,B2Ve,,2,167.5097323,-60.09513639,5.33772636414623e+18,1.0745,-5.705,0.483,16520400.0,7.643311,12268600.0,7.629405,6986860.0,7.6512139999999995,,9211.5,0.307,,,5.33772636414623e+18,167.50968303252,-60.09513431136,907.50778908854,HD  97151,167.50973230030002,-60.0951363889,Be*,Be*|V* |HII|Em*|UV |*  |IR,26.0,8.7e-05,B2Ve,1.0745,-5.71,0.48,7.63,7.72,,7.678999999999999,7.695,7.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054000000000000006,0.9179999999999999,Em,,,,,
1434,HD 97253,Classical,11 10 42.04,-60 23 04.27,7.11,O5IIIe,,2,167.6751962,-60.38447579999999,5.33766918953657e+18,0.2662,-6.162000000000001,1.244,29327700.0,7.020173,19493500.0,7.126662,14556500.0,6.854278999999999,,8107.5,0.625,,,5.33766918953657e+18,167.67514253571002,-60.384470441240005,3372.98706460392,HD  97253,167.6751962234,-60.384475795200004,SB*,*iC|UV |*  |IR |SB*|*,1.0,3e-06,O5III(f),0.2662,-6.16,1.24,7.24,7.09,8.08,6.694,6.712000000000001,6.6979999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Binary,,,,,
1435,HD 306145,Classical,11 11 19.33,-59 55 13.82,10.28,B2Vne,,1,167.8305612,-59.92048958,5.33782346476597e+18,0.2465,-6.193,2.061,1610810.0,10.170753,1022530.0,10.327194,878474.0,9.902597,,7575.81,,18.81,1050.105,5.33782346476597e+18,167.83050796058998,-59.92048070747,3585.5209544658705,HD 306145,167.8305291667,-59.9205055556,**,*  |** |**,,,B0,,-10.6,5.0,10.62,10.28,9.87,9.59,9.55,9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109,4.23,Binary,,,,,
1436,HD 97382,Classical,11 11 27.14,-63 12 20.56,9.69,B6e,,0,167.86306919999998,-63.20571037,5.24074545282432e+18,0.3317,-6.322,2.48,2687510.0,9.614989,1692830.0,9.779853,1480850.0,9.33564,,7573.75,0.9463,18.07,967.7739999999999,5.24074545282432e+18,167.8630087999,-63.20569969718,2782.54587770292,HD  97382,167.8630691778,-63.2057103734,Be*,Be*|Em*|*  |IR |*,,,B5/7,0.3317,-6.39,2.55,10.11,9.77,9.98,9.073,8.927999999999999,8.809,,,,9.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
1437,HD 97535,Classical,11 12 05.50,-71 13 02.86,7.02,B7Vne,,0,168.02290559999997,-71.21745939,5.22842212647984e+18,4.0898,-26.159000000000002,-1.469,34216000.0,6.852792,23448800.0,6.926086,16094900.0,6.7452,,8438.0,,,,5.22842212647984e+18,168.02255582337,-71.21746571947,242.81109803396,HD  97535,168.022907868,-71.2174601096,Be*,Be*|Em*|** |UV |IR |*,,,B7Vn,4.21,-26.35,-1.3,7.03,7.02,,6.874,6.915,6.872000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127,7.2,Em,,,,,
1438,HD 97580,Classical,11 13 00.89,-57 02 06.66,8.75,B8Ve,,0,168.2537058,-57.03518193,5.33998764290457e+18,1.0137,-10.56,2.395,6121610.0,8.721200999999999,4443400.0,8.732101,2645210.0,8.705767999999999,,9280.0,0.4893,,,5.33998764290457e+18,168.25362221743998,-57.035171612650004,961.1883517182699,HD  97580,168.25370577389998,-57.035181925500005,Be*,Be*|Em*|UV |*  |IR,,,B8V,1.0137,-10.56,2.4,8.72,8.75,,8.704,8.73,8.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081,2.38,Em,,,,,
1439,HD 306205,Classical,11 13 29.50,-61 15 50.95,10.08,B0IIe,,0,168.3729076,-61.26415111,5.3372340234407e+18,0.4386,-6.977,1.7690000000000001,1907890.0,9.986984,1302400.0,10.064528999999999,918551.0,9.854161999999999,,8552.33,0.731,,,5.3372340234407e+18,168.37284514937,-61.26414349797,2143.45735829688,HD 306205,168.3729076278,-61.264151112600004,Be*,Be*|Em*|*  |IR,-118.0,-0.000394,B1.5Vne,0.4386,-7.69,2.01,10.15,10.02,10.13,9.599,9.562000000000001,9.508,,10.15,10.18,10.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.168,Em,,,,,
1440,HD 306209,Classical,11 13 34.73,-61 20 42.81,10.01,B1Ve,,0,168.3946895,-61.3452315,5.3372318931368e+18,0.3553,-4.463,0.938,1976590.0,9.948575,1336850.0,10.036178999999999,991360.0,9.771341,,8536.33,0.51,,,5.3372318931368e+18,168.39464938622,-61.34522746016,2609.44068399495,HD 306209,168.3946894614,-61.3452315001,Be*,Be*|Em*|*  |IR |*,,,B1Ve,0.3553,-4.23,0.96,10.1,9.93,10.17,9.619,9.512,9.337,,,,10.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,2.93,Em,,,,,
1441,V338 Car,Classical,11 13 52.31,-58 36 30.37,9.35,B9e,,2,168.467952,-58.60843765,5.33936803808591e+18,1.0589,-12.049000000000001,4.6530000000000005,4308620.0,9.102521000000001,2327910.0,9.433973,3163120.0,8.511633,-1.03,5452.0,2.195,14.0,155.976,5.33936803808591e+18,168.46785235758,-58.60841761673,920.6378753642599,HD  97726,168.4679519513,-58.608437648599995,Be*,Be*|V* |Em*|IR |*,-1.03,-3e-06,B9,1.0589,-12.05,4.65,9.73,9.35,,7.305,6.681,6.3839999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
1442,HD 97792,Classical,11 14 20.00,-56 02 51.23,7.97,B2.5Vnne,,0,168.5833226,-56.04755905,5.34013759312672e+18,0.9956,-10.17,2.9019999999999997,13957500.0,7.826347999999999,10233000.0,7.826386,6071780.0,7.803628999999999,,9489.0,0.3377,,,5.34013759312672e+18,168.58324419339,-56.047546553900006,979.2656313654801,HD  97792,168.58332259780002,-56.04755905020001,Be*,Be*|Em*|UV |*  |IR,,,B2/3Vnne,0.9956,-10.17,2.9,7.93,7.97,,7.784,7.792000000000001,7.6610000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115,4.08,Em,,,,,
1443,HD 306267,Classical,11 14 44.36,-60 22 10.07,10.66,Oe,,0,168.6848419,-60.36946942,5.3377511375117e+18,0.3262,-5.394,1.01,1075900.0,10.608933,661794.0,10.799581,620552.0,10.279974000000001,,7102.0,,13.1,393.282,5.3377511375117e+18,168.68479491613002,-60.36946506601999,2816.70509140665,HD 306267,168.6848418902,-60.3694694154,Be*,Be*|Em*|*  |IR |*,,,B1Ve,0.3262,-5.05,1.64,10.99,10.66,10.62,9.783,9.582,9.341000000000001,,10.87,10.61,10.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.59e-15,Em,,,,,
1444,HD 98001,Classical,11 15 30.35,-56 39 41.87,8.88,B6Ve,,0,168.8763999,-56.66162626,5.34008436556302e+18,2.3815,-0.7020000000000001,4.633,5612000.0,8.815571,4150960.0,8.806016,2460480.0,8.784372,,8811.67,,,,5.34008436556302e+18,168.8763943713,-56.66160631312,477.40564180737,HD  98001,168.87639987059998,-56.6616262609,Be*,Be*|Em*|** |UV |*  |IR,,,B6Ve,2.3815,-0.7,4.63,8.84,8.88,,8.812999999999999,8.817,8.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1519999999999997,3030.0,Em,,,,,
