#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS,_RAJ2000_Gaia,_DEJ2000_Gaia,source_id,parallax,pmra_x,pmdec_x,Gflux,Gmag,BPflux,BPmag,RPflux,RPmag,radial_velocity,teff_val,a_g_val,radius_val,lum_val,gaia_id,_RAJ2000_gaia2dis,_DEJ2000_gaia2dis,rest,main_id,_RAJ2000_Simbad,_DEJ2000_Simbad,main_type,other_types,radvel,redshift,sp_type,plx,pmra_y,pmdec_y,B,V.1,R,J,H,K,u,g,r,i,z,_RAJ2000_CXO,_DEJ2000_CXO,2CXO,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,Fluxw,S/N,NHGal,HRhm,HRhs,HRms,_RAJ2000_XRT,_DEJ2000_XRT,2SXPS,CR0,HR_1,HR_2,PcstS0,FPO0,FPU0,_RAJ2000_XMM,_DEJ2000_XMM,Source,4XMM,Flux8,HR1,HR2,HR3,HR4,VarFlag,_RAJ2000_HMXB,_DEJ2000_HMXB,HMXB_Name,Type.1,Vmag,Porb,SpType,epsi,sepsi,Class,Flux1,Flux2,Flux3,Flux4,Flux5
340,BD+62 285,Classical,01 39 05.68,63 27 46.34,8.85,B8Ve,,36,24.7736207,63.46287201,5.12472925084132e+17,4.2619,-3.673,2.991,6860640.0,8.597453999999999,3484020.0,8.996186,4902120.0,8.035960000000001,-24.63,5356.0,,4.57,15.507,5.12472925084132e+17,24.7735853045,63.46288488478,239.62962201392003,BD+62   285,24.773620699899997,63.46287200729999,Be*,Em*|Be*|IR |*,-24.63,-8.2e-05,B8V,4.2619,-3.67,2.99,9.36,8.85,,7.1370000000000005,6.735,6.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.364,4130.0,Em,,,,,
341,IPHAS J013920.80+654338.7,Classical,01 39 20.80,65 43 38.71,,B6,,0,24.83654981,65.72741769,5.19134488078193e+17,0.2908,-2.45,0.10300000000000001,57146.7,13.795888,25775.2,14.323381,46207.0,13.100151,,4876.33,,7.72,30.346,5.19134488078193e+17,24.83652414906,65.72741813694999,3125.98440305542,2MASS J01392077+6543386,24.8365498145,65.7274176936,Be*,*  |Be*|IR |Be*,,,B8Ve,0.2908,-2.45,0.1,,,,12.199000000000002,11.959000000000001,11.776,,,13.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
342,BD+62 287,Classical,01 40 21.62,63 06 51.89,9.07,B8Ve,,28,25.09012582,63.11440914,5.11707871149058e+17,1.4295,-5.031000000000001,-2.884,5126190.0,8.913879,3047730.0,9.141447,3031340.0,8.557835,,6648.15,,7.42,97.023,5.11707871149058e+17,25.09007792382,63.1143967194,686.43269879714,BD+62   287,25.0901258228,63.114409135699994,Be*,Em*|Be*|IR |*,14.0,4.7e-05,B8V,1.4295,-5.03,-2.88,9.35,9.07,,8.147,8.035,7.997000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,2.36,Em,,,,,
343,BD+60 307,Classical,01 41 46.51,61 19 30.06,10.49,B2Ve,,0,25.44377152,61.32501679999999,5.11442339089542e+17,0.3348,-1.224,-0.141,1138790.0,10.547260000000001,633623.0,10.846810000000001,741008.0,10.087363,,5502.23,1.4998,22.28,410.045,5.11442339089542e+17,25.44376054158,61.325016196899995,2730.4696644369396,BD+60   307,25.4437715218,61.3250168037,Be*,Em*|Be*|IR |*,,,B2Ve,0.3348,-1.22,-0.14,10.91,10.657,,9.052,8.866,8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.8100000000000002e-15,Em,,,,,
344,BD+58 277,Classical,01 42 13.24,59 20 30.40,10.48,Be,,1,25.55517746,59.34174753,5.09484830435906e+17,-0.0602,0.191,0.5870000000000001,1353000.0,10.360123,822411.0,10.563665,786548.0,10.022607,,6932.5,,,,5.09484830435906e+17,25.55517907733,59.341750057469994,4967.089215419211,BD+58   277,25.5551774646,59.3417475292,Em*,Em*|IR |*,,,Be,,0.19,0.59,10.65,10.48,,9.8,9.725,9.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.575,215.0,Em,,,,,
345,BD+62 292,Classical,01 42 14.09,63 36 26.88,10.55,B1pe,,2,25.55866024,63.60748028,5.12103111219426e+17,0.2801,-1.754,-0.423,1518300.0,10.234971,821194.0,10.565274,1013400.0,9.747465,,5824.0,,27.11,761.947,5.12103111219426e+17,25.558643244749998,63.60747845623,3216.8084755330797,BD+62   292,25.5586602382,63.607480279300006,Be*,Em*|Be*|IR |*,,,B1:pe,0.2801,-1.75,-0.42,10.98,10.55,,9.118,9.021,8.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
346,IPHAS J014218.76+624733.5,Classical,01 42 18.76,62 47 33.50,,B5III,,0,25.57811845,62.79262394,5.11687083507589e+17,0.153,-1.62,0.27399999999999997,28138.0,14.565135,12213.8,15.134259,23778.0,13.82148,,4789.25,,,,5.11687083507589e+17,25.57810319172,62.79262512071,5288.62458936604,IPHAS J014218.76+624733.5,25.578118448,62.7926239407,Be*,*  |Be*|IR |Be*,,,B5e,0.153,-1.62,0.27,,,,12.899000000000001,12.6,12.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
347,IPHAS J014238.73+633753.1,Classical,01 42 38.73,63 37 53.11,,,,0,25.66134943,63.63146460000001,5.12102836341506e+17,0.4338,-0.879,-0.222,91491.3,13.284917000000002,46983.2,13.671532000000001,65927.4,12.714255,,5234.0,,5.48,20.305999999999997,5.12102836341506e+17,25.661340910240003,63.631463643630006,2161.8971268096802,2MASS J01423872+6337533,25.6613494326,63.6314646007,Be*,*  |Be*|IR |Be*,,,B6Ve,0.4338,-0.88,-0.22,,,,12.03,11.814,11.697000000000001,,,13.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
348,IPHAS J014244.86+623056.2,Classical,01 42 44.86,62 30 56.20,,B6,,0,25.68680665,62.51561852,5.11610804885728e+17,0.3189,-1.228,0.09,91579.0,13.283875,49352.1,13.618125,63554.3,12.754057000000001,,5666.4,2.1953,6.21,35.825,5.11610804885728e+17,25.68679518969,62.51561890913,2871.5643544481395,2MASS J01424482+6230562,25.686806650500003,62.515618521499995,Be*,*  |Be*|IR |Be*,,,B7-8Ve,0.3189,-1.23,0.09,,,,12.056,11.834000000000001,11.695,,,13.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
349,IPHAS J014322.19+640118.5,Classical,01 43 22.19,64 01 18.52,,B7,,0,25.84234542,64.02178595,5.12141525407794e+17,0.2726,-1.6480000000000001,0.002,80241.4,13.427370000000002,43492.5,13.755351999999998,55316.2,12.904789,,5633.5,1.9685,6.89,43.065,5.12141525407794e+17,25.84232921587,64.02178596056,3307.71161492677,[YKS2008] NGC 637-S1,25.8423454184,64.0217859525,Be*,Be*|*  |IR |Be*|Be*|Be*,,,B5-7Ve,0.2726,-1.65,0.0,14.22,13.66,13.6,12.300999999999998,12.139000000000001,11.979000000000001,,,13.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
350,phi Per,Classical,01 43 39.64,50 41 19.43,4.09,B2Vpe,440.0,1592,25.91516928,50.68873861,4.05987526028673e+17,6.6032,23.041,-15.683,480310000.0,3.9845610000000002,351835000.0,3.9855389999999997,186587000.0,4.084718,,9307.0,0.1655,,,4.05987526028673e+17,25.91532587527,50.68867108825,152.22742015902,* phi Per,25.915158003800002,50.6887313422,Be*,Be*|V* |RI*|UV |Em*|SB*|Be*|IR |*,0.8,3e-06,B1.5V:e-shell,4.54,24.59,-14.01,4.02,4.06,3.9,3.84,3.69,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9869999999999999,1410.0,Em,,,,,
351,IPHAS J014401.85+640124.5,Classical,01 44 01.85,64 01 24.49,,,,0,26.00774343,64.02346301,5.12138776628721e+17,0.1592,-1.295,0.005,10568.1,15.628378,4829.36,16.141665,8528.36,14.934756,,4882.11,,,,5.12138776628721e+17,26.00773069301,64.02346302743,4974.116638365221,2MASS J01440185+6401244,26.007743426100003,64.0234630069,Be*,*  |Be*|IR |Be*,,,B5-6Ve,0.1592,-1.3,0.01,,,,14.071,13.741,13.562000000000001,,,15.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
352,Cl* NGC 654 STO 104,Classical,01 44 02.90,61 53 20.04,13.49,B0Ve,,0,26.01222346,61.88898345,5.11298711083211e+17,0.2847,-1.128,-0.409,314833.0,11.943166,140595.0,12.481463,259744.0,11.225556,,4914.6,0.102,18.13,172.71,5.11298711083211e+17,26.01221315634,61.8889816898,3169.7913307562203,EM* GGA   83,26.012223460900003,61.8889834492,Be*,*iC|*  |Em*|IR |** |Be*|Be*,,,B0-1e,0.2847,-1.13,-0.41,14.19,13.49,12.14,10.34,10.01,9.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
353,Cl* NGC 654 STO 135,Classical,01 44 44.71,61 49 51.96,12.2,B1Ve,,0,26.186118,61.83105736,5.11297718954872e+17,0.3097,-1.035,-0.317,322095.0,11.918405,171375.0,12.266518,228939.0,11.362621,,5353.7,,13.65,137.878,5.11297718954872e+17,26.186108567119998,61.83105599563001,2941.43988507492,LS   I +61  225,26.1861180039,61.831057359700004,Star,*iC|IR |*,,,B1Ve,0.3097,-1.04,-0.32,12.76,12.2,,11.095999999999998,10.955,10.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Star,,,,,
354,IPHAS J014458.15+633244.0,Classical,01 44 58.15,63 32 44.02,,B7IV,,0,26.24226296,63.54557336,5.12109399052717e+17,0.2531,-1.4180000000000001,-0.225,43241.5,14.098613,22254.7,14.482832,31314.9,13.522542000000001,,5349.0,2.3257,6.13,27.744,5.12109399052717e+17,26.242249251929998,63.54557239549,3531.0638086854497,IPHAS J014458.15+633244.0,26.242262957199998,63.545573363900004,Be*,IR |*  |Be*|Be*,,,B7e,0.2531,-1.42,-0.23,,,,12.892999999999999,12.718,12.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
355,IPHAS J014458.27+625245.8,Classical,01 44 58.27,62 52 45.80,,,,0,26.24266139,62.87939651,5.11645400839522e+17,0.0783,-1.406,0.045,80124.3,13.428954999999998,35433.7,13.977847,67161.8,12.694115,,4866.75,,,,5.11645400839522e+17,26.24264810999,62.87939670726,6642.00566463339,2MASS J01445823+6252458,26.2426613889,62.879396514300005,Be*,*  |Be*|IR |Be*,,,B2Ve,0.0783,-1.41,0.05,,,,11.707,11.370999999999999,11.095999999999998,,,13.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32299999999999995,30.8,Em,,,,,
356,BD+62 300,Classical,01 45 06.67,62 49 51.05,9.92,B1Vnpe,,1,26.27778899,62.83081421,5.1163296691762e+17,0.3472,-1.0170000000000001,-0.188,2080260.0,9.893072,1284340.0,10.079688,1182040.0,9.580339,,7249.33,,16.46,674.0060000000001,5.1163296691762e+17,26.27777940376,62.830813402980006,2655.55667044112,BD+62   300,26.2777889895,62.83081421439999,Be*,Em*|Be*|IR |*,,,B1V:npe,0.3472,-1.02,-0.19,10.23,9.92,,9.174,8.948,8.841000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
357,Cl* NGC 663 G 159,Classical,01 45 11.65,61 10 22.40,,Be,,0,26.29867001,61.17304207,5.11241300263566e+17,2.0127,15.692,-4.026,99818.4,13.190339000000002,48653.1,13.633610999999998,73984.7,12.589066,,5217.25,0.6507,1.24,1.032,5.11241300263566e+17,26.298810131459998,61.17302473576,489.87031878196,2MASS J01451168+6110229,26.298670009699997,61.1730420697,Be*,Be*|IR |*iC|*,,,,2.0127,15.69,-4.03,,,,11.865,11.523,11.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
358,V972 Cas,Classical,01 45 18.02,61 06 56.48,10.03,B3IIIe,,4,26.32511605,61.1156879,5.11239410478024e+17,0.3168,-1.08,-0.131,2055390.0,9.906131,1157560.0,10.192528,1350040.0,9.436053,,6068.61,,25.55,797.84,5.11239410478024e+17,26.32510642451,61.115687337059995,2874.8891920983897,BD+60   325,26.32511605,61.1156879031,Be*,Em*|** |Be*|V* |*  |*iC|IR |Be*|Be*,,,B1Ve,0.3168,-1.08,-0.13,10.47,10.083,9.9,8.603,8.406,8.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
359,EM* GGA 90,Classical,01 45 18.31,60 58 09.19,12.02,Be,,0,26.32648324,60.9691841,5.11231679537036e+17,0.3594,-1.0590000000000002,-0.524,493376.0,11.455421000000001,291122.0,11.691201,303251.0,11.057413,,6444.33,1.618,9.75,147.838,5.11231679537036e+17,26.32647383762,60.969181844169995,2569.88171614581,EM* GGA   90,26.3264832371,60.9691841007,Be*,Em*|Be*|*iC|*  |IR,,,B,0.3594,-1.06,-0.52,11.78,11.24,11.42,10.255,10.03,9.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
360,IPHAS J014519.02+633559.1,Classical,01 45 19.02,63 35 59.10,,,,0,26.32922972,63.59978096,5.12110979600661e+17,0.2538,-2.218,0.522,97149.6,13.219763,52897.8,13.542794,67069.9,12.695601,,5628.54,1.8635,8.16,60.183,5.12110979600661e+17,26.32920824204,63.59978320758,3527.95496996242,2MASS J01451900+6335592,26.329229715,63.599780960299995,Be*,*  |Be*|IR,,,B,0.2538,-2.22,0.52,,,,12.274000000000001,12.065999999999999,11.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
361,V973 Cas,Classical,01 45 37.77,61 07 59.20,12.1,Be,,1,26.407593199999997,61.1330795,5.11240200752235e+17,0.3264,-1.21,-0.20800000000000002,290942.0,12.02885,153259.0,12.38782,210891.0,11.451775,,5378.05,,12.18,111.802,5.11240200752235e+17,26.407582404770004,61.133078607230004,2804.51078190222,EM* GGA   93,26.4075931995,61.13307950229999,Be*,Em*|Be*|V* |*iC|*  |IR |Be*|Be*,,,B2Ve,0.3264,-1.21,-0.21,12.79,12.135,12.31,11.103,10.94,10.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
362,V974 Cas,Classical,01 45 39.64,61 12 59.11,,B2,,0,26.41507419,61.21642199,5.1124171258084e+17,0.3187,-1.122,-0.17600000000000002,239961.0,12.238014999999999,119446.0,12.658457,179437.0,11.627141,,5148.83,,12.57,100.09100000000001,5.1124171258084e+17,26.41506415112,61.216421233030005,2863.9325405005998,EM* GGA   94,26.415074187600002,61.216421992600004,Be*,*iC|V* |Em*|IR |*  |Be*|Be*|Be*|Be*|Be*,,,B2Ve,0.3187,-1.12,-0.18,13.16,12.450999999999999,12.09,10.924000000000001,10.732999999999999,10.494000000000002,,,12.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
363,V975 Cas,Classical,01 45 46.44,61 09 20.75,12.71,Be,,3,26.4433157,61.15580621,5.11240166392491e+17,0.2948,-1.306,-0.214,337965.0,11.866185,191917.0,12.143603,219839.0,11.406656,,6197.0,,10.66,151.05100000000002,5.11240166392491e+17,26.443304038610002,61.155805289759996,3069.24965946276,EM* GGA   95,26.4433156979,61.1558062113,Be*,*  |Be*|V* |*iC|Em*|IR |Be*|Be*,,,B1Ve,0.2948,-1.31,-0.21,12.52,11.937000000000001,11.77,10.321,10.124,9.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
364,Cl* NGC 663 BG 113,Classical,01 45 47.85,61 16 23.59,13.54,Be,,0,26.44953691,61.27331733,5.11265347773502e+17,0.344,-1.018,-0.256,90216.1,13.300156,43637.7,13.751732999999998,69533.6,12.656433999999999,,5005.19,,7.66,33.207,5.11265347773502e+17,26.449527791470004,61.273316223390005,2678.0728828601395,NGC   663   128,26.4495369103,61.2733173263,Star,Be*|IR |*iC|*,,,,0.344,-1.02,-0.26,14.32,13.54,,12.06,11.802999999999999,11.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Star,,,,,
365,V976 Cas,Classical,01 45 56.11,61 12 45.40,11.48,Be,,1,26.48376067,61.21257871,5.11240922306718e+17,0.3299,-1.0170000000000001,-0.23,443046.0,11.572244,212224.0,12.034400999999999,337259.0,10.942012,,5027.46,,17.51,176.502,5.11240922306718e+17,26.48375157296,61.212577716750005,2777.7976750032503,EM* GGA   97,26.4837606652,61.2125787071,Be*,Be*|V* |*  |*iC|Em*|IR |Be*|Be*,,,B2Ve,0.3299,-1.02,-0.23,12.05,12.008,11.58,10.262,9.997,9.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
366,V977 Cas,Classical,01 45 59.31,61 12 45.68,10.3,B2IVe,,2,26.49713116,61.21267370000001,5.11264183850593e+17,0.3379,-0.971,-0.318,1269920.0,10.428924,641223.0,10.833865,909641.0,9.864744,,5366.0,,24.71,455.94699999999995,5.11264183850593e+17,26.49712248414,61.212672327119996,2716.63766653715,BD+60   332A,26.497131163400002,61.2126736967,Be*,Be*|V* |** |*iC|Em*|IR |Be*|Be*|*,,,B0/1Ve,0.3379,-0.97,-0.32,11.2,10.51,10.35,9.425,9.277999999999999,9.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
367,Cl* NGC 663 SAN 28,Classical,01 46 02.07,61 15 02.14,13.885,Be,,0,26.50867271,61.25058293,5.11264527447966e+17,0.3302,-1.1179999999999999,-0.322,55719.5,13.823348000000001,26988.1,14.273458999999999,43047.4,13.177052,,4979.02,,6.36,22.385,5.11264527447966e+17,26.50866270446,61.25058154479999,2779.04340467164,NGC   663    84,26.508672713400003,61.2505829303,Be*,Em*|Be*|*iC|*  |IR |Be*|Be*|Be*|Be*,,,B5Ve,0.3302,-1.12,-0.32,14.74,13.96,13.92,12.389000000000001,12.13,11.874,,,13.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
368,V978 Cas,Classical,01 46 06.09,61 13 39.11,8.92,B6e,,96,26.52555853,61.2275562,5.11264218210327e+17,0.3224,-1.232,-0.23600000000000002,652997.0,11.151087,304280.0,11.643207,504336.0,10.505121,,4896.75,,23.27,280.57099999999997,5.11264218210327e+17,26.52554751067,61.22755518436,2831.34914222312,EM* VES  616,26.5255585321,61.2275562004,Be*,Be*|V* |** |*iC|Em*|IR |Be*|Be*|*,,,B0-1Ve,0.3224,-1.23,-0.24,12.06,11.509,11.35,9.646,9.412,9.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
369,V979 Cas,Classical,01 46 14.01,61 13 43.82,13.1,Be,,1,26.55844623,61.22884195,5.11264252570065e+17,0.31,-1.0659999999999998,-0.159,120463.0,12.98623,60206.0,13.402288,89363.5,12.38402,,5202.67,,8.93,52.633,5.11264252570065e+17,26.558436696999998,61.22884126971999,2940.1490956584103,NGC   663    51,26.5584462298,61.228841953199996,Be*,Em*|Be*|V* |*  |*iC|IR |Be*|Be*,,,B5Ve,0.31,-1.07,-0.16,13.88,,12.85,11.633,11.456,11.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
370,V980 Cas,Classical,01 46 20.22,61 14 21.59,12.1,B8e,,1,26.58429732,61.23933708,5.11217729481951e+17,0.1768,-2.1180000000000003,-2.478,338019.0,11.866013,181313.0,12.205316999999999,234032.0,11.338733,,5735.0,,,,5.11217729481951e+17,26.58427836394,61.23932640541,3900.2360577067498,EM* GGA   98,26.5842973192,61.2393370759,Be*,Be*|V* |*iC|Em*|IR |*  |Be*|Be*,,,B2Ve,0.1768,-2.12,-2.48,12.71,11.985,11.44,10.402999999999999,10.189,9.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,89.3,Em,,,,,
371,IPHAS J014620.49+644802.5,Classical,01 46 20.49,64 48 02.48,,B7V B5,,0,26.58519227,64.80068374,5.12282365974984e+17,0.1306,-1.2009999999999998,-0.092,30773.4,14.467926,15569.9,14.870676000000001,22728.7,13.870482,,5271.18,,,,5.12282365974984e+17,26.58518012652,64.80068333857,6001.6617709806105,IPHAS J014620.49+644802.5,26.585192269,64.80068373649999,Be*,IR |*  |Be*|Be*,,,B7e,0.1306,-1.2,-0.09,,,,13.253,13.02,12.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
372,Cl* NGC 663 BG 82,Classical,01 46 24.41,61 10 37.38,13.52,Be,,0,26.60172706,61.17702207,5.11216904848308e+17,0.3007,-1.182,-0.263,81198.5,13.414496,42884.3,13.770643,57127.7,12.869803,,5426.26,2.245,6.84,36.562,5.11216904848308e+17,26.601716502059997,61.17702094114,3024.54437581717,NGC   663    61,26.6017270591,61.177022073100005,Be*,*  |Be*|IR |*iC|Be*|Be*|Be*|Be*,,,B5-7Ve,0.3007,-1.18,-0.26,14.24,13.52,,12.225,12.059000000000001,11.919,,,13.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
373,V981 Cas,Classical,01 46 26.83,61 07 41.70,10.65,B2IIIe,,2,26.611856099999997,61.12825357,5.11193334066395e+17,0.3279,-1.129,-0.158,1203420.0,10.487326,616561.0,10.876449000000001,870558.0,9.912426,,5327.38,,25.21,461.345,5.11193334066395e+17,26.61184603844,61.12825288789001,2790.9051129801896,BD+60   341,26.611856102199997,61.1282535697,Be*,Em*|Be*|V* |*  |*iC|IR |Be*|Be*,-27.3,-9.1e-05,B0-1Ve,0.3279,-1.13,-0.16,11.3,10.665,10.2,9.229,9.009,8.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
374,V982 Cas,Classical,01 46 26.90,61 14 11.16,14.0,Be,,1,26.61213464,61.23643776,5.11217729481954e+17,0.2694,-1.0590000000000002,-0.281,273204.0,12.097149,140620.0,12.481268,197000.0,11.525755,,5223.5,,15.32,157.439,5.11217729481954e+17,26.61212515888,61.23643654978001,3261.77287175067,EM* GGA   99,26.612134636999997,61.2364377599,Be*,Be*|V* |*  |*iC|Em*|IR |**,,,B(e),0.2694,-1.06,-0.28,,,12.19,10.88,10.73,10.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177,15.4,Em,,,,,
375,BD+60 340,Classical,01 46 27.02,61 10 01.99,10.12,B5IIIe,,1,26.61276326,61.16719838,5.11216904848319e+17,0.4024,-1.073,-0.20800000000000002,1779970.0,10.062333,956216.0,10.399998,1195270.0,9.568259,,5791.0,,20.69,433.73900000000003,5.11216904848319e+17,26.61275368096,61.16719748151,2317.00432781806,BD+60   340,26.612763260799998,61.1671983792,Be*,Be*|IR |*  |*iC|Em*,,,B5III,0.4024,-1.07,-0.21,10.59,10.12,,8.987,8.844,8.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
376,V983 Cas,Classical,01 46 27.66,61 12 25.42,10.69,B5e,,2,26.615299199999995,61.20706636,5.11217282805392e+17,0.3624,-1.11,-0.158,1432620.0,10.298039,729709.0,10.693514,1051480.0,9.707415,,5298.25,,25.22,451.38699999999994,5.11217282805392e+17,26.61528928429,61.20706568069,2550.11330981522,NGC   663    21,26.615299204,61.2070663591,Be*,Be*|V* |*  |Em*|*iC|IR,,,Be,0.3624,-1.11,-0.16,11.24,10.538,10.34,9.251,9.051,8.902000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
377,V984 Cas,Classical,01 46 30.63,61 14 29.26,12.1,B8e,,1,26.62765352,61.24145172,5.11217695122208e+17,0.37,-1.065,-0.078,308793.0,11.964197,155853.0,12.369599000000001,236165.0,11.328883,,5204.2,,11.97,94.641,5.11217695122208e+17,26.62764398531,61.24145138373,2502.05129382382,NGC   663     6,26.6276535171,61.2414517185,Be*,Be*|*  |*iC|Em*|IR |V* |Be*|Be*,,,B1Ve,0.37,-1.07,-0.08,12.89,12.085,11.66,10.825,10.659,10.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
378,V985 Cas,Classical,01 46 35.54,61 15 47.88,10.31,B3Ve,,1,26.648069699999997,61.26328438,5.11217832553148e+17,0.2737,-1.158,-0.337,1662540.0,10.136438,856727.0,10.519282,1197290.0,9.566419,,5286.25,0.6658,36.16,919.72,5.11217832553148e+17,26.64805933503,61.26328292426,3260.80956032807,BD+60   343B,26.6480697035,61.263284375299996,Be*,Be*|V* |** |*  |*iC|Em*|IR |Be*|Be*,,,B2Ve,0.2737,-1.16,-0.34,10.9,10.286,9.85,8.881,8.749,8.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
379,Cl* NGC 663 SAN 17,Classical,01 46 35.60,61 13 39.07,11.74,Be,,1,26.64836892,61.22752313,5.11217488963795e+17,0.3045,-1.018,-0.138,267200.0,12.121277000000001,135274.0,12.523355,196831.0,11.526686,,5190.55,,13.62,121.23299999999999,5.11217488963795e+17,26.648359813080003,61.22752253339001,2982.3487591438106,EM* GGA  101,26.6483689194,61.2275231275,Be*,Be*|IR |*iC|Em*|*  |Be*|Be*,,,B1Ve,0.3045,-1.02,-0.14,12.34,12.311,,10.763,10.444,10.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.63e-15,Em,,,,,
380,Cl* NGC 663 SAN 20,Classical,01 46 57.53,61 01 40.40,11.41,Be,,0,26.73987505,61.02790134,5.11188695501755e+17,0.3442,-1.014,-0.273,514642.0,11.409603,283076.0,11.721632000000001,336129.0,10.945656,,5910.25,,12.45,170.287,5.11188695501755e+17,26.73986603034,61.027900163569996,2669.97033937559,EM* GGA  103,26.739875045799998,61.02790134,Be*,*  |Be*|IR |*iC|Em*,,,B(e),0.3442,-1.01,-0.27,12.08,11.525,,10.359000000000002,10.171,9.937000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.57,Em,,,,,
