#,epsi,sepsi
881,7.267,1290
882,2.501,257
883,,
884,1.595,4.86
885,10.114,1040
886,4.16,20.3
887,0.585,5.04
888,,
889,0.217,1.94
890,0,0
891,0,0
892,0,0
892,0,0
893,,
894,0,2.22E-15
895,1.398,588
896,0,0
897,3.116,2680
898,0,0.375
899,0.239,2.87
900,0.234,35.8
901,,
902,,
903,0.117,3.78
904,0.134,5.73
905,,
906,0.124,4.5
907,,
908,,
909,0.168,9.02
910,,
911,0.317,8.3
912,0.135,4.94
913,,
914,0.061,0.403
915,,
916,,
917,0,0
918,0,0.0473
919,0,0.236
920,0.163,7.62
921,0,0
922,0,0
923,0.077,1.88
924,0,0
925,0.41,46.7
926,0,0
927,0,0.96
928,0.163,8.33
929,0.187,20.3
930,0,1.03
931,0,0
932,0,0
933,0,0
934,0,0
935,0,0
936,0.633,141
937,0,0
938,0.179,9.19
939,,
940,,
941,0,0
942,0.402,77.6
943,0,0
944,0.301,23.5
945,0,0
946,1.052,315
947,0,0
948,0,0
949,0,0
950,0.404,58.7
951,0,0
952,0,0
953,0,0
954,1.539,495
955,0.252,19.4
956,0.156,9.87
957,0.227,23.2
958,0,0
959,0,0
960,,
961,0.157,5.14
962,0,0
963,0.583,155
964,0.387,47.5
965,0.175,6.05
966,0,0.419
967,0.184,9.03
968,0.095,2.12
969,0.187,15.3
970,0.13,12.5
971,0.08,1.71
972,0.086,2.4
973,,
974,0,2.34E-15
975,0.139,7.1
976,0.083,2.27
977,0.503,99.2
978,0.831,205
979,2.271,1480
980,0,0
981,0,0
982,0.175,18.5
983,0.284,22.7
984,0.176,8.21
985,0,0
986,0.285,36.6
987,0,0
988,0,0
989,0,0
990,0,0
991,0,0
992,0,0
993,,
994,0,0
995,0,0
996,0.39,50.3
997,0,0
998,0.205,12.2
999,0,0
1000,0,1.17E-15
1001,2.758,2480
1002,0,0
1003,0.827,302
1004,0.417,75.3
1005,0.173,13.7
1006,0.233,26.9
1007,0.046,0.627
1008,0.165,7.77
1009,0,0
1010,0,0
1011,1.923,1820
1012,0.19,8.3
1013,0.111,3.23
1014,0.406,74.1
1015,0,0
1016,0.16,7.35
1017,0,0
1018,0.12,3.34
1019,0.179,9.62
1020,0.138,4.38
1021,0.159,10.4
1022,0,0.283
1023,0.164,7.09
1024,0.144,7.72
1025,0.432,51.3
1026,0.053,0.728
1027,0.138,4.39
1028,0,0.686
1029,0.27,26.5
1030,0.169,8.01
1031,0,0
1032,0,0
1033,0.113,2.48
1034,0.117,3.94
1035,0.088,1.72
1036,,
1037,,
1038,0.157,6.67
1039,0.179,15.2
1040,0.073,2.49
1041,0.644,122
1042,0.737,291
1043,0.177,13.6
1044,5.316,6820
1045,0,0
1046,1.047,279
1047,0.107,2.84
1048,0.119,3.37
1049,0.146,6.27
1050,0,0
1051,0.18,14.7
1052,0,0
1053,0.561,174
1054,0,0
1055,0.116,3.54
1056,0.052,1.02
1057,0.172,7.73
1058,0.068,1.15
1059,0,0
1060,0.102,2.51
1061,0.344,67.4
1062,0.211,18.5
1063,0,0
1064,0.109,3.73
1065,0,0
1066,2.732,2730
1067,0,0
1068,1.958,1420
1069,0.107,4.57
1070,0.138,7.14
1071,0.151,12
1072,0.398,39.7
1073,2.833,2580
1074,0.143,7.78
1075,1.393,802
1076,0.844,328
1077,3.522,3910
1078,0.155,10.9
1079,1.595,416
1080,0.17,12.3
1081,0,0
1082,0.15,11.2
1083,0.159,11.4
1084,0.357,54.3
1085,0,0
1086,0.612,181
1087,0.132,5.7
1088,0.179,11
1089,0.632,140
1090,0,0
1091,0.284,25.4
1092,0.506,109
1093,4.265,4660
1094,0,0
1095,0,0
1096,0.897,265
1097,0.09,2.71
1098,0.145,7.36
1099,0.167,9.78
1100,,
1101,0,0
1102,12.472,42600
1103,0.136,8.3
1104,0.062,1.61
1105,0.163,9.65
1106,0.053,0.927
1107,0,0
1108,,
1109,0.122,6.31
1110,0.748,240
1111,0.187,13.2
1112,0,0
1113,0.13,6.65
1114,0.394,58.3
1115,3.58,4240
1116,0.17,8.83
1117,0.207,16.7
1118,0.162,10.8
1119,0,0
1120,0.131,5.33
1121,0.296,31.8
1122,0,0
1123,0.105,4.79
1124,0.046,0.872
1125,,
1126,0.232,22.8
1127,,
1128,0.178,12.5
1129,0,0
1130,0.073,2.75
1131,0.202,15.7
1132,2.757,3000
1133,0,0
1134,0,0
1135,0.081,2.58
1136,0,0
1137,0.131,7.19
1138,,
1139,,
1140,0,0
1141,0,0
1142,0.184,16.4
1143,0.574,148
1144,0,0
1145,0.092,2.91
1146,,
1147,0,0
1148,0,0.015
1149,0,0
1150,1.172,433
1151,,
1152,0.113,4.98
1153,,
1154,0.07,1.71
1155,0.081,2.02
1156,0.117,5.96
1157,,
1158,0.13,5.76
1159,0.056,1.4
1160,0,0
1161,0,0
1162,0,0
1163,3.662,5510
1164,0.197,14.4
1165,3.544,3790
1166,0.2,16.2
1167,0.132,5.77
1168,0.725,130
1169,0.11,5.21
1170,0.206,17.1
1171,0.159,11.7
1172,0.061,1.66
1173,0.139,9.11
1174,0.301,30.4
1175,,
1176,0,0
1177,0,0
1178,,
1179,0,0
1180,0,0
1181,0.102,4.52
1182,0.174,10
1183,0.155,11.2
1184,0.181,14.7
1185,0.122,5.02
1186,0,0
1187,,
1188,,
1189,0.109,4.36
1190,0.173,13.3
1191,0,0
1192,0.061,1.45
1193,0.127,5.48
1194,,
1195,1.065,413
1196,0.205,15.1
1197,2.856,2940
1198,,
1199,0,0.156
1200,0.194,14.2
1201,0,0
1202,0.109,4.62
1203,0.149,8.76
1204,0.105,4.83
1205,0.217,25.5
1206,,
1207,0,0
1208,1.075,320
1209,0.189,15.7
1210,0,0
1211,0.745,223
1212,0.103,4.02
1213,0.075,1.61
1214,0.239,21.3
1215,,
1216,0.065,1.63
1217,0.099,4.36
1218,0.179,14.4
1219,0.162,8.72
1220,0.188,14.9
1221,0,0
1222,0.081,2.13
1223,,
1224,0.048,0.849
1225,,
1226,0,0
1227,0,0
1228,0,0
1229,,
1230,0.164,10
1231,5.804,11900
1232,0.165,11
1233,0.232,19.2
1234,1.462,922
1235,0,0
1236,0,0
1237,0.14,6.64
1238,0,0
1239,0,0
1240,0,0
1241,0,0
1242,0.153,10.9
1243,0,0
1244,0,0
1245,0,1.97E-15
1246,0,0
1247,0.114,5.2
1248,0,0
1249,1.28,580
1250,0.125,6.07
1251,0.136,6.84
1252,0.067,2.37
1253,1.021,347
1254,0.249,27.4
1255,0,0
1256,0.11,4.62
1257,1.709,1110
1258,0.185,20.1
1259,0,0
1260,0.087,2.01
1261,,
1262,0.225,19.1
1263,0,0
1264,0,0
1265,0.148,7.22
1266,0.164,9.7
1267,0.096,3.22
1268,0,0
1269,0,0
1270,0,0
1271,0,0.199
1272,0,0
1273,0.223,15.9
1274,10.4,26600
1275,0,0.161
1276,0,1.76E-15
1277,,
1278,0.14,7.61
1279,0.108,3.43
1280,0.122,5.05
1281,0.113,5.02
1282,0.996,338
1283,0.199,14.7
1284,0.149,9.72
1285,0.128,4.49
1286,0,0
1287,0.089,2.41
1288,0.199,16.6
1289,0.106,4.03
1290,0.164,7.93
1291,0,1.84E-15
1292,0.083,2.61
1293,0,0
1294,0.125,5.13
1295,0.18,13.7
1296,0.208,16.3
1297,0.176,9.39
1298,0.736,141
1299,,
1300,0.072,1.75
1301,0.159,9.02
1302,0.099,3.53
1303,0.319,37.2
1304,0.175,11
1305,0.898,218
1306,0.174,9.17
1307,0,0
1308,0.858,226
1309,0,0
1310,0.159,8.73
1311,0.468,71.6
1312,0.239,18.3
1313,2.086,1680
1314,0,0
1315,0,0
1316,0.065,1.51
1317,0,0
1318,0,0
1319,,
1320,0.094,2.95
1321,0,0
1322,0,0
1323,0,0
1324,0,0
1325,0.163,8.92
1326,0.161,9.1
1327,0,0.892
1328,0,0
1329,6.421,10800
1330,0,0
1331,0,0
1332,0,0
1333,0.052,0.961
1334,0,0
1335,,
1336,0,0
1337,0.158,11.9
1338,0.163,9.02
1339,0,0
1340,0,0
1341,0.134,5.75
1342,0.176,10.8
1343,0.146,8.54
1344,0.146,7.83
1345,0.122,4.99
1346,0.166,7.41
1347,0.335,39
1348,0,0.229
1349,0,0.562
1350,2.307,1760
1351,0,0
1352,0,0
1353,0.082,2.56
1354,0,0
1355,0,1.89E-15
1356,0.101,3.44
1357,1.177,254
1358,0,0
1359,0.073,1.53
1360,,
1361,,
1362,0.147,7.84
1363,0.086,1.98
1364,3.311,4060
1365,0,1.83E-15
1366,0,0
1367,0,0
1368,0,1.87E-15
1369,0,0
1370,0,0
1371,0.318,47.5
1372,1.471,777
1373,0.296,26.6
1374,,
1375,0,0
1376,,
1377,0.09,2.86
1378,0,0.0182
1379,0,0
1380,0.987,252
1381,0,0
1382,0,0
1383,0,0.525
1384,0,0
1385,0,0
1386,0.367,41
1387,0,0
1388,0.103,4.07
1389,0.106,3.72
1390,,
1391,,
1392,0.07,1.77
1393,0,0.676
1394,,
1395,0.081,2.49
1396,0,0.303
1397,0,0
1398,0,0
1399,0,0
1400,0.154,7.52
1401,,
1402,0,0
1403,0.363,37.5
1404,0,0
1405,,
1406,0,0
1407,,
1408,,
1409,,
1410,,
1411,0.183,11.7
1412,0,0
1413,0.211,14.5
1414,0.233,19.2
1415,0,0
1416,0,0
1417,,
1418,,
1419,2.331,858
1420,0.524,117
1421,,
1422,,
1423,0,0
1424,0,0
1425,0.075,1.68
1426,0.076,2.36
1427,0,0
1428,0.115,4.88
1429,0,0
1430,0.127,6.43
1431,0,0
1432,0,0.0987
1433,0.054,0.918
1434,0,0
1435,0.109,4.23
1436,0,0
1437,0.127,7.2
1438,0.081,2.38
1439,0,0.168
1440,0.09,2.93
1441,0,0
1442,0.115,4.08
1443,0,1.59E-15
1444,3.152,3030
1445,,
1446,0.118,4.92
1447,0,0
1448,0,0
1449,0,0
1450,0,0
1451,1.26,445
1452,0,1.78E-15
1453,0.073,1.83
1454,0,0
1455,,
1456,0.277,22
1456,0.277,22
1457,0.244,22
1458,0,0
1459,1.232,615
1460,0,0
1461,0.109,4.21
1462,0,0.227
1463,0.119,5.19
1464,0.124,4.63
1465,0,0
1466,0.167,9.85
1467,0.059,1.16
1468,0.13,6.13
1469,0.107,3.98
1470,0.066,1.49
1471,0.044,0.647
1472,0.071,1.68
1473,0.065,1.5
1474,3.908,73.8
1475,0.127,8.16
1476,0.08,2.47
1477,0,0.52
1478,0.186,13.5
1479,0,0
1480,0,1.77E-15
1481,0,0
1482,0.163,9.46
1483,0,0
1484,0,1.77E-15
1485,0.364,50.8
1486,0.087,3.09
1487,0.088,2.97
1488,0.105,4.31
1489,0,0
1490,0.12,6.43
1491,0.136,7.04
1492,0,0
1493,0.105,4.28
1494,2.297,1680
1495,,
1496,,
1497,0,0.522
1498,0,0
1499,0.079,1.75
1500,0,0
1501,0.425,61
1502,0,0
1503,0,0.28
1504,0,0.38
1505,0.113,4.34
1506,12.559,58800
1507,0.046,0.861
1508,0.048,0.933
1509,2.304,2710
1510,4.494,7620
1511,0.593,182
1512,0,0
1513,0,0
1514,0,0
1515,0,3.34E-15
1516,5.025,7640
1517,0.118,4.88
1518,0,6.22E-15
1519,0.094,3.71
1520,0,0
1521,0.128,8.11
1522,0.131,7.06
1523,0.067,1.66
1524,,
1525,0,0
1526,0,0
1527,0.17,12.1
1528,0,0
1529,0,0
1530,1.949,1650
1531,0,0
1532,0,0
1533,0.116,6.33
1534,0,0
1535,0.843,307
1536,0,0
1537,0.619,149
1538,0,0
1539,0,0
1540,0,0
1541,0,0.79
1542,0,0
1543,0,0
1544,0.698,214
1545,0.054,1.22
1546,0.232,23.2
1547,0,2.88E-15
1548,0,0.476
1549,0,0
1550,0,0
1551,1.012,260
1552,0.824,249
1553,1.38,819
1554,0.18,15.4
1555,0,0
1556,0.043,0.766
