#,Be star,Category,RA,DEC,V,Type,vsini,Plx,pmRA,pmDE,epsi,sepsi,Gmag,BPmag,RPmag,Tefftemp,Gflux,W1,e_W1,W2,e_W2,W3,e_W3,W4,e_W4,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,_4XMM,Flux1,e_Flux1,Flux2,e_Flux2,Flux3,e_Flux3,Flux4,e_Flux4,Flux5,e_Flux5,Flux8,e_Flux8,Flux9,e_Flux9,HR1,e_HR1,HR2,e_HR2,HR3,e_HR3,HR4,e_HR4,_2CXO,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,Fluxw,HRhm,HRhs,HRms,NHGal,_2SXPS,CR0,E_CR0,e_CR0,SwiftHR1,SwiftHR2,CR1,e_CR1,CR2,E_CR2,e_CR2,CR3,E_CR3,e_CR3,PcstS0,FPO0,FPU0,Gam1,E_Gam1,e_Gam1,ra,dec
426,BD+60 393,Classical,01 58 01.14,61 34 28.29,10.7,B2pe,,0.468,-1.843,-0.291,0.109,25.7,10.603,10.818347,10.224237,,1.6158565159726936e-13,9.651000022888184,0.014000000432133675,9.656999588012695,0.00800000037997961,9.696999549865723,0.04100000113248825,8.414999961853027,,9.823,0.023,9.757,0.023,9.721,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.50475,61.574525
427,IPHAS J015804.46+653020.6,Classical,01 58 04.46,65 30 20.59,,B4,,0.1307,-1.279,0.895,0.0,0.0,13.231305,13.557361,12.718127,,1.4357565091756143e-14,11.373000144958496,0.008999999612569809,11.321000099182129,0.00800000037997961,10.763999938964844,0.0949999988079071,8.88700008392334,,12.148,0.02,12.028,0.024,11.86,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.518583333333332,65.50571944444444
428,IPHAS J015809.04+615813.6,Classical,01 58 09.04,61 58 13.58,,,,0.1523,-1.258,-0.148,0.0,0.0,14.7299,15.265182,14.01419,,3.611127261530328e-15,12.458000183105469,0.012000000104308128,12.390000343322754,0.009999999776482582,11.690999984741211,0.2709999978542328,8.916000366210938,,12.923,0.025,12.628,0.024,12.385,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.53766666666667,61.970438888888886
429,EM* MWC 433,Classical,01 58 39.11,60 37 43.12,10.14,B1Vpe,,0.3447,-1.243,-0.565,0.064,9.1,9.793899,10.265149,9.120946,,3.4044204756414554e-13,7.369999885559082,0.014000000432133675,6.99399995803833,0.008999999612569809,6.139999866485596,0.014000000432133675,5.230999946594238,0.028999999165534973,8.318,0.026,8.064,0.017,7.738,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.662958333333332,60.62864444444445
430,IPHAS J015918.33+654955.8,Classical,01 59 18.33,65 49 55.81,,B6IV,,0.1452,-1.367,0.037,0.0,0.0,15.268046,15.748235,14.596425,,2.1998060588968637e-15,13.185999870300293,0.013000000268220901,12.998000144958496,0.009999999776482582,12.147000312805176,0.34200000762939453,8.892999649047852,,13.805,0.023,13.562,0.023,13.398,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.826375,65.83216944444445
431,IPHAS J015919.69+645053.4,Classical,01 59 19.69,64 50 53.41,,B4,,0.3931,0.593,-0.063,0.069,6.36,12.797356,13.103087,12.305269,,2.1412155757110576e-14,10.920999526977539,0.010999999940395355,10.607999801635742,0.008999999612569809,9.881999969482422,0.04899999871850014,8.722999572753906,,11.878,0.022,11.64,0.021,11.483,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.83204166666667,64.84816944444445
432,IPHAS J015922.56+635829.2,Classical,01 59 22.56,63 58 29.21,,B2-3V,,0.0937,-0.739,0.319,0.0,0.0,15.122646,15.603199,14.435725,,2.5150370886976377e-15,12.107999801635742,0.009999999776482582,11.781999588012695,0.008999999612569809,10.42199993133545,0.0820000022649765,8.791999816894531,0.40700000524520874,13.365,0.02,12.913,0.021,12.552,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.843999999999998,63.974780555555554
433,IPHAS J015938.99+643615.4,Classical,01 59 38.99,64 36 15.41,,B5,,0.1697,-1.194,0.293,0.0,0.0,13.445154,13.798592,12.902149,,1.179074356000198e-14,11.383000373840332,0.010999999940395355,11.15999984741211,0.00800000037997961,10.362000465393066,0.07000000029802322,8.819000244140625,,12.103,0.022,11.83,0.02,11.608,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.912458333333333,64.60428055555556
434,IPHAS J015945.33+630314.9,Classical,01 59 45.33,63 03 14.90,,,,0.2381,-1.312,-0.071,0.0,0.0,14.679548,15.125168,14.012121,,3.7825405621355924e-15,12.366999626159668,0.017999999225139618,12.298999786376953,0.012000000104308128,12.055999755859375,0.328000009059906,9.057000160217285,,13.039,0.026,12.786,0.033,12.665,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.938875,63.054138888888886
435,IPHAS J020037.84+652133.9,Classical,02 00 37.84,65 21 33.91,,,,-0.045,-0.882,0.374,0.281,90.2,13.193034,13.481416,12.7012,,1.4872678633853547e-14,11.788000106811523,0.009999999776482582,11.822999954223633,0.008999999612569809,11.579999923706055,0.17900000512599945,9.232999801635742,,12.105,0.023,11.899,0.021,11.757,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.157666666666668,65.35941944444444
436,IPHAS J020049.43+635944.0,Classical,02 00 49.43,63 59 44.02,,B3,,0.048,-1.444,0.5,0.181,19.9,14.095467,14.645966,13.359803,,6.477627855973917e-15,11.416000366210938,0.013000000268220901,11.121999740600586,0.00800000037997961,10.072999954223633,0.057999998331069946,8.276000022888184,0.25200000405311584,12.395,0.02,12.111,0.023,11.806,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.205958333333335,63.99556111111111
437,IPHAS J020105.33+613403.0,Classical,02 01 05.33,61 34 03.00,,,,0.1873,-1.372,-0.098,0.0,0.0,14.738602,15.25731,14.028751,,3.582300336722778e-15,12.065999984741211,0.017000000923871994,11.706000328063965,0.009999999776482582,11.104999542236328,0.23499999940395355,8.930000305175781,,12.777,0.023,12.41,0.027,12.098,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.272208333333335,61.5675
438,IPHAS J020121.79+630117.3,Classical,02 01 21.79,63 01 17.29,,,,0.2979,-1.103,0.202,0.0,0.0,13.369936,13.709377,12.832113,,1.263654632720838e-14,11.458999633789062,0.012000000104308128,11.383999824523926,0.008999999612569809,12.182000160217285,0.328000009059906,8.729000091552734,,12.263,0.023,12.12,0.032,11.987,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.340791666666664,63.02146944444444
439,IPHAS J020136.00+613207.6,Classical,02 01 36.00,61 32 07.58,,B7,,0.3085,0.401,-0.392,0.0,0.0,13.228129,13.611282,12.650278,,1.4399625387542313e-14,11.35099983215332,0.010999999940395355,11.414999961853027,0.00800000037997961,11.14799976348877,0.13099999725818634,8.753000259399414,,11.93,0.023,11.742,0.032,11.597,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.400000000000002,61.53543888888889
440,IPHAS J020203.16+630213.4,Classical,02 02 03.16,63 02 13.42,,,,0.1097,-1.65,0.53,0.0,0.0,13.517873,14.163569,12.712069,,1.1026904006404626e-14,10.07800006866455,0.00800000037997961,9.95199966430664,0.007000000216066837,9.269000053405762,0.03799999877810478,7.921000003814697,0.22200000286102295,11.617,0.023,11.216,0.032,10.86,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.513166666666663,63.037061111111115
441,V780 Cas,Classical,02 02 36.43,59 41 17.16,8.11,B1Vpe,270.0,1.0024,-0.829,-1.678,0.148,15.9,7.963993,8.120108,7.645801,6250.0,1.8365619988387292e-12,6.953999996185303,0.017999999225139618,6.370999813079834,0.008999999612569809,5.505000114440918,0.014999999664723873,4.605000019073486,0.03200000151991844,7.218,0.023,7.085,0.023,6.902,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.651791666666664,59.6881
442,IPHAS J020252.26+620926.0,Classical,02 02 52.26,62 09 25.99,,,,0.212,-1.52,-0.098,0.064,1.33,15.2448,15.728147,14.349132,,2.2474125094419814e-15,11.793999671936035,0.012000000104308128,11.734000205993652,0.008999999612569809,12.008999824523926,0.3019999861717224,8.854999542236328,,12.914,0.031,12.464,0.043,12.188,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.71775,62.15721944444444
443,IPHAS J020326.01+635943.1,Classical,02 03 26.01,63 59 43.12,,,,0.162,-0.94,-0.123,0.488,128.0,14.45854,14.92337,13.779146,,4.636462952144028e-15,11.949000358581543,0.009999999776482582,11.826000213623047,0.00800000037997961,11.253999710083008,0.1679999977350235,8.661999702453613,,12.996,0.028,12.777,0.033,12.557,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.858375,63.995311111111114
444,IPHAS J020328.03+624333.8,Classical,02 03 28.03,62 43 33.82,,B7,,0.1365,-1.276,0.323,0.0,0.0,13.806682,14.15185,13.267275,,8.451426013853237e-15,12.098999977111816,0.013000000268220901,11.965999603271484,0.008999999612569809,11.321999549865723,0.15600000321865082,8.895999908447266,0.4740000069141388,12.553,0.027,12.405,0.033,12.267,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.866791666666668,62.726061111111115
445,HD 232588,Classical,02 03 45.47,55 06 08.82,9.88,A0e,,1.1991,-1.317,-6.318,0.252,104.0,9.956786,9.976827,9.890043,,2.9301401535164763e-13,9.85099983215332,0.012000000104308128,9.871999740600586,0.00800000037997961,9.928000450134277,0.05000000074505806,8.425999641418457,,9.817,0.019,9.867,0.024,9.85,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.939458333333334,55.10245
446,HD 232590,Classical,02 03 48.89,55 07 14.50,8.62,B1.5IIIe,,0.4223,-0.493,-1.35,0.172,49.9,8.598867,8.615415,8.507279,,1.0234249346506874e-12,8.532999992370605,0.010999999940395355,8.553000450134277,0.00800000037997961,8.557000160217285,0.024000000208616257,8.66100025177002,0.3160000145435333,8.45,0.018,8.536,0.023,8.518,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.953708333333335,55.120694444444446
447,HD 236935,Classical,02 04 07.01,58 29 02.09,9.36,B1Vne,180.0,0.4338,-1.107,-0.961,0.102,16.4,9.192505,9.390406,8.821056,,5.923805544500176e-13,8.00100040435791,0.014999999664723873,7.797999858856201,0.008999999612569809,6.840000152587891,0.01600000075995922,6.236999988555908,0.0560000017285347,8.363,0.027,8.269,0.024,8.071,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.02920833333333,58.483913888888885
448,IPHAS J020407.85+643122.2,Classical,02 04 07.85,64 31 22.19,,B5,,0.175,-1.055,0.066,0.044,1.4,14.052376,14.338671,13.570439,,6.739883564185072e-15,12.392999649047852,0.012000000104308128,12.359999656677246,0.008999999612569809,11.70300006866455,0.23499999940395355,9.015000343322754,,12.979,0.023,12.79,0.026,12.669,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.032708333333336,64.52283055555556
449,BD+61 371,Classical,02 04 10.77,62 23 49.31,10.96,B3IIpe,,0.3468,-0.757,-0.342,0.091,16.2,10.720183,10.971263,10.285053,,1.450539614240982e-13,8.96500015258789,0.007000000216066837,8.833000183105469,0.007000000216066837,7.90500020980835,0.019999999552965164,6.927999973297119,0.08299999684095383,9.718,0.022,9.469,0.017,9.206,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.044875,62.39703055555555
450,HD 236940,Classical,02 04 48.44,56 15 43.25,9.59,B2e,250.0,0.4217,-1.114,-1.473,0.124,23.0,9.693987,9.770661,9.473565,,3.7325702812475925e-13,8.741000175476074,0.010999999940395355,8.470000267028809,0.00800000037997961,7.6519999504089355,0.017999999225139618,7.0,0.10499999672174454,9.04,0.023,8.909,0.028,8.651,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.201833333333333,56.26201388888889
451,IPHAS J020504.17+630216.1,Classical,02 05 04.17,63 02 16.12,,,,0.1443,-1.392,-0.141,0.0,0.0,15.048901,15.62718,14.291387,,2.691797552335793e-15,12.324999809265137,0.012000000104308128,12.102999687194824,0.008999999612569809,11.95300006866455,,9.147000312805176,,13.677,0.035,13.314,0.033,13.183,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.267375,63.03781111111111
452,IPHAS J020547.47+641051.7,Classical,02 05 47.47,64 10 51.71,,B1,,0.1783,-1.778,0.248,0.044,2.97,12.782444,13.061655,12.32591,,2.1708268967190555e-14,11.362000465393066,0.009999999776482582,11.180999755859375,0.00800000037997961,10.958999633789062,0.09799999743700027,9.133000373840332,,11.8,0.023,11.632,0.028,11.517,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.447791666666667,64.18103055555555
453,EM* AS 53,Classical,02 06 08.40,63 22 12.00,10.24,B0.5pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.534999999999997,63.37
454,BD+50 447,Classical,02 06 09.88,51 09 48.46,10.12,Be,,0.6291,-0.675,-0.835,0.2,64.0,10.111992,10.129315,10.031654,,2.53983786692127e-13,9.781000137329102,0.014000000432133675,9.62600040435791,0.008999999612569809,8.651000022888184,0.02500000037252903,7.696000099182129,0.13899999856948853,9.982,0.022,10.03,0.023,9.993,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.541166666666665,51.16346111111111
455,IPHAS J020618.67+644945.1,Classical,02 06 18.67,64 49 45.08,,,,0.1094,-1.058,0.259,0.0,0.0,14.978393,15.289212,14.447803,,2.8724044698998844e-15,13.319999694824219,0.017000000923871994,13.239999771118164,0.013000000268220901,12.177000045776367,0.4259999990463257,9.020999908447266,,13.845,0.035,13.649,0.036,13.502,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.57779166666667,64.8291888888889
456,IPHAS J020707.67+612422.7,Classical,02 07 07.67,61 24 22.72,,,,0.3699,-2.687,0.629,0.0,0.0,13.36327,13.682116,12.854233,,1.2714368484450985e-14,11.72700023651123,0.017000000923871994,11.532999992370605,0.012000000104308128,10.574000358581543,0.07900000363588333,8.479999542236328,,12.273,0.022,12.179,0.03,12.02,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.781958333333332,61.40631111111111
457,IPHAS J020717.23+645046.2,Classical,02 07 17.23,64 50 46.21,,B3,,0.3463,-0.714,0.261,0.07,7.71,12.695803,13.007158,12.199112,,2.351156802406318e-14,11.00100040435791,0.012000000104308128,10.758999824523926,0.00800000037997961,9.902999877929688,0.054999999701976776,8.539999961853027,,11.63,0.023,11.453,0.031,11.289,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.82179166666667,64.84616944444444
458,IPHAS J020731.12+634520.4,Classical,02 07 31.12,63 45 20.41,,,,0.1133,-1.254,0.304,0.0,0.0,14.453672,15.076417,13.671212,,4.6572976404303234e-15,11.895999908447266,0.010999999940395355,11.696999549865723,0.008999999612569809,12.484000205993652,,9.026000022888184,,12.779,0.026,12.422,0.035,12.242,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.879666666666665,63.75566944444444
459,IPHAS J020734.24+623601.1,Classical,02 07 34.24,62 36 01.12,,B6V,,0.1576,-1.327,0.455,0.119,7.85,14.527058,15.012541,13.845393,,4.352909058145084e-15,12.36299991607666,0.009999999776482582,12.206000328063965,0.00800000037997961,11.793000221252441,0.23899999260902405,9.123000144958496,,12.981,0.026,12.715,0.033,12.535,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.89266666666667,62.60031111111111
460,HD 12856,Classical,02 07 53.42,57 06 20.47,8.6,B0pe,180.0,0.1509,-1.42,-1.428,0.614,544.0,8.706529,8.776894,8.515071,,9.26811030398165e-13,7.843999862670898,0.01600000075995922,7.318999767303467,0.006000000052154064,5.894999980926514,0.01600000075995922,5.1479997634887695,0.03500000014901161,7.788,0.032,7.667,0.044,7.356,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.972583333333333,57.10568611111111
461,IPHAS J020753.51+644148.9,Classical,02 07 53.51,64 41 48.91,,,,0.1147,-1.25,0.802,0.0,0.0,15.951114,16.240364,15.481073,,1.1726197211437996e-15,14.411999702453613,0.013000000268220901,14.470999717712402,0.017999999225139618,11.949000358581543,,9.0649995803833,,14.886,0.04,14.695,0.062,14.614,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.97295833333333,64.69691944444445
462,IPHAS J020817.76+614220.1,Classical,02 08 17.76,61 42 20.09,,B3,,0.3994,-1.198,-0.454,0.0,0.0,13.559811,14.07946,12.849226,,1.0609096356538392e-14,10.890999794006348,0.010999999940395355,10.61299991607666,0.00800000037997961,9.729999542236328,0.04699999839067459,8.949999809265137,0.43799999356269836,11.82,0.024,11.5,0.028,11.24,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.074,61.70558055555556
463,IPHAS J020826.27+625745.9,Classical,02 08 26.27,62 57 45.90,,A0,,0.1882,-1.029,0.247,0.24,30.2,14.512318,15.03625,13.694286,,4.412407294504953e-15,11.772000312805176,0.012000000104308128,11.645999908447266,0.008999999612569809,10.83899974822998,0.11100000143051147,8.336999893188477,,12.64,0.027,12.357,0.03,12.117,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.109458333333336,62.96275
464,IPHAS J020837.59+652028.2,Classical,02 08 37.59,65 20 28.21,,,,0.113,-1.77,0.319,0.0,3.38e-15,14.826879,15.331611,14.139794,,3.302563630228976e-15,12.517999649047852,0.013000000268220901,12.425999641418457,0.008999999612569809,11.963000297546387,0.25200000405311584,8.72700023651123,,13.342,0.026,13.094,0.031,12.921,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.156625000000005,65.34116944444445
465,V782 Cas,Classical,02 08 45.44,65 02 14.73,7.622,B6IIe,,1.1826,1.69,-3.572,0.319,110.0,7.489314,7.69611,7.083958,,2.84365688853438e-12,6.535999774932861,0.027000000700354576,5.9770002365112305,0.01600000075995922,4.836999893188477,0.014999999664723873,4.107999801635742,0.020999999716877937,6.661,0.035,6.45,0.024,6.199,0.023,J020845.4+650214,0.0,1.1346e-15,5.58143e-15,2.22405e-15,7.35669e-14,7.052e-15,8.04143e-13,3.90188e-14,6.24538e-12,3.42201e-13,7.12868e-12,3.445e-13,4.38272e-13,1.91123e-14,1.0,0.432471,0.812409,0.0696715,0.570491,0.0362361,0.397745,0.0308052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.18933333333334,65.037425
466,IPHAS J020855.24+631501.1,Classical,02 08 55.24,63 15 01.12,,B3,,0.269,0.355,0.007,0.121,25.1,12.478909,12.687081,12.117897,,2.8710396737784304e-14,11.223999977111816,0.017999999225139618,11.098999977111816,0.014999999664723873,10.194000244140625,0.06199999898672104,8.717000007629395,0.4650000035762787,11.597,0.032,11.434,0.033,11.27,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.23016666666667,63.25031111111111
467,BD+55 521,Classical,02 08 56.10,56 11 47.49,10.56,B6e,400.0,0.7858,-0.795,0.231,0.11,20.7,10.527506,10.604581,10.347684,,1.732209411458612e-13,9.696999549865723,0.014999999664723873,9.493000030517578,0.00800000037997961,8.72599983215332,0.028999999165534973,7.941999912261963,0.18299999833106995,10.159,0.022,10.135,0.029,10.129,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.23375,56.196525
468,IPHAS J020859.72+635536.1,Classical,02 08 59.72,63 55 36.08,,,,0.15,-1.338,0.469,0.0,3.23e-15,15.100781,15.496138,14.465687,,2.56619936918856e-15,13.027000427246094,0.013000000268220901,13.04800033569336,0.010999999940395355,11.927000045776367,0.2639999985694885,9.20199966430664,,13.682,0.032,13.491,0.037,13.309,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.24883333333333,63.92668888888889
469,IPHAS J020917.87+613045.2,Classical,02 09 17.87,61 30 45.22,,B9,,0.3784,-0.308,-0.357,0.0,0.0,14.013041,14.723369,13.172288,,6.9885390123051075e-15,11.29800033569336,0.012000000104308128,11.315999984741211,0.008999999612569809,9.708999633789062,0.0430000014603138,7.855000019073486,0.17599999904632568,11.911,0.026,11.571,0.028,11.343,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.32445833333333,61.51256111111111
470,V351 Per,Classical,02 09 25.70,56 59 30.14,8.64,B1IVe,168.0,0.4839,-1.264,-1.443,0.205,47.6,8.586104,8.658356,8.363326,,1.0355264440836e-12,8.177000045776367,0.023000000044703484,8.09000015258789,0.01899999938905239,7.611000061035156,0.01899999938905239,6.956999778747559,0.08299999684095383,8.361,0.021,8.341,0.024,8.324,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.357083333333335,56.991705555555555
471,RX J0209.6-7427,Classical,02 09 36.19,-74 27 06.84,14.45,B0Ve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.40079166666666,-74.4519
472,IPHAS J021000.05+640838.5,Classical,02 10 00.05,64 08 38.51,,B8,,0.331,-1.029,0.645,0.689,572.0,12.933612,13.172997,12.416431,,1.8886783146550408e-14,11.355999946594238,0.012000000104308128,11.26099967956543,0.00800000037997961,10.496999740600586,0.08299999684095383,8.496000289916992,,11.836,0.023,11.669,0.024,11.538,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.50020833333333,64.14403055555556
473,IPHAS J021005.63+631100.3,Classical,02 10 05.63,63 11 00.31,,,,0.0808,-1.694,0.738,0.048,0.288,16.146719,16.605663,15.492368,,9.792987358423749e-16,14.130000114440918,0.013000000268220901,14.14799976348877,0.014000000432133675,12.645000457763672,,9.142999649047852,,14.641,0.026,14.376,0.045,14.294,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.52345833333334,63.183419444444446
474,IPHAS J021011.09+652230.2,Classical,02 10 11.09,65 22 30.22,,,,0.3243,-0.72,0.415,0.0,0.0,13.873523,14.383215,13.18123,,7.94682398486664e-15,11.70833187621446,0.001317684384080259,11.482922019128173,0.002590236416142627,10.83899974822998,0.1080000028014183,9.13700008392334,,12.373,0.022,12.103,0.026,11.964,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.54620833333333,65.37506111111111
475,V783 Cas,Classical,02 10 30.94,64 05 31.14,9.82,Bpe,,0.2991,-0.769,0.119,0.102,17.3,9.458127,9.797379,8.914522,,4.638226938120415e-13,7.519999980926514,0.014000000432133675,7.199999809265137,0.00800000037997961,6.663000106811523,0.017000000923871994,6.172999858856201,0.04899999871850014,8.417,0.029,8.159,0.027,7.942,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.62891666666667,64.09198333333333
476,IPHAS J021036.32+611444.0,Classical,02 10 36.32,61 14 44.02,,B8,,0.2702,-1.796,0.341,0.0,0.0,13.188646,13.651161,12.531414,,1.4932908151955546e-14,11.07699966430664,0.008999999612569809,11.036999702453613,0.00800000037997961,10.449000358581543,0.07999999821186066,8.520000457763672,,11.656,0.022,11.396,0.023,11.23,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.65133333333333,61.24556111111111
477,EM* MWC 704,Classical,02 10 41.04,63 40 04.80,12.2,Be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.671,63.668
478,IPHAS J021057.06+624700.8,Classical,02 10 57.06,62 47 00.82,,B6,,0.2434,-1.283,-0.214,0.0,0.0,14.087898,14.493202,13.484693,,6.5229431558788665e-15,12.137994437376006,0.0016607719482243676,12.027192947412527,0.0036120551635875366,10.319000244140625,0.07599999755620956,8.913999557495117,0.4129999876022339,12.733,0.022,12.441,0.019,12.362,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.737750000000005,62.78356111111111
479,IPHAS J021121.67+624707.5,Classical,02 11 21.67,62 47 07.51,,B5V,,0.2535,-1.439,0.283,0.021,0.0984,15.626905,16.184656,14.886141,,1.580668482698332e-15,12.913000106811523,0.014999999664723873,12.725000381469727,0.012000000104308128,,,,,13.931,0.029,13.579,0.039,13.331,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.840291666666666,62.78541944444444
480,IPHAS J021128.86+634604.0,Classical,02 11 28.86,63 46 04.01,,B6,,0.1944,-1.47,0.059,0.011,0.0861,14.038028,14.500998,13.38569,,6.829542215567662e-15,11.821000099182129,0.010999999940395355,11.855999946594238,0.00800000037997961,11.861000061035156,0.296999990940094,8.67300033569336,,12.542,0.022,12.324,0.026,12.175,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.87025,63.767780555555554
