angDist,#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS,_RAJ2000_Gaia,_DEJ2000_Gaia,source_id,parallax,pmra,pmdec,Gflux,Gmag,BPflux,BPmag,RPflux,RPmag,radial_velocity,teff_val,a_g_val,radius_val,lum_val
0.015202,1142,HD 63453,Classical,07 46 00.01,-56 11 36.63,9.16,B9Vne,,4,116.5000492,-56.19350803,5487792693218000000,1.5578,-4.999,8.26,4.21574E+06,9.126182,2.97398E+06,9.168045,1.89304E+06,9.069021,,9109.25,0.68,,
0.063786,1143,V392 Pup,Classical,07 46 10.54,-37 56 01.21,5.87,B7Ve,,2,116.5439384,-37.93367385,5538805188030100000,4.9023,-18.649,16.05,8.74488E+07,5.833981,6.60990E+07,5.800901,3.36453E+07,5.944607,,8868.67,0.1963,,
0.045356,1144,CD-26 4955,Classical,07 46 36.20,-26 41 40.02,10.5,Oe,,0,116.6508199,-26.69445392,5601808677468880000,0.3616,-2.284,2.497,1.50246E+06,10.24636,8.99747E+05,10.466087,9.08691E+05,9.865879,,6746.67,1.6173,15.43,444.576
0.019071,1145,FF Cam,Classical,07 46 52.85,81 40 56.79,7.9,B9e,,3347,116.720172,81.68244098,1148489716832710000,3.0048,-4.663,-13.942,1.42445E+07,7.804248,9.37238E+06,7.921764,7.13043E+06,7.629131,,7751.5,0.8445,4.41,63.25
0.099779,1147,BD-20 2183,Classical,07 46 59.13,-21 09 41.53,9.98,Be,,0,116.7464046,-21.16153862,5712225208539020000,0.2482,-1.456,1.572,2.19319E+06,9.835677,1.32830E+06,10.043145,1.30203E+06,9.475369,,6934.2,,25.75,1380.873
0.073895,1148,HD 63359,Classical,07 47 31.99,-26 40 54.88,9.16,B0Ve,,0,116.8833118,-26.68190125,5601828747862910000,0.1764,-2.294,3.178,4.99542E+06,8.941936,3.27818E+06,9.062305,2.66001E+06,8.699713,,8230.25,0.684,,
0.035665,1149,HD 63423,Classical,07 47 35.40,-30 32 55.06,7.87,B1IIe,,2,116.8974902,-30.5486226,5598598726294960000,0.4968,-5.237,4.098,1.47643E+07,7.765335,9.23280E+06,7.938055,8.09286E+06,7.491665,,7274.57,0.6718,30.44,2338.364
0.026568,1150,omi Pup,Classical,07 48 05.17,-25 56 13.81,4.5,B1IVnne,435,141,117.0215352,-25.93716486,5602287587812530000,3.2641,-10.103,3.557,3.44610E+08,4.345045,2.39732E+08,4.402075,1.43437E+08,4.370265,,9328,0.302,,
0.018011,1152,HD 63988,Classical,07 49 52.22,-40 54 52.35,7.082,B8Ve,,2,117.4675767,-40.91454174,5537457977047570000,1.613,-2.236,6.689,2.87525E+07,7.041678,2.09850E+07,7.046614,1.18877E+07,7.074179,,9645.75,0.202,,
0.007121,1154,HD 64831,Classical,07 52 22.27,-59 29 35.20,7.83,B8Vne,,4,118.0927956,-59.49311119,5294045103587640000,2.3501,-4.633,10.802,1.43065E+07,7.799531,9.71145E+06,7.883178,6.85771E+06,7.671472,,8218,0.755,,
0.063391,1155,HD 64109,Classical,07 52 22.63,03 50 35.33,7.99,B8e,260,130,118.0943091,3.843149766,3089337196822410000,2.1381,-6.683,-3.614,1.23326E+07,7.960732,9.29391E+06,7.930892,4.95402E+06,8.024525,,8598.67,0.217,,
0.008349,1156,V403 Pup,Classical,07 52 30.07,-21 59 59.10,9.1,B2.5Vnne,,1,118.1252897,-21.99974861,5712253284750390000,0.6813,-2.799,2.365,4.70292E+06,9.007447,3.49937E+06,8.991413,1.99620E+06,9.01141,,9084.67,0.4025,,
0.020648,1158,HD 64716,Classical,07 53 11.88,-45 13 07.47,8.44,B6Ve,,2,118.2995078,-45.21874009,5531120769973050000,1.7852,-6.507,7.281,8.05013E+06,8.423859,6.04513E+06,8.397874,3.23333E+06,8.487795,,8562.5,0.3207,,
0.054513,1159,HD 64639,Classical,07 53 51.91,-24 48 17.26,9.75,B9nne,,0,118.4663067,-24.80478787,5698533402559550000,0.4084,-3.334,2.542,2.49134E+06,9.697284,1.62734E+06,9.822692,1.29643E+06,9.480044,,8011,,,
0.2124,1160,V496 Pup,Classical,07 55 17.21,-32 27 24.84,11.86,Be,,0,118.8217727,-32.45692304,5594429481281410000,0.2569,-1.766,3.481,6.58613E+05,11.14179,2.95610E+05,11.674591,5.27665E+05,10.456024,,4876.5,,29.65,447.954
0.050755,1161,CD-29 5159,Classical,07 55 42.49,-29 33 53.58,10.71,B0Ve,,0,118.9270354,-29.56487034,5597252305589380000,0.2602,-2.657,2.68,1.99152E+06,9.940406,1.05358E+06,10.294716,1.35480E+06,9.432233,,5756,,34.3,1163.207
0.928991,1162,CD-27 4743,Classical,07 55 49.90,-28 09 11.88,10.63,Be,,0,118.9581081,-28.15310477,5600501564298430000,0.2027,-2.315,3.214,1.26177E+06,10.435915,7.96577E+05,10.598319,7.18391E+05,10.121017,,7686.75,1.2587,19.74,1225.269
0.066424,1163,HD 65663,Classical,07 56 15.77,-61 05 57.95,6.741,B8Ve,,3,119.0657337,-61.09944436,5290664483291170000,1.4844,-8.61,15.235,3.99839E+07,6.683652,2.80720E+07,6.730707,1.78398E+07,6.633442,,9105,0.6013,,
0.064654,1164,BT CMi,Classical,07 57 03.99,02 57 03.04,7.77,B2Vne,,84,119.266643,2.9508454,3088286686477370000,1.2336,-1.544,-1.046,1.45745E+07,7.779383,1.13884E+07,7.710228,5.38716E+06,7.933521,,8868.67,0.06,,
0.22275,1165,CD-28 5151,Classical,07 57 20.79,-28 37 58.28,11.4,B2Ve,,0,119.3366047,-28.6327963,5600415978500350000,5.4621,-3.139,8.277,6.62305E+05,11.135721,4.63936E+05,11.185243,4.33310E+05,10.669924,,6911.72,,0.65,0.861
0.542395,1166,CD-28 5154,Classical,07 57 24.91,-28 42 06.84,10.98,B1Vnpe,,0,119.3539435,-28.70197044,5600412508154900000,0.2045,-2.448,3.319,2.66035E+05,12.12602,2.11403E+05,12.03861,1.78253E+05,11.634325,,6764,,,
0.442677,1167,V373 Car,Classical,07 57 45.92,-60 49 34.39,8.98,Be,,4,119.4413591,-60.82634177,5290721451737250000,0.842,-3.694,9.434,4.96124E+06,8.94939,3.45756E+06,9.004463,2.30073E+06,8.857255,,8841.33,0.616,,
0.008092,1168,V374 Car,Classical,07 58 50.55,-60 49 28.06,5.81,B2IVnpe,200,5,119.7106288,-60.82445982,5290767631226220000,2.4919,-4.636,10.889,9.03140E+07,5.798978,6.84729E+07,5.762591,3.61604E+07,5.866338,,8598.67,0.216,,
0.027686,1169,CD-32 4657,Classical,07 58 54.96,-32 33 27.69,9.53,Be,,2,119.7289909,-32.55769088,5594464940532130000,0.8203,-3.312,2.805,3.27750E+06,9.399508,2.21733E+06,9.486812,1.58886E+06,9.259203,,8254,0.8007,,
0.005077,1170,HD 65930,Classical,07 59 00.73,-48 22 34.72,6.842,B2IIIe,,4,119.7530397,-48.3763117,5517782972382020000,1.8629,-3.702,6.074,3.57917E+07,6.803911,2.71279E+07,6.767848,1.38214E+07,6.91054,,8868.67,0.1828,,
0.015331,1171,V408 Pup,Classical,07 59 05.20,-25 16 36.98,9.28,B2.5IIIe,,0,119.771664,-25.27693535,5698235748454080000,0.2724,-3.745,2.689,3.73791E+06,9.256793,2.66232E+06,9.28824,1.70587E+06,9.182055,,9223.5,0.522,,
0.069185,1172,CD-28 5235,Classical,07 59 22.16,-28 54 23.82,10.07,B1Ve,,0,119.8423133,-28.90660881,5597764368772200000,0.3614,-3.135,3.062,1.37782E+06,10.340387,9.44175E+05,10.413756,6.93209E+05,10.15976,,8940.5,0.972,,
0.051806,1173,V695 Mon,Classical,08 00 44.13,-02 52 54.91,6.51,B2.5Ve,140,165,120.1838894,-2.881919383,3081167451770690000,1.4344,-6.447,1.259,4.90946E+07,6.460782,3.59632E+07,6.461742,2.11915E+07,6.446516,,9319,0.2883,,
0.024537,1174,5 Cnc,Classical,08 01 30.29,16 27 19.12,5.983,B9.5Vne,,632,120.3762012,16.45531086,655229563455637000,6.2251,4.028,-5.306,7.71010E+07,5.970716,5.62227E+07,5.976608,3.23398E+07,5.987577,,9773.5,,,
0.061369,1176,CD-31 5475,Classical,08 04 11.22,-31 24 21.74,9.73,B3Vpe,,0,121.0467585,-31.40602348,5595956462420490000,0.4851,-3.544,2.813,2.90816E+06,9.529319,1.68201E+06,9.786819,1.81545E+06,9.114456,,6400.67,,17.79,478.31
0.062125,1177,CD-30 5559,Classical,08 04 28.58,-30 58 21.25,10.44,Be,,0,121.1190773,-30.9725859,5596160593623750000,0.1756,-2.578,2.688,1.43418E+06,10.296853,8.98251E+05,10.467895,8.16797E+05,9.981634,,7645.33,1.089,24.53,1851.611
0.382947,1179,[O92] 349,Classical,08 08 02.81,-31 35 45.96,12.83,B1IIIe,,0,122.011809,-31.59616296,5595900348659340000,0.0917,-1.547,2.358,1.61292E+05,12.669333,8.55859E+04,13.020382,1.12376E+05,12.135233,,5473.16,1.7905,,
0.245742,1180,WRAY 15-162,Classical,08 08 03.91,-32 13 28.92,12.45,Bpe,,0,122.0163693,-32.22471854,5547808156731570000,0.2456,-2.336,2.944,3.28851E+05,11.895869,1.28685E+05,12.577564,2.95340E+05,11.086114,,4478.5,0.701,27.74,278.917
0.023688,1181,V420 Pup,Classical,08 08 19.36,-23 37 04.04,6.53,B3IVe,90,101,122.0806597,-23.61778741,5698167991043690000,1.9464,-8.603,2.984,4.86641E+07,6.470343,3.59396E+07,6.462456,2.03265E+07,6.491764,,9666,,,
0.048258,1182,HD 67985,Classical,08 08 21.88,-47 09 28.72,8.89,B8Vne,,4,122.0911706,-47.15796465,5519261609365470000,1.7134,-6.828,7.34,5.47427E+06,8.84255,4.08244E+06,8.82409,2.21108E+06,8.900407,,8598.67,0.127,,
0.006126,1183,HD 68423,Classical,08 08 24.64,-63 48 02.96,6.313,B6Ve,,2,122.1026678,-63.8008206,5277219758184460000,3.8866,-7.942,4.958,5.73166E+07,6.292664,4.22142E+07,6.287743,2.33065E+07,6.343229,,8982.5,0.1953,,
0.029892,1184,PQ Pup,Classical,08 08 37.64,-37 40 52.40,6.351,B4Ve,,5,122.1568437,-37.68122097,5541099112885190000,1.3872,-7.844,7.532,5.86915E+07,6.266929,4.18591E+07,6.296914,2.48867E+07,6.272002,,9314.75,0.2675,,
0.056746,1185,HD 67978,Classical,08 08 41.54,-42 03 22.88,8.75,B2Vnne,,2,122.1731043,-42.05635795,5533371813887740000,0.6859,-5.295,4.525,6.04373E+06,8.735103,4.39277E+06,8.744542,2.60260E+06,8.723402,,9280,0.532,,
0.826164,1186,[O92] 358,Classical,08 08 54.50,-31 48 09.00,12.83,B2.5IVe,,0,122.2272576,-31.80267532,5547855199524230000,0.1888,-2.444,3.248,9.89572E+04,13.199748,5.60335E+04,13.480269,6.45512E+04,12.73716,,6043.33,,9.49,108.308
0.031964,1189,V426 Pup,Classical,08 11 54.82,-30 12 42.83,7.76,B2IIIe,,1,122.9784064,-30.21189643,5596457255602750000,0.7644,-4.964,2.32,1.41129E+07,7.814323,1.07530E+07,7.772565,5.49481E+06,7.912037,,8868.67,0.1743,,
0.069451,1190,HD 68468,Classical,08 12 00.39,-14 10 08.37,8.73,B3npshe,,50,123.0016441,-14.16898617,5724905021448170000,1.3551,-4.607,4.07,6.54571E+06,8.648474,4.91925E+06,8.62164,2.67294E+06,8.694448,,8582.67,0.2175,,
0.028044,1191,Cl* Ruprecht 55 DE 4,Classical,08 12 10.49,-32 30 28.30,13.47,B2Vne,,0,123.043706,-32.50786865,5547563450987700000,0.0541,-2.389,3.215,7.17549E+04,13.548738,4.52888E+04,13.711411,4.14752E+04,13.21745,,7444,1.126,,
0.191208,1192,Cl* Ruprecht 55 DE 32,Classical,08 12 12.60,-32 28 15.18,11.33,B0IIIe,,1,123.0524522,-32.47084876,5547563794585040000,0.1471,-2.457,3.277,6.14110E+05,11.217751,3.85935E+05,11.385104,3.45930E+05,10.914448,,7655,,,
0.030314,1193,HD 69026,Classical,08 12 20.93,-55 21 10.28,8.44,B1.5Ve,,2,123.0872032,-55.35286345,5319246150616280000,0.971,-5.372,6.196,8.21146E+06,8.402315,5.81136E+06,8.440693,3.73192E+06,8.33209,,9277.5,0.546,,
0.0379,1195,r Pup,Classical,08 13 29.52,-35 53 58.27,4.81,B1.5IIIe,145,29,123.3729874,-35.89951682,5544672044638400000,2.1661,-7.27,10.031,2.22433E+08,4.820369,1.75332E+08,4.741738,7.44255E+07,5.082616,,8868.67,,,
0.01372,1196,HD 69168,Classical,08 13 45.65,-46 34 43.27,6.478,B2Ve,,3,123.4402135,-46.57868482,5519360531052370000,2.3845,-8.24,4.145,4.97852E+07,6.445615,3.86403E+07,6.383788,1.84088E+07,6.599357,,8868.67,0.029,,
0.361868,1197,CD-27 5181,Classical,08 14 03.70,-28 19 25.81,10.9,Be,,0,123.5154342,-28.32373678,5692994376519380000,5.6333,-7.448,-22.251,8.85593E+05,10.820281,5.84705E+05,10.934047,4.84331E+05,10.549064,,7867.75,0.017,0.57,1.13
0.14888,1199,CD-49 3441,Classical,08 14 20.46,-50 09 46.25,10.34,B8e,,3,123.5852827,-50.1628829,5513460822231530000,0.6557,-4.703,8.621,1.66832E+06,10.132669,1.05708E+06,10.291118,9.28947E+05,9.841943,,7688,1.031,7.01,154.825
0.004518,1200,HD 69404,Classical,08 14 51.24,-46 29 09.21,6.43,B2Vnne,,3,123.7134987,-46.48589076,5519364860379760000,2.3982,-5.795,7.817,5.39193E+07,6.359006,4.04661E+07,6.333661,2.11858E+07,6.446806,,8765.33,0.117,,
0.032258,1201,HD 69425,Classical,08 15 30.41,-37 07 02.98,9.1,B1Vpe,,1,123.8767111,-37.11750314,5541351309058060000,0.452,-3.819,4.073,5.20758E+06,8.896777,3.46782E+06,9.001246,2.69715E+06,8.684658,,8662.5,,,
0.048693,1202,HD 69651,Classical,08 15 43.43,-48 20 39.19,10.16,B9Vne,,2,123.9309649,-48.34420663,5516000522296980000,0.804,-5.272,5.967,1.63853E+06,10.15223,1.16290E+06,10.187531,7.40549E+05,10.088036,,9153.5,0.448,,
0.062869,1203,HD 70064,Classical,08 18 02.82,-45 38 31.85,10.09,B5Ve,,2,124.5117293,-45.6421708,5519785664097530000,0.698,-5.58,5.678,1.71183E+06,10.104713,1.26270E+06,10.098135,7.17364E+05,10.122571,,9666,0.4095,,
0.018639,1204,HD 70234,Classical,08 19 38.05,-31 49 24.51,8.83,B9IIIe,,1,124.908542,-31.82346983,5547292696249430000,0.8235,-5.7,2.72,5.88788E+06,8.763469,4.15789E+06,8.804205,2.69313E+06,8.686278,,9164.25,0.5503,,
0.20698,1205,HD 70461,Classical,08 21 13.42,-26 19 59.28,8.99,B6Ve,266,0,125.3058736,-26.33317593,5693651369080360000,0.5553,-3.77,1.698,5.22851E+06,8.892421,4.04240E+06,8.834789,2.01887E+06,8.99915,,8868.67,0.118,,
0.023894,1207,CD-37 4605,Classical,08 22 05.20,-37 30 26.91,9.548,Be,,0,125.5216734,-37.50747102,5542031326950670000,0.4973,-4.379,3.315,3.07286E+06,9.469507,,,,,,,,,
0.086503,1208,HD 71042,Classical,08 23 22.90,-45 45 11.03,9.44,B2.5ne,,0,125.8454288,-45.75304141,5516874432182640000,1.0421,-7.184,2.712,3.29227E+06,9.394627,2.24550E+06,9.473107,1.64341E+06,9.222554,,8984.67,0.8483,,
0.049962,1209,HD 71072,Classical,08 25 00.40,-12 45 53.23,6.89,B4IIIe,,119,126.2516526,-12.76478397,5724008575871790000,1.4288,-8.017,1.68,3.39103E+07,6.862536,2.58435E+07,6.820511,1.29510E+07,6.981159,,8868.67,0.1093,,
0.636514,1210,CD-44 4392,Classical,08 25 17.84,-45 09 45.92,9.25,B2IVe,,2,126.324147,-45.16263722,5522897763037230000,0.5957,-5.124,5.235,4.19849E+06,9.130633,2.69769E+06,9.273908,2.27257E+06,8.870628,,7811.5,1.147,11.92,476.616
0.038513,1211,HD 71510,Classical,08 25 31.33,-51 43 38.70,5.159,B2Ve,158,4,126.380525,-51.72741395,5322244690627580000,4.6791,-15.047,17.555,1.67325E+08,5.129465,1.29794E+08,5.068253,5.98101E+07,5.319983,,8868.67,0.0823,,
0.065422,1212,HD 71823,Classical,08 27 28.16,-47 43 43.61,8.82,B3Vne,,2,126.8673301,-47.72876251,5515664179122580000,0.6853,-6.059,5.3,6.36993E+06,8.678029,4.44930E+06,8.730659,2.87843E+06,8.614032,,8774.67,0.4865,,
0.027595,1213,NR Vel,Classical,08 27 50.48,-50 06 00.07,7.67,B2Ve,,3,126.9603443,-50.10002243,5322668277484180000,0.8008,-6.566,6.26,1.63464E+07,7.654813,1.14733E+07,7.702167,7.47563E+06,7.5778,,9048,0.501,,
0.010091,1214,HD 72014,Classical,08 28 52.06,-42 35 14.91,6.577,B1.5Vnne,,7,127.2169201,-42.58747625,5526573774005240000,1.2531,-8.33,8.691,6.14771E+07,6.216583,4.55388E+07,6.205435,2.59582E+07,6.226233,,9368.5,0.385,,
0.091327,1216,HD 72126,Classical,08 29 20.68,-43 50 31.96,9.31,B2nne,,0,127.3362011,-43.84220607,5523066503711020000,0.6168,-5.031,4.604,3.93751E+06,9.200312,2.68422E+06,9.279342,1.96074E+06,9.030871,,8930,0.8775,,
0.032365,1217,HD 72063,Classical,08 29 37.72,-34 55 50.20,9.36,B2Vne,,0,127.4071558,-34.93061235,5542757863615580000,0.4224,-4.785,3.445,4.01415E+06,9.179381,2.73931E+06,9.257286,2.07144E+06,8.97124,,8881.33,,,
0.024511,1218,HD 72043,Classical,08 30 20.47,-10 36 58.45,8.83,B8e,,55,127.5852853,-10.61623345,5751305974960460000,0.9227,-4.121,1.86,6.01311E+06,8.740618,4.41966E+06,8.737915,2.60574E+06,8.722094,,9189,0.318,,
0.010383,1219,NS Vel,Classical,08 31 05.93,-39 03 39.47,7.3,B6IIIe,,2,127.7747071,-39.06096118,5529422780429010000,1.1158,-8.022,5.417,2.18957E+07,7.337467,1.60231E+07,7.33952,9.01656E+06,7.374318,,9624,0.226,,
0.00935,1220,HD 72551,Classical,08 32 08.70,-36 06 27.20,9.49,B4Ve,,0,128.0362532,-36.10755525,5542361313566530000,0.9008,-4.979,4.511,3.08006E+06,9.466967,2.22232E+06,9.484372,1.34683E+06,9.43864,,9266,0.269,,
0.007393,1221,FY Vel,Classical,08 32 23.38,-49 36 04.77,6.9,B2IIpshe,,11,128.0974197,-49.60132447,5323025172085840000,0.5821,-4.551,4.252,3.62356E+07,6.790528,2.28507E+07,6.954137,2.04824E+07,6.48347,,7829.5,0.8885,35.7,4314.502
0.055238,1222,V471 Car,Classical,08 36 52.70,-63 37 39.42,8.06,B5ne,,4,129.2195596,-63.62760554,5276711165339100000,1.2198,-5.134,5.8,1.20067E+07,7.989805,8.55912E+06,8.020315,5.43873E+06,7.923175,,9288,0.644,,
0.023463,1224,HD 73903,Classical,08 38 58.88,-46 13 37.56,9.05,B3IIe,,2,129.7453247,-46.22709745,5521672799702360000,0.5075,-5.922,4.963,5.03517E+06,8.93333,3.25032E+06,9.071573,2.64715E+06,8.704973,,7764.5,1.043,15.48,784.577
0.069572,1226,CD-40 4488,Classical,08 39 31.68,-40 28 18.10,10.83,B6Ve,,0,129.8820253,-40.47169308,5528335432147050000,1.1547,-5.501,2.962,9.25377E+05,10.77257,6.08516E+05,10.890709,4.80019E+05,10.558775,,8185.33,,,
0.096063,1227,CD-45 4394,Classical,08 40 50.93,-46 05 45.40,10.27,B2Vne,,0,130.2121743,-46.09593198,5522000733351640000,0.505,-5.27,4.708,1.83514E+06,10.029191,1.16624E+06,10.184415,1.01297E+06,9.747932,,7985,0.954,8.97,294.704
0.071834,1228,HD 74401,Classical,08 42 00.38,-47 39 53.97,9.21,B1IIIne,,0,130.5015916,-47.66497251,5329322556222450000,0.5372,-5.432,5.1,5.41644E+06,8.854082,3.30917E+06,9.052092,3.12396E+06,8.525156,,6996,1.2175,18.37,728.626
0.481003,1230,HD 74559B,Classical,08 42 46.46,-48 05 25.53,10.3,B9Ve,,0,130.6933833,-48.09042461,5329110419198060000,1.2392,-4.424,3.458,3.75035E+06,9.253187,2.76411E+06,9.247499,1.56676E+06,9.274413,,9688.25,0.2867,,
0.053119,1231,HD 75485,Classical,08 42 56.65,-77 07 04.04,8.01,B9IIe,,5,130.7359856,-77.11779673,5209519666165010000,0.1417,-1.701,9.397,1.19846E+07,7.991806,8.49481E+06,8.028504,5.44097E+06,7.922728,,9276,0.429,,
0.032176,1232,HD 74867,Classical,08 45 02.02,-41 30 58.26,8.71,B7IVe,,0,131.2584286,-41.51618348,5525056134417250000,1.1863,-8.63,5.596,6.32998E+06,8.68486,4.67784E+06,8.676275,2.63854E+06,8.708511,,9577.5,0.247,,
0.031104,1233,HD 75081,Classical,08 46 23.76,-41 07 31.41,6.205,B9Ve,,0,131.5990083,-41.1253857,5525443132449880000,4.381,-21.374,7.342,6.40888E+07,6.171411,4.67868E+07,6.176079,2.63936E+07,6.208174,,9653,0.309,,
0.038421,1234,f Car,Classical,08 46 42.55,-56 46 11.19,4.51,B3Vne,268,9,131.6772785,-56.76978285,5316544444395570000,5.7356,-8.767,11.134,3.14259E+08,4.445145,2.44416E+08,4.381065,1.12740E+08,4.631728,,8868.67,0.0495,,
0.04707,1235,OR Vel,Classical,08 48 20.86,-46 54 37.94,9.01,B3Vne,,2,132.0868981,-46.91053571,5329568365796870000,0.3277,-5.361,4.611,4.96076E+06,8.949494,3.26722E+06,9.065942,2.59774E+06,8.725431,,8215,,,
0.061757,1236,HD 75551,Classical,08 48 34.39,-50 22 13.05,9.24,B2Vne,,4,132.1433003,-50.37030791,5327822130854380000,0.7477,-5.991,4.43,4.08036E+06,9.16162,2.67444E+06,9.283304,2.08979E+06,8.961665,,7889,0.6047,9.21,296.086
0.037878,1237,HD 75661,Classical,08 48 54.03,-54 16 22.59,9.02,B2Vne,,4,132.2251088,-54.27294623,5317449582988780000,0.5932,-6.082,5.441,4.82870E+06,8.978791,3.39542E+06,9.024155,2.34188E+06,8.838009,,9306,,,
0.041553,1238,HD 75658,Classical,08 49 24.74,-47 29 19.13,8.12,B2.5ne,,1,132.3530991,-47.48864272,5329486486537910000,0.6846,-6.878,4.973,1.25515E+07,7.941628,8.06117E+06,8.085393,6.79532E+06,7.681395,,7725.5,,18.27,1071.559
0.060002,1239,CD-47 4412,Classical,08 49 53.77,-48 03 39.12,9.59,A5e,,2,132.4740377,-48.06085021,5328689237524100000,0.375,-5.633,4.525,2.96336E+06,9.508904,1.68972E+06,9.781854,1.87320E+06,9.080459,143.08,6341,,23.68,816.451
0.079037,1240,CD-46 4657,Classical,08 50 26.27,-46 35 04.53,10.28,A1IIe,,0,132.6094375,-46.58457501,5329670139338420000,0.4795,-4.912,4.947,1.34209E+06,10.368913,8.26095E+05,10.558812,7.81808E+05,10.02917,,7128,1.1895,9.88,227.225
0.704108,1241,GW Vel,Classical,08 50 35.84,-45 32 56.77,8.97,B2Vne,,2,132.6491615,-45.54894857,5331423722933240000,0.348,-5.089,4.849,2.51471E+06,9.687146,1.62836E+06,9.822014,1.31047E+06,9.468355,,7800,,15.83,835.632
0.009722,1242,HD 75740,Classical,08 50 54.07,-26 21 05.55,9.5,A0IIIe,,0,132.7252907,-26.35154424,5652176759676550000,0.844,-6.708,2.259,2.81991E+06,9.562777,2.03385E+06,9.580593,1.22824E+06,9.538713,,9204.5,0.35,,
0.468247,1243,HD 75925,Classical,08 51 28.03,-41 51 26.80,8.95,B4Vnne,,0,132.8667568,-41.857317,5524544384776200000,0.9305,-5.221,3.776,5.48886E+06,8.83966,3.62084E+06,8.954364,2.86770E+06,8.618084,,8422,0.7257,,
0.068314,1244,CD-45 4676,Classical,08 53 22.01,-46 02 08.82,9.09,B0.5IIIe,,0,133.3416814,-46.03578646,5331167124402140000,0.5951,-5.176,4.773,5.96331E+06,8.749648,2.86226E+06,9.209616,4.87234E+06,8.042576,,4905.67,,37.92,750.326
0.018486,1245,HD 76568,Classical,08 54 57.81,-50 51 50.37,9.45,B1Vnne,,2,133.7408671,-50.8639905,5324650422076800000,0.9251,-7.698,6.648,3.22798E+06,9.416038,2.13391E+06,9.528448,1.67329E+06,9.202993,,8225.33,0.8423,,
0.030381,1246,OU Vel,Classical or Herbig,08 55 08.71,-43 27 59.89,8.04,B2Vne,202,8,133.7862814,-43.46663212,5332070987385760000,1.0894,-5.679,5.608,9.21996E+06,8.276543,6.55955E+06,8.309204,4.84383E+06,8.048949,,9189,,,
0.007566,1247,HD 76985,Classical,08 56 47.14,-59 31 12.01,9.05,B5Vne,,2,134.1964125,-59.52000269,5303085219480920000,1.0885,-6.708,5.796,4.54787E+06,9.043845,3.22969E+06,9.078485,2.04354E+06,8.985962,,9020,0.3833,,
0.055972,1248,CD-29 6963,Classical,08 56 48.25,-30 11 01.89,9.25,Be,,0,134.2010238,-30.18385696,5641493526747320000,0.315,-0.265,3.344,4.19421E+06,9.131741,2.68329E+06,9.279719,2.30606E+06,8.854744,,7994.67,0.7253,21.7,1733.486
0.043799,1249,HD 76838,Classical,08 57 07.55,-43 15 22.27,7.31,B2IVe,,0,134.2814669,-43.25619656,5332087896670210000,0.0365,-5.341,7.941,2.13507E+07,7.364835,1.54875E+07,7.376436,9.15865E+06,7.357342,,9280,0.144,,
0.064527,1250,HD 77032,Classical,08 57 15.42,-58 35 09.64,8.68,B5Vne,,3,134.3142181,-58.58601783,5303386897984760000,0.8394,-6.259,4.39,6.60743E+06,8.638284,4.72750E+06,8.664809,2.92123E+06,8.598004,,9316.25,0.468,,
0.075707,1251,HD 77147,Classical,08 57 23.28,-63 29 48.91,8.45,B8Ve,,1,134.3469685,-63.4969351,5297543543432630000,1.2844,7.8,-7.45,8.16530E+06,8.408435,5.76232E+06,8.449894,3.69329E+06,8.343388,,9132,0.4377,,
0.004763,1252,HD 76868,Classical,08 58 59.33,03 39 21.98,8.04,B5e,,153,134.7472094,3.656106365,578483097784850000,1.7446,-1.569,-4.962,1.62768E+07,7.659442,9.91443E+06,7.860719,9.45861E+06,7.322352,,7038.5,,9.69,207.766
0.112573,1253,CD-46 4821,Classical,09 00 14.04,-46 41 08.60,9.08,Be,,0,135.0585427,-46.68571136,5330149285872270000,1.877,-10.364,4.592,4.80889E+06,8.983254,3.00096E+06,9.158237,2.64859E+06,8.704384,,7224,1.1993,4.66,53.275
0.052323,1254,IU Vel,Classical,09 00 22.26,-43 10 26.36,6.05,B2.5Vne,345,1,135.0927309,-43.17399313,5332125176988200000,2.34,-9.151,-0.225,7.21085E+07,6.043399,5.71604E+07,5.95865,2.66422E+07,6.197996,,8868.67,,,
0.063698,1255,CD-45 4826,Classical,09 04 06.53,-45 40 36.38,10.16,Be,,0,136.0272299,-45.67676299,5330668461522420000,0.3522,-5.338,4.652,2.11242E+06,9.876417,1.08185E+06,10.265975,1.47724E+06,9.338295,,5456.75,,29.41,690.713
0.065428,1256,HD 78328,Classical,09 05 03.76,-58 46 03.56,9.2,B9.5IIIe,,1,136.2656317,-58.7676547,5303237604924010000,0.5458,-5.551,5.073,4.26516E+06,9.113528,2.91638E+06,9.189278,2.04822E+06,8.98348,,8551.5,0.942,,
0.040286,1257,E Car,Classical,09 05 38.38,-70 32 18.60,4.654,B2IVe,120,4,136.4098861,-70.53849534,5222191159719540000,3.244,-3.017,8.394,2.74321E+08,4.592716,2.07474E+08,4.558981,1.01334E+08,4.747536,,8868.67,0.165,,
0.011778,1258,HD 78482,Classical,09 07 41.86,-29 00 11.97,9.54,B8Ve,,0,136.9244155,-29.00332188,5635993116747400000,1.1122,-6.902,2.326,2.86035E+06,9.547318,2.02823E+06,9.583597,1.31198E+06,9.467103,,9374,0.5648,,
