angDist,#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS,_RAJ2000_Gaia,_DEJ2000_Gaia,source_id,parallax,pmra,pmdec,Gflux,Gmag,BPflux,BPmag,RPflux,RPmag,radial_velocity,teff_val,a_g_val,radius_val,lum_val
0.239352,451,IPHAS J020504.17+630216.1,Classical,02 05 04.17,63 02 16.12,,,,0,31.26730652,63.03775232,514837905874693000,0.1391,-1.356,-0.081,1.76856E+04,15.069319,7.57561E+03,15.652843,1.52062E+04,14.306865,,4902,,,
0.08068,452,IPHAS J020547.47+641051.7,Classical,02 05 47.47,64 10 51.71,,B1,,0,31.4477409,64.1810342,515049213963710000,0.1618,-1.671,0.342,1.41769E+05,12.809414,8.15875E+04,13.072329,9.14020E+04,12.35953,,6266.75,1.404,,
0.035841,454,BD+50 447,Classical,02 06 09.88,51 09 48.46,10.12,Be,,1,31.54116746,51.16347105,358959042887484000,0.4468,-0.7,-0.731,1.70731E+06,10.107585,1.21570E+06,10.139319,7.76871E+05,10.036048,,9183,0.4967,,
0.262853,455,IPHAS J020618.67+644945.1,Classical,02 06 18.67,64 49 45.08,,,,0,31.57762185,64.8291996,518099229161449000,0.0849,-0.981,0.346,1.89971E+04,14.991645,1.05098E+04,15.297404,1.32599E+04,14.455566,,5734,,,
0.340438,456,IPHAS J020707.67+612422.7,Classical,02 07 07.67,61 24 22.72,,,,0,31.7819094,61.40621949,508409336265345000,0.3681,-2.684,0.709,8.42122E+04,13.374928,4.60767E+04,13.692684,5.74247E+04,12.864173,,5752.67,,4.99,24.585
0.1828,457,IPHAS J020717.23+645046.2,Classical,02 07 17.23,64 50 46.21,,B3,,0,31.82167906,64.84615249,515097528061335000,0.2985,-0.569,0.346,1.55303E+05,12.710415,8.57348E+04,13.018496,1.05029E+05,12.208647,,5804,,8.2,68.724
0.110561,458,IPHAS J020731.12+634520.4,Classical,02 07 31.12,63 45 20.41,,,,0,31.87960604,63.75568443,514980567509489000,0.1233,-1.198,0.312,3.27271E+04,14.401095,1.34534E+04,15.02931,2.90689E+04,13.603348,,4442.67,0.383,,
0.084415,459,IPHAS J020734.24+623601.1,Classical,02 07 34.24,62 36 01.12,,B6V,,0,31.89268529,62.60028929,514625425255863000,0.0433,-1.228,0.389,2.87785E+04,14.540693,1.34301E+04,15.031189,2.29845E+04,13.858331,,4928.5,,,
0.008544,460,HD 12856,Classical,02 07 53.42,57 06 20.47,8.6,B0pe,180,103,31.97257942,57.10568717,505123617564699000,0.1168,-0.798,-1.356,6.40893E+06,8.671402,4.27191E+06,8.774834,3.27809E+06,8.472866,,8216,0.491,,
0.019921,461,IPHAS J020753.51+644148.9,Classical,02 07 53.51,64 41 48.91,,,,0,31.97294551,64.69692022,515091480747467000,0.1276,-1.097,0.861,7.75720E+03,15.964103,4.37485E+03,16.24898,5.12312E+03,15.488083,,6009.67,,,
0.282172,462,IPHAS J020817.76+614220.1,Classical,02 08 17.76,61 42 20.09,,B3,,0,32.07388029,61.70552648,508512896516023000,0.385,-1.168,-0.423,7.04868E+04,13.568096,3.18977E+04,14.091989,5.79865E+04,12.853603,,4916,,6.34,21.138
0.056917,463,IPHAS J020826.27+625745.9,Classical,02 08 26.27,62 57 45.90,,A0,,0,32.10942438,62.96274657,514640131223596000,0.2474,-1.209,0.378,2.95935E+04,14.510375,1.31350E+04,15.055312,2.66029E+04,13.699596,,4485,,,
0.712607,463,IPHAS J020826.27+625745.9,Classical,02 08 26.27,62 57 45.90,,A0,,0,32.10983965,62.96284559,514640131216426000,-0.28,-1.277,0.227,1.92567E+03,17.476913,,,,,,,,,
0.079731,464,IPHAS J020837.59+652028.2,Classical,02 08 37.59,65 20 28.21,,,,0,32.15663385,65.34119128,518488902950462000,0.1283,-1.733,0.41,2.18475E+04,14.83986,1.00185E+04,15.349377,1.75578E+04,14.150744,,4909,,,
0.025927,465,V782 Cas,Classical,02 08 45.44,65 02 14.73,7.622,B6IIe,,191,32.18931762,65.03742219,515475966217148000,1.0579,1.955,-3.146,1.91806E+07,7.481212,1.12809E+07,7.720532,1.16203E+07,7.09888,,6836,1.3195,18.37,663.673
0.326965,466,IPHAS J020855.24+631501.1,Classical,02 08 55.24,63 15 01.12,,B3,,0,32.23004489,63.25023869,514855807299510000,0.2537,0.514,0.041,1.88319E+05,12.501132,1.14578E+05,12.703631,1.13626E+05,12.12323,,6854.33,1.4212,7.55,113.3
0.029533,467,BD+55 521,Classical,02 08 56.10,56 11 47.49,10.56,B6e,400,137,32.23376197,56.19652979,456947106845702000,0.7207,-0.84,0.326,1.15443E+06,10.532449,7.83941E+05,10.61568,5.80366E+05,10.352665,,8816,0.764,,
0.128359,468,IPHAS J020859.72+635536.1,Classical,02 08 59.72,63 55 36.08,,,,0,32.24889732,63.92666697,514986198201772000,0.1378,-1.264,0.502,1.70051E+04,15.111918,8.64716E+03,15.509205,1.30557E+04,14.472418,,5162.58,,,
0.237224,469,IPHAS J020917.87+613045.2,Classical,02 09 17.87,61 30 45.22,,B9,,0,32.32439272,61.51250312,508497950029914000,0.3585,-0.289,-0.348,4.63226E+04,14.023883,1.75566E+04,14.740286,4.28710E+04,13.18151,,4338,,7.84,19.622
0.042557,470,V351 Per,Classical,02 09 25.70,56 59 30.14,8.64,B1IVe,168,87,32.35706282,56.9917094,457080113386100000,0.3856,-1.316,-1.455,7.46783E+06,8.50538,4.87298E+06,8.631902,3.88661E+06,8.287993,,7882.33,0.8213,24.19,2035.499
0.097285,472,IPHAS J021000.05+640838.5,Classical,02 10 00.05,64 08 38.51,,B8,,0,32.50014762,64.14402515,515013003103298000,0.5062,-1.303,1.519,1.29516E+05,12.907553,7.33950E+04,13.187223,8.58966E+04,12.42698,,6037,,4.06,19.718
0.034693,473,IPHAS J021005.63+631100.3,Classical,02 10 05.63,63 11 00.31,,,,0,32.52343835,63.18342285,514669783678946000,0.0397,-1.644,0.868,6.46497E+03,16.16195,3.08524E+03,16.628166,5.06498E+03,15.500477,,4933.68,,,
0.213766,474,IPHAS J021011.09+652230.2,Classical,02 10 11.09,65 22 30.22,,,,0,32.54606682,65.3750681,515510841352419000,0.3113,-0.658,0.464,5.26303E+04,13.885277,2.39385E+04,14.403645,4.25526E+04,13.189605,,4882.36,,6.9,24.341
0.022353,475,V783 Cas,Classical,02 10 30.94,64 05 31.14,9.82,Bpe,,31,32.6289301,64.09198535,515011937951440000,0.2261,-0.64,0.131,3.14508E+06,9.444287,1.64454E+06,9.811276,2.17014E+06,8.920701,,5601,,52.69,2461.36
0.244016,476,IPHAS J021036.32+611444.0,Classical,02 10 36.32,61 14 44.02,,B8,,0,32.65124664,61.24550768,507735232557064000,0.2388,-1.772,0.398,9.90141E+04,13.199123,4.71813E+04,13.666964,7.74923E+04,12.538774,,4930.81,,12.02,76.93
0.049079,478,IPHAS J021057.06+624700.8,Classical,02 10 57.06,62 47 00.82,,B6,,0,32.73774936,62.78357474,514643120522273000,0.2745,-1.275,-0.108,4.31206E+04,14.101653,2.17349E+04,14.508492,3.21611E+04,13.493593,,5252,,5.9,23.835
0.053037,479,IPHAS J021121.67+624707.5,Classical,02 11 21.67,62 47 07.51,,B5V,,0,32.84029431,62.78540476,514642639485933000,0.249,-1.389,0.377,1.04411E+04,15.641504,4.58313E+03,16.198483,8.79867E+03,14.900878,,4774.12,,,
0.090424,480,IPHAS J021128.86+634604.0,Classical,02 11 28.86,63 46 04.01,,B6,,0,32.87020531,63.76776504,514969606753110000,0.1866,-1.474,0.12,4.51614E+04,14.051446,2.14825E+04,14.521176,3.51695E+04,13.396504,,4973,,,
0.106113,481,IPHAS J021159.14+615639.9,Classical,02 11 59.14,61 56 39.91,,,,0,32.99636596,61.94440212,508532000531295000,0.2298,-1.633,-0.376,1.84591E+04,15.02284,6.37356E+03,15.840432,1.83533E+04,14.102633,,4076,1.1165,,
0.083535,482,IPHAS J021202.03+613230.4,Classical,02 12 02.03,61 32 30.41,,,,0,33.00844135,61.54175881,507765400408355000,0.1274,-0.982,0.175,1.23974E+04,15.455036,4.34655E+03,16.256027,1.21693E+04,14.548758,,4121.67,0.973,,
0.365295,483,IPHAS J021210.42+623242.3,Classical,02 12 10.42,62 32 42.29,,B5,,0,33.04330806,62.5449923,514566597078267000,0.423,-1.645,0.19,2.21094E+05,12.326922,1.27913E+05,12.584105,1.41244E+05,11.886995,,6338.5,,5.74,47.873
0.039406,484,BD+57 515,Classical,02 12 42.41,57 41 31.60,9.76,B2pe,,3,33.17669213,57.69211781,458627023173989000,0.3834,-0.699,-1.031,3.14130E+06,9.445592,1.81317E+06,9.705291,1.95324E+06,9.035032,,6372.33,,23.6,827.367
0.033244,485,HD 13429,Classical,02 13 00.51,55 06 39.59,9.19,B3Ve,300,2,33.2521089,55.11099656,456636700968562000,0.8745,0.803,-2.801,4.23584E+06,9.121017,2.86602E+06,9.20819,2.08967E+06,8.961727,,8324.75,0.807,,
0.19996,486,IPHAS J021320.12+613003.1,Classical,02 13 20.12,61 30 03.10,,,,0,33.33377072,61.50081429,507754027334968000,0.3869,-0.34,-0.777,1.26640E+05,12.931939,5.67462E+04,13.466547,1.04317E+05,12.216037,,4925.61,,8.41,37.52
0.045645,487,IPHAS J021325.98+622043.1,Classical,02 13 25.98,62 20 43.12,,,,0,33.35822462,62.34530642,514548833091696000,0.074,-1.541,0.269,2.78701E+04,14.57552,1.11266E+04,15.23548,2.53553E+04,13.751748,,4366.13,0.399,,
0.024173,488,IPHAS J021336.53+601829.1,Classical,02 13 36.53,60 18 29.09,,,,0,33.40221856,60.30808496,507538660492370000,0.4442,-0.143,0.296,5.52329E+04,13.832871,2.46177E+04,14.373269,4.55493E+04,13.115715,,4854.25,,5.03,12.637
0.099943,489,IPHAS J021352.00+642520.3,Classical,02 13 52.00,64 25 20.32,,B7,,0,33.46663001,64.4222883,515384809829873000,0.1613,-1.037,0.277,1.60222E+04,15.176558,8.20479E+03,15.56622,1.16596E+04,14.595212,,5306.46,,,
0.045051,490,HD 13561,Classical,02 14 12.11,56 30 00.24,8.85,B8e,,27,33.55047328,56.50005726,457016822753597000,0.4161,-0.992,-1.664,5.66038E+06,8.806252,3.95128E+06,8.859543,2.65803E+06,8.70052,,8944,0.4775,,
0.029108,491,V549 Per,Classical,02 14 53.11,54 31 54.19,7.86,B2IVe,250,228,33.72127805,54.53172116,456555989941909000,1.2854,0.241,-4.729,1.51183E+07,7.739611,1.07363E+07,7.774256,6.83506E+06,7.675064,,9137.75,0.469,,
0.030375,492,HD 13669,Classical,02 15 02.61,55 47 35.59,7.9,B3IVe,350,125,33.76086085,55.79322226,456771837818902000,1.3529,3.164,-3.176,7.07564E+06,8.563952,4.87945E+06,8.630462,3.40068E+06,8.433005,,8626,0.6267,,
0.008832,493,V787 Cas,Classical,02 15 12.97,64 01 28.02,7.9,B2IIIe,,163,33.80403628,64.02445067,515187241336745000,1.0137,-0.452,-2.067,1.44217E+07,7.790822,8.58413E+06,8.017148,8.44110E+06,7.445922,,6851.02,,16.55,543.602
0.030038,494,IPHAS J021532.96+623236.9,Classical,02 15 32.96,62 32 36.89,,,,0,33.88734866,62.54357612,513829791150012000,0.1408,-1.017,-0.23,7.80693E+04,13.457165,4.08557E+04,13.823257,5.56698E+04,12.897871,,5290.05,,,
0.067588,495,V355 Per,Classical,02 16 04.43,57 44 41.61,9.14,B1Ve,,28,34.01846993,57.74490939,458639701918461000,0.3252,-0.726,-1.124,4.76816E+06,8.992488,2.91707E+06,9.189021,2.74809E+06,8.664343,,7266.75,1.166,26.49,1762.592
0.011358,496,HD 13867,Classical,02 16 36.00,49 49 11.54,7.71,B5Ve,70,320,34.14999974,49.81986907,355610136626791000,1.9572,-0.884,-2.632,1.56892E+07,7.699364,1.12446E+07,7.72403,6.85954E+06,7.671183,,9254,0.3113,,
0.023979,497,V473 Per,Classical,02 16 39.22,56 44 16.07,8.26,B0IIIpe,,32,34.16340815,56.73780197,458337130062712000,0.2746,-0.74,-1.54,9.71451E+06,8.219813,6.77799E+06,8.273636,4.55789E+06,8.115011,,8909.67,0.4178,,
0.042937,498,IPHAS J021647.40+642812.9,Classical,02 16 47.40,64 28 12.90,,,,0,34.1975276,64.47025088,515223559580897000,0.1082,-1.476,1.199,2.51473E+04,14.687136,1.23765E+04,15.119895,1.90479E+04,14.062302,,5078.68,,,
0.029438,499,V356 Per,Classical,02 16 57.71,57 07 48.70,9.2,B0.5IIIne,300,24,34.24045774,57.13020262,458562358146100000,0.371,-0.387,-1.149,5.02695E+06,8.935104,3.10213E+06,9.122238,2.87599E+06,8.614953,,7163.59,,24.49,1422.999
0.0424,500,V358 Per,Classical,02 17 08.22,56 46 11.09,8.5,B1IIIe,250,82,34.28423082,56.76975254,458336889544523000,0.9703,-0.842,-1.658,9.17697E+06,8.281617,5.78819E+06,8.445031,5.09319E+06,7.994446,,7604.5,,11.33,386.915
0.060131,501,HD 13900,Classical,02 17 15.57,56 53 52.84,9.33,B1IVe,,1,34.3148873,56.8980264,458344517406391000,-2.5119,-2.608,-4.316,4.17697E+06,9.136211,2.81876E+06,9.226241,2.09699E+06,8.957927,,8670.25,,,
0.077078,502,EM* GGA 148,Classical,02 17 23.67,59 01 26.21,10.47,Bpe,,0,34.3486565,59.02393324,507218702610463000,0.4224,-0.821,-0.836,1.66062E+06,10.137691,8.27460E+05,10.55702,1.19652E+06,9.56712,,5323,,23.03,383.683
0.098124,503,IPHAS J021744.41+644335.2,Classical,02 17 44.41,64 43 35.18,,B4,,0,34.43509668,64.72642506,515236100885127000,0.1271,-1.056,0.294,5.31870E+04,13.873852,2.49769E+04,14.357541,4.20567E+04,13.202332,,5009.75,,,
0.056821,504,V502 Per,Classical,02 17 44.66,56 53 59.96,9.57,B1IIIe,300,3,34.43607559,56.9000041,458345062857953000,0.378,-1.05,-1.585,3.41242E+06,9.35571,2.00700E+06,9.59502,2.07136E+06,8.971279,,6821,1.1613,21.78,924.824
0.081892,505,IPHAS J021747.84+643419.9,Classical,02 17 47.84,64 34 19.88,,,,0,34.44930969,64.57216853,515225415006645000,0.1164,-1.142,0.511,2.39408E+04,14.740519,1.09336E+04,15.254481,1.94511E+04,14.039562,,4875.45,,,
0.144927,506,EM* VES 728,Classical,02 18 02.05,56 51 22.03,11.85,Oe,,0,34.50846811,56.85611761,458341768627329000,0.3654,-0.735,-1.295,4.28508E+05,11.608468,2.57521E+05,11.824358,2.70070E+05,11.183229,,6600,,8.52,124.139
0.945772,507,[SHM2002] 4205,Classical,02 18 06.68,56 42 27.90,16.03,Be,,0,34.52828897,56.70783041,458338641891367000,-0.0111,-1.305,-3.81,1.01861E+04,15.668343,4.72925E+03,16.164408,8.16895E+03,14.981504,,4879,,,
0.139167,508,tet Ari,Classical,02 18 07.54,19 54 04.19,5.575,B9IVe,178,461,34.53137591,19.90115881,87110221755417300,7.6084,-7.491,-3.978,1.14580E+08,5.540596,8.13237E+07,5.575845,4.87455E+07,5.542083,,9333,0.5,,
0.158567,509,BD+56 489,Classical,02 18 15.11,57 10 16.16,10.07,B5e,,1,34.56290494,57.17112236,458373035989882000,0.3793,-0.415,-1.23,2.08210E+06,9.892113,1.28361E+06,10.080305,1.20059E+06,9.563432,,7270,1.2625,14.99,565.651
0.056869,510,BD+56 493,Classical,02 18 18.35,56 51 02.28,9.77,B1Vpe,,1,34.5764751,56.85062047,458341906066461000,0.4106,-0.288,-1.329,2.68788E+06,9.614842,1.79578E+06,9.715755,1.34106E+06,9.4433,,8036,,,
0.217673,511,V519 Per,Classical,02 18 32.80,57 12 39.81,9.28,B1Ve,60,2,34.63657036,57.21102774,458379014584349000,0.5307,0.841,-1.865,3.83237E+06,9.229696,2.42170E+06,9.391087,2.09366E+06,8.959654,,7590,1.125,13.43,539.593
0.175129,512,BD+56 511,Classical,02 18 47.92,57 04 02.09,9.11,B3IIIe,,1,34.69973809,57.06727653,458368603583940000,0.4214,-0.043,-1.38,4.66291E+06,9.016723,2.79222E+06,9.236513,2.74478E+06,8.665652,,6905.5,1.3928,22.29,1017.639
0.992799,513,BD+56 509,Classical,02 18 48.25,57 14 24.90,10.01,B1e,,1,34.7015511,57.24025798,458379358181849000,0.4995,-0.619,-1.301,2.10084E+06,9.882385,1.27490E+06,10.087696,1.23265E+06,9.534824,,7098.14,1.073,11.97,327.533
0.271236,514,Cl* NGC 869 W 284,Classical,02 18 56.82,57 07 43.21,12.053,B3e,,0,34.73683296,57.12860904,458377605835302000,0.3715,-0.542,-1.247,2.92158E+05,12.024322,1.81159E+05,12.206238,1.72052E+05,11.672771,,7379.5,1.3347,5.58,83.061
0.384629,515,Cl* NGC 869 W 5,Classical,02 19 04.91,57 08 40.88,13.599,B8e,,0,34.77049504,57.14458392,458374788337152000,0.4148,-0.699,-1.321,7.29253E+04,13.531171,4.25788E+04,13.778406,4.62504E+04,13.099131,,6339.43,,3.36,16.42
0.576724,516,Cl* NGC 869 LAV 1039,Classical,02 19 08.56,57 03 49.10,12.37,B3e,,0,34.78595213,57.06359922,458368427480032000,-0.091,0.709,1.064,2.25841E+05,12.30386,1.33274E+05,12.539527,1.47791E+05,11.837797,,6516,,,
0.883029,517,NGC 869 1164,Classical,02 19 14.11,57 11 10.21,14.72,A0e,,0,34.80887154,57.18592801,458375338092494000,0.1699,0.166,-1.66,2.79259E+04,14.573346,1.53440E+04,14.886541,1.91936E+04,14.054028,,5797.5,1.7325,,
0.944263,518,Cl* NGC 869 LAV 1095,Classical,02 19 15.60,57 11 19.39,13.62,A0e,,0,34.81509176,57.18846191,458375338092492000,1.1051,-0.408,-0.482,7.64673E+04,13.479676,4.21886E+04,13.788402,5.15269E+04,12.981835,,5976.75,0.6805,,
0.120753,519,BD+56 534,Classical,02 19 26.53,57 04 42.22,9.58,B2IIIe,300,3,34.86049514,57.07837241,458373620106025000,0.4531,-1.059,-1.871,3.40740E+06,9.357309,1.84456E+06,9.686654,2.30820E+06,8.853737,,5753,0.941,25.79,656.342
0.525143,520,HD 14162,Classical,02 19 27.45,57 08 18.16,9.37,Be,,1,34.86444478,57.1382369,458374891415941000,0.4223,-0.541,-1.288,3.66792E+06,9.277315,2.19969E+06,9.495482,2.13942E+06,8.936179,,6746.77,,20.65,796.033
0.190807,521,Cl* NGC 869 LAV 1166,Classical,02 19 28.87,57 11 24.22,11.645,B2e,,0,34.87038621,57.19007471,458376781201498000,0.4941,-0.383,-1.242,4.56191E+05,11.540499,2.63352E+05,11.800048,2.80709E+05,11.141279,,6361.47,,7,72.38
0.71751,522,Cl* NGC 869 LAV 1171,Classical,02 19 28.88,57 07 05.09,11.003,B3IVe,,0,34.87009515,57.11792889,458374101142359000,0.4252,-0.626,-1.121,7.92880E+05,10.940348,4.44596E+05,11.231475,5.12528E+05,10.487626,,6191.33,,11.34,170.357
0.448747,523,NGC 869 1438,Classical,02 19 47.89,57 06 39.31,11.295,B2e,,0,34.94934564,57.11098431,458373963703027000,0.485,-0.561,-1.111,8.42649E+05,10.874249,4.79833E+05,11.148664,5.86878E+05,10.34055,,5822.22,,11.67,141.093
0.127833,524,IPHAS J022009.76+643605.9,Classical,02 20 09.76,64 36 05.90,,,,0,35.04072119,64.60161217,515217512266740000,0.1248,-0.973,0.772,9.02344E+03,15.799935,4.13921E+03,16.309095,7.25521E+03,15.110295,,4910.39,,,
0.048588,525,IPHAS J022033.45+625717.4,Classical,02 20 33.45,62 57 17.39,,B4V,,0,35.13937878,62.95481717,513945858350673000,0.0442,-0.879,0.085,9.15250E+03,15.784516,3.71187E+03,16.427406,8.29231E+03,14.965231,,4358.74,,,
0.80544,526,V503 Per,Classical,02 20 39.03,57 18 43.49,9.65,B1.5IIIe,150,1,35.16269972,57.31186049,458470686365924000,0.5221,-0.619,-1.041,2.49672E+06,9.69494,1.55292E+06,9.873512,1.40067E+06,9.396077,,7381.5,,11.59,359.537
0.106245,527,IPHAS J022045.25+631642.8,Classical,02 20 45.25,63 16 42.82,,,,0,35.18857193,63.27853492,513968432698453000,0.1701,-0.995,0.751,1.59451E+04,15.181798,8.18092E+03,15.569383,1.16968E+04,14.591751,,5349,,,
0.117687,528,IPHAS J022053.65+642835.6,Classical,02 20 53.65,64 28 35.62,,,,0,35.22357876,64.47653259,515168652717055000,0.1641,-1.391,0.157,7.09383E+03,16.061163,3.05324E+03,16.639486,6.12010E+03,15.295024,,4758.41,,,
0.110513,530,IPHAS J022100.28+635435.2,Classical,02 21 00.28,63 54 35.21,,,,0,35.2511494,63.9098103,515115292042813000,0.2158,-0.113,-0.302,9.22048E+04,13.276482,4.90202E+04,13.62545,6.46560E+04,12.735397,,5480.92,,9.92,80.087
0.06733,531,IPHAS J022107.83+625754.6,Classical,02 21 07.83,62 57 54.61,,,,0,35.28262725,62.96515077,513945411674044000,0.1234,-1.213,0.808,1.59756E+04,15.17972,7.15931E+03,15.714211,1.37676E+04,14.414776,,4902,,,
0.603016,532,Cl* NGC 884 LAV 1649,Classical,02 21 15.73,57 15 33.91,13.907,B5e,,0,35.3152909,57.25951775,458459278932818000,0.407,-0.503,-1.206,5.70134E+04,13.798424,3.25806E+04,14.06899,3.68486E+04,13.345869,,6155.33,1.561,3.22,13.382
0.040887,533,V504 Per,Classical,02 21 18.07,57 18 22.10,9.96,B1IIIe,150,4,35.32531262,57.30613796,458459863041931000,0.4801,-0.725,-1.165,2.65496E+06,9.628222,1.41222E+06,9.976635,1.75461E+06,9.151468,,5663,,22.24,458.419
0.622046,534,[KW97] 11-2,Classical,02 21 24.86,57 11 52.80,12.236,B2IVe,,0,35.35384786,57.19790346,458454537288962000,0.3996,-0.74,-1.209,2.70014E+05,12.1099,1.61594E+05,12.330325,1.67489E+05,11.701951,,6536.33,,6.31,65.406
0.460155,535,Cl* NGC 884 LAV 1703,Classical,02 21 24.97,57 11 52.19,12.236,B2e,,0,35.35384786,57.19790346,458454537288962000,0.3996,-0.74,-1.209,2.70014E+05,12.1099,1.61594E+05,12.330325,1.67489E+05,11.701951,,6536.33,,6.31,65.406
0.419274,537,V506 Per,Classical,02 21 43.35,57 07 32.92,9.45,B1IIIe,200,2,35.43083046,57.12577754,458453334698292000,0.3296,-0.375,-1.059,3.52619E+06,9.320102,2.18808E+06,9.50123,2.04804E+06,8.983575,,7239.75,,22.63,1267.835
0.63819,538,Cl* NGC 884 LAV 1822,Classical,02 21 44.40,57 10 52.50,11.706,B3e,,0,35.43530557,57.18118677,458455705520072000,0.325,-0.936,-1.208,4.74537E+05,11.497689,2.81008E+05,11.72959,2.88784E+05,11.110486,,6846,,9.38,174.052
0.100755,539,V424 Per,Classical,02 21 50.80,57 23 11.60,9.39,B1Vpe,100,3,35.46171344,57.38656771,458466391398541000,0.4093,-0.429,-1.084,7.82507E+06,8.454646,4.12126E+06,8.813814,5.34983E+06,7.941069,,5671,1.1345,44.65,1857.763
0.409452,540,V507 Per,Classical,02 21 52.90,57 09 59.18,9.86,B2Ve,,2,35.47058879,57.16637387,458454880886508000,0.3988,-0.799,-1.082,2.67658E+06,9.619415,1.50103E+06,9.910416,1.74866E+06,9.155155,,5831.12,,25.22,662.389
0.033118,541,EM* MWC 709,Classical,02 21 59.15,70 55 53.00,10.18,Be,,2,35.49643947,70.93138206,545313825568958000,1.1142,-0.534,-1.623,1.98005E+06,9.946677,1.02295E+06,10.326757,1.38072E+06,9.411659,,5447,2.0717,9.04,64.765
0.366593,542,Cl* NGC 884 W 172b,Classical,02 22 02.44,57 09 20.70,10.98,B1Vnpe,,0,35.51030481,57.15568104,458454709081938000,0.3948,-0.59,-1.008,8.10665E+05,10.916262,4.99209E+05,11.105682,4.72100E+05,10.576836,,7136,0.8893,9.31,202.454
0.667511,543,BD+56 573,Classical,02 22 06.36,57 05 25.05,9.66,B2IIIe,400,1,35.5268409,57.09028305,458406090055982000,0.3612,0.354,-0.678,3.09206E+06,9.462748,1.74981E+06,9.743911,2.00100E+06,9.008802,,5935,,28.82,928.339
0.887226,544,BD+56 579,Classical,02 22 19.13,57 37 13.12,9.5,B7IVe,370,3,35.58012219,57.62020333,458493879190195000,4.006,2.48,-1.561,1.67713E+06,10.126949,1.08856E+06,10.259261,1.05263E+06,9.706236,,7039.67,,1.35,4.06
0.079865,545,BD+56 582,Classical,02 22 22.75,57 17 05.01,9.65,B1IIIe,200,3,35.59475106,57.28472824,458461615395187000,0.3975,-0.373,-1.676,3.08770E+06,9.464278,1.68203E+06,9.786802,2.01818E+06,8.999518,,5898.6,,26.51,766.547
0.143308,546,IPHAS J022222.78+623841.9,Classical,02 22 22.78,62 38 41.89,,,,0,35.59494754,62.64493225,513887098893190000,0.1261,-1.169,0.774,1.37791E+04,15.340313,5.94760E+03,15.915534,1.18837E+04,14.574541,,4750.29,,,
0.10377,547,IPHAS J022227.73+623530.6,Classical,02 22 27.73,62 35 30.59,,B8,,0,35.61560196,62.59183834,513885866245673000,0.4104,-0.537,-0.295,2.98055E+04,14.502626,1.48202E+04,14.924253,2.23268E+04,13.889854,,5186.79,,3.38,7.448
0.354452,548,Cl* NGC 884 LAV 2224,Classical,02 22 47.01,56 58 05.70,10.59,B2IIIe,,1,35.69572115,56.96830158,458401417131679000,0.3445,-0.384,-0.842,1.34101E+06,10.369783,7.59968E+05,10.6494,8.62659E+05,9.922321,,6115.11,1.4937,18.68,439.666
0.287205,549,Cl* NGC 884 LAV 2217,Classical,02 22 48.14,57 12 00.79,10.671,B1ne,,0,35.70043992,57.2002376,458414027155398000,0.3405,-0.466,-1.014,1.40969E+06,10.315553,7.76373E+05,10.626211,9.27104E+05,9.844099,,5915.5,,20.78,476.56
0.426832,550,NGC 884 2600,Classical,02 22 57.69,57 23 38.69,12.368,Be,,0,35.74018498,57.39402078,458464020576836000,0.3908,-0.706,-1.014,2.26648E+05,12.299989,1.33305E+05,12.539269,1.41717E+05,11.883363,,6513.49,,5.95,57.42
0.061717,551,HD 14850,Classical,02 23 00.52,-29 37 10.08,8.4,B8Ve,150,5,35.75218639,-29.61946655,5067943490953700000,0.6358,-0.855,-3.635,8.19184E+06,8.404912,6.19404E+06,8.371453,3.27289E+06,8.474591,,8582.67,0.3,,
0.851213,552,Cl* NGC 884 LAV 2294,Classical,02 23 04.29,57 07 38.78,10.363,Be,,0,35.76743943,57.12743485,458409869627124000,0.3899,-0.543,-0.995,1.55892E+06,10.206309,9.11954E+05,10.451455,9.50075E+05,9.817526,,6681.75,,14.86,396.715
0.611707,553,EM* MWC 448,Classical,02 23 25.00,57 19 03.40,10.718,B2e,,0,35.853852,57.31761028,458415916940933000,0.3492,-0.509,-1.025,1.17090E+06,10.51707,5.76206E+05,10.949945,8.64779E+05,9.919657,,5170.21,,25.09,405.319
0.567422,554,EM* GGA 166,Classical,02 23 28.23,57 23 25.69,11.19,B1.5Vne,,0,35.86733459,57.39045076,458440381075805000,0.5654,-0.248,-0.789,7.38732E+05,11.017148,3.91370E+05,11.369921,5.01158E+05,10.511983,,5688.67,1.8365,9.86,91.8
0.025347,555,BD+58 458,Classical,02 23 29.55,58 57 48.59,9.86,B1pe,500,2,35.87313415,58.96349199,459147573208789000,0.3901,-0.627,-0.745,3.02230E+06,9.487523,1.56833E+06,9.862797,2.12625E+06,8.942886,,5449,,31.87,806.52
0.08869,556,Cl* NGC 884 LAV 2425,Classical,02 23 33.06,57 04 32.59,10.54,Oe,,0,35.88774793,57.07574405,458408804475281000,0.9606,-1.029,-4.099,1.62511E+06,10.161159,9.04304E+05,10.460603,1.07280E+06,9.685624,,5869,1.966,8.05,69.199
0.101431,557,V361 Per,Classical,02 23 35.44,56 34 27.86,9.58,B0.5Vpe,150,5,35.89765089,56.57443236,458287548959789000,0.2172,-0.576,-1.269,2.60318E+06,9.649604,1.76192E+06,9.73642,1.27602E+06,9.497278,,8304,0.776,,
