angDist,#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS,_RAJ2000,_DEJ2000,2CXO,RAICRS,DEICRS,r0,r1,PA,fe,fc,fp,fv,fst,fs,fa,fi,fr,fm,ff,fVi,Ns,PFluxb,PFluxh,PFluxm,PFluxs,PFluxu,PFluxw,PF90b,PF90h,PF90m,PF90s,PF90u,PF90w,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,Fluxw,F90b,F90h,F90m,F90s,F90u,F90w,PFavgb,PFavgh,PFavgm,PFavgs,PFavgu,PFavgw,PF90avgb,PF90avgh,PF90avgm,PF90avgs,PF90avgu,PF90avgw,Favgb,Favgh,Favgm,Favgs,Favgu,Favgw,F90avgb,F90avgh,F90avgm,F90avgs,F90avgu,F90avgw,Ldet,LClass,S/N,NHGal,HRhm,HRhs,HRms,fdw,Nac,ExpAC,Nhrc,ExpHRC
0.368945,1758,zet Oph,Classical,16 37 09.54,-10 34 01.53,2.578,O9Ve,348,2660,249.289840637,-10.567142306," J163709.5-103401",249.2898406,-10.5671423,0.71,0.71,90.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0.0010179428643495,,1.66389011164E-4,7.2681827108142E-4,0.0010633520944332,,9.4274033707547E-4,,1.5700933895301E-4,6.5250444634393E-4,8.6725997902621E-4,,2.418993982056E-12,,3.9862212185181E-13,1.4861142297095E-12,4.4056684820878E-12,,2.2699155336893E-12,,3.7971281443711E-13,1.3417128604128E-12,2.6341925093998E-12,,0.0010179428643495,,1.66389011164E-4,7.2681827108142E-4,0.0010633520944332,,9.4274033707547E-4,,1.5700933895301E-4,6.5250444634393E-4,8.6725997902621E-4,,2.418993982056E-12,,3.9862212185181E-13,1.4861142297095E-12,4.4056684820878E-12,,2.2699155336893E-12,,3.7971281443711E-13,1.3417128604128E-12,2.6341925093998E-12,,99375.99,TRUE,113.065,13.28,,,,0,1,72136.408,0,
0.107230,1790,HD 153295,Classical,17 00 25.25,-42 19 00.29,9.05,B2e,,3,255.105201046,-42.316776517," J170025.2-421900",255.105201,-42.3167765,1.049,0.825,155.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.6646336171214E-5,9.380652004257E-6,2.3589822352814E-6,1.747696892617E-6,0.0,,1.647674824116E-5,9.1410710616425E-6,2.1743283747039E-6,1.9779323771399E-6,0.0,,5.7224790719348E-14,4.8711916226696E-14,5.8664712193589E-15,2.0274998833323E-15,,,5.88072480799E-14,4.9427106207807E-14,5.520917911059E-15,2.5257623141659E-15,,,104.7846,TRUE,2.632,191.41,,,,0,4,14521.473,0,
0.085462,1851,V3892 Sgr,Classical,17 44 45.78,-27 13 44.50,8.69,Oe,,0,266.190723409,-27.229025655," J174445.7-271344",266.1907234,-27.2290257,0.725,0.721,112.2,0,0,0,1,0,0,0,0,0,0,0,0,1,3.1110226763628E-4,9.7266247684265E-5,6.9172141539779E-5,5.2951551585941E-5,0.0,,3.1528272065887E-4,9.7921468025788E-5,7.0984199219082E-5,5.1609103702927E-5,0.0,,9.2545058436685E-13,6.966094127931E-13,1.7257746833105E-13,7.0113304845422E-14,0.0,,9.0963916030303E-13,7.0462406891881E-13,1.7772980267999E-13,6.8267359625793E-14,0.0,,3.1110226763628E-4,9.7266247684265E-5,6.9172141539779E-5,5.2951551585941E-5,0.0,,3.1528272065887E-4,9.7921468025788E-5,7.0984199219082E-5,5.1609103702927E-5,0.0,,9.2545058436685E-13,6.966094127931E-13,1.7257746833105E-13,7.0113304845422E-14,0.0,,9.0963916030303E-13,7.0462406891881E-13,1.7772980267999E-13,6.8267359625793E-14,0.0,,973.8852,TRUE,10.983,81.3,0.17489,0.29232,0.12117,0,1,2153.885,0,
0.445533,1858,HD 316341,Classical,17 48 35.53,-29 57 28.81,9.06,B0Ve,120,0,267.148121527,-29.958105389," J174835.5-295729",267.1481215,-29.9581054,1.089,0.869,132.9,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,4.1352041837585E-5,,,,,,4.1352041837585E-5,,,,,,9.8146360949518E-14,,,,,,9.8146360949518E-14,8.3297233960464E-5,3.3399664183114E-5,1.4114764200388E-5,1.4019108213589E-5,0.0,4.1352041837585E-5,8.7457785651131E-5,3.379678521576E-5,1.4983288252769E-5,1.4712778579396E-5,0.0,4.1352041837585E-5,2.5377106059937E-13,2.1078702519656E-13,3.5597406385498E-14,1.6658070203852E-14,0.0,9.8146360949518E-14,2.6872385050409E-13,2.2187090904516E-13,3.7374408487644E-14,1.7699832095195E-14,0.0,9.8146360949518E-14,261.0031,TRUE,5.701,96.76,,,,0,2,4304.711,1,57764.186
0.927506,1868,HD 316520,Classical,17 52 03.41,-28 45 31.21,10.79,B5IVnne,,0,268.014232004,-28.758412641," J175203.4-284530",268.014232,-28.7584126,14.101,8.909,168.6,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8148890750082E-5,1.053761482768E-5,1.2131695178087E-5,5.1309451332212E-6,0.0,,3.1310010052358E-5,7.1358344133093E-6,1.2629643857133E-5,0.0,0.0,,3.4311623255191E-13,3.1363513714255E-13,3.2932926269368E-14,8.7744752550771E-15,0.0,,1.6257035097272E-13,1.0308235668728E-13,3.4405429326328E-14,0.0,0.0,,1.3559202578425E-5,0.0,5.5268324890396E-6,0.0,0.0,,1.396180032386E-5,0.0,6.6969818949251E-6,0.0,0.0,,0.0,0.0,8.2910539269888E-15,0.0,0.0,,4.0532489446864E-15,0.0,1.1851455361848E-14,0.0,0.0,,12.04738,MARGINAL,3.118,84.47,0.02249,0.35728,0.31855,0,2,4313.89,0,
0.263975,1875,HD 316568,Classical,17 54 42.71,-29 43 47.61,9.57,B2IVpe,,0,268.67792636,-29.7298238," J175442.7-294347",268.6779264,-29.7298238,1.009,0.853,57.74,0,0,0,1,0,0,0,0,0,0,0,0,1,1.2399309778491E-5,3.4341088321288E-6,2.9996921163864E-6,2.1375539518375E-6,0.0,,1.2167974651368E-5,3.5975310971523E-6,2.8658518345106E-6,2.3504896162741E-6,0.0,,8.8813509513483E-15,6.3259191056695E-15,1.8717324190983E-15,8.9435644532215E-16,0.0,,7.9288017887068E-15,5.8316135248792E-15,1.7107396141474E-15,9.7610612633118E-16,0.0,,1.2869432922636E-5,3.6170644995492E-6,2.7320438549426E-6,2.6788539722921E-6,0.0,,1.2392284310907E-5,3.8512879542883E-6,2.5237688629291E-6,2.6190316480152E-6,0.0,,9.3702813562614E-15,6.7365458377723E-15,1.7124917352868E-15,1.0941507175556E-15,0.0,,8.4386903255984E-15,6.4940000749631E-15,1.4524963617352E-15,1.0317285886274E-15,0.0,,162.8002,TRUE,8.265,48.35,0.07995,0.23111,0.15116,0,2,97747.901,0,
0.724685,1887,HD 164492D,Classical,18 02 23.13,-23 01 59.95,8.76,Be,,2,270.596293293,-23.033132714," J180223.1-230159",270.5962933,-23.0331327,0.714,0.714,0.0,1,1,0,1,0,0,0,0,0,0,0,0,2,1.1757521888233E-4,2.1550630428672E-5,2.4958321717992E-5,3.7617335370232E-5,1.5816493679024E-5,,1.0924889149262E-4,2.0079950403548E-5,2.3566390745549E-5,3.4898386011316E-5,1.1611619202191E-5,,2.678719641399E-13,1.4360403376872E-13,6.431287068617E-14,6.1491066740005E-14,1.3489296156375E-14,,2.4317759396313E-13,1.3099313462155E-13,6.1022265197872E-14,5.829421877592E-14,6.6536817707752E-15,,1.1757521888233E-4,2.1550630428672E-5,2.4958321717992E-5,3.7617335370232E-5,1.5816493679024E-5,,1.0924889149262E-4,2.0079950403548E-5,2.3566390745549E-5,3.4898386011316E-5,1.1611619202191E-5,,2.678719641399E-13,1.4360403376872E-13,6.431287068617E-14,6.1491066740005E-14,1.3489296156375E-14,,2.4317759396313E-13,1.3099313462155E-13,6.1022265197872E-14,5.829421877592E-14,6.6536817707752E-15,,8388.98,TRUE,36.677,141.34,-0.07121,-0.26983,-0.20237,0,1,58061.6,0,
0.255899,1891,Cl* NGC 6530 ZCW 175,Classical,18 04 11.17,-24 21 45.11,10.37,B3Ve,,0,271.046466824,-24.362550669," J180411.1-242145",271.0464668,-24.3625507,0.727,0.721,155.6,0,0,0,1,0,0,0,0,0,0,0,1,1,6.8188791818537E-6,6.917321718432E-7,1.3027379778699E-6,3.3537448894924E-6,1.4631305179473E-6,,7.1988466167169E-6,6.6550125127999E-7,1.3916384940978E-6,3.5077078852204E-6,1.3127319188216E-6,,1.327632280021E-14,5.0487762929674E-15,3.1047238820845E-15,5.1021240383985E-15,0.0,,1.3163273591091E-14,4.628965965816E-15,3.3361671843287E-15,5.3078242607375E-15,0.0,,6.8188791818537E-6,6.917321718432E-7,1.3027379778699E-6,3.3537448894924E-6,1.4631305179473E-6,,7.1988466167169E-6,6.6550125127999E-7,1.3916384940978E-6,3.5077078852204E-6,1.3127319188216E-6,,1.327632280021E-14,5.0487762929674E-15,3.1047238820845E-15,5.1021240383985E-15,0.0,,1.3163273591091E-14,4.628965965816E-15,3.3361671843287E-15,5.3078242607375E-15,0.0,,676.8954,TRUE,13.875,77.76,-0.30606,-0.65709,-0.43848,0,4,232591.537,0,
0.322496,1893,HD 164906,Classical,18 04 25.84,-24 23 08.35,7.45,B0Ve,255,49,271.107716914,-24.385729788," J180425.8-242308",271.1077169,-24.3857298,0.808,0.768,137.3,0,0,0,1,0,0,0,0,0,0,0,0,1,4.1249017014931E-6,0.0,5.3642901421313E-7,2.66731260361E-6,3.738299687308E-6,,4.1333319276842E-6,8.5802708998437E-8,5.3151450024929E-7,2.6604224268124E-6,4.237361534868E-6,,4.4003316200666E-15,0.0,1.0243368266288E-15,3.2032422820948E-15,9.3934077099233E-16,,4.4155303597708E-15,0.0,1.0202862738704E-15,3.0365109160654E-15,1.0041267879567E-15,,4.1249017014931E-6,0.0,5.3642901421313E-7,2.66731260361E-6,3.738299687308E-6,,4.1333319276842E-6,8.5802708998437E-8,5.3151450024929E-7,2.6604224268124E-6,4.237361534868E-6,,4.4003316200666E-15,0.0,1.0243368266288E-15,3.2032422820948E-15,9.3934077099233E-16,,4.4155303597708E-15,0.0,1.0202862738704E-15,3.0365109160654E-15,1.0041267879567E-15,,224.3987,TRUE,5.962,75.8,-0.99938,-0.99938,-0.67083,0,1,60186.937,0,
0.277628,1895,Cl* NGC 6530 ZCW 221,Classical,18 04 29.00,-24 25 26.22,10.66,B2.5Ve,,0,271.120750735,-24.423967067," J180428.9-242526",271.1207507,-24.4239671,0.873,0.873,0.0,0,1,0,0,0,0,0,0,0,0,0,0,2,2.290789779657E-6,0.0,4.8474779934611E-7,1.0954370401512E-6,3.8998823908627E-6,,1.9539525448569E-6,0.0,2.2041943212166E-7,6.5684585732676E-7,4.2410691847542E-6,,3.4348120748197E-15,0.0,1.2913700789153E-15,1.9298126844568E-15,0.0,,2.8782020122107E-15,,6.955527312411E-16,9.2219441979195E-16,7.8667167775735E-14,,2.290789779657E-6,0.0,4.8474779934611E-7,1.0954370401512E-6,3.8998823908627E-6,,1.9539525448569E-6,0.0,2.2041943212166E-7,6.5684585732676E-7,4.2410691847542E-6,,3.4348120748197E-15,0.0,1.2913700789153E-15,1.9298126844568E-15,0.0,,2.8782020122107E-15,,6.955527312411E-16,9.2219441979195E-16,7.8667167775735E-14,,188.0476,TRUE,4.4,74.74,-0.99938,-0.99938,-0.4035,0,1,60186.937,0,
0.351195,1896,Cl* NGC 6530 ZCW 228,Classical,18 04 32.93,-24 18 44.57,10.49,B2.5Vne,,0,271.137108603,-24.312345107," J180432.9-241844",271.1371086,-24.3123451,0.723,0.714,72.2,0,0,0,1,0,0,0,0,0,0,0,1,1,1.3763528552511E-5,4.4656542637076E-7,2.9491821129881E-6,6.5535078754528E-6,3.0888967340699E-6,,1.4642271241028E-5,1.0490407314928E-6,3.0654793853534E-6,6.528947998825E-6,1.95372827258E-6,,4.9102715567282E-15,0.0,7.339234151832E-15,1.1011224599946E-14,0.0,,1.0078200169896E-14,0.0,7.5903515095606E-15,1.0725888029614E-14,0.0,,1.559650882813E-5,1.6066592870463E-6,3.260791358697E-6,6.723012429238E-6,9.2220761376556E-7,,1.6178300203013E-5,1.7197129379553E-6,3.3570372170975E-6,6.7242898798078E-6,7.4048371794169E-7,,2.8003669462457E-14,1.0168175358457E-14,8.2212686641489E-15,1.1118672553671E-14,,,2.6348768645145E-14,1.003147831255E-14,8.3809258183133E-15,1.0978908837157E-14,0.0,,1357.275,TRUE,16.119,76.55,-0.69082,-0.85946,-0.37976,0,4,230805.281,0,
0.303070,1911,V3903 Sgr,Classical,18 09 17.70,-23 59 18.23,7.36,B6IIIe,,38,272.323658137,-23.988390642," J180917.6-235918",272.3236581,-23.9883906,1.322,1.182,41.51,1,1,0,0,0,0,0,0,0,0,0,0,2,9.1360090015837E-5,1.4525008140738E-6,1.0513238316508E-5,7.0284047845395E-5,0.0,,9.1812095694466E-5,1.2280755692717E-6,9.8663273391262E-6,7.0722184784192E-5,0.0,,1.2580146844548E-13,0.0,2.2291760478469E-14,1.2424235330268E-13,,,1.6842814178272E-13,0.0,2.0663674193465E-14,1.2342304083318E-13,,,9.1360090015837E-5,1.4525008140738E-6,1.0513238316508E-5,7.0284047845395E-5,0.0,,9.1812095694466E-5,1.2280755692717E-6,9.8663273391262E-6,7.0722184784192E-5,0.0,,1.2580146844548E-13,0.0,2.2291760478469E-14,1.2424235330268E-13,,,1.6842814178272E-13,0.0,2.0663674193465E-14,1.2342304083318E-13,,,1368.735,TRUE,21.059,47.94,-0.73454,-0.9594,-0.74079,0,1,29584.7,0,
0.558367,1929,Cl* NGC 6611 PPM 38,Classical,18 18 39.76,-13 46 55.70,13.705,B8Ve,,0,274.665678956,-13.782293531," J181839.7-134656",274.665679,-13.7822935,0.741,0.726,98.25,0,0,0,0,0,0,0,0,0,0,0,0,1,2.2015229609052E-6,3.0117997933942E-7,6.4380267782773E-7,5.7094500078212E-7,0.0,,2.327970794642E-6,2.7530638719641E-7,7.1345526185262E-7,5.3857441413327E-7,0.0,,3.8243960748764E-15,1.7355128973354E-15,1.4648457261384E-15,7.7136597615258E-16,,,3.3380365695045E-15,1.1261347088562E-15,1.6109460430213E-15,6.1434696831647E-16,,,2.2015229609052E-6,3.0117997933942E-7,6.4380267782773E-7,5.7094500078212E-7,0.0,,2.327970794642E-6,2.7530638719641E-7,7.1345526185262E-7,5.3857441413327E-7,0.0,,3.8243960748764E-15,1.7355128973354E-15,1.4648457261384E-15,7.7136597615258E-16,,,3.3380365695045E-15,1.1261347088562E-15,1.6109460430213E-15,6.1434696831647E-16,,,117.7837,TRUE,5.353,109.35,-0.35853,-0.32355,0.04622,0,1,77122.818,0,
0.451888,1930,BD-13 4928,Classical,18 18 42.79,-13 46 50.41,10.044,O9.5Vne,,0,274.678263085,-13.780791861," J181842.7-134650",274.6782631,-13.7807919,0.726,0.719,141.5,0,0,0,1,0,0,0,0,0,0,0,0,1,1.3010241642872E-5,9.2532549073254E-7,2.2505029907123E-6,6.7928516719472E-6,0.0,,1.2454745393821E-5,7.9007136239219E-7,2.17816145361E-6,6.5930644263766E-6,0.0,,5.5239342695407E-15,1.1549518900514E-15,1.3891043272995E-15,3.0758687568473E-15,0.0,,5.423693651843E-15,1.0332717434706E-15,1.328987299418E-15,3.0532863268479E-15,0.0,,1.3010241642872E-5,9.2532549073254E-7,2.2505029907123E-6,6.7928516719472E-6,0.0,,1.2454745393821E-5,7.9007136239219E-7,2.17816145361E-6,6.5930644263766E-6,0.0,,5.5239342695407E-15,1.1549518900514E-15,1.3891043272995E-15,3.0758687568473E-15,0.0,,5.423693651843E-15,1.0332717434706E-15,1.328987299418E-15,3.0532863268479E-15,0.0,,318.0338,TRUE,7.238,110.02,-0.41974,-0.76702,-0.50593,0,1,77122.818,0,
0.138187,2033,HD 344783,Classical,19 43 06.79,23 16 12.40,9.8,B0IVe,,2,295.778250797,23.270103123," J194306.7+231612",295.7782508,23.2701031,0.849,0.78,148.5,0,0,0,0,0,0,0,0,0,0,0,0,1,8.2654231118872E-6,1.122487490456E-6,2.3298455597088E-6,2.8814144696892E-6,0.0,,1.0156455262819E-5,1.3183500132164E-6,2.3700351352404E-6,2.801869536889E-6,0.0,,2.2554728901105E-14,0.0,5.9404006931123E-15,1.000491135013E-14,,,3.6659004926032E-14,1.1942749599118E-14,6.3494444039914E-15,1.1591561258939E-14,,,1.5660887306699E-5,2.8366616292828E-6,2.6810907150369E-6,7.0381063292156E-6,0.0,,1.7287842800135E-5,3.0302025569873E-6,2.801829063948E-6,7.3401152010877E-6,0.0,,3.9460329597989E-14,1.845367428046E-14,6.5799180223109E-15,1.6021958244885E-14,,,4.6817555521398E-14,1.9997233788837E-14,6.991467591802E-15,1.7422598628831E-14,,,107.9427,TRUE,3.879,124.28,-0.22986,-0.44347,-0.20112,0,2,7926.6,0,
0.894571,2123,HD 198931,Classical,20 52 09.72,44 26 04.61,8.81,B1Vnne,,24,313.040809024,44.434728161," J205209.7+442605",313.040809,44.4347282,3.225,1.279,171.3,1,0,0,0,0,0,0,0,0,0,0,0,1,1.7773114137206E-5,1.7832413627648E-6,4.6077388680166E-6,7.4770978321534E-6,0.0,,2.0508630542472E-5,3.295563934535E-6,5.4273759669114E-6,7.0958766927255E-6,0.0,,1.1968032561297E-14,0.0,1.1695204569833E-14,1.1642301747508E-14,,,5.4576147897471E-14,2.1052523030069E-14,1.3690385495687E-14,1.0206513319376E-14,,,3.8615504627856E-5,6.919588653372E-6,1.029894884164E-5,1.2814879019764E-5,0.0,,3.8778436176099E-5,7.5897119248429E-6,1.0511029422245E-5,1.2027336302669E-5,0.0,,8.1857988138699E-14,3.4811276124378E-14,2.5550677126213E-14,2.0124290686995E-14,0.0,,8.2004544185329E-14,2.9824223173018E-14,2.6141386187234E-14,1.8361111866655E-14,0.0,,562.8016,TRUE,15.511,115.7,-0.33979,-0.56465,-0.24485,0,2,43558.048,0,
0.184718,2134,GSC 03588-00834,Classical,21 03 35.71,45 45 05.51,14.25,B0Ve,,1,315.898719484,45.751540351," J210335.6+454505",315.8987195,45.7515404,0.71,0.71,96.38,0,0,0,1,0,0,0,0,0,0,0,1,1,5.5019148727497E-5,2.9476423310894E-5,1.0867173480658E-5,4.2380682576166E-6,2.0793070296579E-6,,5.4992541846135E-5,2.9737222791468E-5,1.0832596843866E-5,4.235458150547E-6,0.0,,2.2261576192503E-13,1.9282472103292E-13,2.8078387850524E-14,6.5019412547748E-15,0.0,,2.2271105832707E-13,1.9376801038713E-13,2.8134331551959E-14,6.5190106165778E-15,0.0,,5.5019148727497E-5,2.9476423310894E-5,1.0867173480658E-5,4.2380682576166E-6,2.0793070296579E-6,,5.4992541846135E-5,2.9737222791468E-5,1.0832596843866E-5,4.235458150547E-6,0.0,,2.2261576192503E-13,1.9282472103292E-13,2.8078387850524E-14,6.5019412547748E-15,0.0,,2.2271105832707E-13,1.9376801038713E-13,2.8134331551959E-14,6.5190106165778E-15,0.0,,4706.878,TRUE,27.56,77.09,0.46346,0.74953,0.43348,0,2,50008.08,0,
0.555208,2162,V490 Cep,Classical,21 39 30.72,56 59 10.01,14.29,B1.5Ve,,1,324.877865154,56.986249489," J213930.6+565910",324.8778652,56.9862495,0.712,0.711,10.47,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4311915530119E-4,7.8244151659468E-5,2.6313973677685E-5,1.0470914401111E-5,1.2665752007204E-5,,1.3850614615499E-4,7.6089666920781E-5,2.5580935186946E-5,1.0150182266162E-5,0.0,,6.5948629393158E-13,5.803014840108E-13,6.9128351569117E-14,1.8197449140869E-14,3.2981357700231E-15,,6.2752695906462E-13,5.7225747056387E-13,6.561833339325E-14,1.8057379295294E-14,,,1.4311915530119E-4,7.8244151659468E-5,2.6313973677685E-5,1.0470914401111E-5,1.2665752007204E-5,,1.3850614615499E-4,7.6089666920781E-5,2.5580935186946E-5,1.0150182266162E-5,0.0,,6.5948629393158E-13,5.803014840108E-13,6.9128351569117E-14,1.8197449140869E-14,3.2981357700231E-15,,6.2752695906462E-13,5.7225747056387E-13,6.561833339325E-14,1.8057379295294E-14,,,1173.974,TRUE,13.254,91.43,0.49844,0.76827,0.43848,0,1,4401.596,0,
0.401172,2171,EM Cep,Classical,21 53 48.10,62 36 51.94,7.03,B0.5Ve,304,87,328.450646311,62.614392278," J215348.1+623651",328.4506463,62.6143923,0.742,0.736,139.6,0,0,0,0,0,0,0,0,0,0,0,1,1,2.4460373831874E-6,1.8361348358157E-7,4.4197856637922E-7,1.5178544611124E-6,0.0,,2.5509964725592E-6,1.8850920412294E-7,4.7168800951179E-7,1.377997146954E-6,0.0,,4.8550188742358E-15,7.5508975239153E-16,1.0508218696376E-15,3.0107537473032E-15,,,4.2815188241819E-15,7.770151764803E-16,1.1220311897071E-15,2.3182144198947E-15,,,2.1565140266383E-6,7.9683354252969E-8,4.2482291008693E-7,1.3796134106596E-6,0.0,,2.1706905268293E-6,8.1438830632869E-8,4.1420187860932E-7,1.3751518500299E-6,0.0,,3.8743023649922E-15,3.8463712468763E-16,1.0449137770443E-15,2.5971689958596E-15,,,3.682703977244E-15,4.0852955956996E-16,1.0263182785551E-15,2.37619406216E-15,,,348.3162,TRUE,5.4,45.55,-0.37976,-0.79575,-0.57839,0,4,69211.521,0,
0.603990,2213,4U 2238+60,Classical,22 39 20.90,61 16 26.80,,Be,,0,339.836836125,61.273992655," J223920.8+611626",339.8368361,61.2739927,0.715,0.714,113.1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.9857645049729E-5,4.1165130523066E-5,7.1030733896316E-6,2.5995832827873E-6,0.0,,5.8028072675851E-5,4.2843262840814E-5,6.7268433698094E-6,2.8030581501362E-6,0.0,,3.7880638267384E-13,3.6208725046227E-13,1.9132075063507E-14,4.4630576209156E-15,,,3.4815851619409E-13,3.6754729036892E-13,1.7925511905538E-14,4.8126829362183E-15,,,5.9857645049729E-5,4.1165130523066E-5,7.1030733896316E-6,2.5995832827873E-6,0.0,,5.8028072675851E-5,4.2843262840814E-5,6.7268433698094E-6,2.8030581501362E-6,0.0,,3.7880638267384E-13,3.6208725046227E-13,1.9132075063507E-14,4.4630576209156E-15,,,3.4815851619409E-13,3.6754729036892E-13,1.7925511905538E-14,4.8126829362183E-15,,,531.4583,TRUE,8.653,98.37,0.70956,0.88195,0.44722,0,1,4596.991,0,
