angDist,#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS,_RAJ2000,_DEJ2000,2CXO,RAICRS,DEICRS,r0,r1,PA,fe,fc,fp,fv,fst,fs,fa,fi,fr,fm,ff,fVi,Ns,PFluxb,PFluxh,PFluxm,PFluxs,PFluxu,PFluxw,PF90b,PF90h,PF90m,PF90s,PF90u,PF90w,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,Fluxw,F90b,F90h,F90m,F90s,F90u,F90w,PFavgb,PFavgh,PFavgm,PFavgs,PFavgu,PFavgw,PF90avgb,PF90avgh,PF90avgm,PF90avgs,PF90avgu,PF90avgw,Favgb,Favgh,Favgm,Favgs,Favgu,Favgw,F90avgb,F90avgh,F90avgm,F90avgs,F90avgu,F90avgw,Ldet,LClass,S/N,NHGal,HRhm,HRhs,HRms,fdw,Nac,ExpAC,Nhrc,ExpHRC
0.438561,597,V615 Cas,Classical,02 40 31.67,61 13 45.61,10.8,B0Ve,,5,40.132071074,61.229227041," J024031.6+611345",40.1320711,61.229227,0.713,0.711,10.87,1,0,0,1,0,0,0,0,0,0,0,0,1,5.0176779326587E-4,2.3733950803748E-4,7.7537739326937E-5,3.4346967141606E-5,3.4257846909586E-5,,4.8821743857143E-4,2.3968827261821E-4,7.4814443965577E-5,3.1486812869135E-5,2.8815472815346E-5,,2.2137570962506E-12,1.9868767982223E-12,2.1074120664767E-13,5.1745586332554E-14,3.7365182249914E-14,,2.1658291368107E-12,2.0083556296409E-12,2.0346227841174E-13,4.7430025148345E-14,3.6485985008657E-14,,,,,,1.6756566978346E-4,,,,,,1.7714057317546E-4,,,,,,3.8606222661676E-14,,,,,,3.8968297254928E-14,,120980.7,TRUE,126.436,88.95,0.50843,0.74703,0.38601,0,2,68157.576,0,
0.839401,682,GSC 02342-00359,Classical,03 29 10.32,31 21 59.51,14.25,B5e,,0,52.293230863,31.36640602," J032910.3+312159",52.2932309,31.366406,0.71,0.71,51.3,1,1,0,0,0,0,0,0,0,0,0,0,2,1.1860609703713E-4,3.410938820384E-5,3.1235899240253E-5,1.0294623546193E-5,9.2900471524536E-6,,1.1577601980382E-4,3.4145794908462E-5,2.9868035417904E-5,9.4210960099961E-6,9.8725151308288E-6,,2.7998386543635E-13,1.9443648839787E-13,7.7173458000748E-14,1.2505027691389E-14,6.0492097896565E-14,,2.7479033805821E-13,1.9389958796225E-13,7.3854122771269E-14,1.1531176418829E-14,6.3143489776719E-14,,1.2241566990916E-4,,3.1534488090503E-5,1.1843250892783E-5,,,1.1655883321933E-4,,2.9923143406984E-5,1.1011554015905E-5,,,3.2051212139783E-13,2.2638896385029E-13,8.2856010093332E-14,1.5492764753943E-14,2.2333110009453E-14,,3.0692951144845E-13,2.2290759137912E-13,7.857647762236E-14,1.4585879869651E-14,,,12570.27,TRUE,44.098,14.77,0.04372,0.53467,0.50219,0,3,119319.165,0,
0.142183,688,BQ Cam,Classical,03 34 59.89,53 10 23.59,11.3,Be,,0,53.749592622,53.173194404," J033459.9+531023",53.7495926,53.1731944,0.763,0.757,98.14,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0522087980844E-5,2.2351421065122E-6,4.1813368292072E-6,8.6158474385027E-7,0.0,,1.0448594694909E-5,2.2695958253266E-6,3.9972096798195E-6,9.2568319441632E-7,0.0,,2.1786870269256E-14,1.2031261738186E-14,9.5545542425461E-15,1.3272187221409E-15,,,2.1962994643799E-14,1.2217622070033E-14,9.0037650723139E-15,1.4259298325712E-15,,,1.0522087980844E-5,2.2351421065122E-6,4.1813368292072E-6,8.6158474385027E-7,0.0,,1.0448594694909E-5,2.2695958253266E-6,3.9972096798195E-6,9.2568319441632E-7,0.0,,2.1786870269256E-14,1.2031261738186E-14,9.5545542425461E-15,1.3272187221409E-15,,,2.1962994643799E-14,1.2217622070033E-14,9.0037650723139E-15,1.4259298325712E-15,,,244.3035,TRUE,3.818,81.78,-0.27358,0.49219,0.65834,0,1,5080.443,0,
0.609736,695,MEROPE,Classical,03 46 19.57,23 56 54.08,4.164,B6IVe,240,744,56.581696611,23.948262634," J034619.6+235653",56.5816966,23.9482626,1.136,0.845,12.65,1,0,0,0,0,0,0,0,0,0,0,0,1,1.3357409979293E-4,8.9415812168749E-7,1.0755672614682E-5,1.0259265492152E-4,5.8324796677573E-5,,1.314153941376E-4,8.5611678429176E-7,1.0364047777853E-5,9.9058823557515E-5,4.9785126937298E-5,,2.0433339370092E-13,0.0,2.2362840281645E-14,1.7991207542327E-13,0.0,,2.074506670164E-13,3.0923374287721E-15,2.2265029200054E-14,1.8156502139327E-13,0.0,,1.3357409979293E-4,8.9415812168749E-7,1.0755672614682E-5,1.0259265492152E-4,5.8324796677573E-5,,1.314153941376E-4,8.5611678429176E-7,1.0364047777853E-5,9.9058823557515E-5,4.9785126937298E-5,,2.0433339370092E-13,0.0,2.2362840281645E-14,1.7991207542327E-13,0.0,,2.074506670164E-13,3.0923374287721E-15,2.2265029200054E-14,1.8156502139327E-13,0.0,,2101.808,TRUE,20.383,10.83,-0.84072,-0.98314,-0.81199,0,1,21215.64,0,
0.946581,772,25 Ori,Classical,05 24 44.83,01 50 47.20,4.873,B1Vpe,263,447,81.186701721,1.846197351," J052444.8+015046",81.1867017,1.8461974,1.728,1.028,15.3,0,0,0,0,0,0,0,0,0,0,0,0,1,3.323619936415E-6,9.5812548478189E-7,2.6312882553618E-7,1.6243818765528E-6,1.899224286345E-5,,2.7502686870893E-6,7.3187037707421E-7,2.8799353706798E-7,1.7839493517584E-6,2.123371075789E-5,,1.8548156548899E-14,1.5969529216708E-14,5.3031642869187E-16,2.7546774484586E-15,0.0,,5.875286012304E-15,1.5371409848527E-14,6.2316929903138E-16,3.0345165667839E-15,0.0,,3.323619936415E-6,9.5812548478189E-7,2.6312882553618E-7,1.6243818765528E-6,1.899224286345E-5,,2.7502686870893E-6,7.3187037707421E-7,2.8799353706798E-7,1.7839493517584E-6,2.123371075789E-5,,1.8548156548899E-14,1.5969529216708E-14,5.3031642869187E-16,2.7546774484586E-15,0.0,,5.875286012304E-15,1.5371409848527E-14,6.2316929903138E-16,3.0345165667839E-15,0.0,,18.37985,TRUE,2.526,11.14,0.64335,-0.28607,-0.77701,0,1,9528.414,0,
0.365803,856,V1230 Ori,Classical,05 35 20.71,-05 21 44.39,9.736,B8IVve,,2,83.836386478,-5.362292948," J053520.7-052144",83.8363865,-5.3622929,0.711,0.711,126.8,1,1,0,1,0,0,0,0,0,0,0,1,2,3.5832036233773E-4,8.3495332014915E-5,8.4644004902283E-5,7.8770926548205E-5,,,3.3783694067945E-4,8.5161917921367E-5,7.9449848508579E-5,6.8038389976809E-5,,,8.8108569144252E-13,5.5042316172649E-13,2.1958500437641E-13,1.1639846351661E-13,,,8.490841388274E-13,5.6169038891017E-13,2.0659668767707E-13,1.0025889329966E-13,,,2.7703636919015E-4,6.0448773042711E-5,6.6280123660905E-5,6.5930748330512E-5,1.6747725843696E-5,1.3397975411822E-4,2.622040122696E-4,6.1596913038072E-5,6.2859217734962E-5,5.7214081911686E-5,1.5091585902894E-5,1.2759676719075E-4,,,,,,3.2400712748768E-13,,,,,,3.0853814847821E-13,353257.3,TRUE,220.895,19.45,-0.0075,0.02873,0.03498,0,11,955899.584,1,62762.158
0.198179,857,43 Ori,Classical,05 35 22.90,-05 24 57.82,5.08,O9.5Vpe,183,291,83.845378633,-5.416021151," J053522.8-052457",83.8453786,-5.4160212,0.71,0.71,0.0,1,1,0,1,0,0,0,0,0,0,0,1,2,3.6793748098913E-4,2.3112281425752E-5,4.9642739807004E-5,2.2555966718642E-4,9.3517391173724E-5,,3.5088814502117E-4,2.3503050152808E-5,4.7998285813073E-5,2.0808670622043E-4,,,6.9723676598791E-13,1.327735542495E-13,1.2270947676722E-13,4.4162008355795E-13,1.8839874335233E-13,,6.6762723393232E-13,1.3423054694426E-13,1.1906926365662E-13,4.0646832500539E-13,2.0212053841112E-13,,,,7.1852604213056E-5,2.2943354181595E-4,1.0333360690683E-4,6.31021602478E-4,4.4679782013449E-4,,6.7954475698072E-5,2.0825264350719E-4,8.9630343846881E-5,5.915959433766E-4,,,,,,1.5030684209549E-12,,,,,,1.4090947549621E-12,605957.6,TRUE,210.462,19.31,-0.36477,-0.81449,-0.6396,0,11,955891.625,1,62762.158
0.259150,892,V725 Tau,Classical,05 38 54.57,26 18 56.83,9.19,O9.7IIe,,11,84.72741721,26.31572487," J053854.5+261856",84.7274172,26.3157249,0.71,0.71,0.0,1,0,1,1,1,0,0,0,0,0,0,0,1,6.414684220353E-4,3.2323895235295E-4,8.5086991955966E-5,4.1360235339695E-5,4.4154599859643E-5,,5.7082968305896E-4,3.0384317980048E-4,7.2668517654894E-5,3.3569705463212E-5,3.2442703474701E-5,,3.145458074483E-12,2.9003733465433E-12,2.3148970604343E-13,6.5225263551633E-14,6.9206381933871E-14,,2.8971022725593E-12,2.7674790488076E-12,1.9871378352555E-13,5.3784382587914E-14,5.1562267404256E-14,,6.414684220353E-4,3.2323895235295E-4,8.5086991955966E-5,4.1360235339695E-5,4.4154599859643E-5,,5.7082968305896E-4,3.0384317980048E-4,7.2668517654894E-5,3.3569705463212E-5,3.2442703474701E-5,,3.145458074483E-12,2.9003733465433E-12,2.3148970604343E-13,6.5225263551633E-14,6.9206381933871E-14,,2.8971022725593E-12,2.7674790488076E-12,1.9871378352555E-13,5.3784382587914E-14,5.1562267404256E-14,,45071.59,TRUE,89.197,59.61,0.58339,0.77327,0.34603,0,1,63224.307,0,
0.886341,892,V725 Tau,Classical,05 38 54.57,26 18 56.83,9.19,O9.7IIe,,11,84.727451691,26.315549697," J053854.5+261855X",84.7274517,26.3155497,1.403,1.403,0.0,1,,,,1,,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,7.5516890330685E-5,3.3654035785563E-5,1.1900082531294E-5,6.7210491404295E-6,8.0890474259633E-6,,,,,,,,3.0757937168663E-13,2.6215331158264E-13,3.1645387518764E-14,1.2923656421696E-14,1.7119322474818E-14,,,,,,,,1931.079,TRUE,27.094,59.61,,,,0,1,63224.307,0,
0.779535,985,Cl* NGC 2244 PS 26,Classical,06 31 29.75,04 54 49.45,11.41,B7Ve,,0,97.873770138,4.913627802," J063129.7+045449",97.8737701,4.9136278,1.324,0.959,37.95,0,1,0,1,0,0,0,0,0,0,0,1,2,1.8869531819578E-6,3.6546238728966E-7,3.1617844410801E-7,8.0097727655686E-7,0.0,,1.9977737998068E-6,3.258121465929E-7,3.3633429806514E-7,9.07019707421E-7,0.0,,4.326280521583E-15,2.0800238499891E-15,7.3909284947018E-16,1.4575283692503E-15,0.0,,3.9968058361364E-15,1.4189603338601E-15,7.6315957910638E-16,1.7004122055432E-15,,,1.8869531819578E-6,3.6546238728966E-7,3.1617844410801E-7,8.0097727655686E-7,0.0,,1.9977737998068E-6,3.258121465929E-7,3.3633429806514E-7,9.07019707421E-7,0.0,,4.326280521583E-15,2.0800238499891E-15,7.3909284947018E-16,1.4575283692503E-15,0.0,,3.9968058361364E-15,1.4189603338601E-15,7.6315957910638E-16,1.7004122055432E-15,,,68.879,TRUE,5.091,72.77,0.10119,-0.37102,-0.44597,0,2,94705.362,0,
0.622696,987,Cl* NGC 2244 JOHN 33,Classical,06 32 15.48,04 55 20.21,12.006,B6Vne,,0,98.064556095,4.922444249," J063215.4+045520",98.0645561,4.9224442,0.863,0.785,139.6,0,0,0,1,0,0,0,0,0,0,0,1,1,4.2015108764957E-6,8.2833821492072E-7,8.6594492271369E-7,1.2914758596046E-6,0.0,,4.247922613989E-6,8.0464986267961E-7,9.1905789000719E-7,1.327155112988E-6,0.0,,6.7438660967788E-15,3.7943451005725E-15,1.5842343514964E-15,1.3185793271516E-15,,,6.7786824529752E-15,3.8559488390288E-15,1.6691579377104E-15,1.2539486521087E-15,,,4.2015108764957E-6,8.2833821492072E-7,8.6594492271369E-7,1.2914758596046E-6,0.0,,4.247922613989E-6,8.0464986267961E-7,9.1905789000719E-7,1.327155112988E-6,0.0,,6.7438660967788E-15,3.7943451005725E-15,1.5842343514964E-15,1.3185793271516E-15,,,6.7786824529752E-15,3.8559488390288E-15,1.6691579377104E-15,1.2539486521087E-15,,,153.2247,TRUE,6.098,72.67,-0.01374,-0.23235,-0.21611,0,2,94705.362,0,
0.320766,1001,15 Mon,Classical,06 40 58.66,09 53 44.72,4.64,B1Ve,70,1866,100.244447233,9.895839415," J064058.6+095345",100.2444472,9.8958394,0.711,0.711,126.8,0,0,1,0,0,0,0,0,0,0,0,0,1,,4.9028226545956E-6,3.111707736169E-5,4.1716370971523E-4,0.0010135681404606,,5.3480861422002E-4,5.1582901299272E-6,3.176384359665E-5,4.1863704067649E-4,0.0010058197553791,,1.2951748522001E-12,2.3111179863779E-14,7.5413958016322E-14,1.1862939537274E-12,1.218245616015E-12,,1.3146234380273E-12,2.4381118310758E-14,7.6985806538385E-14,1.191275889492E-12,1.2456140200561E-12,,,4.9028226545956E-6,3.111707736169E-5,4.1716370971523E-4,0.0010135681404606,,5.3480861422002E-4,5.1582901299272E-6,3.176384359665E-5,4.1863704067649E-4,0.0010058197553791,,1.2951748522001E-12,2.3111179863779E-14,7.5413958016322E-14,1.1862939537274E-12,1.218245616015E-12,,1.3146234380273E-12,2.4381118310758E-14,7.6985806538385E-14,1.191275889492E-12,1.2456140200561E-12,,37444.95,TRUE,64.508,46.65,-0.72705,-0.97689,-0.86196,0,1,48134.673,0,
0.138734,1168,V374 Car,Classical,07 58 50.55,-60 49 28.06,5.81,B2IVnpe,200,5,119.710679813,-60.824433342," J075850.5-604927",119.7106798,-60.8244333,0.76,0.732,158.8,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,7.108158959337E-5,,,,,,7.0536171885201E-5,,,,,,1.676133114263E-13,,,,,,1.6627899891878E-13,,,,,,5.9080636710172E-5,,,,,,5.8809496442091E-5,,,,,,1.3930199621803E-13,,,,,,1.3863578635139E-13,1004.883,TRUE,19.234,13.63,,,,0,0,,2,66845.86
0.586644,1373,HD 303296,Classical,10 42 25.04,-59 09 24.49,9.5,B1Ve,,0,160.604073174,-59.15670916," J104224.9-590924",160.6040732,-59.1567092,2.592,1.761,113.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0505579437332E-6,0.0,1.9736255094451E-7,8.741530083807E-7,0.0,,1.1323598636771E-6,0.0,1.9364260074783E-7,9.3517168072249E-7,6.3765901021819E-6,,1.6175123716366E-15,0.0,5.2400636711132E-16,2.0977268070969E-15,0.0,,2.3694444709131E-15,0.0,5.1942131838862E-16,2.3776456560896E-15,0.0,,1.0505579437332E-6,0.0,1.9736255094451E-7,8.741530083807E-7,0.0,,1.1323598636771E-6,0.0,1.9364260074783E-7,9.3517168072249E-7,6.3765901021819E-6,,1.6175123716366E-15,0.0,5.2400636711132E-16,2.0977268070969E-15,0.0,,2.3694444709131E-15,0.0,5.1942131838862E-16,2.3776456560896E-15,0.0,,20.53054,TRUE,2.743,132.56,-0.99938,-0.99938,-0.65709,0,2,58595.71,0,
0.280949,1375,HD 93190,Classical,10 44 19.62,-59 16 58.82,8.65,O9.5e,,0,161.081806831,-59.282933114," J104419.6-591658",161.0818068,-59.2829331,0.882,0.787,140.2,0,0,0,1,0,0,0,0,0,0,0,0,1,9.0175255628786E-6,1.5656371023276E-6,1.9000267970215E-6,3.6071414552608E-6,0.0,,8.6732024720479E-6,1.6586778065089E-6,1.7764671167757E-6,3.6097382441818E-6,7.5982789643513E-6,,1.8635017845002E-14,1.0201907300427E-14,4.1112453453187E-15,4.5277028479354E-15,0.0,,1.9429000763658E-14,1.1777626216812E-14,3.9644881952295E-15,4.751650269089E-15,0.0,,9.0175255628786E-6,1.5656371023276E-6,1.9000267970215E-6,3.6071414552608E-6,0.0,,8.6732024720479E-6,1.6586778065089E-6,1.7764671167757E-6,3.6097382441818E-6,7.5982789643513E-6,,1.8635017845002E-14,1.0201907300427E-14,4.1112453453187E-15,4.5277028479354E-15,0.0,,1.9429000763658E-14,1.1777626216812E-14,3.9644881952295E-15,4.751650269089E-15,0.0,,287.0784,TRUE,9.038,132.55,-0.09119,-0.396,-0.3148,0,1,55327.337,0,
0.220185,1389,HD 93843,Classical,10 48 37.78,-60 13 25.47,7.33,O6IIIe,,47,162.157336752,-60.223788205," J104837.7-601325",162.1573368,-60.2237882,0.712,0.711,172.8,0,0,0,0,0,0,0,0,0,0,0,0,1,6.9071737403374E-5,2.0144877613761E-6,9.002392677353E-6,5.174074756541E-5,6.6373901422997E-5,,6.8606547617339E-5,1.9259031907718E-6,8.9070890148162E-6,5.2405608770634E-5,6.18020562022E-5,,1.1590498018544E-13,8.5679622862245E-15,1.7838096192933E-14,8.8435000507085E-14,6.7106967085344E-14,,1.1369395913471E-13,8.2847444974118E-15,1.7546138032823E-14,8.861352799503E-14,6.9754546164213E-14,,7.1889981256152E-5,1.9393413796478E-6,9.4842095649004E-6,5.3421704949245E-5,5.176134167889E-5,,7.1732269402882E-5,1.8811267123944E-6,9.4418857631584E-6,5.333625699463E-5,5.0523811659901E-5,,1.2426448685535E-13,8.59176808989E-15,1.954710979782E-14,9.5104113446995E-14,2.6431122307435E-14,,1.2362046270941E-13,8.426875884424E-15,1.9403164651206E-14,9.4919292806519E-14,2.6274910058267E-14,,5050.796,TRUE,26.63,149.49,-0.6346,-0.92567,-0.70581,0,2,55388.676,0,
0.437436,1448,2E 1118.7-6138,Classical,11 20 57.22,-61 55 00.29,12.12,O9.5IVe,,0,170.238178188,-61.916700733," J112057.1-615500",170.2381782,-61.9167007,0.715,0.712,37.8,0,0,0,1,0,0,0,0,0,0,0,0,1,6.3663325182918E-4,3.5891843109548E-4,1.1791652316625E-4,2.9301390992475E-5,3.2918813725802E-6,,6.4678397267762E-4,3.66041192002E-4,1.2050070104759E-4,3.0462640449351E-5,4.0371086823796E-6,,2.9229327150992E-12,2.6052274580998E-12,3.0738743396539E-13,4.5638698229386E-14,8.3832733485772E-16,,2.9290221680404E-12,2.646872240006E-12,3.1467988662528E-13,4.7467503364348E-14,1.3119788926306E-15,,6.3663325182918E-4,3.5891843109548E-4,1.1791652316625E-4,2.9301390992475E-5,3.2918813725802E-6,,6.4678397267762E-4,3.66041192002E-4,1.2050070104759E-4,3.0462640449351E-5,4.0371086823796E-6,,2.9229327150992E-12,2.6052274580998E-12,3.0738743396539E-13,4.5638698229386E-14,8.3832733485772E-16,,2.9290221680404E-12,2.646872240006E-12,3.1467988662528E-13,4.7467503364348E-14,1.3119788926306E-15,,20847.94,TRUE,53.325,140.82,0.50593,0.84947,0.60087,0,1,17396.918,0,
0.106300,1451,HD 99146,Classical,11 23 52.97,-59 18 17.32,8.18,B3Ve,,0,170.97075893,-59.304825422," J112352.9-591817",170.9707589,-59.3048254,0.749,0.749,0.0,1,1,0,0,0,0,0,0,1,0,0,1,2,1.3449573187511E-6,0.0,0.0,1.5377316198802E-6,3.8861283057357E-6,,8.6430607839283E-7,0.0,0.0,9.5648143470567E-7,0.0,,3.5303374120742E-15,0.0,0.0,3.5490092669201E-15,,,3.4396529843048E-15,8.5188073718452E-16,0.0,2.5534385846801E-15,,,1.594731572438E-6,0.0,0.0,1.6342335109653E-6,5.2594116002107E-6,,1.0125824857357E-6,0.0,2.0571547706456E-8,1.0185986452718E-6,4.0414357295751E-6,,4.1902665575243E-15,5.6283824016379E-16,7.1508104370482E-17,3.6040294307062E-15,,,3.4176342750929E-15,1.0697280279134E-15,0.0,2.4425108468785E-15,,,317.0207,TRUE,6.684,61.8,-0.01124,-0.99938,-0.99938,0,6,506439.246,0,
0.235145,1456,HD 100199,Classical,11 31 06.91,-62 56 48.94,8.17,B0.5IIIne,,0,172.778934998,-62.946931875," J113106.9-625648",172.778935,-62.9469319,0.713,0.713,45.51,1,0,1,1,1,0,0,0,0,0,0,0,1,4.5617922259801E-4,2.5838435695514E-4,5.0657824702482E-5,9.3070305264603E-6,0.0,,3.7313183417991E-4,2.3426051233589E-4,3.7697547380627E-5,9.1199890975397E-6,0.0,,2.660139160646E-12,2.5638112912406E-12,1.3853484135923E-13,1.2921820840847E-14,0.0,,2.3175542243703E-12,2.408913178992E-12,1.0481107645516E-13,1.3334424186443E-14,0.0,,4.5617922259801E-4,2.5838435695514E-4,5.0657824702482E-5,9.3070305264603E-6,0.0,,3.7313183417991E-4,2.3426051233589E-4,3.7697547380627E-5,9.1199890975397E-6,0.0,,2.660139160646E-12,2.5638112912406E-12,1.3853484135923E-13,1.2921820840847E-14,0.0,,2.3175542243703E-12,2.408913178992E-12,1.0481107645516E-13,1.3334424186443E-14,0.0,,1681.96,TRUE,20.855,163.48,0.67208,0.93067,0.68582,0,1,5058.327,0,
0.847118,1456,HD 100199,Classical,11 31 06.91,-62 56 48.94,8.17,B0.5IIIne,,0,172.77914529,-62.946756012," J113106.9-625648X",172.7791453,-62.946756,2.002,2.002,0.0,1,,,,1,,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,2.1846097565344E-4,9.960525555769E-5,2.6417560285842E-5,2.9307761585456E-5,,,,,,,,,1.015483619269E-12,8.8889467810444E-13,7.1901415532802E-14,5.9231811539126E-14,,,,,,,,,515.9024,TRUE,13.58,163.48,,,,0,1,5058.327,0,
0.185404,1492,V801 Cen,Classical,11 48 00.02,-62 12 24.89,8.94,B1Vne,,4,177.000126115,-62.206866408," J114800.0-621224",177.0001261,-62.2068664,0.711,0.71,167.6,1,0,1,1,0,0,0,0,0,0,0,0,1,0.0019276563495208,9.1694533401143E-4,3.3501535761243E-4,2.5316356948865E-4,9.5022090178022E-5,,0.001851727340212,9.0919915301058E-4,3.1964159097784E-4,2.4322341150403E-4,9.1761735504668E-5,,8.4882884778473E-12,7.3229277188784E-12,8.5656490833604E-13,4.1202405205558E-13,5.7326615417321E-14,,8.1722519264509E-12,7.2756425337246E-12,8.1739927735197E-13,3.9579371871363E-13,5.5499979660798E-14,,0.0019276563495208,9.1694533401143E-4,3.3501535761243E-4,2.5316356948865E-4,9.5022090178022E-5,,0.001851727340212,9.0919915301058E-4,3.1964159097784E-4,2.4322341150403E-4,9.1761735504668E-5,,8.4882884778473E-12,7.3229277188784E-12,8.5656490833604E-13,4.1202405205558E-13,5.7326615417321E-14,,8.1722519264509E-12,7.2756425337246E-12,8.1739927735197E-13,3.9579371871363E-13,5.5499979660798E-14,,78427.56,TRUE,107.437,152.11,0.46471,0.56715,0.13866,0,1,22671.56,0,
0.162598,1563,CPD-63 2495,Classical,13 02 47.66,-63 50 08.67,10.08,B2e,,3,195.6985128,-63.835708915," J130247.6-635008",195.6985128,-63.8357089,0.71,0.71,0.0,1,0,0,0,1,0,0,0,0,0,0,1,1,3.0583404079191E-4,9.5105005339362E-5,7.0735211422946E-5,6.118783039203E-5,4.7051681203798E-5,,2.9602244534353E-4,9.4021056378414E-5,6.8659360276469E-5,5.8918833276151E-5,4.0725978269822E-5,,9.7777567331011E-13,7.0824954229282E-13,1.8446712607459E-13,1.0016919680308E-13,1.0244067692004E-13,,9.4320269493819E-13,6.9950303197892E-13,1.793454818443E-13,9.7986741766714E-14,1.0971580814575E-13,,4.0175319310154E-4,,8.4135950178815E-5,7.0261553629448E-5,6.5772423216143E-5,,3.907420061112E-4,,8.2103637511983E-5,6.5861694495485E-5,5.55046949411E-5,,1.353619226233E-12,,2.2090337000599E-13,1.1806281024507E-13,8.3463490354047E-14,,1.3144130100007E-12,,,1.1242935668863E-13,2.8070094516879E-14,,121384.3,TRUE,131.146,168.03,0.14866,0.21736,0.07121,0,5,195875.715,0,
0.156836,1601,HD 119682,Classical,13 46 32.57,-62 55 24.13,7.908,B0Ve,200,15,206.635741587,-62.923328593," J134632.5-625523",206.6357416,-62.9233286,0.71,0.71,179.7,0,0,1,0,0,0,0,0,0,0,0,0,1,2.9152509528087E-4,1.0012878185166E-4,5.7458621487205E-5,6.2943666850237E-5,1.2946504438007E-5,,2.8539990462818E-4,1.002207393012E-4,5.7552455621404E-5,6.1053481641646E-5,1.302673961365E-5,,9.100855907728E-13,6.8928329384921E-13,1.3547567807651E-13,9.4917423607223E-14,1.8967987692245E-14,,8.8677495227877E-13,6.8769711879946E-13,1.3549746018484E-13,9.2521967530721E-14,2.036068220024E-14,,2.9152509528087E-4,1.0012878185166E-4,5.7458621487205E-5,6.2943666850237E-5,1.2946504438007E-5,,2.8539990462818E-4,1.002207393012E-4,5.7552455621404E-5,6.1053481641646E-5,1.302673961365E-5,,9.100855907728E-13,6.8928329384921E-13,1.3547567807651E-13,9.4917423607223E-14,1.8967987692245E-14,,8.8677495227877E-13,6.8769711879946E-13,1.3549746018484E-13,9.2521967530721E-14,2.036068220024E-14,,7744.267,TRUE,33.242,193.4,0.27108,0.22986,-0.04372,0,1,14925.382,0,
0.221363,1608,HD 120526,Classical,13 52 17.33,-66 24 15.81,8.8,B9IIIne,,0,208.072095613,-66.404349891," J135217.3-662415",208.0720956,-66.4043499,0.846,0.811,105.1,0,0,0,0,0,0,0,0,0,0,0,0,1,6.6642868338934E-7,0.0,1.488268664565E-7,3.4118210735282E-7,0.0,,7.2714740260931E-7,0.0,1.5632549839093E-7,3.7208029437523E-7,0.0,,7.6067441353321E-16,,3.7458168982097E-16,5.6114086881251E-16,,,8.6784695049085E-16,,3.9396584192339E-16,6.1193304082712E-16,,,6.6642868338934E-7,0.0,1.488268664565E-7,3.4118210735282E-7,0.0,,7.2714740260931E-7,0.0,1.5632549839093E-7,3.7208029437523E-7,0.0,,7.6067441353321E-16,,3.7458168982097E-16,5.6114086881251E-16,,,8.6784695049085E-16,,3.9396584192339E-16,6.1193304082712E-16,,,24.33168,TRUE,2.111,49.46,-0.99938,-0.99938,-0.42099,0,1,27114.752,0,
0.416321,1703,V1040 Sco,Classical,15 53 55.86,-23 58 41.15,5.4,B2Ve,340,266,238.482762671,-23.978212286," J155355.8-235841",238.4827627,-23.9782123,0.71,0.71,100.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6260894753648E-4,4.2434879977111E-5,3.2267353160868E-5,5.6413700630273E-5,3.3838132182021E-5,,1.6105187057971E-4,4.2173912093467E-5,3.2144478523445E-5,5.4915807717211E-5,3.1798458803376E-5,,,,8.0550147271694E-14,9.8108085140432E-14,1.4030065367964E-14,,,,8.0311135410217E-14,9.5398186648254E-14,1.3324782822297E-14,,1.6260894753648E-4,4.2434879977111E-5,3.2267353160868E-5,5.6413700630273E-5,3.3838132182021E-5,,1.6105187057971E-4,4.2173912093467E-5,3.2144478523445E-5,5.4915807717211E-5,3.1798458803376E-5,,,,8.0550147271694E-14,9.8108085140432E-14,1.4030065367964E-14,,,,8.0311135410217E-14,9.5398186648254E-14,1.3324782822297E-14,,7586.363,TRUE,33.128,11.86,0.13616,-0.14116,-0.27108,0,1,25632.285,0,
