angDist,#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS,gaia_id,_RAJ2000_gaia2dis,_DEJ2000_gaia2dis,rest
0.165931,566,IPHAS J022821.67+641216.0,Classical,02 28 21.67,64 12 15.98,,,,0,514478228132268000,37.09024513225,64.20439748355,5946.48386901072
0.227189,567,IPHAS J022823.86+631834.8,Classical,02 28 23.86,63 18 34.81,,B3,,0,514294025576639000,37.09932323324,63.30962231289,5086.98427483542
0.028741,568,EM* MWC 715,Classical,02 29 16.09,58 35 37.57,10.58,Be,,0,458969555403589000,37.31705385248,58.59376460569,991.89324345561
0.09112,569,V529 Cas,Classical,02 29 43.54,60 40 38.54,8.49,B5Ve,,41,465346104366109000,37.43136511402,60.67737402796,639.76087985456
0.498134,570,BD+59 497,Classical,02 29 49.61,59 51 11.16,10.47,B0Ve,,1,465281164460322000,37.45663345210,59.85296683796,2315.91151723932
0.057587,571,IPHAS J022953.81+630742.2,Classical,02 29 53.81,63 07 42.20,,B2III,,0,514100545891139000,37.47422714794,63.12840243757,8323.46656337148
0.020801,572,IPHAS J023003.21+643829.4,Classical,02 30 03.21,64 38 29.40,,,,0,514516917198232000,37.51336254118,64.64150221673,5393.92025132159
0.080617,573,IPHAS J023031.38+594127.1,Classical,02 30 31.38,59 41 27.10,,B9V,,0,465088303249929000,37.63071794874,59.69084562447,3924.38428950223
0.078137,574,IPHAS J023035.11+610005.9,Classical,02 30 35.11,61 00 05.90,,,,0,465492751732606000,37.64628147277,61.00166002345,3707.55131207785
0.058508,575,V555 Per,Classical,02 31 19.54,56 53 52.17,9,B1IIIe,280,4,457966285403539000,37.83138698955,56.89782379727,1315.68309348087
0.061355,576,IPHAS J023150.04+604952.4,Classical,02 31 50.04,60 49 52.39,,B4,,0,465440215690905000,37.95851867014,60.83120503387,2330.30901792128
0.053621,577,IPHAS J023202.89+641033.2,Classical,02 32 02.89,64 10 33.20,,,,0,514445070984184000,38.01200750996,64.17588820223,5984.55188193665
0.261463,578,EM* MWC 50,Classical,02 32 11.42,61 21 45.41,10.87,O9Ve,,0,465526596075683000,38.04770565977,61.36257101909,2550.61326911363
0.079568,579,IPHAS J023235.10+640522.7,Classical,02 32 35.10,64 05 22.70,,,,0,514440874795422000,38.14620806189,64.08962653230,4908.14522365113
0.01725,581,IPHAS J023411.97+595634.2,Classical,02 34 11.97,59 56 34.19,,B3,,0,465112178967589000,38.54986756447,59.94282754029,2572.93002820610
0.057585,582,IPHAS J023431.08+601616.5,Classical,02 34 31.08,60 16 16.50,,B3IV,,0,465213750655736000,38.62950716724,60.27126559597,3670.87000171993
0.119571,583,IPHAS J023439.79+641813.4,Classical,02 34 39.79,64 18 13.39,,,,0,515944426887169000,38.66581551055,64.30375100861,4162.18670490854
0.057787,584,IPHAS J023536.82+625251.7,Classical,02 35 36.82,62 52 51.71,,,,0,514117691399836000,38.90338286225,62.88102605919,3583.49744729815
0.096041,585,HD 15963,Classical,02 36 12.28,58 04 32.04,8.03,A1IIe,300,65,458154267531697000,39.05112787689,58.07554960868,332.60537300589
0.075513,586,IPHAS J023629.19+634245.8,Classical,02 36 29.19,63 42 45.79,,,,0,514229085674469000,39.12162804744,63.71269851194,4905.08952584987
0.06731,587,IPHAS J023642.66+614714.8,Classical,02 36 42.66,61 47 14.78,,B5V,,0,465871292968667000,39.17773895496,61.78745684220,5062.09138549700
0.096223,588,BD+58 492,Classical,02 36 44.32,59 22 37.05,10.45,Be,250,1,464283357659667000,39.18470418363,59.37693964637,2512.96023099623
0.082688,589,IPHAS J023744.52+605352.8,Classical,02 37 44.52,60 53 52.80,,B8V,,0,465258315237154000,39.43545463081,60.89799362349,5264.40743622492
0.251147,590,IPHAS J023753.78+620410.0,Classical,02 37 53.78,62 04 09.98,,,,0,465907332032789000,39.47397038876,62.06939341232,5256.86461401695
0.134215,591,IPHAS J023758.11+634635.6,Classical,02 37 58.11,63 46 35.62,,B7,,0,515684358029128000,39.49212098578,63.77659835092,3231.08819225298
0.214917,592,IPHAS J023809.91+620224.6,Classical,02 38 09.91,62 02 24.61,,B4,,0,465904140879302000,39.54120456562,62.04012589811,6623.69215285062
0.147211,593,IPHAS J023841.80+640826.3,Classical,02 38 41.80,64 08 26.30,,,,0,515743800378139000,39.67407291315,64.14063890614,5343.45571013460
0.04711,594,HD 16264,Classical,02 38 49.63,57 35 28.70,9.26,B1Ve,,2,457930276396481000,39.70680562336,57.59129481793,2713.69264293226
0.309829,595,IPHAS J023948.17+604505.1,Classical,02 39 48.17,60 45 05.11,,,,0,465206638188971000,39.95061423748,60.75134668989,2152.27633129440
0.046966,596,BD+57 607a,Classical,02 40 09.23,57 45 41.71,10.73,Be,350,1,457938385294492000,40.03845474560,57.76157320620,2339.78799944790
0.050698,597,V615 Cas,Classical,02 40 31.67,61 13 45.61,10.8,B0Ve,,5,465645515129855000,40.13193146963,61.22933052988,2445.12729530615
0.074312,598,IPHAS J024054.97+630009.8,Classical,02 40 54.97,63 00 09.79,,B6V,,0,466100644225902000,40.22901586743,63.00273644262,6572.96711380399
0.08919,599,IPHAS J024146.73+602532.2,Classical,02 41 46.73,60 25 32.20,,B7V,,0,465184338719020000,40.44465911953,60.42561599169,2158.81859304851
0.062141,600,IPHAS J024159.21+600106.0,Classical,02 41 59.21,60 01 05.99,,B7-8V,,0,464418872467470000,40.49667668066,60.01833746639,2116.32908277133
0.179333,601,IPHAS J024221.54+593716.4,Classical,02 42 21.54,59 37 16.39,,,,0,464327887880979000,40.58969574055,59.62117786849,2942.84533766688
0.161153,602,IPHAS J024252.56+611953.9,Classical,02 42 52.56,61 19 53.90,,B3V,,0,465620810477471000,40.71909284267,61.33163441099,5059.96623016137
0.047501,603,IPHAS J024305.60+631614.7,Classical,02 43 05.60,63 16 14.70,,,,0,467603848420262000,40.77330402383,63.27075056654,7504.36297562578
0.030182,604,IPHAS J024317.68+603205.5,Classical,02 43 17.68,60 32 05.50,,B7V,,0,464810607845348000,40.82367811978,60.53485490200,3372.31420677925
0.063379,605,IPHAS J024332.05+632150.1,Classical,02 43 32.05,63 21 50.11,,B3,,0,467610617288649000,40.88350247084,63.36391836876,6590.58058970160
0.089034,606,IPHAS J024405.37+621448.7,Classical,02 44 05.37,62 14 48.70,,A0III,,0,465825079124524000,41.02233138864,62.24684699629,2184.86135894610
0.037866,607,IPHAS J024454.00+635608.0,Classical,02 44 54.00,63 56 08.02,,,,0,467662809731965000,41.22497939121,63.93555575929,6956.40634521383
0.077232,608,IPHAS J024504.86+612502.1,Classical,02 45 04.86,61 25 02.10,,B7IV,,0,465718117256659000,41.27023005779,61.41723078502,9483.83796159224
0.052626,609,IPHAS J024506.09+611409.1,Classical,02 45 06.09,61 14 09.10,,B3-4V,,0,465610399476491000,41.27536887580,61.23587542945,4977.06594526011
0.095324,610,IPHAS J024509.54+612523.5,Classical,02 45 09.54,61 25 23.48,,,,0,465706366226132000,41.28969923348,61.42317833209,6562.39950726783
0.093669,611,IPHAS J024519.10+633755.1,Classical,02 45 19.10,63 37 55.09,,,,0,467638998433663000,41.32964158394,63.63196667184,5620.27617096044
0.080911,612,IPHAS J024521.28+625416.2,Classical,02 45 21.28,62 54 16.20,,,,0,467536572050309000,41.33864644923,62.90447949765,10023.11115914420
0.222403,613,IPHAS J024540.61+592151.2,Classical,02 45 40.61,59 21 51.19,,B3,,0,464142379653629000,41.41915023968,59.36416522050,2683.26122143980
0.158249,614,IPHAS J024553.87+635414.7,Classical,02 45 53.87,63 54 14.69,,,,0,467652123853332000,41.47442474837,63.90412195679,7239.52956182835
0.018541,615,IPHAS J024618.12+613514.7,Classical,02 46 18.12,61 35 14.71,,B3V,,0,465715093599555000,41.57549043880,61.58742185857,5286.72097206576
0.06141,616,IPHAS J024735.56+615530.9,Classical,02 47 35.56,61 55 30.90,,B5,,0,465755839947919000,41.89817544438,61.92523344933,2902.61405846437
0.082477,617,IPHAS J024753.07+613405.8,Classical,02 47 53.07,61 34 05.81,,B3,,0,465712207381733000,41.97116126751,61.56826549855,5303.37846959003
0.058232,618,IPHAS J024758.73+630156.8,Classical,02 47 58.73,63 01 56.78,,,,0,467377108505783000,41.99467273195,63.03243789279,6597.30518911312
0.206346,619,IPHAS J024823.01+614728.1,Classical,02 48 23.01,61 47 28.10,,B5,,0,465742272153637000,42.09582265835,61.79108718542,5477.07203071858
0.071561,620,IPHAS J024823.69+614107.1,Classical,02 48 23.69,61 41 07.12,,B3V B4,,0,465737221272151000,42.09867606320,61.68529842800,6342.85464089728
0.07245,621,IPHAS J024838.04+630153.0,Classical,02 48 38.04,63 01 53.00,,,,0,467376558749953000,42.15846226246,63.03137830004,7027.01676716084
0.052336,623,IPHAS J024928.47+595248.4,Classical,02 49 28.47,59 52 48.40,,,,0,464534321190805000,42.36861529309,59.88012480841,3311.32334560869
0.190747,624,IPHAS J024940.66+621424.8,Classical,02 49 40.66,62 14 24.79,,B5,,0,467266848103026000,42.41934987690,62.24017655268,2696.70185709263
0.079751,625,IPHAS J025016.65+624435.6,Classical,02 50 16.65,62 44 35.59,,B8-9III,,0,467354224920244000,42.56939957528,62.74320036341,6995.47912340480
0.065441,626,IPHAS J025059.12+615648.7,Classical,02 50 59.12,61 56 48.70,,B3-4V,,0,466497739719959000,42.74636631372,61.94685163096,5897.88507880232
0.14637,627,IPHAS J025102.21+615733.8,Classical,02 51 02.21,61 57 33.80,,B5IV,,0,466498117677072000,42.75924031844,61.95935111306,6189.54337602180
0.042551,628,HD 17505,Classical,02 51 07.98,60 25 03.87,7.1,O6Ve,126,264,464668186732616000,42.78322617108,60.41774051725,2564.07277052547
0.094366,629,BD+56 727,Classical,02 51 30.29,56 57 28.30,10.6,B5e,,3,460618547964018000,42.87620828075,56.95788732392,2761.64434837446
0.046511,630,IPHAS J025136.03+601557.5,Classical,02 51 36.03,60 15 57.49,,,,0,464569505563474000,42.90012004904,60.26598212866,2302.53815233160
0.211664,631,IPHAS J025200.23+621145.2,Classical,02 52 00.23,62 11 45.20,,B6,,0,467257845851525000,43.00090346598,62.19583595561,5975.17835664953
0.227015,632,IPHAS J025204.14+583423.4,Classical,02 52 04.14,58 34 23.41,,B7,,0,461035778267876000,43.01712980628,58.57316244668,2672.46411744717
0.054307,633,IPHAS J025233.24+615902.2,Classical,02 52 33.24,61 59 02.18,,B7V,,0,466495265818745000,43.13853150724,61.98393596638,5778.83474338089
0.113644,634,IPHAS J025324.51+614622.9,Classical,02 53 24.51,61 46 22.91,,,,0,466477948510918000,43.35216398485,61.77300493240,7325.42161187250
0.143149,635,IPHAS J025448.83+605832.1,Classical,02 54 48.83,60 58 32.09,,B6V,,0,464711273845668000,43.70353975069,60.97558510600,3828.07775983095
0.195707,636,IPHAS J025502.38+605001.9,Classical,02 55 02.38,60 50 01.90,,B7V,,0,464700824183167000,43.75991209785,60.83380679377,2121.23817508367
0.058353,637,IPHAS J025610.39+580629.6,Classical,02 56 10.39,58 06 29.59,,B5V,,0,461148718727716000,44.04331759871,58.10821078217,2276.59737563661
0.194279,638,IPHAS J025631.47+593648.4,Classical,02 56 31.47,59 36 48.38,,,,0,461567735739214000,44.13104692601,59.61340210933,4162.14593703770
0.171326,639,IPHAS J025700.47+575742.8,Classical,02 57 00.47,57 57 42.80,,B4V,,0,461132157333888000,44.25204694735,57.96188146635,2373.22992432722
0.071451,640,IPHAS J025704.89+584311.6,Classical,02 57 04.89,58 43 11.60,,B5V,,0,461378276141643000,44.27035517882,58.71990585970,6285.62874082011
0.05993,641,IPHAS J025737.78+624703.4,Classical,02 57 37.78,62 47 03.41,,,,0,466642428577430000,44.40738393682,62.78427327076,5327.25672479076
0.018984,642,IPHAS J025904.88+621459.5,Classical,02 59 04.88,62 14 59.50,,,,0,466563401178050000,44.77034455285,62.24986183093,7464.17570389872
0.054227,643,IPHAS J025935.04+603207.2,Classical,02 59 35.04,60 32 07.19,,,,0,466124043202874000,44.89603055845,60.53532957748,2182.94605777654
0.195745,644,IPHAS J025959.45+582929.5,Classical,02 59 59.45,58 29 29.51,,,,0,461170124844372000,44.99764963866,58.49157545000,3209.06606909584
0.067598,645,IPHAS J030010.27+613223.2,Classical,03 00 10.27,61 32 23.21,,,,0,466242481222689000,45.04283085189,61.53978252535,3275.35476311976
0.494943,646,HD 18552,Classical,03 00 11.89,38 07 54.27,6.119,B8Vne,288,559,142394903351844000,45.04963582021,38.13162583515,226.85959273291
0.134125,647,IPHAS J030056.68+615940.7,Classical,03 00 56.68,61 59 40.70,,,,0,466358204820939000,45.23617365509,61.99460177687,3006.07897643748
0.071796,648,IPHAS J030120.82+602444.9,Classical,03 01 20.82,60 24 44.89,,,,0,463117669174138000,45.33671277261,60.41246170671,3764.51183539847
0.032929,649,IPHAS J030124.02+610221.3,Classical,03 01 24.02,61 02 21.30,,,,0,466163763061043000,45.35009697687,61.03925632623,5880.35749472525
0.176568,650,IPHAS J030133.63+593518.5,Classical,03 01 33.63,59 35 18.49,,B3,,0,461531726732684000,45.39003033071,59.58847988566,3674.76448496298
0.042453,651,HD 237056,Classical,03 02 37.88,57 36 46.06,8.9,B0.5Vpe,,51,460312230896759000,45.65785529904,57.61279364812,975.00626064272
0.177081,652,IPHAS J030317.45+583402.0,Classical,03 03 17.45,58 34 01.99,,,,0,461220977257592000,45.82261600730,58.56722951227,5360.68598578532
0.180022,653,IPHAS J030331.33+585234.6,Classical,03 03 31.33,58 52 34.61,,,,0,461278461099720000,45.88044830539,58.87629366474,5150.13678746814
0.067179,654,IPHAS J030332.31+623856.7,Classical,03 03 32.31,62 38 56.69,,,,0,466590717170620000,45.88464324556,62.64906388361,4987.11658880812
0.061578,655,IPHAS J030422.01+574820.4,Classical,03 04 22.01,57 48 20.41,,,,0,460331919026591000,46.09169359808,57.80568464129,2546.70180422401
0.049258,656,IPHAS J030423.32+622900.9,Classical,03 04 23.32,62 29 00.89,,,,0,466400261141387000,46.09713945896,62.48357515038,5673.05204449172
0.067142,657,HD 237060,Classical,03 04 30.54,59 26 46.67,9.2,B9Ve,,26,461330584822512000,46.12721638596,59.44630469635,637.46222074423
0.124035,658,IPHAS J030451.26+594758.8,Classical,03 04 51.26,59 47 58.81,,,,0,463028608732836000,46.21353093542,59.79969163413,8207.33999645087
0.042125,659,HD 18877,Classical,03 04 54.26,60 01 32.60,8.4,B7IIIe,,71,463040016165589000,46.22606290813,60.02572794799,459.82789504755
0.217863,660,IPHAS J030501.73+585146.8,Classical,03 05 01.73,58 51 46.80,,,,0,461251145107687000,46.25710811957,58.86303125907,4053.19080465845
0.187253,661,IPHAS J030539.90+610725.6,Classical,03 05 39.90,61 07 25.61,,,,0,463256757395175000,46.41630653723,61.12373628276,6198.73182697902
0.086545,662,IPHAS J030625.00+614359.0,Classical,03 06 25.00,61 43 59.02,,,,0,466303366678094000,46.60411944506,61.73306993271,4684.48291875982
0.257376,663,HD 19818,Classical,03 08 26.08,-59 22 25.38,9.06,B9.5Vne,,7,4723685987980660000,47.10869167008,-59.37364631729,306.29930868542
0.013587,664,V801 Cas,Classical,03 08 54.18,62 23 04.55,6.503,B1Ve,160,254,466707334121461000,47.22574489444,62.38459428225,928.69190896836
0.106377,665,IPHAS J031141.73+614847.9,Classical,03 11 41.73,61 48 47.92,,,,0,463666634714964000,47.92393481710,61.81330246025,6006.16736573910
0.109054,666,IPHAS J031208.92+605534.5,Classical,03 12 08.92,60 55 34.50,,B4V,,0,463016823341903000,48.03710460966,60.92624712095,5680.11275668439
0.039069,667,IPHAS J031333.27+603307.1,Classical,03 13 33.27,60 33 07.09,,,,0,462992805884989000,48.38863857396,60.55197800261,5569.27038092843
0.103236,668,HD 19993,Classical,03 14 01.36,37 40 26.04,8.26,A7.5IIe,,35,139323074022561000,48.50567631935,37.67387235968,820.97514018934
0.03871,669,HD 20017,Classical,03 14 55.31,48 41 44.87,7.91,B5Ve,,62,436324735469204000,48.73046651912,48.69578792555,909.25053418881
0.040814,670,V803 Cas,Classical,03 15 10.93,59 54 42.83,9.03,B0.5IVnne,,6,462144150409448000,48.79554549146,59.91188604821,1029.26072764973
0.017937,671,HD 237091,Classical,03 15 16.75,59 54 49.15,8.91,B1Vnnpe,,196,462144871963953000,48.81979466798,59.91364802793,200.87331819065
0.207388,672,HD 20340,Classical,03 15 45.87,-16 49 43.49,7.96,B3Ve,200,61,5106301706435980000,48.94112768550,-16.82880477274,885.67563557973
0.061766,673,HD 20134,Classical,03 16 59.75,60 04 02.97,7.47,B2.5IVe,,261,462168034727185000,49.24892565712,60.06748632569,609.34751708818
0.286515,674,BK Cam,Classical,03 19 59.27,65 39 08.25,4.728,B2.5Vne,328,403,491398310827131000,49.99707729796,65.65222898763,164.99228847290
0.062722,675,HD 237118,Classical,03 20 01.19,59 51 50.74,9.42,B6Ve,,3,462106324635910000,50.00492515157,59.86409954642,647.92915036233
0.025049,676,HD 20566,Classical or Herbig,03 23 33.10,71 25 06.76,7.94,B3Vne,,132,543181838163291000,50.88790299015,71.41853902037,532.20764708504
0.027733,677,HD 20899,Classical,03 23 56.63,45 31 32.16,8.4,B9e,150,34,242662357989894000,50.98596800492,45.52559633463,963.74610497927
0.053231,678,HD 237134,Classical,03 25 03.30,60 15 10.57,9.49,B5Ve,,26,462502114462474000,51.26372187794,60.25293121842,671.60301287602
0.427875,679,Cl* Melotte 20 AP 163,Classical,03 27 49.90,48 04 45.08,18.81,Be,,0,249186099774312000,51.95804096367,48.07910385860,175.38565354800
0.015001,680,CR Cam,Classical,03 28 39.19,62 29 34.80,8.31,B2Ve,,65,487546103123764000,52.16330067416,62.49300023656,1083.16262811139
0.498721,681,HD 21362,Classical,03 28 52.33,49 50 54.17,5.578,B6Vne,385,308,441592667477558000,52.21818423900,49.84827692182,172.86673136084
0.585551,683,HD 21455,Classical,03 29 26.28,46 56 16.32,6.227,B7Ve,150,270,242889338420659000,52.35967350863,46.93775521816,169.03261985919
0.072871,684,BD+58 610,Classical,03 30 58.94,59 14 39.55,9.61,Be,,3,450197376754119000,52.74554603141,59.24432621722,1041.61779801324
0.134639,685,HD 21650,Classical,03 31 15.68,41 43 35.24,7.33,B6e,230,196,237762796737339000,52.81537065762,41.72643060015,329.12865594937
0.210552,686,HD 21620,Classical,03 31 29.34,49 12 35.17,6.28,A0Vne,,160,249350103106450000,52.87216047956,49.20977010801,134.48952228293
0.5162,687,HD 21641,Classical,03 31 33.14,47 51 44.70,6.773,B8.5Ve,184,124,248960223149560000,52.88821213417,47.86230224241,174.71724631388
0.343781,688,BQ Cam,Classical,03 34 59.89,53 10 23.59,11.3,Be,,0,444752973131169000,53.74962981410,53.17313989801,5133.03361786972
0.535795,689,psi Per,Classical,03 36 29.38,48 11 33.48,4.31,B5Ve,275,2198,249021589646744000,54.12256008585,48.19251927131,173.79465117806
0.072832,690,CT Cam,Classical,03 38 01.04,55 10 15.08,7.69,B2Vne,,429,445235933612724000,54.50429804976,55.17085376156,882.31387642619
0.146159,691,EM* StHA 22,Classical,03 40 42.44,12 56 53.30,11.71,Be,,0,37694252194590900,55.17679936134,12.94811539005,3339.22737558537
0.540656,692,HD 22780,Classical,03 41 07.86,37 34 48.71,5.541,B7Vne,285,487,223338956525307000,55.28286343699,37.58007691879,214.64309889113
0.206726,693,13 Tau,Classical,03 42 18.95,19 42 00.92,5.681,B9Vne,235,273,57111696260204800,55.57896897609,19.70019901247,154.54770077222
0.761308,694,ELECTRA,Classical,03 44 52.54,24 06 48.01,3.705,B6IIIe,170,632,65271996684277500,56.21900085855,24.11313909272,115.23824888359
0.85,695,MEROPE,Classical,03 46 19.57,23 56 54.08,4.164,B6IVe,240,744,65205373151673300,56.58166915529,23.94815019485,105.56301595926
0.752293,696,ALCYONE,Classical,03 47 29.08,24 06 18.49,2.873,B7IIIe,140,1121,66714384141781700,56.87124720787,24.10494049997,128.35409831374
0.164822,697,HD 23552,Classical,03 48 18.08,50 44 12.37,6.15,B8Vne,220,158,251185497249460000,57.07526532905,50.73675382953,261.43017150555
0.78501,698,PLEIONE,Classical,03 49 11.22,24 08 12.16,5.048,B8IVev,290,8394,66529975427235700,57.29682771146,24.13650490691,129.15391273346
0.034732,699,HD 23800,Classical,03 50 25.07,52 28 54.85,6.98,B1IVe,,224,251618704831632000,57.60445508828,52.48189333469,576.99511190077
0.032615,700,HD 23982,Classical,03 53 12.44,63 29 00.37,8.08,B3e,170,73,487177766729716000,58.30182055995,63.48344315073,844.46763643729
0.049713,701,EM* MWC 465,Classical,03 53 58.25,46 53 51.77,10.19,B2IVnne,,2,245140004363839000,58.49272237177,46.89770395533,1707.39553639836
0.115991,702,EM* AS 77,Classical,03 54 47.93,44 56 19.67,11.15,Be,,1,243987814957241000,58.69968505345,44.93876953537,2910.68188198722
0.031484,703,V581 Per,Classical,03 56 20.36,44 56 14.95,7.78,B1.5Vne,,166,243979057523886000,59.08483169869,44.93747744258,914.82561903438
0.179408,704,HD 24479,Classical,03 57 25.44,63 04 20.14,4.946,B9.5Ve,100,363,475117464201957000,59.35608730003,63.07229145150,118.66456154365
0.055844,705,Menkhib,Classical,03 58 57.90,35 47 27.71,4.06,O7.5IIIe,213,4655,219375900005174000,59.74126369851,35.79104137968,1134.38376106114
0.298906,706,RW Tau,Classical,04 03 54.32,28 07 33.50,8.08,B8Ve,,165,163742260906017000,60.97631847424,28.12589023357,303.46058347049
0.016564,708,DE Cam,Classical,04 04 21.64,53 19 44.57,8.18,B1Vnnpe,,97,275918251105986000,61.09016751583,53.32904264903,1202.10672558432
0.623807,709,48 Per,Classical,04 08 39.69,47 42 45.04,4.003,B3Ve,197,375,246137776809320000,62.16552681394,47.71237114101,168.62348263500
0.059343,710,HD 26398,Classical,04 11 03.40,16 38 49.13,6.98,B8e,180,218,45892863725449300,62.76417814063,16.64699283880,401.08824066086
0.106422,711,V584 Per,Classical,04 12 36.47,42 07 06.33,8.02,B3e,180,144,228998967508598000,63.15193546241,42.11840079076,747.65998943390
0.058317,712,V586 Per,Classical,04 17 16.37,46 13 49.97,7.98,B2e,220,58,233780159463806000,64.31818669534,46.23054102860,1139.71849070190
0.155507,714,RW Per,Classical,04 20 16.77,42 18 51.81,9.72,A5Ve,,26,229136921858228000,65.06982486707,42.31436949386,586.10809592332
0.05143,715,HD 27846,Classical,04 25 50.01,46 14 01.88,8.09,B1.5Ve,,35,256832481590779000,66.45835769755,46.23384775483,927.82898508459
0.060693,716,228 Eri,Classical,04 29 06.93,-13 02 54.12,5.59,B2Vne,342,148,3177730441273210000,67.27885866903,-13.04837224534,463.18648563705
0.002864,718,HD 29035,Classical,04 36 59.08,52 17 13.46,8.78,B9.5Ve,,82,272758671300605000,69.24616572206,52.28707276916,693.42759569484
0.089765,719,HD 29557,Classical,04 38 16.17,-24 39 30.79,8.56,B3Ve,355,29,4894509546149520000,69.56739693319,-24.65853779758,868.29082353827
0.07002,720,V1150 Tau,Classical,04 38 36.24,08 10 30.62,7.63,B2.5Vne,,153,3292440152937350000,69.65100059603,8.17515278125,737.22634349812
0.065678,721,HD 29373,Classical,04 39 32.99,43 39 33.11,8.5,B6Ve,,78,252768686618258000,69.88743834992,43.65918609429,601.66067150031
0.080086,722,56 Eri,Classical,04 44 05.32,-08 30 12.84,5.775,B2Ve,213,196,3185907719703240000,71.02218869892,-8.50356218557,849.01544420065
0.444153,723,HD 29866,Classical,04 44 13.02,40 47 11.22,6.096,B8IVne,260,444,202937964949929000,71.05432286169,40.78633964511,217.16810739747
0.100919,724,HD 30123,Classical,04 45 34.69,19 19 41.90,8.61,B8e,60,56,3410108311089570000,71.39451619309,19.32829113220,593.68953735142
0.140321,725,HD 276738,Classical,04 45 51.32,43 59 39.82,9.7,B7Ve,,23,204803011548313000,71.46387374768,43.99436848340,1269.25539167889
0.085,726,ChOPS J044927.22+450443.8,Classical,04 49 27.22,45 04 43.79,,Be,,0,206419293641648000,72.36344461529,45.07884351694,4282.85610387308
0.064626,727,HD 30677,Classical,04 50 03.61,08 24 28.24,6.84,B0IIIe,151,174,3289656915346250000,72.51504544371,8.40782688597,2463.29167924974
0.049677,728,HD 276886,Classical,04 50 11.24,41 40 37.91,9.51,Bpe,,3,203419551043471000,72.54682384579,41.67718538159,1305.58967512953
0.460152,729,2 Ori,Classical,04 50 36.72,08 54 00.65,4.353,A1Vne,218,204,3289827339648720000,72.65301730006,8.90005388347,57.10474622291
0.42789,731,[O96] D025NE-5,Classical,04 54 11.86,-69 59 24.50,15.178,B2.2Ve,,0,4655135698638390000,73.54976257406,-69.99014972741,7970.17380648674
0.066386,735,V1153 Tau,Classical,05 02 15.89,24 01 44.99,8.36,B1Ve,,63,3418751571996380000,75.56622782080,24.02915906575,1968.63927060732
0.040885,738,HD 32188,Classical,05 03 18.64,41 26 29.93,6.119,A2IIIshe,23,337,200959668654651000,75.82765410882,41.44164086916,899.96096366669
0.067077,739,HD 32358,Classical,05 04 44.15,44 57 30.99,9.34,B6Ve,,57,205807067523449000,76.18398058226,44.95859836815,177.32319809407
0.131598,741,11 Cam,Classical,05 06 08.45,58 58 20.54,5.03,B2.5Ve,95,386,283924349317110000,76.53516741956,58.97234236399,215.61133458437
0.121595,742,HD 33599,Classical,05 07 12.95,-61 48 18.27,8.97,B2Vpe,200,10,4760693797025920000,76.80396567433,-61.80504140224,3014.47129068660
0.138761,743,105 Tau,Classical,05 07 55.44,21 42 17.37,5.92,B2Ve,200,211,3415147613398690000,76.98098085103,21.70479080707,322.46541236839
0.186216,744,HD 33453,Classical,05 08 26.45,-40 54 44.72,8.03,B8Vne,290,3,4813168539217300000,77.11022111683,-40.91237140563,345.44960688301
0.101136,745,lam Eri,Classical,05 09 08.78,-08 45 14.69,4.249,B2IVne,318,766,3182891931107780000,77.28660803854,-8.75409444879,216.35264005500
0.068526,746,V413 Aur,Classical,05 09 56.43,37 00 16.01,8.13,B1Ve,,227,185767888290202000,77.48513678263,37.00443067560,1178.78573909687
0.038963,747,V414 Aur,Classical,05 10 48.20,41 00 10.42,8.24,B2Vne,300,41,201017083777515000,77.70084429592,41.00288746646,1349.58255626106
0.051,748,SX Aur,Classical,05 11 42.93,42 09 55.28,8.55,B1Vne,,116,201219084678708000,77.92886039291,42.16534641919,1444.53262245170
0.081488,749,HD 277707,Classical,05 12 11.62,39 33 20.38,10.41,Bpe,,2,188871362940753000,78.04844371050,39.55565230178,2161.62781586513
0.103644,750,V415 Aur,Classical,05 12 14.50,41 12 54.74,7.82,B2Vnne,,44,201117517292936000,78.06040448165,41.21517826361,1055.28403358968
0.131078,751,HD 241570,Classical,05 12 53.95,21 58 02.15,10.29,B5ne,,2,3415049688144490000,78.22482340136,21.96724245132,4791.45099293655
0.09976,752,V416 Aur,Classical,05 13 13.33,40 11 36.71,7.38,B2Vpe,,68,188925101571287000,78.30556049791,40.19350687045,1383.57721784005
0.220254,753,[L72] LH 39-17,Classical,05 14 06.04,-69 32 27.89,15.23,B0.5Ve,,0,4658209035461190000,78.52534123417,-69.54107607746,6804.22147241928
0.677968,754,[L72] LH 39-21,Classical,05 14 13.22,-69 33 24.41,14.099,B1IIIe,,0,4658208971121040000,78.55454431745,-69.55678521641,8890.34689977756
0.015825,755,[L72] LH 39-23,Classical,05 14 14.93,-69 31 45.91,15.54,B2IIIe,,0,4658209383437880000,78.56219630507,-69.52942072039,8207.26320421266
0.186999,757,EM* CDS 477,Classical,05 15 02.45,36 41 54.99,11.1,B1Vpe,,0,187012432374018000,78.76027108190,36.69862125574,3928.57066619015
0.041025,759,12 Aur,Classical,05 16 27.08,46 24 57.83,6.95,B5e,,466,211805079552264000,79.11282501140,46.41605404261,707.57226663085
0.076319,760,HD 34257,Classical,05 17 35.69,33 35 36.55,8.1,B5e,220,55,181974981195189000,79.39870655824,33.59346496305,929.69945749146
