angDist,#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS,gaia_id,_RAJ2000_gaia2dis,_DEJ2000_gaia2dis,rest
0.079702,1,BD+62 2346,Classical,00 01 24.70,63 30 15.73,9.73,B0Ve,,3,431593257757382000,0.35290285715,63.50434817961,1153.44214347856
0.022455,2,HD 224905,Classical,00 01 38.63,60 26 59.72,8.47,B1Vne,,85,429341153012514000,0.41095008342,60.44991749452,1465.67992431575
0.05686,3,HD 225095,Classical,00 03 27.15,55 33 03.23,7.95,B2IVne,,234,420875841188703000,0.86309871119,55.55089190034,1254.41947882693
0.387966,4,2 Cet,Classical,00 03 44.39,-17 20 09.57,4.543,B9IVne,,95,2414783622022200000,0.93506376866,-17.33603019488,94.25536994702
0.129232,5,10 Cas,Classical,00 06 26.54,64 11 46.21,5.567,B9IIIe,125,292,431696822314371000,1.61066378303,64.19616155053,301.38782757868
0.013493,6,BD+59 2829,Classical,00 06 48.30,60 36 00.83,9.86,B1Ve,,2,429302051629352000,1.70124375376,60.60022840007,2530.99626295170
0.141298,7,BD+62 1,Classical,00 07 33.15,63 04 49.18,10.46,B2IVpe,,2,431515810905725000,1.88805102393,63.08030731311,2893.31223470786
0.028089,8,BD+62 11,Classical,00 10 46.92,63 10 22.57,9.6,B5Ve,,6,431350373076175000,2.69550462168,63.17292859248,1990.77962306864
0.038815,9,V742 Cas,Classical,00 11 37.15,58 12 42.58,7.08,B5IIe,,205,422858810408804000,2.90478289302,58.21181803674,770.51372852485
0.053742,10,EM* AS 2,Classical,00 12 59.25,66 19 19.43,10.58,B5e,,1,528183090813390000,3.24683825330,66.32206614253,778.06547971765
0.154889,11,BD+61 39,Classical,00 20 17.44,62 27 49.92,8.85,B0.5IVe,,178,430511789300158000,5.07257742561,62.46387887330,2750.16607638071
0.427299,12,IPHAS J002441.72+642137.9,Classical,00 24 41.72,64 21 37.91,,B5III,,0,431186614557938000,6.17390015852,64.36041543752,5324.82050885951
0.066978,14,IPHAS J002758.97+622906.1,Classical,00 27 58.97,62 29 06.11,,,,0,430553261502536000,6.99566810452,62.48502969357,4360.37626111264
0.088116,15,BD+55 81,Classical,00 28 12.04,56 23 47.53,10.02,B1.5Vnne,,3,421675529736368000,7.05012891241,56.39652336279,2169.29909347859
0.054429,16,IPHAS J002843.24+615216.2,Classical,00 28 43.24,61 52 16.21,,,,0,430234025173785000,7.18013485169,61.87116754526,4035.97720751446
0.076515,17,IPHAS J002926.93+630450.2,Classical,00 29 26.93,63 04 50.20,,B7V B6,,0,430949910320096000,7.36225503831,63.08060896116,2940.33193768148
0.098199,18,BD+62 89,Classical,00 29 49.25,63 04 04.01,10.25,B0Vpe,,1,430785666465509000,7.45514952350,63.06778643135,2558.84789997271
0.036108,19,BD+61 105,Classical,00 31 19.20,62 25 39.40,9.34,O9Ve,,4,430356929957388000,7.82998154523,62.42761636785,3581.66067845541
0.096482,20,HD 2789,Classical,00 32 02.84,67 09 40.08,8.36,B3Vne,,132,527950234866756000,8.01189975241,67.16114065856,494.70205424533
0.086658,21,IPHAS J003210.31+623929.2,Classical,00 32 10.31,62 39 29.20,,B6,,0,430741381070454000,8.04290598404,62.65810995646,3941.72192753363
0.03364,22,BD+62 99,Classical,00 32 13.23,63 12 28.96,10.94,Be,,2,430779279862524000,8.05511222666,63.20805180420,3059.57080746435
0.083864,23,IPHAS J003248.02+664759.6,Classical,00 32 48.02,66 47 59.60,,B3III,,0,527920204455592000,8.20003366853,66.79987624434,6556.74531598880
0.490513,25,BD+61 122,Classical,00 35 00.31,62 26 53.88,10.39,B2Vpe,,2,430684721859552000,8.75146771838,62.44819075823,2942.42022913491
0.073099,26,EM* AS 3,Classical,00 35 42.33,68 42 26.27,10.67,Be,,1,529645887951575000,8.92637826529,68.70727695165,894.52401618814
0.788157,27,IPHAS J003559.27+664503.3,Classical,00 35 59.27,66 45 03.31,,A0V,,0,527749707136081000,8.99668499386,66.75072894500,2279.23262951720
0.557413,28,IPHAS J004014.89+651644.0,Classical,00 40 14.89,65 16 44.00,,B2V,,0,527492700591664000,10.06226907098,65.27876669936,2624.67690980936
0.439488,29,IPHAS J004121.36+650413.5,Classical,00 41 21.36,65 04 13.51,,,,0,527485721264160000,10.33910064574,65.07030497247,3098.82403384301
0.267724,30,EM* MWC 674,Classical,00 42 26.51,64 03 00.17,10.848,B0IIIpe,,1,523961000528617000,10.61028850033,64.05004446083,2629.04468781754
0.104879,31,EM* LkHA 201,Classical,00 43 25.34,61 38 23.39,14.3,B3Ve,,0,427582411138427000,10.85557691663,61.63980158242,2722.90416589150
0.406741,32,EM* LkHA 202,Classical,00 43 49.64,62 15 22.90,14,Be,,0,427629728800278000,10.95706362667,62.25639678087,2097.08657052420
0.09268,34,EM* AS 4,Classical,00 44 42.19,63 54 28.02,10.58,B1IVpe,,1,524037416587647000,11.17574054321,63.90777079516,3815.91943494929
0.286098,35,omi Cas,Classical,00 44 43.52,48 17 03.71,4.477,B5IIIe,195,550,390548351252549000,11.18144148239,48.28433017501,214.22873881369
0.359136,37,IPHAS J004517.05+640124.4,Classical,00 45 17.05,64 01 24.38,,B3V,,0,524039890488762000,11.32109598166,64.02334200700,6612.58992359023
0.422246,38,IPHAS J004620.80+622503.9,Classical,00 46 20.80,62 25 03.90,,,,0,427718273845116000,11.58663477257,62.41763364276,3174.33854227376
0.052177,39,BD+34 113,Classical,00 46 34.44,34 49 43.65,9.9,B2IIIe,,50,362441368008470000,11.64348800358,34.82878103196,538.39213109347
0.388712,40,IPHAS J004651.68+625914.7,Classical,00 46 51.68,62 59 14.71,,B7V,,0,523832941781842000,11.71536484290,62.98731242147,3746.81159984016
0.388432,41,IPHAS J004741.54+624203.3,Classical,00 47 41.54,62 42 03.31,,B7,,0,427748922732488000,11.92310872428,62.70081217707,3475.67661708396
0.46461,42,AX J0048.2-7309,Classical,00 48 13.99,-73 09 38.88,15.3,Be,,0,4685947587891120000,12.05861012699,-73.16089025174,1359.44702489685
0.05628,44,IPHAS J004842.93+644411.1,Classical,00 48 42.93,64 44 11.11,,B6,,0,524416404498339000,12.17888581178,64.73643438124,3425.79352193704
0.031949,45,IPHAS J004850.12+642533.7,Classical,00 48 50.12,64 25 33.71,,,,0,524405752979578000,12.20885079041,64.42602586812,4574.37375077554
0.029673,46,BG Phe,Classical,00 49 01.31,-56 05 49.35,10.18,B5e,,8,4908668373993960000,12.25544358069,-56.09704213980,4721.78143799835
0.085815,52,RX J0049.7-7323,Classical,00 49 41.99,-73 23 14.71,14.98,B2Ve,,0,4685927315640010000,12.42504044518,-73.38741530771,10961.52316981780
0.046829,53,EM* MWC 678,Classical,00 49 48.20,60 59 10.04,9.89,B2Vnnpe,,2,427352819367679000,12.45082175743,60.98611048822,3418.93059372366
0.323842,54,IPHAS J005011.87+635129.9,Classical,00 50 11.87,63 51 29.92,,B5,,0,523977733720370000,12.54947580993,63.85822148504,2774.80549390019
0.321982,55,IPHAS J005011.87+633526.1,Classical,00 50 11.87,63 35 26.09,,B3V,,0,523968044274327000,12.54949886697,63.59049295212,4373.46249110939
0.106723,56,IPHAS J005012.69+645621.6,Classical,00 50 12.69,64 56 21.59,,B5V B5,,0,524443548692482000,12.55280510968,64.93933212027,2799.01375373618
0.013645,57,BD+60 114,Classical,00 50 15.22,60 54 09.20,9.94,B2IIIpe,,4,427350109251718000,12.56340927502,60.90255435309,2510.04691042559
0.291276,58,IPHAS J005029.22+653331.1,Classical,00 50 29.22,65 33 31.10,,B7IV,,0,524559272288846000,12.62180919903,65.55856177561,6073.00133478034
0.078002,59,IPHAS J005032.31+623155.5,Classical,00 50 32.31,62 31 55.49,,,,0,523631490638626000,12.63458185518,62.53207198603,4213.92577767720
0.303066,60,DZ Tuc,Classical,00 50 44.69,-73 16 05.16,15.44,Be,,0,4685928999266930000,12.68629314534,-73.26818056638,9042.69619524802
0.506528,64,RX J0051.3-7250,Classical,00 51 18.70,-72 50 35.88,,Be,,0,4688960627670160000,12.82801115228,-72.84316208605,3552.78891129736
0.014646,65,BD+69 48,Classical,00 51 22.88,70 09 39.08,9.41,B5e,,3,535977494385042000,12.84534168882,70.16085847270,1081.13778406607
0.212675,66,SMC 25,Classical,00 51 52.01,-73 10 33.96,14.45,Be,,0,4685938413838450000,12.96678048482,-73.17615526222,12460.37497000090
0.281787,67,2E 0050.1-7247,Classical,00 51 53.17,-72 31 48.50,14.87,Be,,0,4688984061034520000,12.97140884433,-72.53020624564,7030.85457272174
0.03562,71,2E 0050.4-7335,Classical,00 52 13.99,-73 19 18.84,14.67,Be,,0,4685885980866640000,13.05832513945,-73.32189763040,12300.90892201470
0.018911,72,HD 4931,Classical,00 52 15.45,60 05 23.81,8.72,B8Ve,,63,426872337089185000,13.06436863031,60.08994303812,1716.46770748652
0.530734,73,2E 0051.1-7214,Classical,00 52 55.20,-71 58 05.88,15.53,Be,,0,4689080337014300000,13.23028308053,-71.96841855892,9502.53850247904
0.210923,74,2MASS J00530450-7220495,Classical,00 53 04.53,-72 20 49.30,15.83,B2IIIe,393,0,4689056594433430000,13.26882476214,-72.34708435210,6023.96752648583
0.160851,75,Cl* NGC 330 ELS 049996,Classical,00 53 10.35,-72 20 42.30,15.88,B2IIIe,461,0,4689056628793170000,13.29307032706,-72.34512482359,5731.38528323286
0.066701,76,Cl* NGC 330 ELS 028368,Classical,00 53 11.93,-72 12 04.60,16.61,B2IIIe,499,0,4689061709698570000,13.29965153767,-72.20128424945,5070.49852232643
0.224753,77,Cl* NGC 330 ELS 021152,Classical,00 53 12.66,-72 20 29.50,15.3,B2IIIe,199,0,4689056628793460000,13.30266426161,-72.34158453406,5728.43987985848
0.217338,78,Cl* NGC 330 ELS 083491,Classical,00 53 19.93,-72 22 29.20,15.95,B3IIIe,433,0,4689009418472600000,13.33301375841,-72.37483755523,2886.58086404597
0.243342,79,Cl* NGC 330 ELS 073594,Classical,00 53 21.41,-72 26 08.90,16.13,B2.5IIIe,192,0,4689008250240890000,13.33913776453,-72.43586970814,5860.24584578945
0.131266,80,Cl* NGC 330 ELS 055592,Classical,00 53 22.72,-72 11 55.70,16.68,B3IVe,118,0,4689061812857160000,13.34460217556,-72.19883622835,3847.29357943747
0.254182,81,Cl* NGC 330 ELS 000476,Classical,00 53 23.70,-72 23 43.80,16.36,B2Ve,309,0,4689008593893420000,13.34869651923,-72.39556872851,5329.81331997316
0.388425,82,CXOU J005323.8-722715,Classical,00 53 23.90,-72 27 15.12,16.19,Be,,0,4689005260999710000,13.34942145062,-72.45429622799,6692.14343998252
0.256349,83,2MASS J00532660-7220187,Classical,00 53 26.61,-72 20 18.60,14.97,B2IIIe,185,0,4689010067007620000,13.36082159023,-72.33856933971,5959.53432977329
0.180625,84,Cl* NGC 330 ELS 003789,Classical,00 53 26.69,-72 22 07.40,17.62,B1Ve,492,0,4689009796484680000,13.36116926097,-72.36877098008,3918.35511651822
0.185285,85,Cl* NGC 330 ELS 046388,Classical,00 53 26.98,-72 25 41.40,16.47,B2IVe,330,0,4689008250240840000,13.36239530911,-72.42821772920,5948.73943090963
0.239724,87,[MA93] 693,Classical,00 53 37.08,-72 18 50.60,15.86,B1IIIe,457,0,4689057041109980000,13.40443383768,-72.31411903949,5846.81786604543
0.157632,88,2dFS 952,Classical,00 53 44.01,-72 24 56.30,15.06,B2IVe,188,0,4689008628253210000,13.43331629671,-72.41567892314,7817.28633144054
0.192052,89,Cl* NGC 330 ELS 048289,Classical,00 53 50.65,-72 23 09.20,15.87,B2IVe,253,0,4689008933244340000,13.46099472026,-72.38594031027,6988.31527670911
0.191278,90,[MA93] 720,Classical,00 53 53.66,-72 22 01.40,15.75,B3IIIe,323,0,4689009109289380000,13.47351435864,-72.36710440772,4489.25885067779
0.240794,91,Cl* NGC 330 ELS 038007,Classical,00 53 54.17,-72 19 55.42,17.27,B3Ve,262,0,4689010140081410000,13.47561049345,-72.33212104576,3254.85167698446
0.170732,92,Cl* NGC 330 ELS 065055,Classical,00 53 55.34,-72 26 45.30,14.72,B1IIIe,420,0,4689005432797630000,13.48049289808,-72.44595546365,8356.61728247437
0.143866,93,Cl* NGC 330 ELS 003315,Classical,00 53 58.25,-72 25 02.60,16.06,B2IIIe,302,0,4689005707675450000,13.49261947527,-72.41741849481,6988.92541983475
0.18135,94,Cl* NGC 330 ELS 065746,Classical,00 54 01.89,-72 24 45.57,17.42,B1Ve,362,0,4689005810699270000,13.50775280873,-72.41269260381,468.46040478257
0.252145,95,Cl* NGC 330 ELS 049746,Classical,00 54 04.69,-72 21 06.30,16.49,B2IIIe,438,0,4689009143649050000,13.51944754042,-72.35181396335,5450.09115273397
0.359475,96,Cl* NGC 330 ELS 051315,Classical,00 54 04.82,-72 18 50.70,17.96,B5Ve,139,0,4689010174385370000,13.51992905272,-72.31417150379,3801.10862087415
0.257107,97,[MA93] 733,Classical,00 54 05.99,-72 13 51.60,15.78,B2IVe,234,0,4689059755529210000,13.52480042241,-72.23105270900,5184.11177784647
0.313345,98,Cl* NGC 330 ELS 026689,Classical,00 54 07.97,-72 14 03.90,17.52,B2Ve,397,0,4689059755528970000,13.53303571745,-72.23448596299,3825.69445552821
0.252654,99,Cl* NGC 330 ELS 026182,Classical,00 54 08.94,-72 14 42.50,17.98,B3IVe,360,0,4689058999614750000,13.53709951577,-72.24519198927,3392.79756895554
0.267136,100,2MASS J00541254-7214478,Classical,00 54 12.37,-72 14 48.00,16.53,B2IVe,146,0,4689059033974490000,13.55136613478,-72.24671806300,5312.72618949261
0.288507,102,Cl* NGC 330 ELS 005045,Classical,00 54 15.01,-72 15 08.80,15.8,B2IVe,226,0,4689058965255020000,13.56238428197,-72.25250863930,6288.75985602092
0.182384,103,Cl* NGC 330 ELS 014271,Classical,00 54 18.13,-72 27 37.15,15.56,B0IIIe,499,0,4689004642523680000,13.57539671855,-72.46034510557,8013.79105589467
0.194525,104,Cl* NGC 330 ELS 045353,Classical,00 54 22.37,-72 27 07.62,15.53,B2IIIe,319,0,4689004745602860000,13.59305307794,-72.45214365874,7461.38235706463
0.24235,105,Cl* NGC 330 ELS 080910,Classical,00 54 24.27,-72 13 49.41,16.74,B2IVe,316,0,4689059132762050000,13.60099257263,-72.23044550435,4360.88481057997
0.241131,106,Cl* NGC 330 ELS 025718,Classical,00 54 27.14,-72 15 15.90,16.87,B2IIIe,264,0,4689058862175800000,13.61293578472,-72.25446630546,4434.11707368143
0.202816,107,Cl* NGC 330 ELS 064745,Classical,00 54 28.85,-72 27 38.11,15.691,B0IVe,447,0,4689004676883410000,13.62003204231,-72.46060485750,6934.21961558760
0.203531,108,2MASS J00543292-7227418,Classical,00 54 32.96,-72 27 41.85,15.42,B2IIIe,213,0,4689004470724980000,13.63714909980,-72.46163568445,7128.97664146966
0.33877,110,Cl* NGC 330 ELS 041410,Classical,00 54 33.31,-72 32 11.70,16.37,B1IIIe,496,0,4688992273014020000,13.63850461254,-72.53662120915,6666.92772238310
0.062783,112,IPHAS J005436.84+630549.8,Classical,00 54 36.84,63 05 49.81,,B2-3V,,0,523707906696257000,13.65351068586,63.09718620064,4918.79563985529
0.227184,113,[MA93] 785,Classical,00 54 40.79,-72 27 52.50,16.02,B2IIIe,368,0,4689005948193730000,13.66975763077,-72.46460138186,7602.14503176049
0.218127,114,Cl* NGC 330 ELS 002825,Classical,00 54 41.37,-72 28 02.42,17.43,B1Ve,277,0,4689005879419020000,13.67218137073,-72.46735528349,5234.70097759559
0.187902,115,Cl* NGC 330 ELS 002957,Classical,00 54 45.21,-72 27 13.78,15.28,B2IIIe,239,0,4689005948193690000,13.68820441228,-72.45383669431,6559.34646357708
0.204853,116,Cl* NGC 330 ELS 064576,Classical,00 54 46.29,-72 28 05.00,17.38,B2Ve,308,0,4689005875207300000,13.69272559418,-72.46809037554,2244.42898377270
0.221519,117,Cl* NGC 330 ELS 016486,Classical,00 54 46.42,-72 25 22.76,15.58,B1IIIe,496,0,4689006257431240000,13.69321931716,-72.42300420258,7532.26181394000
0.268311,118,Cl* NGC 330 ELS 085503,Classical,00 54 47.46,-72 27 58.77,16.88,B5IIIe,275,0,4689005879474250000,13.69750374397,-72.46633213426,6302.39601611415
0.067481,119,LIN 267,Classical,00 54 49.56,-72 24 22.35,14.97,B0IVe,370,0,4689007013345420000,13.70655133245,-72.40619781572,9669.41642517200
0.075138,120,LIN 265,Classical,00 54 50.94,-72 22 34.63,,B1IIIe,415,0,4689007391302440000,13.71219942682,-72.37630029466,7947.75578808096
0.215501,121,Cl* NGC 330 ELS 064832,Classical,00 54 54.58,-72 27 23.64,16.79,B3IIIe,300,0,4689005913779430000,13.72732286751,-72.45661943015,6194.16528657416
0.214697,123,2MASS J00545932-7227022,Classical,00 54 59.34,-72 27 02.05,15.71,B2IIIe,404,0,4689005913833930000,13.74714885257,-72.45062069416,8631.56859984547
0.520082,124,AzV 162,Classical,00 55 00.85,-72 56 17.30,13.77,Be,,0,4685965901635680000,13.75333902658,-72.93827055469,12356.18024447530
0.176189,125,[MA93] 820,Classical,00 55 08.97,-72 24 37.47,16.24,B2IIIe,306,0,4689006360510390000,13.78733124952,-72.41045545498,8788.88509624816
0.31206,126,Cl* NGC 330 ELS 049780,Classical,00 55 13.49,-72 21 06.75,16.71,B1IVe,446,0,4689007803619200000,13.80609430038,-72.35195449115,5982.90941591958
0.214059,127,Cl* NGC 330 ELS 44,Classical,00 55 13.61,-72 29 13.69,15.5,B2IIIe,135,0,4688993991000720000,13.80659612139,-72.48718505393,6329.12562964966
0.41544,128,2dFS 1061,Classical,00 55 14.50,-72 19 18.60,15.92,B2IIIe,346,0,4689010895995560000,13.81028854430,-72.32194197677,7172.47901356948
0.143419,129,[MA93] 831,Classical,00 55 16.58,-72 15 04.70,15.62,B2IIIe,222,0,4689012231676390000,13.81906890712,-72.25134515076,5588.41570756472
0.154137,130,Cl* NGC 330 ELS 038312,Classical,00 55 18.95,-72 16 56.60,17.72,B7IVe,267,0,4689011205233110000,13.82889521827,-72.28242715468,4844.87938996961
0.230029,131,Cl* NGC 330 ELS 066754,Classical,00 55 21.82,-72 21 33.70,16.09,B2IVe,165,0,4689007597460790000,13.84086529524,-72.35942308250,8261.90083587127
0.165527,132,Cl* NGC 330 ELS 004982,Classical,00 55 24.88,-72 15 30.60,16.29,B2IVe,270,0,4689012132946020000,13.85363747992,-72.25854511144,5448.50299314664
0.233255,133,Cl* NGC 330 ELS 011991,Classical,00 55 25.31,-72 29 56.79,16.28,B2IVe,192,0,4688993166367030000,13.85535227731,-72.49916473350,6320.59696497869
0.20095,134,Cl* NGC 330 KWBBE 278,Classical,00 55 30.79,-72 25 20.30,15.7,B2IIIe,430,0,4689006424875120000,13.87826523175,-72.42236080123,7315.42154616668
0.24171,135,Cl* NGC 330 KWBBE 277,Classical,00 55 30.95,-72 29 36.70,15.84,B2IVe,276,0,4688993196384820000,13.87884116899,-72.49358492508,7249.83526343232
0.949067,136,Cl* NGC 330 KWBBE 1064,Classical,00 55 32.21,-72 29 56.04,16.8,Be,,0,4688993127665310000,13.88399510403,-72.49915571255,5198.25206362304
0.181016,137,Cl* NGC 330 KWBBE 1062,Classical,00 55 32.48,-72 27 52.00,17.29,B2IVe,370,0,4688994025360390000,13.88516918880,-72.46445352104,1001.13475377577
0.625581,137,Cl* NGC 330 KWBBE 1062,Classical,00 55 32.48,-72 27 52.00,17.29,B2IVe,370,0,4688994021020320000,13.88570225314,-72.46457801686,2921.52373015477
0.146256,138,Cl* NGC 330 ELS 038363,Classical,00 55 33.33,-72 16 22.70,16.54,B1IVe,356,0,4689011308312310000,13.88883191894,-72.27301067305,5351.84012423948
0.198504,139,Cl* NGC 330 KWBBE 2299,Classical,00 55 33.65,-72 26 29.90,17.63,B1Ve,467,0,4688994673889050000,13.89013405427,-72.44168927023,3826.68186245939
0.538854,140,Cl* NGC 330 KWBBE 1054,Classical,00 55 34.70,-72 29 12.84,16.66,Be,,0,4688993196384860000,13.89436004792,-72.48703375292,5725.30388173376
0.1589,141,Cl* NGC 330 ELS 086251,Classical,00 55 35.31,-72 15 11.70,16.86,B2IVe,298,0,4689012064170680000,13.89711329329,-72.25329399438,4064.46478001008
0.192107,142,Cl* NGC 330 KWBBE 1041,Classical,00 55 38.26,-72 27 54.60,17.23,B1IVe,425,0,4688994330256280000,13.90936293877,-72.46521751526,5563.83905306675
0.294765,144,Cl* NGC 330 KWBBE 528,Classical,00 55 40.10,-72 29 44.70,16.36,B2IIIe,316,0,4688993509964390000,13.91702271689,-72.49582982353,5297.99355184320
0.142253,145,Cl* NGC 330 KWBBE 529,Classical,00 55 40.15,-72 26 41.70,16.58,B2IIIe,279,0,4688994609475800000,13.91723097272,-72.44495168499,5858.14282961779
0.19297,146,Cl* NGC 330 KWBBE 522,Classical,00 55 42.62,-72 23 58.20,16.04,B7IIe,89,0,4689006532253520000,13.92754243159,-72.39955215644,3943.57396477184
0.354485,147,Cl* NGC 330 ELS 000643,Classical,00 55 44.49,-72 20 38.00,16.3,B3IVe,280,0,4689007734899670000,13.93531276937,-72.34398553095,6559.80101464436
0.148465,148,Cl* NGC 330 KWBBE 1017,Classical,00 55 44.52,-72 25 43.91,16.99,B1Ve,286,0,4688994712554990000,13.93547765589,-72.42890457363,5464.34185941416
0.161451,149,Cl* NGC 330 ELS 052688,Classical,00 55 47.14,-72 16 34.00,15.49,B2IIIe,279,0,4689011273952570000,13.94643461621,-72.27615562439,1316.91555073656
0.37072,150,Cl* NGC 330 ELS 021886,Classical,00 55 48.57,-72 19 46.88,17.5,B2IVe,409,0,4689007941058060000,13.95226228140,-72.32978601656,3396.32951754308
0.180752,151,Cl* NGC 330 G 68,Classical,00 55 48.78,-72 27 12.70,17.4,B5IVe,317,0,4688994437677210000,13.95320023287,-72.45357569262,5274.00892536371
0.039785,152,Cl* NGC 330 KWBBE 137,Classical,00 55 49.62,-72 25 27.43,14.9,B3IIe,330,0,4688994712554980000,13.95676297275,-72.42429644507,9234.52982403736
0.475389,153,Cl* NGC 330 ELS 022842,Classical,00 55 49.88,-72 18 42.10,17.77,B2IVe,493,0,4689008044137230000,13.95775602930,-72.31182439116,4086.49735520526
0.191648,154,Cl* NGC 330 ELS 053267,Classical,00 55 50.49,-72 15 39.90,17.04,B2IVe,449,0,4689011269603680000,13.96039935022,-72.26113604935,5955.44234852933
0.139299,155,Cl* NGC 330 KWBBE 991,Classical,00 55 52.28,-72 26 03.77,17.23,B2IVe,207,0,4688994643835510000,13.96778929983,-72.43441689606,4964.10531028095
0.129223,156,Cl* NGC 330 ROB B24,Classical,00 55 54.44,-72 28 08.69,14.97,B1IVe,,0,4688993608742010000,13.97690669428,-72.46910884265,7098.92453177186
0.10311,157,Cl* NGC 330 KWBBE 2118,Classical,00 55 55.50,-72 26 58.34,17.53,B3IVe,310,0,4688994364696010000,13.98120321034,-72.44956381416,5740.44767093191
0.210421,158,Cl* NGC 330 KWBBE 509,Classical,00 55 56.32,-72 23 33.30,16.59,B2IIIe,331,0,4689006566668720000,13.98466497622,-72.39264178124,5698.21461717536
0.223612,159,Cl* NGC 330 ELS 004685,Classical,00 55 59.85,-72 17 11.40,16.36,B3IVe,245,0,4689016874592320000,13.99939060964,-72.28656193258,4980.20031719448
0.146102,160,Cl* NGC 330 KWBBE 258,Classical,00 55 59.90,-72 26 21.30,15.62,B3IIIe,262,0,4688994540756300000,13.99960289409,-72.43929015245,7412.93275002299
0.202208,161,Cl* NGC 330 G 109,Classical,00 56 01.51,-72 25 25.78,18.76,B9IIIe,309,0,4688994742566090000,14.00629688388,-72.42388392456,2981.32385207998
0.467977,162,Cl* NGC 330 ARP I-204,Classical,00 56 03.10,-72 27 20.88,15.79,B0Ve,,0,4688993711861240000,14.01274732116,-72.45568044892,1913.40092032429
0.393776,163,2MASS J00560469-7233420,Classical,00 56 04.70,-72 33 41.46,16.26,B2IIIe,325,0,4688989936551820000,14.01950941415,-72.56162378223,8007.98968959561
0.312221,165,2dFS 1123,Classical,00 56 05.58,-72 31 25.91,15.6,B2IIIe,246,0,4688990245789320000,14.02318878357,-72.52394864611,9077.14122051868
0.758471,166,Cl* NGC 330 ROB B21,Classical,00 56 06.70,-72 27 37.08,14.47,B2.5IIe,,0,4688993716122710000,14.02772095464,-72.46009773793,9372.48418945328
0.288584,167,Cl* NGC 330 ELS 020211,Classical,00 56 06.80,-72 21 35.34,16.86,B2IVe,337,0,4689006871554640000,14.02829434434,-72.35989595343,4924.18754972105
0.144008,168,Cl* NGC 330 BAL 252,Classical,00 56 07.19,-72 28 13.70,13.46,B2IIIe,318,0,4688993643096970000,14.02996265866,-72.47051220313,9964.16819051824
0.14507,169,Cl* NGC 330 KWBBE 480,Classical,00 56 07.51,-72 27 43.74,16.72,B2IIIe,390,0,4688993711861260000,14.03130708375,-72.46219002862,3913.25886544690
0.238018,170,Cl* NGC 330 ELS 025589,Classical,00 56 08.45,-72 15 28.00,17.97,B3Ve,357,0,4689016977671470000,14.03522532018,-72.25784369092,4466.48555280980
0.067195,171,Cl* NGC 330 ARP 45,Classical,00 56 10.07,-72 27 32.62,14.29,B2IIe,,0,4688993716122710000,14.04200223088,-72.45904794460,8756.06549071551
0.341582,172,Cl* NGC 330 ROB B33,Classical,00 56 10.63,-72 28 13.40,15.82,B2.5Ve,,0,4688993647403260000,14.04435208910,-72.47048201106,5585.50301264389
0.091803,173,IPHAS J005611.62+630350.5,Classical,00 56 11.62,63 03 50.51,,B5V,,0,523704883039340000,14.04844981687,63.06400994505,4088.84061459735
0.171965,174,Cl* NGC 330 KWBBE 471,Classical,00 56 11.66,-72 28 41.80,16.34,B2IVe,333,0,4688993441185870000,14.04857926368,-72.47832553011,4223.68074669999
0.194977,175,Cl* NGC 330 KWBBE 242,Classical,00 56 12.13,-72 27 16.90,15.3,B2IIIe,161,0,4688993716122690000,14.05056438154,-72.45474817008,6138.94278441213
0.444835,176,Cl* NGC 330 ELS 004201,Classical,00 56 12.27,-72 19 52.90,16.33,B5IIe,483,0,4689013576057580000,14.05108437894,-72.33148405975,4521.51662763508
0.182614,177,Cl* NGC 330 KWBBE 239,Classical,00 56 14.26,-72 28 30.10,15.99,B3IIIe,315,0,4688993436938560000,14.05944300260,-72.47507788030,7115.89303158828
0.310295,178,Cl* NGC 330 KWBBE 128,Classical,00 56 14.45,-72 23 23.60,15.2,B1IVe,357,0,4688994849993910000,14.06022652060,-72.38997490618,9017.18255382652
0.19559,179,Cl* NGC 330 KWBBE 238,Classical,00 56 14.90,-72 28 47.50,15.41,B3IIe,283,0,4688993441244850000,14.06213578444,-72.47991309666,5532.41514265753
0.159215,181,Cl* NGC 330 KWBBE 916,Classical,00 56 15.96,-72 25 15.98,16.83,B2IVe,181,0,4688994575056950000,14.06653994292,-72.42114810486,6189.81500931557
0.13609,183,Cl* NGC 330 KWBBE 462,Classical,00 56 16.44,-72 27 56.38,16.88,B1IVe,383,0,4688993681762890000,14.06846398951,-72.46569732367,1656.66715892530
0.29633,184,Cl* NGC 330 ARP 31,Classical,00 56 17.83,-72 27 27.22,14.54,B2.5IIe,,0,4688993681762950000,14.07435521975,-72.45764116515,9867.67142576235
0.20546,185,[MA93] 928,Classical,00 56 17.88,-72 15 05.90,16.23,B2IIIe,266,0,4689017080750660000,14.07449589738,-72.25169594736,5731.42360234189
0.189159,186,Cl* NGC 330 KWBBE 228,Classical,00 56 18.13,-72 27 13.50,15.54,B2IVe,315,0,4688993677501230000,14.07560965860,-72.45379838093,5653.25548337816
0.312201,187,[MA93] 929,Classical,00 56 18.26,-72 17 46.80,16.39,B3IIIe,405,0,4689013885295090000,14.07610167851,-72.29641987631,5105.34476672061
0.910586,187,[MA93] 929,Classical,00 56 18.26,-72 17 46.80,16.39,B3IIIe,405,0,4689013885241700000,14.07635454322,-72.29609421636,2043.98315156326
