angDist,angDist,#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS,ra,dec,main_type,source_id,duplicated_source,a_g_val,id,RA_ICRS,DE_ICRS,rest,b_rest,B_rest,rlen,ResFlag,ModFlag
0.011508,1.2E-5,632,IPHAS J025204.14+583423.4,Classical,02 52 04.14,58 34 23.41,,B7,,0,43.01713233,58.57316536,Be*,4.61036014E17,0,1.9825,461035778267876992,43.01712980628,58.57316244668,2672.464117447170000,2526.345750750560000,2836.056569156740000,1067.685635309470,1,1
0.018521,8.0E-6,633,IPHAS J025233.24+615902.2,Classical,02 52 33.24,61 59 02.18,,B7V,,0,43.13853936,61.98393238,Be*,4.66494987E17,0,2.1825,466495265818745344,43.13853150724,61.98393596638,5778.834743380890000,4941.172141677480000,6908.981153559770000,1309.409172457370,1,1
0.012602,1.6E-5,634,IPHAS J025324.51+614622.9,Classical,02 53 24.51,61 46 22.91,,,,0,43.35217092,61.77300371,Be*,4.66478013E17,0,,466477948510918656,43.35216398485,61.77300493240,7325.421611872500000,5847.477816077900000,9427.945667602100000,1297.939463530080,1,1
0.014067,1.6E-5,635,IPHAS J025448.83+605832.1,Classical,02 54 48.83,60 58 32.09,,B6V,,0,43.70354548,60.97558236,Be*,4.64710995E17,0,,464711273845668480,43.70353975069,60.97558510600,3828.077759830950000,3243.164854535500000,4640.590362772230000,1247.473254215450,1,1
0.004920,1.5E-5,636,IPHAS J025502.38+605001.9,Classical,02 55 02.38,60 50 01.90,,B7V,,0,43.75991442,60.83380756,Be*,4.64700996E17,0,,464700824183167616,43.75991209785,60.83380679377,2121.238175083670000,1995.367835758480000,2263.648411871030000,1237.894168745370,1,1
0.015419,9.0E-6,637,IPHAS J025610.39+580629.6,Classical,02 56 10.39,58 06 29.59,,B5V,,0,44.0433132,58.10821438,Be*,4.61148989E17,0,,461148718727716608,44.04331759871,58.10821078217,2276.597375636610000,2153.614596159360000,2414.109385844370000,1045.611008254900,1,1
0.013376,1.8E-5,638,IPHAS J025631.47+593648.4,Classical,02 56 31.47,59 36 48.38,,,,0,44.1310538,59.6134008,Be*,4.61568006E17,0,,461567735739214464,44.13104692601,59.61340210933,4162.145937037700000,3690.163768966540000,4762.136903273920000,1151.575036679580,1,1
0.020706,1.9E-5,639,IPHAS J025700.47+575742.8,Classical,02 57 00.47,57 57 42.80,,B4V,,0,44.2520411,57.96188631,Be*,4.61132016E17,0,,461132157333888256,44.25204694735,57.96188146635,2373.229924327220000,2227.865748966720000,2538.336595827850000,1038.080002421080,1,1
0.012615,8.0E-6,640,IPHAS J025704.89+584311.6,Classical,02 57 04.89,58 43 11.60,,B5V,,0,44.27036085,58.71990396,Be*,4.61377997E17,0,0.684,461378276141643008,44.27035517882,58.71990585970,6285.628740820110000,4961.916907803280000,8161.637826627510000,1088.505065475420,1,1
0.014744,1.0E-5,641,IPHAS J025737.78+624703.4,Classical,02 57 37.78,62 47 03.41,,,,0,44.40739063,62.78427055,Be*,4.66642012E17,1,,466642428577430656,44.40738393682,62.78427327076,5327.256724790760000,4642.494175302350000,6224.382408592820000,1352.520097142360,1,1
0.013203,1.7E-5,642,IPHAS J025904.88+621459.5,Classical,02 59 04.88,62 14 59.50,,,,0,44.77035165,62.24986024,Be*,4.66562985E17,0,2.0397,466563401178050944,44.77034455285,62.24986183093,7464.175703898720000,6030.650384314920000,9491.513800826500000,1331.399928662910,1,1
0.003384,1.0E-5,643,IPHAS J025935.04+603207.2,Classical,02 59 35.04,60 32 07.19,,,,0,44.89603184,60.53532888,Be*,4.66124005E17,0,,466124043202874624,44.89603055845,60.53532957748,2182.946057776540000,2085.280735990610000,2289.997928219150000,1227.240990537500,1,1
0.009650,4.0E-6,644,IPHAS J025959.45+582929.5,Classical,02 59 59.45,58 29 29.51,,,,0,44.99765385,58.49157698,Be*,4.61169983E17,0,,461170124844372864,44.99764963866,58.49157545000,3209.066069095840000,3010.390916668030000,3434.961045835250000,1079.975149631110,1,1
0.008709,3.0E-6,645,IPHAS J030010.27+613223.2,Classical,03 00 10.27,61 32 23.21,,,,0,45.04283239,61.53978022,Be*,4.66241996E17,0,,466242481222689152,45.04283085189,61.53978252535,3275.354763119760000,3024.326265447090000,3570.252682064310000,1295.046893411370,1,1
0.466827,6.0E-6,646,HD 18552,Classical,03 00 11.89,38 07 54.27,6.119,B8Vne,288,559,45.04952555,38.13172223,Be*,1.42395002E17,0,0.34,142394903351844352,45.04963582021,38.13162583515,226.859592732913000,220.822923952296000,233.229307164038000,532.025404847891,1,1
0.005922,8.0E-6,647,IPHAS J030056.68+615940.7,Classical,03 00 56.68,61 59 40.70,,,,0,45.23617481,61.99460333,Be*,4.66357994E17,0,1.673,466358204820939264,45.23617365509,61.99460177687,3006.078976437480000,2871.003022100690000,3154.182918389350000,1321.089743340780,1,1
0.021664,7.0E-6,648,IPHAS J030120.82+602444.9,Classical,03 01 20.82,60 24 44.89,,,,0,45.33672496,60.41246176,Be*,4.63118008E17,0,,463117669174138496,45.33671277261,60.41246170671,3764.511835398470000,3438.315669983840000,4156.060245534630000,1222.965038800020,1,1
0.009614,1.4E-5,649,IPHAS J030124.02+610221.3,Classical,03 01 24.02,61 02 21.30,,,,0,45.35010228,61.03925706,Be*,4.66163999E17,0,,466163763061043584,45.35009697687,61.03925632623,5880.357494725250000,5156.644030682610000,6814.392220687360000,1266.179451274800,1,1
0.018619,9.0E-6,650,IPHAS J030133.63+593518.5,Classical,03 01 33.63,59 35 18.49,,B3,,0,45.3900396,59.58847771,Be*,4.61531997E17,1,0.4677,461531726732684032,45.39003033071,59.58847988566,3674.764484962980000,3379.923943507250000,4023.612348463070000,1163.357402668370,1,1
0.005285,5.0E-6,651,HD 237056,Classical,03 02 37.88,57 36 46.06,8.9,B0.5Vpe,,51,45.6578567,57.61279491,Be*,4.60311986E17,0,,460312230896759808,45.65785529904,57.61279364812,975.006260642723000,932.543207747804000,1021.439868851870000,1029.214421404410,1,1
0.013403,1.2E-5,652,IPHAS J030317.45+583402.0,Classical,03 03 17.45,58 34 01.99,,,,0,45.82262297,58.56722869,Be*,4.61221007E17,1,0.565,461220977257592960,45.82261600730,58.56722951227,5360.685985785320000,4737.856377002880000,6152.717653947480000,1094.454645009840,1,1
0.016029,1.4E-5,653,IPHAS J030331.33+585234.6,Classical,03 03 31.33,58 52 34.61,,,,0,45.88045664,58.87629254,Be*,4.6127801E17,0,0.847,461278461099720064,45.88044830539,58.87629366474,5150.136787468140000,4366.879284822490000,6218.408650133120000,1117.155115049700,1,1
0.005983,1.5E-5,654,IPHAS J030332.31+623856.7,Classical,03 03 32.31,62 38 56.69,,,,0,45.88464464,62.64906235,Be*,4.66590988E17,0,0.063,466590717170620416,45.88464324556,62.64906388361,4987.116588808120000,4422.573677545390000,5704.230427814790000,1349.428764744550,1,1
0.018788,1.6E-5,655,IPHAS J030422.01+574820.4,Classical,03 04 22.01,57 48 20.41,,,,0,46.09168873,57.80568917,Be*,4.60331983E17,0,,460331919026591872,46.09169359808,57.80568464129,2546.701804224010000,2374.300196930850000,2745.285901534910000,1046.120470498470,1,1
0.014927,1.6E-5,656,IPHAS J030423.32+622900.9,Classical,03 04 23.32,62 29 00.89,,,,0,46.09714726,62.4835731,Be*,4.66400016E17,0,0.4167,466400261141387136,46.09713945896,62.48357515038,5673.052044491720000,4980.704680716690000,6566.753341079730000,1344.382824264250,1,1
0.057252,1.3E-5,657,HD 237060,Classical,03 04 30.54,59 26 46.67,9.2,B9Ve,,26,46.1272476,59.44630363,Be*,4.61330993E17,1,1.1263,461330584822512512,46.12721638596,59.44630469635,637.462220744227000,624.983282649869000,650.440295220566000,1161.775439923230,1,1
0.009663,1.6E-5,658,IPHAS J030451.26+594758.8,Classical,03 04 51.26,59 47 58.81,,,,0,46.2135353,59.79969009,Be*,4.63029017E17,0,0.501,463028608732836480,46.21353093542,59.79969163413,8207.339996450870000,6810.510797980290000,10097.841948579000000,1188.691975941310,1,1
0.057173,6.0E-6,659,HD 18877,Classical,03 04 54.26,60 01 32.60,8.4,B7IIIe,,71,46.22608384,60.0257399,Be*,4.63040012E17,1,,463040016165589760,46.22606290813,60.02572794799,459.827895047553000,451.163336272083000,468.825567360775000,1205.195103290260,1,1
0.009991,1.8E-5,660,IPHAS J030501.73+585146.8,Classical,03 05 01.73,58 51 46.80,,,,0,46.25711273,58.86303268,Be*,4.61251003E17,0,,461251145107687424,46.25710811957,58.86303125907,4053.190804658450000,3698.129397922890000,4479.883481533370000,1120.931485907240,1,1
0.006104,9.0E-6,661,IPHAS J030539.90+610725.6,Classical,03 05 39.90,61 07 25.61,,,,0,46.41630956,61.12373542,Be*,4.63256994E17,0,0.6947,463256757395175808,46.41630653723,61.12373628276,6198.731826979020000,5457.620597812210000,7147.709224241510000,1280.810689943540,1,1
0.006536,9.0E-6,662,IPHAS J030625.00+614359.0,Classical,03 06 25.00,61 43 59.02,,,,0,46.60411966,61.73306812,Be*,4.66302984E17,0,,466303366678094336,46.60411944506,61.73306993271,4684.482918759820000,3879.562201995250000,5839.349903727590000,1315.372911612900,1,1
0.267250,1.8E-5,663,HD 19818,Classical,03 08 26.08,-59 22 25.38,9.06,B9.5Vne,,7,47.10869026,-59.37372055,Star,4.72369E18,0,,4723685987980665088,47.10869167008,-59.37364631729,306.299308685422000,303.828234949778000,308.810177325009000,431.086448636611,1,1
0.011307,9.0E-6,664,V801 Cas,Classical,03 08 54.18,62 23 04.55,6.503,B1Ve,160,254,47.22574171,62.38459151,Be*,4.66706986E17,0,1.017,466707334121461376,47.22574489444,62.38459428225,928.691908968360000,799.107101361092000,1107.257719953570000,1342.850059747030,1,1
0.008399,6.0E-6,665,IPHAS J031141.73+614847.9,Classical,03 11 41.73,61 48 47.92,,,,0,47.92393576,61.81330017,Be*,4.63667008E17,0,,463666634714964352,47.92393481710,61.81330246025,6006.167365739100000,5000.020080087550000,7415.258770030400000,1325.525776413060,1,1
0.005505,1.5E-5,666,IPHAS J031208.92+605534.5,Classical,03 12 08.92,60 55 34.50,,B4V,,0,48.03710728,60.92624793,Be*,4.63016991E17,0,0.9672,463016823341903104,48.03710460966,60.92624712095,5680.112756684390000,4855.180013060280000,6793.555885754940000,1284.143182123860,1,1
0.010757,1.1E-5,667,IPHAS J031333.27+603307.1,Classical,03 13 33.27,60 33 07.09,,,,0,48.38863993,60.55197509,Be*,4.62993008E17,0,0.8683,462992805884989568,48.38863857396,60.55197800261,5569.270380928430000,4473.685666556430000,7175.160003973750000,1266.259830732150,1,1
0.107703,8.0E-6,668,HD 19993,Classical,03 14 01.36,37 40 26.04,8.26,A7.5IIe,,35,48.50566455,37.67390079,Em*,1.39323001E17,0,1.4597,139323074022561024,48.50567631935,37.67387235968,820.975140189335000,770.143516791171000,878.820232900899000,543.755833719972,1,1
0.026576,1.2E-5,669,HD 20017,Classical,03 14 55.31,48 41 44.87,7.91,B5Ve,,62,48.73046525,48.69579526,Be*,4.36325006E17,0,1.2725,436324735469204736,48.73046651912,48.69578792555,909.250534188808000,865.223642437722000,957.901605231693000,811.036459071260,1,1
0.029844,1.0E-6,670,V803 Cas,Classical,03 15 10.93,59 54 42.83,9.03,B0.5IVnne,,6,48.79552898,59.9118865,Be*,4.62144013E17,0,,462144150409448192,48.79554549146,59.91188604821,1029.260727649730000,994.011724940335000,1067.051783558670000,1231.415676085810,1,1
0.044396,8.0E-6,671,HD 237091,Classical,03 15 16.75,59 54 49.15,8.91,B1Vnnpe,,196,48.81979639,59.91366033,Be*,4.62145009E17,1,,462144871963953792,48.81979466798,59.91364802793,200.873318190654000,174.602709031426000,236.365508378694000,1231.884046056100,1,1
0.094224,0.062896,671,HD 237091,Classical,03 15 16.75,59 54 49.15,8.91,B1Vnnpe,,196,48.81976817,59.91367058,Star,4.62145009E17,1,,462144871963953792,48.81979466798,59.91364802793,200.873318190654000,174.602709031426000,236.365508378694000,1231.884046056100,1,1
0.553252,0.594997,671,HD 237091,Classical,03 15 16.75,59 54 49.15,8.91,B1Vnnpe,,196,48.81988237,59.91350077,Star,4.62145009E17,1,,462144871963953792,48.81979466798,59.91364802793,200.873318190654000,174.602709031426000,236.365508378694000,1231.884046056100,1,1
0.213165,1.3E-5,672,HD 20340,Classical,03 15 45.87,-16 49 43.49,7.96,B3Ve,200,61,48.94110105,-16.82875133,Be*,5.1063002E18,1,0.138,5106301706435984768,48.94112768550,-16.82880477274,885.675635579727000,838.538131322680000,938.283649802346000,343.710796605647,1,1
0.065952,9.0E-6,673,HD 20134,Classical,03 16 59.75,60 04 02.97,7.47,B2.5IVe,,261,49.2489613,60.06749072,Be*,4.62167996E17,1,0.775,462168034727185280,49.24892565712,60.06748632569,609.347517088176000,592.896085339700000,626.720542350447000,1247.855042530270,1,1
0.279768,7.0E-6,674,BK Cam,Classical,03 19 59.27,65 39 08.25,4.728,B2.5Vne,328,403,49.99696758,65.65229218,Be*,4.91397997E17,1,0.188,491398310827131904,49.99707729796,65.65222898763,164.992288472895000,155.651422425115000,175.504925471089000,1233.254969527720,1,1
0.068020,1.8E-5,675,HD 237118,Classical,03 20 01.19,59 51 50.74,9.42,B6Ve,,3,50.00496174,59.86410397,Be*,4.62106011E17,1,,462106324635910656,50.00492515157,59.86409954642,647.929150362334000,632.307739623367000,664.327331940407000,1246.633217011860,1,1
0.023499,1.7E-5,676,HD 20566,Classical or Herbig,03 23 33.10,71 25 06.76,7.94,B3Vne,,132,50.88791417,71.41854449,Em*,5.43182006E17,0,,543181838163291008,50.88790299015,71.41853902037,532.207647085035000,522.445992067139000,542.334202104522000,835.079447522877,1,1
0.008311,8.0E-6,677,HD 20899,Classical,03 23 56.63,45 31 32.16,8.4,B9e,150,34,50.9859713,45.52559635,Em*,2.42661993E17,1,,242662357989894144,50.98596800492,45.52559633463,963.746104979271000,925.795901251611000,1004.874939616820000,770.384187344625,1,1
0.058858,6.0E-6,678,HD 237134,Classical,03 25 03.30,60 15 10.57,9.49,B5Ve,,26,51.26375406,60.25293473,Be*,4.62502007E17,0,,462502114462474752,51.26372187794,60.25293121842,671.603012876022000,651.983024389746000,692.417759130415000,1286.181603636220,1,1
0.544754,1.9E-5,679,Cl* Melotte 20 AP 163,Classical,03 27 49.90,48 04 45.08,18.81,Be,,0,51.95789063,48.07921704,Star,2.49185997E17,0,1.516,249186099774312320,51.95804096367,48.07910385860,175.385653547995000,172.375805497281000,178.500532524160000,828.922666958545,1,1
0.006564,8.0E-6,680,CR Cam,Classical,03 28 39.19,62 29 34.80,8.31,B2Ve,,65,52.16330345,62.49299894,Be*,4.87545996E17,0,,487546103123764736,52.16330067416,62.49300023656,1083.162628111390000,1039.025184045480000,1131.139804205530000,1333.063399132270,1,1
0.559989,9.0E-6,681,HD 21362,Classical,03 28 52.33,49 50 54.17,5.578,B6Vne,385,308,52.21801736,49.84838925,Star,4.41593007E17,0,0.3307,441592667477558912,52.21818423900,49.84827692182,172.866731360840000,169.365752284508000,176.512806322962000,851.664834883789,1,1
0.536834,1.7E-5,683,HD 21455,Classical,03 29 26.28,46 56 16.32,6.227,B7Ve,150,270,52.35952715,46.9378659,Be*,2.42889008E17,0,0.8188,242889338420659968,52.35967350863,46.93775521816,169.032619859186000,167.365552861999000,170.732626430992000,815.634470707121,1,1
0.034465,1.9E-5,684,BD+58 610,Classical,03 30 58.94,59 14 39.55,9.61,Be,,3,52.7455643,59.24432831,Em*,4.50196994E17,0,,450197376754119040,52.74554603141,59.24432621722,1041.617798013240000,1009.025685057300000,1076.344222998150000,1259.687002232950,1,1
0.144601,1.0E-6,685,HD 21650,Classical,03 31 15.68,41 43 35.24,7.33,B6e,230,196,52.81532804,41.72645513,Em*,2.37762999E17,1,0.5688,237762796737339776,52.81537065762,41.72643060015,329.128655949371000,324.992757827751000,333.369244879499000,685.552437732186,1,1
0.207912,1.7E-5,686,HD 21620,Classical,03 31 29.34,49 12 35.17,6.28,A0Vne,,160,52.87224882,49.20977229,EB*Algol,2.49349996E17,0,0.52,249350103106450048,52.87216047956,49.20977010801,134.489522282932000,133.571236401675000,135.420293722015000,850.026535126556,1,1
0.541284,1.0E-5,687,HD 21641,Classical,03 31 33.14,47 51 44.70,6.773,B8.5Ve,184,124,52.88806618,47.86241634,Be*,2.48959996E17,0,0.303,248960223149560960,52.88821213417,47.86230224241,174.717246313882000,172.997425761866000,176.470982210301000,834.076320241972,1,1
0.008501,1.7E-5,688,BQ Cam,Classical,03 34 59.89,53 10 23.59,11.3,Be,,0,53.74963186,53.17313788,HMXB,4.44753003E17,0,1.8825,444752973131169664,53.74962981410,53.17313989801,5133.033617869720000,4374.064430915540000,6150.963742639770000,945.935927608474,1,1
0.536125,0.032852,689,psi Per,Classical,03 36 29.38,48 11 33.48,4.31,B5Ve,275,2198,54.12241593,48.19263304,Be*,2.49021998E17,1,0.4315,249021589646744704,54.12256008585,48.19251927131,173.794651178062000,148.727886252308000,208.948642566169000,849.003566238268,1,1
0.050145,6.0E-6,690,CT Cam,Classical,03 38 01.04,55 10 15.08,7.69,B2Vne,,429,54.50431674,55.17086271,Be*,4.45235998E17,0,,445235933612724864,54.50429804976,55.17085376156,882.313876426193000,853.048316021095000,913.618971561813000,1061.436306548060,1,1
0.038787,1.3E-5,691,EM* StHA 22,Classical,03 40 42.44,12 56 53.30,11.71,Be,,0,55.17680846,12.94812151,Em*,3.7694299E16,1,,37694252194590976,55.17679936134,12.94811539005,3339.227375585370000,2824.800075796650000,4009.122886207850000,378.418371682756,1,1
0.578249,1.3E-5,692,HD 22780,Classical,03 41 07.86,37 34 48.71,5.541,B7Vne,285,487,55.28273702,37.58020247,Be*,2.23339004E17,0,0.1745,223338956525307520,55.28286343699,37.58007691879,214.643098891129000,208.095929157313000,221.607750179462000,610.458326458044,1,1
0.219228,8.0E-6,693,13 Tau,Classical,03 42 18.95,19 42 00.92,5.681,B9Vne,235,273,55.57894919,19.70025699,Be*,5.7111701E16,0,0.479,57111696260204800,55.57896897609,19.70019901247,154.547700772216000,151.317327795753000,157.916424270700000,424.789485199640,1,1
0.778957,0.077399,694,ELECTRA,Classical,03 44 52.54,24 06 48.01,3.705,B6IIIe,170,632,56.21890367,24.11333645,Be*,6.5272001E16,1,0.146,65271996684277504,56.21900085855,24.11313909272,115.238248883587000,108.498924937350000,122.854200826753000,455.316705662095,1,1
0.826385,0.132577,695,MEROPE,Classical,03 46 19.57,23 56 54.08,4.164,B6IVe,240,744,56.58155768,23.9483559,Be*,6.5205399E16,1,0.2353,65205373151673344,56.58166915529,23.94815019485,105.563015959258000,100.962428786279000,110.594808219326000,457.466165423501,1,1
0.768653,0.081497,696,ALCYONE,Classical,03 47 29.08,24 06 18.49,2.873,B7IIIe,140,1121,56.8711523,24.10513565,Be*,6.6714401E16,1,,66714384141781760,56.87124720787,24.10494049997,128.354098313742000,113.298539520856000,147.959691854238000,461.001858609950,1,1
0.177308,0.069209,697,HD 23552,Classical,03 48 18.08,50 44 12.37,6.15,B8Vne,220,158,57.07533333,50.73677778,**,2.51184995E17,0,0.604,251185497249460224,57.07526532905,50.73675382953,261.430171505550000,257.709326493857000,265.258056229027000,935.313343480943,1,1
0.110329,1.6E-5,697,HD 23552,Classical,03 48 18.08,50 44 12.37,6.15,B8Vne,220,158,57.07531024,50.73676529,Be*,2.51184995E17,0,0.604,251185497249460224,57.07526532905,50.73675382953,261.430171505550000,257.709326493857000,265.258056229027000,935.313343480943,1,1
0.807911,2.1E-5,698,PLEIONE,Classical,03 49 11.22,24 08 12.16,5.048,B8IVev,290,8394,57.29673978,24.13671449,Be*,6.6530001E16,0,,66529975427235712,57.29682771146,24.13650490691,129.153912733463000,125.813135775469000,132.673597087804000,464.944947726037,1,1
0.040388,8.0E-6,699,HD 23800,Classical,03 50 25.07,52 28 54.85,6.98,B1IVe,,224,57.60447113,52.48189885,Be*,2.51618993E17,0,1.102,251618704831632256,57.60445508828,52.48189333469,576.995111900774000,563.651789830197000,590.973529829137000,1015.020666515830,1,1
0.028331,1.4E-5,700,HD 23982,Classical,03 53 12.44,63 29 00.37,8.08,B3e,170,73,58.30183597,63.48343933,Em*,4.87178003E17,1,,487177766729716224,58.30182055995,63.48344315073,844.467636437292000,819.359503412525000,871.133282456837000,1188.639931958300,1,1
0.035486,5.0E-6,701,EM* MWC 465,Classical,03 53 58.25,46 53 51.77,10.19,B2IVnne,,2,58.49271695,46.89771309,Be*,2.4514E17,1,1.5103,245140004363839488,58.49272237177,46.89770395533,1707.395536398360000,1600.580500969040000,1829.089549068250000,874.571760581821,1,1
0.031538,4.0E-6,702,EM* AS 77,Classical,03 54 47.93,44 56 19.67,11.15,Be,,1,58.6996774,44.93877642,Em*,2.43988004E17,0,,243987814957241472,58.69968505345,44.93876953537,2910.681881987220000,2594.315196187050000,3308.862786291660000,842.383196443556,1,1
0.043881,9.0E-6,703,V581 Per,Classical,03 56 20.36,44 56 14.95,7.78,B1.5Vne,,166,59.08484003,44.93748811,Be*,2.43979002E17,0,1.468,243979057523886080,59.08483169869,44.93747744258,914.825619034381000,877.421564424379000,955.493878679305000,846.735298116521,1,1
0.144023,1.3E-5,704,HD 24479,Classical,03 57 25.44,63 04 20.14,4.946,B9.5Ve,100,363,59.35601975,63.07226567,Be*,4.75117013E17,1,0.302,475117464201957888,59.35608730003,63.07229145150,118.664561543647000,115.932948642429000,121.525601234177000,1188.698099700810,1,1
0.037744,0.042125,705,Menkhib,Classical,03 58 57.90,35 47 27.71,4.06,O7.5IIIe,213,4655,59.74125955,35.79103145,**,2.19376003E17,1,0.2107,219375900005174272,59.74126369851,35.79104137968,1134.383761061140000,529.743580494476000,2276.212515179680000,639.699610714305,1,1
0.293402,1.7E-5,706,RW Tau,Classical,04 03 54.32,28 07 33.50,8.08,B8Ve,,165,60.97631941,28.12597173,Be*,1.63742003E17,1,0.6973,163742260906017024,60.97631847424,28.12589023357,303.460583470486000,295.909959280045000,311.399292739078000,544.364314209771,1,1
0.020966,1.6E-5,708,DE Cam,Classical,04 04 21.64,53 19 44.57,8.18,B1Vnnpe,,97,61.09016687,53.32904846,Be*,2.75917993E17,1,1.132,275918251105986176,61.09016751583,53.32904264903,1202.106725584320000,1139.153449211730000,1272.273541836850000,1172.107774898350,1,1
0.613656,0.033663,709,48 Per,Classical,04 08 39.69,47 42 45.04,4.003,B3Ve,197,375,62.16538399,47.71251193,Be*,2.46137996E17,0,0.4887,246137776809320960,62.16552681394,47.71237114101,168.623482635003000,159.562691927106000,178.755852934655000,956.847337172860,1,1
0.080650,1.5E-5,710,HD 26398,Classical,04 11 03.40,16 38 49.13,6.98,B8e,180,218,62.76415638,16.64698464,Be*,4.5892898E16,1,1.5353,45892863725449344,62.76417814063,16.64699283880,401.088240660861000,392.555754907237000,409.992831969497000,442.559833404112,1,1
0.095315,1.8E-5,711,V584 Per,Classical,04 12 36.47,42 07 06.33,8.02,B3e,180,144,63.1519278,42.11842665,Be*,2.28998998E17,0,1.0905,228998967508598400,63.15193546241,42.11840079076,747.659989433900000,721.213531175966000,776.080868123847000,843.958237928628,1,1
0.037221,1.3E-5,712,V586 Per,Classical,04 17 16.37,46 13 49.97,7.98,B2e,220,58,64.31819213,46.23055066,Be*,2.33780001E17,1,1.036,233780159463806592,64.31818669534,46.23054102860,1139.718490701900000,1049.697544170460000,1246.210359307660000,977.243393235754,1,1
0.006655,1.6E-5,713,EM* MWC 470,Classical,04 18 05.71,53 37 08.04,11.5,Be,,1,64.52407147,53.61867926,Em*,2.75376999E17,0,0.484,275377398760016000,64.52407316681,53.61867770931,4862.050547413400000,4148.255178138100000,5834.141507039770000,1281.869160261920,1,1
0.100518,9.0E-6,714,RW Per,Classical,04 20 16.77,42 18 51.81,9.72,A5Ve,,26,65.06984982,42.31439045,EB*Algol,2.29137003E17,0,,229136921858228096,65.06982486707,42.31436949386,586.108095923319000,569.999859149003000,603.135710620147000,895.269678326522,1,1
0.049782,6.0E-6,715,HD 27846,Classical,04 25 50.01,46 14 01.88,8.09,B1.5Ve,,35,66.45836412,46.23386085,Be*,2.56832001E17,0,1.218,256832481590779904,66.45835769755,46.23384775483,927.828985084588000,875.951448534986000,986.105171399481000,1053.379318842010,1,1
0.009160,1.5E-5,716,228 Eri,Classical,04 29 06.93,-13 02 54.12,5.59,B2Vne,342,148,67.27885746,-13.04836999,Be*,3.17772989E18,0,0.287,3177730441273211008,67.27885866903,-13.04837224534,463.186485637054000,436.450121867422000,493.335946707060000,378.051641616678,1,1
0.027435,2.0E-5,718,HD 29035,Classical,04 36 59.08,52 17 13.46,8.78,B9.5Ve,,82,69.24615796,52.28707873,Be*,2.72758993E17,1,1.1357,272758671300605952,69.24616572206,52.28707276916,693.427595694843000,669.921758423126000,718.610769175701000,1289.753649523070,1,1
0.066606,1.8E-5,719,HD 29557,Classical,04 38 16.17,-24 39 30.79,8.56,B3Ve,355,29,69.56738999,-24.65855519,Be*,4.8945101E18,1,,4894509546149521408,69.56739693319,-24.65853779758,868.290823538269000,837.222049879499000,901.703297441342000,387.839392494660,1,1
0.093465,1.0E-5,720,V1150 Tau,Classical,04 38 36.24,08 10 30.62,7.63,B2.5Vne,,153,69.65100233,8.175178687,Be*,3.29244002E18,1,0.537,3292440152937351424,69.65100059603,8.17515278125,737.226343498116000,701.269745996886000,776.984551504476000,457.729960431538,1,1
0.059476,1.3E-5,721,HD 29373,Classical,04 39 32.99,43 39 33.11,8.5,B6Ve,,78,69.88745377,43.65919828,Be*,2.52768996E17,1,1.1357,252768686618258432,69.88743834992,43.65918609429,601.660671500309000,583.255061826580000,621.243335186815000,1140.476718952960,1,1
0.070066,1.2E-5,722,56 Eri,Classical,04 44 05.32,-08 30 12.84,5.775,B2Ve,213,196,71.0221702,-8.503568824,Be*,3.18590998E18,0,0.0953,3185907719703247232,71.02218869892,-8.50356218557,849.015444200652000,767.724506149213000,948.815254798874000,411.024629873608,1,1
0.439162,1.6E-5,723,HD 29866,Classical,04 44 13.02,40 47 11.22,6.096,B8IVne,260,444,71.05425127,40.78644893,Be*,2.02937995E17,0,0.6395,202937964949929472,71.05432286169,40.78633964511,217.168107397470000,214.209983711878000,220.207574321820000,1083.180052097080,1,1
0.029555,9.0E-6,724,HD 30123,Classical,04 45 34.69,19 19 41.90,8.61,B8e,60,56,71.39452219,19.32829708,Em*,3.41011002E18,1,,3410108311089573376,71.39451619309,19.32829113220,593.689537351421000,575.488123048024000,613.057049979060000,585.248077715268,1,1
0.103480,1.6E-5,725,HD 276738,Classical,04 45 51.32,43 59 39.82,9.7,B7Ve,,23,71.46386257,43.99439608,Be*,2.04803007E17,0,1.3493,204803011548313472,71.46387374768,43.99436848340,1269.255391678890000,1188.684461029000000,1361.288748333230000,1233.120574127350,1,1
0.004945,1.3E-5,726,ChOPS J044927.22+450443.8,Classical,04 49 27.22,45 04 43.79,,Be,,0,72.36344538,45.07884478,Be*,2.06418997E17,0,,206419293641648384,72.36344461529,45.07884351694,4282.856103873080000,3035.051305934760000,6340.877008414140000,1299.048866558110,1,1
0.081916,4.0E-6,727,HD 30677,Classical,04 50 03.61,08 24 28.24,6.84,B0IIIe,151,174,72.51505862,8.407845537,Star,3.2896599E18,1,0.1042,3289656915346252032,72.51504544371,8.40782688597,2463.291679249740000,2060.297698768940000,3020.644861106900000,493.130317076944,1,1
0.045613,1.0E-5,728,HD 276886,Classical,04 50 11.24,41 40 37.91,9.51,Bpe,,3,72.54683003,41.67719718,Em*,2.03419993E17,1,0.7315,203419551043471744,72.54682384579,41.67718538159,1305.589675129530000,1216.195505783910000,1408.847501365330000,1203.414162328330,1,1
