angDist,#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS,main_id,_RAJ2000_Simbad,_DEJ2000_Simbad,main_type,other_types,radvel,redshift,sp_type,plx,pmra,pmdec,B,V,R,J,H,K,u,g,r,i,z
0.216783,2144,HD 203374,Classical,21 19 07.36,61 51 30.43,6.692,B0IVpe,,117,HD 203374,319.7807672253,61.8584156743,Be*,Em*|** |Be*|UV |IR |*,-7,-0.000023,B0IVpe,0.3826,-14.21,5.03,6.908,6.674,,5.603,5.398,5.105,,,,,
0.002634,2145,6 Cep,Classical,21 19 22.22,64 52 18.68,5.185,B3IVe,153,808,*   6 Cep,319.8425843600,64.8718561431,Be*,V* |HII|Er*|RNe|IR |Be*|*  |UV |Em*,-16.5,-0.000055,B3IVe,1.64,5.2,5.69,5.14,5.18,,4.828,4.774,4.589,,,,,
0.024845,2146,HD 203356,Classical,21 19 44.94,53 57 05.38,8.08,B9e,350,95,HD 203356,319.9372604444,53.9514913054,Be*,*  |Be*|IR |Em*,-25,-0.000083,B9,1.2086,0.12,-3.24,8.34,8.08,,7.41,7.359,7.329,,,,,
0.008442,2147,V2153 Cyg,Classical,21 22 51.15,40 41 50.08,7.52,B1Vne,,219,HD 203731,320.7131242025,40.6972421786,Be*,V* |UV |*  |Be*|Em*|IR,5.1,0.000017,B1Vne,1.3434,1.42,-5.47,7.67,7.52,,7.143,7.032,6.906,,,,,
0.041861,2148,NT Peg,Classical,21 23 35.39,14 03 00.64,6.86,B2.5IVne,,221,HD 203699,320.8974464148,14.0501765405,Be*,Be*|V* |Em*|UV |*  |IR |Be*,-13,-0.000043,Be,0.9273,4.83,-7.24,6.75,6.86,,6.852,6.898,6.82,,,,,
0.009338,2149,HD 204185,Classical,21 24 19.24,61 16 16.93,8.8,Be,,34,HD 204185,321.0801668983,61.2713668530,Em*,Em*|*  |IR,-17,-0.000057,Be,0.7594,-1.12,-3.57,8.92,8.8,,8.619,8.572,8.564,,,,,
0.030991,2150,V2155 Cyg,Classical,21 24 30.34,55 22 00.24,7.55,B1Ve,,276,HD 204116,321.1264274908,55.3667273111,Be*,Em*|V* |UV |*  |Be*|IR,-23,-0.000077,B1Ve,1.0288,-7.97,-3.66,7.99,7.55,,6.207,5.962,5.631,,,,,
0.041055,2151,V2156 Cyg,Classical,21 25 02.44,44 27 06.37,8.91,B1.5Vnnpe,,30,BD+43  3913,321.2601826191,44.4517700586,Be*,V* |Be*|*  |IR |Em*|X,-13.4,-0.000045,B1.5V:nnep,1.0705,-0.49,-2.36,9.33,8.91,,7.432,7.206,6.943,,,,,
0.016401,2152,ALFIRK,Classical,21 28 39.60,70 33 38.57,3.216,B2IIIev,20,8073,* bet Cep,322.1649868804,70.5607151892,PulsV*bCep,bC*|V* |UV |*  |X  |SB*|** |IR |V*,-8.2,-0.000027,B0.5IIIs,4.76,12.54,8.39,3.01,3.23,3.33,3.78,3.75,3.96,,,,,
0.087975,2153,EM* AS 521,Classical,21 29 08.19,54 51 34.89,11.34,B5e,,3,EM* GGR   26,322.2841673081,54.8596937125,Em*,EmO|*  |IR |Em*,,,B5:e,0.8027,-4.56,-5.33,11.95,11.34,,9.793,9.611,9.461,,,,,
0.048889,2154,V2162 Cyg,Classical,21 29 14.84,44 20 17.25,7.63,B2Vnne,,356,HD 204722,322.3118521361,44.3381268896,Be*,V* |*  |Be*|UV |IR |Em*,-14.7,-0.000049,B1.5IV:np,1.2343,4.03,-1.49,7.61,7.63,,7.654,7.643,7.524,,,,,
0.037626,2155,V2163 Cyg,Classical,21 30 00.89,45 29 39.07,6.944,B4e,200,307,HD 204860,322.5037226613,45.4941832195,Be*,V* |*  |UV |IR |Em*|Be*,-1,-0.000003,Be,1.4957,3.7,-2.82,6.905,6.951,,6.902,6.931,6.928,,,,,
0.029359,2156,HD 205060,Classical,21 31 36.91,42 42 02.72,7.219,B5e,,143,HD 205060,322.9038019983,42.7007585318,Be*,*  |Be*|UV |Em*|IR,-7.5,-0.000025,B5,1.6742,-3.06,-0.51,7.183,7.217,,7.141,7.153,7.12,,,,,
0.025713,2157,HD 205551,Classical,21 34 27.46,51 41 54.47,6.164,B9IIIe,120,125,HD 205551,323.6144279149,51.6984654413,Be*,*  |Be*|UV |IR |Em*,-22,-0.000073,B7IIIe,1.9019,3.73,-0.47,6.14,6.163,,6.002,6.009,6.067,,,,,
0.042785,2158,V2166 Cyg,Classical,21 35 44.48,29 44 43.89,8.16,B2Vne,,164,HD 205618,323.9353196486,29.7455252656,Be*,Be*|V* |Em*|UV |*  |IR,-43,-0.000143,B2Vne,0.627,0.36,-10.9,8.13,8.16,,7.858,7.787,7.488,,,,,
0.043865,2159,V1427 Cyg,Classical,21 35 51.66,47 54 42.73,9.16,Bpe,,31,BD+47  3487,323.9652318686,47.9118703247,Be*,V* |IR |*iC|*  |Em*|Be*,-30,-0.0001,Bpe,0.4087,-3.47,-2.76,9.71,9.16,,6.697,6.022,5.697,,,,,
0.013815,2160,V432 Cep,Classical,21 36 59.64,58 08 24.61,8.53,B2Vnne,,51,HD 239712,324.2485042344,58.1401663250,Be*,V* |Em*|*  |*iC|IR |Be*,-25,-0.000083,B2Vnne,1.348,-5.68,-7.5,8.9,8.53,,7.542,7.478,7.284,,,,,
0.010268,2161,eps Cap,Classical,21 37 04.83,-19 27 57.65,4.5,B3Vpe,225,216,* eps Cap,324.2701278279,-19.4660128761,Be*,Be*|Em*|V* |** |UV |*  |blu|IR,-23.7,-0.000079,B3V,3.09,12.79,0.28,4.35,4.55,4.6,4.85,4.91,4.788,,,,,
0.477912,2162,V490 Cep,Classical,21 39 30.72,56 59 10.01,14.29,B1.5Ve,,1,V* V490 Cep,324.8778765007,56.9862283258,HMXB,Em*|V* |HXB|X  |*iC|IR |OpC|OpC|HXB,,,B1.5Ve,0.0507,-2.99,-2.21,15.2,,,11.829,11.414,10.926,,,,,
0.060476,2163,BD+56 2626,Classical,21 41 40.91,56 41 36.33,10.51,B0.5IIIe,,2,BD+56  2626,325.4204341856,56.6934353141,Be*,Be*|*  |Em*,,,B0.5III,0.2106,-4.15,-4.06,11,10.51,,,,,,,,,
0.04532,2164,HD 206773,Classical,21 42 24.18,57 44 09.80,6.927,B0Vpe,480,985,HD 206773,325.6007731197,57.7360530733,Be*,Em*|IR |*  |Be*|UV |*iC|OpC|Be*,-22,-0.000073,B0V:pe,1.0439,-1.68,-4.3,7.1,6.87,,6.072,5.91,5.567,,,,,
0.023057,2165,V435 Cep,Classical,21 44 34.01,59 03 25.74,9.43,B2IIInne,,33,HD 239758,326.1417207719,59.0571496582,Be*,V* |Em*|UV |*  |Be*|*iC|IR |OpC,11,0.000037,B2III:nn,0.7311,-0.11,0.58,9.68,9.43,,8.85,8.819,8.691,,,,,
0.033313,2166,BD+49 3615,Classical,21 45 52.16,50 17 32.94,9.03,B1Ve,,4,BD+49  3615,326.4673476979,50.2924821463,Be*,Be*|*  |IR |Em*,,,B1V:,0.531,-0.9,-1.34,9.3,9.03,,8.035,7.911,7.746,,,,,
0.021603,2167,HD 207232,Classical,21 46 02.83,50 40 26.95,7.033,B9e,330,167,HD 207232,326.5117833275,50.6741499353,Be*,*  |Be*|UV |IR |Em*,,,B9,2.5302,11.14,4.5,6.96,7.022,,6.998,7.085,7.071,,,,,
0.02345,2168,16 Peg,Classical,21 53 03.77,25 55 30.49,5.078,B3Ve,100,1784,*  16 Peg,328.2657010908,25.9251361494,Be*,Be*|V* |Pu*|UV |*  |Em*|IR,-17.6,-0.000059,B3Ve,5.16,8.79,-1.06,4.921,5.081,,5.39,5.491,5.545,,,,,
0.2139,2169,V2211 Cyg,Classical,21 53 27.50,52 59 57.84,12.5,Be,,18,EM* MWC  645,328.3645253079,52.9994480716,Em*,V* |IR |*  |Be*|Em*|EmO,,,B[e],0.1895,-1.96,-2.29,13.72,13,12.98,10.254,8.987,7.457,,,,,
0.069605,2170,HD 208220,Classical,21 53 43.59,43 28 58.18,9.45,B1IVe,,29,HD 208220,328.4316515840,43.4828291087,Be*,*  |Be*|Em*|IR,-39,-0.00013,B1IVe,0.1806,-4.63,-5.68,9.46,9.45,,9.501,9.517,9.499,,,,,
0.045028,2171,EM Cep,Classical,21 53 48.10,62 36 51.94,7.03,B0.5Ve,304,87,HD 208392,328.4504048845,62.6144165050,Be*,bL*|V* |** |*  |Be*|UV |Em*|*iC|IR,-40,-0.000133,B1Vn,0.2509,-0.52,1.07,7.2,7.03,,6.487,6.501,6.524,,,,,
0.621984,2172,EM* MWC 1051,Classical,21 54 21.10,51 27 54.00,13,Be,,0,EM* MWC 1051,328.5881155581,51.4648795946,Em*,EmO|Em*|IR,,,Be,0.2107,-3.93,-3.56,13,13,,10.871,9.892,8.916,,,,,
0.00446,2173,HD 208682,Classical,21 55 31.00,65 19 14.91,5.939,B2.5Ve,307,129,HD 208682,328.8791656634,65.3208094993,Be*,Em*|V* |UV |IR |Be*|** |*,-14.5,-0.000048,B2Ve,3.18,6.3,-1.07,5.8,5.86,,6.046,6.141,6.159,,,,,
0.020031,2174,V2172 Cyg,Classical,21 56 45.03,51 34 33.75,8.17,B2e,290,81,HD 235668,329.1876336574,51.5760402482,Be*,V* |UV |*  |IR |Em*|Be*,-9,-0.00003,B2,1.3287,-0.5,-0.48,8.37,8.17,,7.45,7.472,7.215,,,,,
0.006559,2175,V439 Cep,Classical,21 59 19.67,60 17 51.59,7.67,B1Ve,,188,HD 209145,329.8319565819,60.2976622870,Be*,V* |UV |*  |Be*|IR,-35,-0.000117,B1V,1.0385,-3.52,-1.62,7.92,7.67,,6.848,6.71,6.486,,,,,
0.021096,2176,VV PsA,Classical,21 59 55.54,-31 31 32.65,7.06,B7Ve,200,8,HD 208886,329.9814235175,-31.5257365974,Be*,V* |Em*|UV |X  |*  |Be*|IR |Be*,9,0.00003,B7Ve,3.0378,-0.32,-18.63,6.98,7.06,,7.122,7.142,7.116,,,,,
0.06113,2177,eta PsA,Classical,22 00 50.23,-28 27 13.46,5.62,B8Ve,320,58,* eta PsA,330.2092723933,-28.4537399835,Be*,Be*|V* |Em*|UV |IR |** |*,-5,-0.000017,B8III_sh+B8.5IV,3.99,15.57,-1.03,,,,5.498,5.574,5.54,,,,,
0.066109,2177,eta PsA,Classical,22 00 50.23,-28 27 13.46,5.62,B8Ve,320,58,* eta PsA A,330.2092708200,-28.4537400268,Star,,,,,3.7341,14.93,0.48,5.61,5.72,,,,,,,,,
0.021202,2178,V2175 Cyg,Classical,22 01 38.20,50 10 04.64,9.31,Be,,71,BD+49  3718,330.4091753625,50.1679536422,HMXB,V* |HXB|X  |*  |Em*|gam|IR |Be*,-16.8,-0.000056,Be,0.8379,2.4,-0.28,9.47,9.31,,8.778,8.701,8.496,,,,,
0.041277,2179,BD+54 2676,Classical,22 03 15.15,55 05 18.27,10.3,B1Vnne,,3,BD+54  2676,330.8131231097,55.0883969188,Be*,Be*|*  |IR |Em*,,,B1:V:nne,0.5179,-3.76,-3.88,10.68,10.3,,9.034,8.811,8.554,,,,,
0.060482,2180,omi Aqr,Classical,22 03 18.84,-02 09 19.31,4.7,B7IVe,280,235,* omi Aqr,330.8285167883,-2.1553629883,Be*,Be*|V* |Em*|IR |UV |*,11,0.000037,B7IVe,7.49,24.66,-11.16,4.64,4.69,4.7,4.84,4.809,4.661,,,,,
0.049329,2181,EM* CDS 1295,Classical,22 04 12.30,53 04 01.37,12.51,Be,,2,EM* GGR   44,331.0512711413,53.0670420862,post-AGB*,Em*|IR |*  |pA*|PN,,,Be,0.0804,-3.86,-2.57,13.23,12.51,,11.332,11.153,10.934,,,,,
0.039581,2182,UU PsA,Classical,22 04 36.77,-26 49 20.50,5.952,B4IVne,275,27,HD 209522,331.1531962232,-26.8223590891,Be*,Be*|V* |Er*|UV |*  |Em*|IR,2,0.000007,B4IVe,3.0964,11.91,-9.97,5.793,5.953,,6.238,6.381,6.375,,,,,
0.023093,2183,V397 Lac,Classical,22 06 08.35,49 54 08.79,9.69,B1.5Vnne,,36,BD+49  3735,331.5348014948,49.9024427052,Be*,V* |Be*|*  |IR |Em*,-23.2,-0.000077,B1.5V:nne:,0.4212,-3.74,-4.79,9.74,9.69,,9.59,9.631,9.641,,,,,
0.050631,2184,25 Peg,Classical,22 07 50.30,21 42 10.53,5.783,B7Vne,130,335,*  25 Peg,331.9595984703,21.7029250965,Be*,Be*|Em*|UV |*  |IR |PM*,-61.6,-0.000205,B7Vne,4.664,-45.71,-67.79,5.68,5.78,,5.876,5.984,5.978,,,,,
0.028113,2185,BD+53 2790,Classical,22 07 56.24,54 31 06.40,9.93,O9.5IIIe,,32,BD+53  2790,331.9843201698,54.5184460587,HMXB,HXB|gam|X  |*  |Be*|IR |HXB|HXB,-62.7,-0.000209,O9.5Vep,0.2674,-4.26,-3.11,10.11,9.84,9.64,9.218,9.116,9.038,,,,,
0.440715,2186,EM* MWC 1055,Classical,22 08 25.40,54 13 26.53,12.1,Be,,2,EM* MWC 1055,332.1059489470,54.2239340401,Em*,EmO|*  |IR |Em*,,,Be,0.1351,-2.74,-2.33,12.51,12.1,,10.597,9.601,8.596,,,,,
0.087609,2187,EE Cep,Classical,22 09 22.76,55 45 24.18,10.9,B5nev,,9,BD+55  2693,332.3448121108,55.7567378710,Be*,Em*|V* |EB*|Be*|*  |IR,,,B5:nev,0.5035,-2.83,-2.5,11.1,10.9,,9.601,9.219,8.555,,,,,
0.064703,2189,BD+54 2718,Classical,22 14 59.49,55 27 48.82,10.17,B2IIIe,,3,BD+54  2718,333.7478447280,55.4635664490,Be*,Be*|*  |IR |Em*,-71,-0.000237,B2III,0.1176,-4.68,-4.18,10.33,10.17,,9.657,9.604,9.6,,,,,
0.005478,2190,V404 Lac,Classical,22 19 00.24,45 48 08.53,8.4,B3Ve,265,33,HD 211835,334.7509997600,45.8023709569,Be*,V* |UV |*  |Be*|Em*|IR,-26,-0.000087,B3:Ve,0.4382,-3.41,-3.53,8.38,8.4,,8.168,8.125,7.86,,,,,
0.045368,2191,HD 235795,Classical,22 19 07.60,52 07 13.15,9.13,B1Vnne,,3,HD 235795,334.7816461699,52.1203187867,Be*,UV |*  |Be*|Em*,-15,-0.00005,B1:V:nne,0.6957,-1.83,-2.01,9.06,9.13,,,,,,,,,
0.00618,2192,V357 Lac,Classical,22 20 22.71,51 51 39.60,6.98,B1Vnnpev,,1366,HD 212044,335.0946224458,51.8609993230,Be*,V* |IR |*  |Be*|UV |Em*,-18.9,-0.000063,B2ek,0.6825,2.83,-0.55,7.02,6.98,,7.623,7.702,7.692,,,,,
0.049154,2193,EM* StHA 198,Classical,22 21 11.49,77 04 07.99,10.54,Be,,3,EM* StHA  198,335.2978700208,77.0688997195,Em*,Em*|*  |IR,,,Be,1.0676,0.07,5.41,10.92,10.54,,9.691,9.589,9.475,,,,,
0.071823,2194,31 Peg,Classical,22 21 31.08,12 12 18.66,4.81,B2IVe,98,1264,*  31 Peg,335.3794796033,12.2051841153,Be*,V* |UV |Be*|Em*|IR |*,-5.3,-0.000018,B2IV-Ve,2.01,6.32,4.8,4.89,4.99,5.06,4.818,4.803,4.685,,,,,
0.052946,2195,BD+61 2292,Classical,22 23 12.26,62 41 59.94,10.04,B2Vne,,1,BD+61  2292,335.8010895744,62.6999689074,Be*,*iN|Em*|Be*|*  |IR,,,B2Vn,1.1154,-1.02,-1.95,10.55,10.04,,8.44,8.348,8.102,,,,,
0.027969,2196,HD 212666,Classical,22 24 52.95,52 07 58.34,8.49,B3e,290,60,HD 212666,336.2206373148,52.1328704282,Be*,*  |UV |IR |Em*,-4.5,-0.000015,B8,1.1854,0.6,-2.29,8.46,8.49,,8.621,8.681,8.691,,,,,
0.03009,2197,V450 Cep,Classical,22 25 03.66,57 50 29.73,10.23,B1.5IVpe,,4,BD+57  2525,336.2652656861,57.8415912740,Be*,V* |Be*|** |IR |Em*|*,-49.9,-0.000166,B1.5IV-V:ep,0.3974,-2.64,-1.54,10.47,10.23,,9.367,9.202,9.035,,,,,
0.042981,2198,pi Aqr,Classical,22 25 16.62,01 22 38.63,4.794,B1Ve,230,4125,* pi. Aqr,336.3192618746,1.3773984942,Be*,Be*|V* |Em*|IR |UV |blu|SB*|X  |*,-4.9,-0.000016,B1III-IVe,4.17,17.83,2.41,4.6,4.64,4.48,5.305,5.365,5.351,,,,,
0.020425,2199,V408 Lac,Classical,22 25 41.75,52 26 18.43,8.02,B4e,160,136,HD 212791,336.4239665707,52.4384501372,Be*,V* |*  |Be*|UV |Em*|IR,-13,-0.000043,B8,1.0019,0.95,-2.98,7.98,8.02,,7.87,7.826,7.747,,,,,
0.00992,2200,HD 213088,Classical,22 27 49.67,52 58 07.42,8.51,B9e,200,82,HD 213088,336.9569615550,52.9687297344,Em*,** |Em*|IR |*,,,B9,1.4667,1.16,-1.74,8.63,8.51,,7.987,7.975,7.9,,,,,
0.643649,2200,HD 213088,Classical,22 27 49.67,52 58 07.42,8.51,B9e,200,82,CCDM J22278+5258B,336.9572500000,52.9686944444,*in**,*i*|**,,,,,,,,11.7,,,,,,,,,
0.030325,2201,V409 Lac,Classical,22 28 22.53,47 26 59.32,8.52,B2e,190,65,HD 213129,337.0938873589,47.4498100573,Be*,V* |UV |*  |Be*|Em*|IR,,,B9,0.8052,-2.72,-5.34,8.57,8.52,,8.012,7.932,7.824,,,,,
0.032848,2202,EM* MWC 1063,Classical,22 29 08.14,51 13 30.04,10.75,B5e,,3,EM* MWC 1063,337.2839312058,51.2250117026,Em*,EmO|*  |IR |Em*,,,B5:e,0.1106,-1.02,-3.43,10.92,10.75,,10.376,10.288,10.23,,,,,
0.018979,2203,V413 Lac,Classical,22 30 05.73,54 47 24.58,9.82,B0IVne,,2,BD+54  2790,337.5238833834,54.7901590065,SB*,V* |*  |SB*|IR |El*,-64.3,-0.000214,B0IVn,0.0922,-3.94,-2.99,9.96,9.82,,9.307,9.277,9.255,,,,,
0.344275,2204,ChOPS J223013.39+613140.8,Classical,22 30 13.39,61 31 40.80,,Be,,0,2MASS J22301334+6131405,337.5556167570,61.5279531764,Be*,*  |Be*|IR,,,,0.1747,-2.66,-1.15,,,,15.665,14.395,13.544,,,,,
0.01,2205,ChOPS J223030.43+612255.3,Classical,22 30 30.43,61 22 55.31,,Be,,0,ChOPS J223030.43+612255.3,337.6267916667,61.3820277778,Be*,*  |Be*,,,,,,,,,,,,,,,,,
0.985988,2206,ChOPS J223048.26+611453.7,Classical,22 30 48.26,61 14 52.69,,Be,,0,ChOPS J223048.26+611453.7,337.7008886262,61.2482268188,Be*,*  |Be*|IR,,,,0.0973,-2.87,-1.42,,,,12.703,12.073,11.577,,,,,
0.103202,2207,BD+60 2405,Classical,22 31 09.93,61 36 34.26,9.93,B3Vnne,,3,BD+60  2405,337.7914348265,61.6095131131,Be*,Em*|Be*|*  |** |IR,,,B3V:nn,1.0829,-2.54,-1.42,10.37,9.93,,8.612,8.418,8.23,,,,,
0.103636,2208,EM* CDS 1367,Classical,22 34 32.58,58 19 48.88,10.6,B2IIIe,,1,Hilt 1145,338.6357922070,58.3302260681,Be*,*  |Be*|IR |Em*,,,B2III,0.282,-4.24,-2.26,10.9,10.6,,9.45,9.365,9.282,,,,,
0.295071,2209,BD+56 2811,Classical,22 35 00.13,57 36 14.38,10.04,Be,,1,BD+56  2811,338.7506450798,57.6039340427,Em*,Em*|*  |IR,,,Be,0.97,-1.82,-1.81,10.36,10.04,,9.297,9.226,9.157,,,,,
0.143558,2210,8 Lac B,Classical,22 35 52.11,39 37 41.28,6.48,B2Ve,300,192,*   8 Lac B,338.9670766227,39.6281475413,Star,** |IR |*,-11.7,-0.000039,B1.5Vs,1.6693,9.95,-11.54,5.52,5.67,5.88,6.748,6.915,6.926,,,,,
0.031253,2211,8 Lac A,Classical,22 35 52.28,39 38 03.58,5.73,B2Ve,265,368,*   8 Lac A,338.9678446046,39.6343279054,Be*,Be*|Em*|UV |IR |*  |**,-11,-0.000037,B1IVe,1.8233,-1.99,-4.97,5.58,5.73,,5.779,5.846,5.7,,,,,
0.002438,2212,V415 Lac,Classical,22 38 31.83,55 50 05.39,9.19,B1IVnnpe,,403,HD 240010,339.6326260768,55.8348308604,Be*,V* |IR |*  |Be*|Em*,,,B1:IV:nnpe,0.4237,-2.39,-1.49,9.58,9.19,,8.041,7.84,7.404,,,,,
0.444042,2213,4U 2238+60,Classical,22 39 20.90,61 16 26.80,,Be,,0,4U 2238+60,339.8368519493,61.2740577555,HMXB,HXB|*  |X  |gam|IR,,,Be,0.0845,-2.39,-1.05,16.26,14.8,13.89,11.45,10.955,10.557,,,,,
0.081403,2214,eps PsA,Classical,22 40 39.34,-27 02 37.02,4.18,B8Ve,200,42,* eps PsA,340.1639361668,-27.0436021875,Be*,Be*|UV |*  |Em*|blu|IR,1.1,0.000004,B8Ve,8.0981,24.95,-4.68,4.071,4.177,,4.281,4.365,4.4,,,,,
0.031516,2215,HD 215227,Classical,22 42 57.30,44 43 18.25,8.81,B5ne,,105,HD 215227,340.7387622821,44.7217368062,Be*,UV |*  |Be*|** |Em*|gam|IR,-20,-0.000067,B1.5-B2III,1.64,-3.56,-4.05,8.86,8.81,,8.228,8.126,7.879,,,,,
0.025633,2216,BD+53 2964,Classical,22 43 23.20,54 04 17.76,9.47,B2IVnnpe,,3,BD+53  2964,340.8466787655,54.0716005469,Be*,Be*|*  |IR |Em*,,,B2IV:nnpe,0.352,-2.06,-2.76,9.49,9.47,,8.683,8.656,8.465,,,,,
0.06139,2217,HD 215605,Classical,22 45 18.43,57 51 06.48,9.61,B2IVnne,,4,HD 215605,341.3267668203,57.8518107702,Be*,*  |Be*|IR |Em*,,,B2:IV:nne,0.4958,-1.66,-1.93,9.72,9.61,,9.281,9.27,9.311,,,,,
0.024244,2218,EM* MWC 659,Classical,22 47 45.37,57 16 50.78,10.15,B0IIIpe,,1,EM* MWC  659,341.9390371060,57.2807784891,Be*,*  |Be*|IR |Em*,,,B0.5Ve,0.2725,-3.26,-2.93,10.42,10.15,,8.841,8.556,8.221,,,,,
0.007874,2219,PS Cep,Classical,22 47 49.57,58 08 49.52,10.14,B6Vne,,136,BD+57  2615,341.9565447197,58.1470874099,Be*,*iA|Em*|V* |EB*|Rad|IR |*  |*iC|Be*|Be*,103.5,0.000345,B1-3Ve,0.6483,-2.59,-1.4,10.44,10.14,,9.232,9.073,8.986,,,,,
0.026274,2220,HD 216044,Classical,22 48 43.28,55 07 33.76,8.52,B0IIe,,38,HD 216044,342.1803211561,55.1260466326,Be*,*  |Be*|UV |IR |Em*,-74,-0.000247,B0III-IV,0.3215,-6.4,-5.42,8.55,8.52,,8.387,8.45,8.465,,,,,
0.034497,2221,HD 216057,Classical,22 48 47.90,54 24 53.61,6.131,B5Vne,260,137,HD 216057,342.1995669378,54.4148925599,Be*,*  |Be*|UV |IR |Em*,-19.4,-0.000065,B7V,4.3028,12.47,-1.81,6.037,6.124,,6.201,6.303,6.31,,,,,
0.139385,2222,V385 Cep,Classical,22 49 07.23,62 11 08.41,13.97,B3Ve,,3,EM* LkHA  350,342.2800453289,62.1856586230,Ae*,V* |*  |Em*|IR |Ae*,,,B8e,0.374,-2.96,-1.42,16,,,9.578,8.869,8.316,,,,,
0.090074,2223,14 Lac,Classical,22 50 21.77,41 57 12.22,5.928,B3IVe,225,1198,*  14 Lac,342.5907383898,41.9533832022,EB*betLyr,Be*|Em*|V* |UV |IR |bL*|** |*,-15.8,-0.000053,B4+F9III,2.0147,6.05,1.12,5.961,5.91,,5.479,5.428,5.321,,,,,
0.087459,2224,HD 216113,Classical,22 50 31.81,-32 25 38.73,9.36,A3Vspe,,2,HD 216113,342.6325690304,-32.4274174676,Be*,*  |Be*,,,A3V(pSrEuCr),3.1879,3.93,-18.34,9.49,9.36,,,,,,,,,
0.076122,2225,BD+61 2355,Classical,22 52 29.19,62 41 09.81,9.63,B7IVe,,1,BD+61  2355,343.1216516849,62.6860410946,Be*,Em*|Be*|*iA|IR |*  |As*,-18.3,-0.000061,B7IV,1.7501,2.31,-3.56,9.9,9.63,,8.751,8.659,8.602,,,,,
0.517541,2227,Cl* NGC 7419 BMD 620,Classical,22 54 20.41,60 49 52.28,14.184,Be,,0,Cl* NGC 7419    BMD     620,343.5852688073,60.8310971732,Be*,Em*|*iC|*  |IR |Be*|Be*,,,B0Ve,0.3007,-2.84,-1.68,16.048,14.184,13.99,10.359,9.7,9.214,,,,,
0.047093,2229,V423 Lac,Classical,22 55 47.06,43 33 33.43,7.97,B3Vne,310,195,HD 216851,343.9461007548,43.5592895376,Be*,Be*|V* |Em*|UV |*  |IR,-20.1,-0.000067,B3V:n,1.5787,-0.44,-3.94,8.02,7.97,,7.665,7.614,7.455,,,,,
0.012068,2230,HD 217061,Classical,22 56 42.55,62 37 29.56,8.8,B1Vne,,113,HD 217061,344.1772911785,62.6248811225,Be*,V* |Em*|Be*|*iA|SB*|IR |*  |As*|*,-25,-0.000083,B5,1.1475,0.39,-3.5,9.37,8.9,,7.257,7.134,7.035,,,,,
0.019526,2231,EW Lac,Classical,22 57 04.50,48 41 02.65,5.42,B3IVpe,265,475,HD 217050,344.2687573431,48.6840670124,Be*,Be*|V* |UV |Em*|IR |*,-14.9,-0.00005,B4IIIpe,3.3585,9.5,-5.14,5.34,5.43,,5.31,5.26,5.03,,,,,
0.526837,2232,BD+61 2380,Classical,22 59 22.26,61 58 22.96,9.14,B9Ve,,5,BD+61  2380,344.8429748432,61.9731457082,Be*,Em*|Be*|*iA|IR |*  |As*,,,B9V,2.4769,5.46,-1.39,9.31,9.14,,8.692,8.76,8.657,,,,,
0.018382,2233,V378 And,Classical,23 00 54.75,38 42 28.24,6.555,B3Vpe,370,399,HD 217543,345.2281186340,38.7078432637,Be*,V* |UV |*  |Be*|Em*|IR,-16,-0.000053,B2.5Vn,2.5862,-0.98,-7.65,6.43,6.54,,6.7,6.821,6.845,,,,,
0.051048,2234,omi And,Classical,23 01 55.26,42 19 33.53,3.633,B6IIIpe,260,3867,* omi And,345.4802691375,42.3259814953,Be*,Be*|*iN|bL*|Em*|V* |UV |IR |SB*|** |*,-14,-0.000047,B6IV/V_sh,4.75,22.99,0.88,3.53,3.62,3.61,3.827,3.81,3.85,,,,,
0.010567,2235,BD+62 2158,Classical,23 02 12.79,62 49 33.05,10.14,B9Ve,,3,BD+62  2158,345.5532944112,62.8258445681,Be*,Em*|Be*|*iA|IR |*  |As*,-13,-0.000043,B9V,1.5783,-3.18,-5.72,10.34,10.14,,9.512,9.49,9.434,,,,,
0.04809,2236,BD+57 2678,Classical,23 03 36.81,58 18 35.10,9.81,B0.5Ve,,2,BD+57  2678,345.9033533267,58.3097430133,Be*,Be*|*  |IR |Em*|*,,,B2,0.3512,-4.08,-3.59,10.21,9.8,,8.791,8.706,8.653,,,,,
0.052402,2237,bet Psc,Classical,23 03 52.61,03 49 12.17,4.486,B6Ve,95,954,* bet Psc,345.9692228838,3.8200461703,Be*,Be*|V* |Em*|UV |IR |*  |Be*,0,0,B6Ve,7.99,11.76,-9.85,4.4,4.52,4.54,4.764,4.808,4.75,,,,,
0.168816,2238,CW Cep,Classical,23 04 02.22,63 23 48.76,7.67,B1Vve,,248,HD 218066,346.0091730972,63.3968459497,Be*,Al*|Em*|V* |UV |Be*|*iA|SB*|IR |As*|*  |** |*,-3.2,-0.000011,B1.5Vn,1.0398,7.44,4.94,7.97,7.6,,6.704,6.668,6.585,,,,,
0.611262,2239,V374 Cep,Classical,23 05 07.49,62 15 37.08,10.04,B5Vpe,,2,EM* AS  505,346.2810890501,62.2601395391,Ae*,Er*|*iA|V* |Be*|IR |Ae*|EmO|Em*|Be*|*  |As*,,,B5Vep,1.1413,-1.35,-2.22,11.5,10.9,,7.939,7.52,7.091,,,,,
