#,Be star,Category,V,SpecType,vsini,Nb of spectra in BeSS,_RAJ2000,_DEJ2000,_q,DR2Name,pmRA,pmDE,epsi,sepsi,Gmag,BPmag,RPmag,AG,RV,GLON,GLAT,Teff,Lum,Rad,Plx,Gflux,Name,Type,Pos,Opt,r_Opt,l_Vmag,Vmag,Vmagl,u_Vmag,B-V,u_B-V,B-Vl,U-B,E_B-V_,E_B-V_2,u_E_B-V_,r_Vmag,Jmag,l_Hmag,Hmag,l_Kmag,Kmag,l_FX,FX,FXu,Range,r_FX,Porb,u_Porb,Ppulse,u_Ppulse,r_Porb,SpType,Name2,Name3,Name4,Simbad,_4XMM,Flux1,Flux2,Flux3,Flux4,Flux5,Flux8,Flux9,Cst,Fvar,e_Fvar,Vflag,_2CXO,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,VaKSb,VaKPb,VaGLb,Vib,HR_21,HR_32,HR_43,HR_54,HR_su,HR_ms,HR_hm,B_ox,flags
2022,V558 Lyr,Classical,6.294,B3Ve,220.0,190,291.90166666666664,37.94119722222222,2022.0,b'Gaia DR2 2051905889641367296',-0.07,-4.478,0.192,14.8,6.2077,6.1884,6.2292,0.18,,70.71335368802,9.79094673301,9522.75,,,1.7248,7.152030394519695e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2023,7 Vul,Classical,6.327,B5Vne,305.0,148,292.33708333333334,20.27973888888889,2023.0,b'Gaia DR2 2017735817073815680',2.555,-15.383,0.146,9.83,6.298,6.2624,6.3834,0.2062,,55.20254030652,1.1793554468,8779.0,,,3.4729,6.5812645919380865e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2024,V923 Aql,Classical,6.089,B6she,275.0,386,292.638,3.4444055555555555,2024.0,b'Gaia DR2 4289250801938655488',11.717,3.089,0.144,6.88,6.025,6.0528,6.0051,0.39,,40.50462865394,-7.0934400728,9064.0,,,3.6705,8.46270790936241e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2025,bet Cyg B,Classical,5.088,B8Ve,220.0,247,292.68916666666667,27.96527777777778,2025.0,b'Gaia DR2 2026113339752723456',-0.99,-0.541,0.829,288.0,5.0811,5.0749,5.1764,0.227,,62.11827684332,4.56732072212,8779.0,,,8.3779,2.0186886975074834e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2026,V1294 Aql,Classical,6.98,B0Ve,195.0,243,293.40383333333335,3.761327777777778,2026.0,b'Gaia DR2 4289370923581213568',0.945,-2.512,0.458,89.9,7.1806,7.3244,7.0845,0.7945,,41.1481400996,-7.61993147011,7816.0,269.542,8.95,1.9448,2.9192369769393886e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2027,EM* StHA 166,Classical,11.76,Be,,2,293.69504166666667,42.43561111111111,2027.0,b'Gaia DR2 2077737678383889408',-2.066,-4.508,0.121,6.98,11.7726,11.6896,11.7568,,,75.41328482925,10.61449606039,8152.75,,,0.0818,4.250787075572208e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2028,11 Cyg,Classical,6.028,B8Vne,285.0,274,293.95125,36.944541666666666,2028.0,b'Gaia DR2 2048569387253206784',4.072,-1.104,0.262,29.8,5.9967,5.9839,6.059,0.2093,,70.57986412394,7.88731433035,8316.0,,,5.1653,8.6861905328983e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2029,HD 184767,Classical,7.15,A0IIIe,44.0,93,294.004125,0.24965555555555555,2029.0,b'Gaia DR2 4239448594536089600',-0.707,-7.476,0.0,1.17e-15,7.0416,7.2633,6.7158,,,38.2895413199,-9.78983938382,6624.1,183.152,10.28,2.4642,3.317946289539482e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2030,kap Aql,Classical,4.96,B0.5IIIe,,150,294.22270833333334,-7.0274777777777775,2030.0,b'Gaia DR2 4207167654692390400',0.415,-2.601,0.965,274.0,4.865,4.9044,4.8903,0.33,,31.77092716089,-13.2866514967,9298.0,,,2.1441,2.4632548776978818e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2031,V341 Sge,Classical,7.78,B2.5Ve,,178,295.70116666666667,17.968266666666665,2031.0,b'Gaia DR2 1824169612474490368',-1.813,-6.876,0.0,0.0,7.6976,7.7626,7.5779,0.549,,54.73230839574,-2.72215272482,8712.0,,,0.9779,1.8132987052256214e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2032,HD 344800,Classical,10.06,B2Vnne,,3,295.71216666666663,22.562738888888887,2032.0,b'Gaia DR2 2019906768382234880',-0.862,-4.975,0.156,9.46,9.8318,10.0977,9.4115,1.5167,,58.7277038206,-0.45046421147,6480.0,324.511,14.29,0.5123,2.5397405405964416e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2033,HD 344783,Classical,9.8,B0IVe,,2,295.77829166666663,23.27011111111111,2033.0,b'Gaia DR2 2020088874998745600',-4.995,-3.908,1.546,722.0,9.6773,9.906,9.2662,1.6165,,59.37169453115,-0.15154207404,6575.5,,,0.728,2.928123239447054e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'J194306.7+231612',2.2554728901105e-14,0.0,5.9404006931123e-15,1.000491135013e-14,,0.6221495,0.8199232,0.1820499,,,,,,,-0.25490317442487803,-1.0,-0.3398114491973071,"BeSS,Gaia,Chandra"
2034,V1463 Aql,Classical,8.15,B5e,,8,296.06604166666665,7.588222222222222,2034.0,b'Gaia DR2 4297974430259292032',0.43,-1.879,0.0,0.0,8.0453,8.1016,7.9158,0.7405,,45.81879960494,-8.12508212257,9135.25,,,1.3756,1.3164044794717268e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2035,HD 344873,Classical,8.81,B0IIe,,6,296.302625,24.051136111111113,2035.0,b'Gaia DR2 2020525552921287040',-1.463,-5.073,0.245,19.1,8.4965,8.9626,7.8847,,107.34,60.28819842152,-0.17790662421,5113.18,543.182,29.7,0.7687,8.687790735704777e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2036,HD 350559,Classical,10.55,B7IIIe,,1,296.74037500000003,18.248852777777778,2036.0,b'Gaia DR2 1824520940823718656',-0.673,-4.71,0.0,0.0,10.4566,10.6557,10.1246,1.3612,,55.46866072573,-3.43890561641,7013.8,217.618,9.99,0.47,1.4284641698289805e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2037,HD 225985,Classical,9.16,B1Vpshe,,7,297.387125,32.95619444444444,2037.0,b'Gaia DR2 2034752408775867008',-4.089,-7.972,0.126,6.05,9.0421,9.0943,8.9181,,,68.46692296768,3.48154226602,9224.75,,,0.5559,5.256169374354153e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2038,HD 187350,Classical,8.14,B1Vne,,10,297.389375,-1.101036111111111,2038.0,b'Gaia DR2 4235461073871564288',-5.915,-6.112,0.0,0.0,8.0442,8.1365,7.8615,0.728,,38.67138341838,-13.4151756438,8591.0,,,0.5325,1.3177388539755164e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2039,V1339 Aql,Classical,6.484,B2.5IVe,140.0,223,297.57283333333334,7.902413888888889,2039.0,b'Gaia DR2 4298219483910765824',-1.917,-3.195,0.119,5.6,6.1375,6.1702,6.0587,0.4992,,46.83115687647,-9.27678811695,9300.0,,,1.6157,7.629733197070798e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2040,12 Vul,Classical,4.893,B2.5Ve,245.0,1232,297.767125,22.61004722222222,2040.0,b'Gaia DR2 1827977186901985024',23.006,-15.319,1.055,436.0,4.8616,4.8214,5.0409,0.1335,,59.72351242554,-2.06644386622,8868.67,,,5.7966,2.4709806895227898e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2041,V396 Vul,Classical,7.761,B2Vnne,,157,297.76975,27.716905555555556,2041.0,b'Gaia DR2 2028380704530014976',-0.719,-5.261,0.353,43.1,7.6989,7.7749,7.5769,0.5792,,64.11828835966,0.53609582244,8397.67,,,1.3135,1.811128861734409e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2042,V1466 Aql,Classical,6.503,B7VA5Ve,,130,298.0649166666667,10.35158888888889,2042.0,b'Gaia DR2 4303300258419825664',-1.354,-12.397,0.106,4.02,6.4814,6.4984,6.4676,0.422,,49.23070674051,-8.49325426111,9084.62,,,2.0435,5.558394300472751e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2043,EM* MWC 622,Classical,12.0,Be,,31,298.08299999999997,29.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
2044,HD 345120,Classical,10.25,B5e,,3,298.13670833333333,22.686144444444444,2044.0,b'Gaia DR2 1828004086239700352',-1.7,-4.704,0.0,1.82e-15,10.1675,10.4371,9.7462,1.7092,,59.96320739141,-2.32079029422,6362.5,148.452,10.03,0.6492,1.864272320262624e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2045,EM* AS 368,Classical,10.82,Be,,1,298.19466666666665,28.781344444444443,2045.0,b'Gaia DR2 2028733574701814912',-2.31,-5.659,0.0,0.0,10.8673,11.0404,10.556,1.062,,65.22440814217,0.75905379416,7699.33,175.106,7.44,0.4398,9.785642632084048e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2046,HD 345122,Classical,9.8,B2Vpe,,4,298.21425,22.239625,2046.0,b'Gaia DR2 1827902763704218880',-1.663,-2.279,0.0,0.0,9.7947,9.9841,9.4835,1.274,,59.6159279658,-2.61083572141,7145.5,94.514,6.34,0.9688,2.6280241477491913e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2047,25 Cyg,Classical,5.139,B3IVe,200.0,1353,299.97999999999996,37.04288611111111,2047.0,b'Gaia DR2 2060190022592875520',0.846,-0.685,0.834,279.0,5.1449,5.098,5.3137,0.058,,73.07289911001,3.75949510803,8868.67,,,2.4192,1.9034845294701175e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2048,HD 189689,Classical,7.282,B9e,150.0,82,300.0294166666667,32.789675,2048.0,b'Gaia DR2 2034163173610289920',0.815,-2.179,0.167,10.2,7.2416,7.2445,7.2622,0.3587,,69.46898529457,1.49403883477,9725.75,,,1.0163,2.7597475181034733e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2049,HD 333226,Classical,10.26,B1Ve,,2,300.1390416666667,30.38145,2049.0,b'Gaia DR2 2030265576700556544',-2.86,-5.381,0.0,0.0,9.9694,10.2554,9.5361,,,67.47046430463,0.1467562586,6262.2,1503.183,32.94,0.2237,2.2374294566663258e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2050,V2103 Cyg,Classical,9.13,B8Ve,,34,300.50541666666663,29.585883333333335,2050.0,b'Gaia DR2 2030149303338544768',-0.957,-4.617,0.099,4.35,9.0506,9.0956,8.9646,0.5002,,66.96273463678,-0.54309537587,9063.67,,,1.18,5.215180587350882e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2051,HBHA 3703-48,Classical,13.737,B6IVe,,1,300.608,36.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
2052,HD 190150,Classical,8.29,B9e,300.0,62,300.69345833333335,21.854425,2052.0,b'Gaia DR2 1826951544369716480',5.798,-3.85,0.107,3.83,8.2399,8.2434,8.2232,0.4198,,60.48150456308,-4.77480109279,9352.67,,,1.8169,1.1003968827846083e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2053,HD 333452,Classical,9.49,B0IIInpe,,2,300.7959166666667,28.705677777777776,2053.0,b'Gaia DR2 2029204341796387072',-2.84,-5.089,0.0,0.0,9.0335,9.6871,8.2744,,,66.35129595945,-1.22526040026,4618.09,1016.549,49.81,0.4681,5.297968251757774e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2054,V1362 Cyg,Classical,8.18,B5IIne,,199,300.9233333333333,36.4256,2054.0,b'Gaia DR2 2059915969321204736',-0.239,-5.782,0.097,2.96,8.1073,8.204,7.9321,0.6457,,72.94667305696,2.79165399443,8311.33,,,0.9586,1.2433384131150735e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2055,HD 339483,Classical,8.98,B1IIIe,,55,301.003125,26.27132222222222,2055.0,b'Gaia DR2 1835090546074430336',-1.799,-4.096,0.0,0.0,8.7492,9.1115,8.2413,1.6407,89.03,64.38660566271,-2.67595688978,5508.43,396.443,21.86,0.7792,6.883817554128774e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2056,Cl* NGC 6871 BP 3,Classical,12.75,B8Ve,,0,301.188,35.74528055555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
2057,Cl* NGC 6871 BP 2,Classical,11.98,B5Ve,,1,301.22566666666665,35.85596944444445,2057.0,b'Gaia DR2 2059091438653563776',-2.08,-7.418,0.298,4.0,16.4449,15.5695,14.9268,,,72.5944196257,2.28137137338,5095.63,,,0.1984,5.7484313795319035e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2058,HD 190944,Classical,8.36,B1.5Vne,,81,301.3569166666667,46.671819444444445,2058.0,b'Gaia DR2 2082731419682510208',-3.399,-3.732,0.0,0.0,8.2194,8.3996,7.9188,,,81.85978442862,7.92925205982,7318.91,1600.988,24.89,0.4875,1.121371079822767e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2059,HD 190864,Classical,7.79,O7IIIe,100.0,175,301.41583333333335,35.607775,2059.0,b'Gaia DR2 2059070135632404992',-3.069,-6.495,0.0,0.0,7.6767,7.7985,7.4776,0.7495,,72.46723195778,2.01830397146,7889.0,2717.713,27.91,0.489,1.848542123390623e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2060,HD 227611,Classical,8.8,B0IIpe,,36,301.438125,35.90083055555556,2060.0,b'Gaia DR2 2059112879149465600',-3.149,-6.535,0.0,0.0,8.5541,8.8143,8.1431,,,72.7244955189,2.16012144433,6360.5,1187.641,28.38,0.4825,8.238902273148088e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2061,Cl* NGC 6871 BP 1,Classical,16.0,Be,,0,301.69779166666666,35.69643888888889,2061.0,b'Gaia DR2 2059047973599907072',-2.117,-3.365,0.237,8.36,14.9006,16.276,13.7217,,,72.66522304222,1.87268279157,3681.0,,,0.066,2.3837974531868516e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2062,V425 Cyg,Classical,10.6,B2npe,,108,302.019,36.12388888888889,2062.0,b'Gaia DR2 2059201183675241472',-3.002,-5.926,0.0,0.0,10.435,10.5967,10.0965,,156.84,73.16573472611,1.88426812422,7284.0,180.478,8.44,0.5231,1.4571670808416653e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2063,HD 191378,Classical,8.99,A5e,,60,302.0350833333333,37.00705277777778,2063.0,b'Gaia DR2 2060013615360052352',-1.195,-1.518,0.086,3.03,8.927,8.9849,8.8284,0.6723,,73.91618027699,2.35091066792,8750.25,,,1.1177,5.843988483879384e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2064,28 Cyg,Classical,4.929,B2.5Ve,300.0,2950,302.35675000000003,36.839622222222225,2064.0,b'Gaia DR2 2059262344012317312',2.728,15.562,1.295,644.0,4.888,4.8494,5.2309,,,73.91489906172,2.04408223495,8868.67,,,5.2947,2.411622635185455e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2065,V372 Sge,Classical,8.34,B0.5IIIe,,26,302.4149583333333,21.078783333333334,2065.0,b'Gaia DR2 1829602265064012928',-2.593,-9.258,0.101,4.01,8.3231,8.2841,8.3903,0.1103,,60.67658185207,-6.5441262222,8598.67,,,0.3359,1.0192233190853725e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2066,HD 228041,Classical,9.04,B0.5Ve,,32,302.4934166666667,35.49605,2066.0,b'Gaia DR2 2058842807280883584',-1.426,-2.807,0.0,0.101,8.9039,9.1363,8.5289,1.457,,72.84724850668,1.22030987517,6705.03,865.723,21.8,0.4808,5.96965662832565e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2067,HD 228104,Classical,9.06,B1IVpe,,5,302.66016666666667,35.87445,2067.0,b'Gaia DR2 2058950628143309312',-1.191,-3.151,0.0,1.77e-15,8.9596,9.1079,8.6809,1.05,,73.23835465713,1.31327670624,7974.0,783.231,14.66,0.5067,5.671126717944222e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2068,KT Cyg,Classical,11.9,B5ev,,2,302.93329166666666,36.5203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
2069,HD 228256,Classical,10.02,Bpe,,4,302.97654166666666,40.008230555555556,2069.0,b'Gaia DR2 2062398391672763392',-2.392,-5.202,0.0,0.0,9.9692,10.3534,9.4539,,,76.83902741168,3.3647074684,5440.45,490.404,24.93,0.4009,2.2378416443661342e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2070,20 Vul,Classical,5.903,B7Ve,245.0,214,303.0029166666667,26.478805555555557,2070.0,b'Gaia DR2 1835635732042737408',4.096,-9.524,0.33,52.8,5.872,5.8417,5.9448,0.1855,,65.52927822085,-4.07307297008,8598.67,,,2.7904,9.743373509928415e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2071,HD 192445,Classical,7.23,B0.5IIIe,,561,303.38745833333337,36.328380555555555,2071.0,b'Gaia DR2 2060475070965151104',1.671,-1.224,0.125,5.85,7.0914,7.1067,7.085,0.393,,73.9406204421,1.07159343167,9280.0,,,1.5443,3.169197841378499e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2072,HD 331976,Classical,9.94,B0pe,,2,303.4230416666667,32.553530555555554,2072.0,b'Gaia DR2 2054944282643817600',-2.384,-5.09,0.0,0.0,10.091,10.547,9.488,,,70.81040238876,-1.03898030404,5127.62,403.365,25.45,0.4275,2.0003654802694806e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2073,HD 228438,Classical,8.37,B0.5IIIe,,50,303.4595,36.622925,2073.0,b'Gaia DR2 2060497129916833024',-2.897,-6.499,0.0,0.0,8.1102,8.3926,7.6934,,,74.21815452652,1.1860737897,6361.56,2627.571,42.2,0.398,1.2400218890077349e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'J201350.2+363722',1.16616e-16,2.57564e-15,1.42881e-15,1.1976e-16,1.12523e-15,5.71055e-15,5.99202e-15,,,,0.0,,,,,,,,,,,0.9133693081192874,-0.28638889235725257,-0.8453282705980356,0.8076129125535145,,,,-0.6700017700350108,"BeSS,Gaia,XMM"
2074,BD+36 3956B,Classical,10.5,O9e,,1,303.6672916666667,36.646525,2074.0,b'Gaia DR2 2060508537351659008',-2.749,-5.758,0.0,0.0,9.9003,10.1791,9.4866,1.5488,,74.3301725672,1.06029075817,6044.77,332.495,16.63,0.4923,2.384456211771177e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2075,HD 228535,Classical,10.43,B2IVe,,4,303.73058333333336,36.853563888888885,2075.0,b'Gaia DR2 2060529153194842880',-3.685,-5.365,0.0,0.0,10.062,10.451,9.5347,,,74.53055306815,1.13303318849,5403.0,430.148,23.67,0.411,2.0545151658349368e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2076,QR Vul,Classical,4.759,B3Ve,275.0,6881,303.81625,25.591958333333334,2076.0,b'Gaia DR2 1835335977682835200',5.74,-4.671,3.703,6570.0,4.6387,4.6629,4.918,,,65.187623418,-5.1705843688,9485.75,,,7.8952,3.03409623423515e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2077,HD 228658,Classical,10.24,B0.5Ve,,3,304.03566666666666,37.55640555555556,2077.0,b'Gaia DR2 2060830969133386368',-2.667,-5.399,0.0,0.0,10.0829,10.2837,9.7581,1.3737,,75.24993331789,1.32215181452,7007.0,415.363,13.83,0.4041,2.0153447643603665e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2078,V2113 Cyg,Classical,7.16,B1Vnnpe,,399,304.20074999999997,32.37983055555556,2078.0,b'Gaia DR2 2054507883909633792',-5.648,-9.181,0.08,2.42,7.1026,7.1915,6.9261,,,71.03084924351,-1.68100089979,8584.67,,,1.1009,3.1366737644428416e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2079,EM* VES 195,Classical,11.98,O9Ve,,1,304.26620833333334,42.10209444444445,2079.0,b'Gaia DR2 2068683401985995648',-3.632,-3.403,0.0,0.0,11.6017,12.1971,10.8266,,,79.12601132197,3.70994964459,4544.5,67.181,13.22,0.5655,4.975415461630831e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2080,LZ Del,Classical,7.47,B9e,,130,304.29075,15.872669444444444,2080.0,b'Gaia DR2 1808447386454770304',-5.436,-10.129,0.0,0.589,7.5629,7.5489,7.6101,0.3158,,57.19977254819,-10.84060695725,8562.5,,,2.5708,2.0528128209374252e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2081,HD 193182,Classical,6.554,Ape,200.0,257,304.35491666666667,39.59353888888889,2081.0,b'Gaia DR2 2062231128459859328',4.646,0.847,0.163,10.5,6.4653,6.4475,6.53,0.266,,77.07991716793,2.25318173794,8704.33,,,2.6642,5.641431919221696e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
2082,EM* AS 396,Classical,10.89,B2.5IVe,,1,304.3757916666667,38.099016666666664,2082.0,b'Gaia DR2 2061246172212227712',-3.191,-4.54,0.0,0.0,10.802,11.1566,10.2773,,,75.85019972623,1.40267861964,5978.67,246.706,14.64,0.3778,1.039224439338728e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
