#,name_BeSS,mag_BeSS,type_BeSS,_RAJ2000_BeSS,_DEJ2000_BeSS,_2CXO,_4XMM,_2SXPS,Flag_x,_RAJ2000_X,_DEJ2000_X,X_pos,Flux (s band),Flux (m band),Flux (h band),X_flux,Gamma,_RAJ2000_gaia,_DEJ2000_gaia,pmRA,e_pmRA,pmDE,e_pmDE,epsi,sepsi,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,abs_BPmag,W1,e_W1,W2,e_W2,W3,e_W3,W4,e_W4,_2MASS,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,dist,HR_hms,HR_hm,HR_ms,Gflux,Flux (b band),LX,X-O-fluxratio,BP-RP,ebv,nH,main_type,main_id,Memberships,Class
228,RX J0057.4-7325,15.67,Be,14.362499999999997,-73.42209722222222,J005727.1-732519,,150891.0,CXO+XRT,14.362974102,-73.422093612,CXO,4.8511352327064e-14,7.5932139874396e-14,7.092005504689e-13,CXO,0.698495,14.3627220659295,-73.4220721698692,0.793,0.032999999821186066,-1.286,0.03200000151991844,0.072,0.7260000109672546,0.953,15.625085,0.003309,15.581367,0.006099,15.631404,0.007717,11827.8643,9461.81738,15530.7705,12084.1299,9569.46875,14792.6494,0.21683533369005836,15.166618295669556,-0.009900554835711228,15.201435034751892,-0.02910140346049845,,,,,00572706-7325192,15.67,0.063,15.575,0.145,15.605,0.24,11827.8643,0.7014469345865224,0.8065750138586257,0.22034730030671945,5.697435244229892e-12,8.336440426703599e-13,1.3957094692386552e+34,0.1463191781801535,-0.050036999999999665,0.1465270013395058,4.117458029158346,HMXB,RX J0057.4-7325,"CSC,XRT,Gaia,2MASS,WISE",HMXB
231,CXOU J005736.2-721934,15.97,Be,14.400078,-72.326132,J005735.9-721934,J005735.9-721933,23761.0,CXO+XMM+XRT,14.39999357,-72.326116978,CXO,1.5319026100502e-14,4.4992419549709e-14,2.7760848183877e-13,CXO,1.43707,14.4000677402563,-72.3261268010431,0.698,0.03700000047683716,-1.244,0.03400000184774399,0.0,0.0,0.961,15.94867,0.003196,15.96465,0.005605,15.851771,0.008885,14029.2861,11295.4238,17106.5547,10735.2891,8762.6377,17047.5801,0.22947214048149966,15.152999877929688,0.01899999938905239,14.89799976348877,0.03099999949336052,12.85200023651123,,9.12399959564209,,00573602-7219341,15.736,0.072,15.555,0.125,15.331,0.198,14029.2861,0.6430429770841044,0.7210645143515659,0.4920026891960795,4.22907510351939e-12,3.3791992748898096e-13,7.959515899674361e+33,0.07990397881744113,0.11287900000000128,0.24604601188720662,4.223480302063173,HMXB,[MA93] 1020,"CSC,XMM,XRT,Gaia,2MASS,WISE",HMXB
238,RX J0058.2-7231,14.9,Be,14.552446,-72.513544,,J005812.5-723048,29275.0,XMM+XRT,14.55211694,-72.513595,XMM,4.745712832584087e-16,1.951121075531743e-14,1.1092985672451496e-12,XMM,1.2369999885559082,14.5524456925034,-72.5135443371678,0.729,0.029999999329447746,-1.205,0.023000000044703484,0.092,2.3399999141693115,1.006,14.777754,0.003024,14.830386,0.004238,14.638803,0.006118,22423.3711,17848.1367,27647.2793,22561.5293,18847.8809,27445.9062,-1.9231185221312437,13.652000427246094,0.014000000432133675,13.479000091552734,0.012000000104308128,12.463000297546387,0.4650000035762787,8.77299976348877,,00581257-7230488,14.549,0.035,14.438,0.067,14.178,0.061,22423.3711,0.9646045178058965,0.9654304717489622,0.9525091104924082,1.243402676237739e-11,1.1292843492837255e-12,6.795271692619812e+34,0.0908220941506005,0.1915830000000014,0.23168835641993002,4.461212882494964,HMXB,RX J0058.2-7231,"XMM,XRT,Gaia,2MASS,WISE",HMXB
248,[HP2004] 39,,Be,15.125791666666666,-72.34309999999999,,J010030.1-722033,64205.0,XMM+XRT,15.12581694,-72.342585,XMM,9.836612834383123e-17,2.709007360025816e-15,2.6076041750476316e-14,XMM,1.0529999732971191,15.1251746628998,-72.3426271548605,0.709,0.019999999552965164,-1.228,0.017999999225139618,0.048,0.8709999918937683,0.933,14.548094,0.00281,14.550979,0.00303,14.483618,0.004156,28075.8379,21387.6387,35998.8906,22536.9961,19056.4844,26743.5977,-2.690684631420149,13.770000457763672,0.014999999664723873,13.562000274658203,0.012000000104308128,12.675999641418457,0.41600000858306885,9.192999839782715,,01003000-7220335,14.497,0.035,14.321,0.051,14.131,0.065,28075.8379,0.8056065416672786,0.8117767769214996,0.9299230196827454,1.5362991765952484e-11,2.888341523884596e-14,2.724681254878082e+33,0.001880064487364856,0.067361,0.208511010232325,4.171359195187285,HMXB,LIN 365,"XMM,XRT,Gaia,2MASS,WISE",HMXB
254,RX J0101.0-7206,15.72,B3.5Ve,15.262034,-72.116379,J010102.9-720658,J010102.8-720658,45241.0,CXO+XMM+XRT,15.26208677,-72.116384034,CXO,5.950375068529e-15,5.7055178262174e-15,4.2066769683174e-14,CXO,0.91853,15.2620336160146,-72.1163790738389,0.857,0.04100000113248825,-1.19,0.032999999821186066,0.138,2.5299999713897705,1.111,15.65849,0.002877,15.653906,0.003951,15.576471,0.004907,7298.85693,5984.45557,8922.03125,8270.70117,7798.91699,8693.13184,1.3376317458800049,14.76200008392334,0.017000000923871994,14.585000038146973,0.01899999938905239,,,,,01010288-7206590,15.541,0.064,15.467,0.1,15.453,0.175,7298.85693,0.5660716600618793,0.7611369216893467,-0.021007163030981817,5.524810644977112e-12,5.3722662577920406e-14,3.4250659473484225e+32,0.009723892098774901,0.07743499999999948,0.21645750114345286,3.898704823969008,HMXB,[MA93] 1240,"CSC,XMM,XRT,Gaia,2MASS,WISE",HMXB
258,RX J0101.3-7211,15.49,Be,15.336708333333329,-72.18860000000001,J010120.6-721118,J010120.6-721119,51334.0,CXO+XMM+XRT,15.33617194,-72.18862,XMM,5.027073348509713e-16,1.3570981708299111e-14,3.1907327639917807e-13,XMM,,15.3360982916818,-72.1886014190854,0.79,0.04500000178813934,-1.24,0.035999998450279236,0.217,6.590000152587891,1.054,15.589946,0.004522,15.498016,0.008509,15.68626,0.021769,16972.9512,12425.1152,23570.2988,14967.6523,11526.1094,17770.8398,-0.6507708127788803,15.416000366210938,0.020999999716877937,15.243000030517578,0.03200000151991844,12.553999900817871,,8.748000144958496,,01012065-7211192,15.393,0.055,15.301,0.111,15.088,0.13,16972.9512,0.9155106274225607,0.9184054353710542,0.9285606874914366,5.88484458360189e-12,3.3314696544232815e-13,1.1485563158631284e+34,0.056611004880339856,-0.18824400000000097,0.20737419375102917,3.970725222212272,HMXB,[MA93] 1257,"CSC,XMM,XRT,Gaia,2MASS,WISE",HMXB
261,RX J0101.8-7223,14.61,Be,15.467899,-72.39279,J010152.2-722334,J010152.1-722335,71516.0,CXO+XMM+XRT,15.46787429,-72.392884623,CXO,5.3904285859595e-14,1.5909640648236e-13,1.1566545095566e-12,CXO,1.07582,15.4678989383063,-72.3927903006562,0.793,0.02500000037252903,-1.258,0.02199999988079071,0.056,0.8650000095367432,0.99,14.862729,0.002808,14.86627,0.003182,14.798992,0.004046,29345.4688,23763.6602,38056.7891,25886.6973,17514.7363,31522.1602,-2.471435259250832,14.041000366210938,0.014999999664723873,13.829000473022461,0.012000000104308128,12.652000427246094,,9.385000228881836,,01015228-7223341,14.919,0.044,14.714,0.047,14.571,0.088,29345.4688,0.6889718053905787,0.7581663755001345,0.49385811598155627,1.1497986589746555e-11,1.369655201898555e-12,1.4115460870477785e+35,0.11912130799665037,0.06727799999999995,0.18527205497201418,4.179110520937004,HMXB,LIN 389,"CSC,XMM,XRT,Gaia,2MASS,WISE",HMXB
271,RX J0105.5-7221,15.15,Be,16.148,-72.36328055555555,J010435.4-722148,J010435.4-722151,,CXO+XMM,16.147830012,-72.363364013,CXO,0.0,0.0,0.0,CXO,,16.1476725911125,-72.3634616328441,0.778,0.03500000014901161,-1.272,0.028999999165534973,0.147,4.610000133514404,1.065,15.121189,0.003083,15.120734,0.005298,15.068729,0.005902,12881.1953,10176.4453,17016.1738,10756.1504,8079.75488,14222.749,-0.4290468244777319,14.357999801635742,0.014000000432133675,14.135000228881836,0.014000000432133675,12.855999946594238,0.44699999690055847,8.833999633789062,,01043544-7221485,14.991,0.029,14.82,0.058,14.526,0.095,12881.1953,-0.33333333333333337,0.0,0.0,9.062286702559281e-12,0.0,0.0,0.0,0.05200500000000119,0.1555773821785426,4.041527251807485,HMXB,[MA93] 1470,"CSC,XMM,Gaia,2MASS,WISE",HMXB
273,RX J0105.3-7210,15.63,Be,16.290251,-72.196375,J010509.7-721146,J010509.6-721147,,CXO+XMM,16.290421471,-72.196378591,CXO,5.3215139354146e-15,8.9771127619937e-15,3.2880486239013e-14,CXO,1.66327,16.2902506577907,-72.196374584318,3.639,0.5789999961853027,1.718,0.4819999933242798,3.046,17.299999237060547,1.63,19.236937,0.009569,19.014702,0.016791,17.72337,0.009347,9144.44629,5324.89746,13847.9512,3495.29443,2950.49878,4181.70898,4.208914932883111,14.324999809265137,0.014000000432133675,13.722999572753906,0.012000000104308128,10.607000350952148,0.06700000166893005,8.137999534606934,0.17599999904632568,01050959-7211470,16.788,0.176,16.313,0.246,15.331,0.163,9144.44629,0.3938577557964191,0.5710641328577974,0.25566083400454787,2.0461553230158338e-13,4.7179112936421304e-14,4.721351183568347e+32,0.23057444567250096,1.2913320000000006,0.15854340102856304,3.86199385806025,NIR,2MASS J01050959-7211470,"CSC,XMM,Gaia,2MASS,WISE",star
275,RX J0105.9-7203,,Be,16.480222,-72.064044,J010555.2-720350,J010555.2-720350,,CXO+XMM,16.480212478,-72.064052005,CXO,2.1969583572445e-15,3.1418278888825e-15,2.772476183238e-14,CXO,0.668914,16.4802221511282,-72.0640441133406,0.772,0.032999999821186066,-1.178,0.03200000151991844,0.096,1.3700000047683716,1.009,15.551543,0.003138,15.553448,0.005405,15.491486,0.005058,13389.9707,10457.0723,17054.1777,6975.52637,6378.2085,7560.78369,-0.08045013343859786,14.560999870300293,0.013000000268220901,14.413000106811523,0.014999999664723873,12.718000411987305,,9.411999702453613,,01055526-7203507,15.46,0.051,15.311,0.087,14.82,0.113,13389.9707,0.6770590843154256,0.7964253312559342,0.17698208695346276,6.096719268053715e-12,3.3063548078507e-14,7.09431416874589e+32,0.005423170499543443,0.061961999999999406,0.15072387921011066,3.6888020018174283,HMXB,[MA93] 1557,"CSC,XMM,Gaia,2MASS,WISE",HMXB
287,XTE J0111-7317,15.52,B1IVe,17.784999999999997,-73.2794,,J011108.4-731646,,XMM,17.785375,-73.2795,XMM,1.76666029396568e-16,1.7950701114571623e-15,1.854977590108708e-14,XMM,,17.7857375423805,-73.2795300359376,1.01,0.03400000184774399,-1.236,0.02800000086426735,0.0,0.0,0.959,15.436142,0.003012,15.429562,0.004443,15.413126,0.005667,25603.6875,19929.3066,39059.6523,24033.5781,20719.3652,28115.7188,-1.6119505893665753,14.545999526977539,0.014000000432133675,14.361000061035156,0.014999999664723873,12.362000465393066,,8.907999992370605,0.3230000138282776,01110860-7316462,15.096,0.05,15.185,0.085,14.902,0.125,25603.6875,0.8078371479816889,0.8235356403926225,0.8208015507388585,6.780420024278378e-12,2.052151204194081e-14,1.609963759138889e+33,0.0030265841892479013,0.01643600000000056,0.07553562835810046,3.414232654311868,HMXB,RX J0111.2-7317,"XMM,Gaia,2MASS,WISE",HMXB
297,CAS GAM-1,15.19,Be,19.63321,63.74252,,J011831.9+634433,27291.0,XMM+XRT,19.63310889,63.74270611,XMM,1.5877214837645207e-17,8.231246763417216e-15,2.1544745440846037e-14,XMM,,19.6332103982567,63.7425201675447,-1.684,0.013000000268220901,0.504,0.017000000923871994,0.0,0.0,1.017,14.304468,0.012906,15.436176,0.030302,13.246359,0.040486,5787.48145,5333.76074,6604.97119,5658.56836,5234.40674,6145.69727,1.6237279398488305,10.48900032043457,0.014000000432133675,10.395999908447266,0.008999999612569809,10.579999923706055,0.08699999749660492,8.520000457763672,,01183196+6344330,11.622,0.025,11.023,0.023,10.629,0.016,5787.48145,0.44635068969742053,0.4471219157399775,0.996149635950785,1.922764954399128e-11,2.97918694191009e-14,1.1942044558032022e+32,0.0015494285638470555,2.1898169999999997,1.5215821728560437,8.577625608185267,HMXB,V* V635 Cas,"XMM,XRT,Gaia,2MASS,WISE",HMXB
382,V831 Cas,11.34,B1IVe,26.75070833333333,61.35658055555556,,J014700.2+612123,201023.0,XMM+XRT,26.750835,61.35655806,XMM,2.904862317901232e-14,8.697939954719132e-13,5.260936099517851e-12,XMM,-0.720300018787384,26.7508850321674,61.3565732744613,-1.029,0.01600000075995922,-0.082,0.017000000923871994,0.184,65.0,1.352,11.215371,0.003115,11.629826,0.005745,10.599628,0.005183,2751.88892,2613.82031,2914.76392,2740.13037,2597.42285,2877.87402,-0.568328498099584,9.154999732971191,0.014000000432133675,8.986000061035156,0.008999999612569809,8.628000259399414,0.023000000044703484,7.802000045776367,0.1589999943971634,01470019+6121236,9.899,0.027,9.7,0.036,9.486,0.02,2751.88892,0.7081574972816101,0.7162510885342228,0.9353643839839026,3.307996167962362e-10,6.159778718168777e-12,5.58249853420699e+33,0.018620876220552085,1.0301980000000004,1.3232302193540724,7.560119480003866,HMXB,EM* GGA  104,"XMM,XRT,Gaia,2MASS,WISE",HMXB
465,V782 Cas,7.622,B6IIe,32.18933333333333,65.037425,,J020845.4+650214,,XMM,32.18933111,65.037485,XMM,2.249826355198953e-16,3.2675514982066906e-14,4.518283333824865e-12,XMM,,32.1893202375393,65.037424028347,1.69,0.024000000208616257,-3.572,0.02800000086426735,0.319,110.0,1.874,7.489314,0.003041,7.69611,0.004772,7.083958,0.005729,832.176147,812.332336,860.226318,827.184937,803.151489,849.214172,-1.9049663163885784,6.535999774932861,0.027000000700354576,5.9770002365112305,0.01600000075995922,4.836999893188477,0.014999999664723873,4.107999801635742,0.020999999716877937,02084543+6502147,6.661,0.035,6.45,0.024,6.199,0.023,832.176147,0.9855420045262556,0.985640162406376,0.9863234509012633,1.0232642415959138e-08,4.5511838314424516e-12,3.771869095378772e+32,0.00044477112034563895,0.612152,0.8275161736762805,5.141390475765739,Be*,HD  12882,"XMM,Gaia,2MASS,WISE",$\gamma$ Cas analog
512,BD+56 511,9.11,B3IIIe,34.699666666666666,57.06724722222223,J021847.9+570402,,,CXO,34.699963926,57.06724094,CXO,7.1610258627535e-17,1.4996799585351e-16,0.0,CXO,,34.6997387480315,57.067274964211,-0.137,0.013000000268220901,-1.015,0.017000000923871994,0.109,17.799999237060547,1.121,9.020182,0.002782,9.215045,0.002932,8.656334,0.003906,2431.97217,2334.77075,2510.97241,2416.52417,2318.93555,2568.09937,-2.714748004145374,7.783999919891357,0.008999999612569809,7.74399995803833,0.007000000216066837,7.285999774932861,0.017999999225139618,6.584000110626221,0.07400000095367432,02184793+5704021,8.298,0.043,8.188,0.046,8.095,0.024,2431.97217,-0.9136361052344099,-0.8749749917582583,0.3536345992502533,2.4982770463845748e-09,2.21578254481045e-16,1.5683610421628447e+29,8.86924269674998e-08,0.5587110000000006,0.4612147265874305,3.776484953512672,Be*,BD+56   511,"CSC,Gaia,2MASS,WISE",star
516,Cl* NGC 869 LAV 1039,12.37,B3e,34.78566666666666,57.06363888888889,J021908.6+570348,,,CXO,34.786067555,57.063500173,CXO,3.459854976208e-16,2.7762715266026e-16,0.0,CXO,,34.7859610764784,57.0636060329408,-0.701,0.04899999871850014,-0.933,0.06300000101327896,0.599,665.0,4.911,12.309223,0.00291,12.52021,0.00336,11.834487,0.00415,2085.00024,1779.44128,2484.43408,1763.36694,1603.75244,1969.05298,0.9246794534974736,10.168999671936035,0.008999999612569809,9.994999885559082,0.00800000037997961,9.072999954223633,0.029999999329447746,8.126999855041504,0.23100000619888306,02190862+5703489,11.194,0.029,10.905,0.032,10.69,0.023,2085.00024,-0.9684349736528644,-0.9304655356247827,-0.10961667459717363,1.207881133304665e-10,6.2361265028106e-16,3.24435853765133e+29,5.162864400198936e-06,0.6857230000000012,0.46274149351568084,3.7855042438581235,Be*,EM* GGA  154,"CSC,Gaia,2MASS,WISE",star
517,NGC 869 1164,14.72,A0e,34.809579,57.184698,J021914.3+571104,J021914.1+571105,,CXO+XMM,34.809725795,57.184687654,CXO,1.1861231112001e-15,6.8891517687194e-16,4.9487989429071e-16,CXO,,34.8095785506436,57.1846983655821,-0.709,0.024000000208616257,-1.265,0.03200000151991844,0.235,40.599998474121094,2.133,13.658439,0.002766,13.966516,0.003162,13.166041,0.003881,3087.32031,2830.98145,3386.45483,2909.47412,2696.41455,3183.89453,1.5186075502750356,12.059000015258789,0.023000000044703484,12.102999687194824,0.017000000923871994,,,,,02191429+5711049,12.563,0.039,12.416,0.049,12.264,0.037,3087.32031,-0.5823654183729441,-0.16390952058168362,-0.2651721500788132,3.486083600349085e-11,2.36991818236275e-15,2.7033261178531244e+30,6.79822532691251e-05,0.8004750000000005,0.4819226732272792,3.8719787953996896,Star,NGC   869  1171,"CSC,XMM,Gaia,2MASS,WISE",star
520,HD 14162,9.37,Be,34.864374999999995,57.13837777777778,J021927.4+570817,,,CXO,34.86449109,57.138234258,CXO,2.5684716145528e-16,2.2450167368766e-16,0.0,CXO,,34.8644451180973,57.1382360592151,-0.59,0.010999999940395355,-1.089,0.014000000432133675,0.084,11.5,0.952,9.285574,0.002779,9.479526,0.002958,8.926943,0.003855,2348.68726,2256.93506,2424.51147,2326.17798,2239.32764,2410.57812,-2.3745999602215218,8.48799991607666,0.014000000432133675,8.506999969482422,0.00800000037997961,8.520999908447266,0.02500000037252903,8.375,0.2669999897480011,02192746+5708176,8.588,0.029,8.517,0.026,8.535,0.02,2348.68726,-0.9592957211465012,-0.9147127622353833,-0.06719760266588107,1.9565177748147656e-09,4.813488351429401e-16,3.177693581284e+29,2.4602323645565244e-07,0.5525830000000003,0.4760434945226793,3.847837758358131,Be*,HD  14162,"CSC,Gaia,2MASS,WISE",star
535,Cl* NGC 884 LAV 1703,12.236,B2e,35.35404166666666,57.197830555555555,,J022125.0+571147,,XMM,35.35452889,57.19662111,XMM,3.2447060050972027e-18,2.0047456076331968e-16,1.2229122249696206e-14,XMM,,35.3538481117018,57.1979035970078,-0.787,0.008999999612569809,-1.243,0.010999999940395355,0.062,7.340000152587891,0.922,12.100558,0.002869,12.337195,0.00379,11.692381,0.004743,2107.74536,2068.92554,2152.00488,2115.02075,2070.21094,2163.94482,0.718104290416056,10.493000030517578,0.010999999940395355,10.208999633789062,0.00800000037997961,9.395000457763672,0.03400000184774399,8.619999885559082,0.3400000035762787,02212491+5711525,11.227,0.024,11.031,0.029,10.816,0.022,2107.74536,0.9672288484497072,0.9677423871714617,0.9681453202088569,1.4638284979393547e-10,1.2432841516464622e-14,6.610105468187118e+30,8.493373051533326e-05,0.6448140000000002,0.49850888592842646,3.9656160224187977,Be*,EM* GGA  161,"XMM,Gaia,2MASS,WISE",star
536,NGC 884 2079,9.61,Be,35.42883333333333,57.30806111111111,,J022142.9+571830,,XMM,35.42911694,57.30844611,XMM,1.0191980673314646e-16,6.306121693643867e-16,6.057216704540897e-16,XMM,,35.4292573819461,57.308280460302,5.058,0.014999999664723873,-7.169,0.017000000923871994,0.126,23.0,1.281,9.324366,0.002761,9.80898,0.002867,8.657885,0.00379,637.49054,631.487305,645.767212,637.12793,628.424072,645.468689,0.7866112776565615,7.084000110626221,0.017999999225139618,7.086999893188477,0.00800000037997961,7.013999938964844,0.017000000923871994,6.927999973297119,0.09399999678134918,02214302+5718299,7.702,0.02,7.222,0.038,7.121,0.024,637.49054,-0.09475804976896934,-0.020132506373805526,0.7217328115118996,1.887847885321942e-09,1.3382536465516229e-15,6.508600749336785e+28,7.08877901104519e-07,1.1510949999999998,0.5322945669485605,4.076016269004063,Be*,NGC   884  2079,"XMM,Gaia,2MASS,WISE",star
597,V615 Cas,10.8,B0Ve,40.13195833333333,61.22933611111111,J024031.6+611345,J024031.6+611345,1813.0,CXO+XMM+XRT,40.132071074,61.229227041,CXO,5.1745586332554e-14,2.1074120664767e-13,1.9868767982223e-12,CXO,1.5390000343322754,40.1319351748679,61.2293316440535,-0.423,0.010999999940395355,-0.256,0.012000000104308128,0.07,8.109999656677246,0.927,10.402225,0.002909,10.956625,0.004064,9.673551,0.004555,2504.49585,2436.96143,2576.76172,2473.95679,2406.57007,2544.85718,-1.036976581957184,7.335999965667725,0.007000000216066837,7.2870001792907715,0.006000000052154064,6.9629998207092285,0.017000000923871994,6.552999973297119,0.0689999982714653,02403165+6113456,8.621,0.024,8.228,0.021,7.917,0.023,2504.49585,0.7666123929391985,0.8082094284077916,0.6057280768678326,6.995574689711187e-10,2.249363591202524e-12,1.6885036412068083e+33,0.003215409299411524,1.283074000000001,1.4110386933233072,7.673086090814614,HMXB,LS I +61 303,"CSC,XMM,XRT,Gaia,2MASS,WISE",HMGB
608,IPHAS J024504.86+612502.1,,B7IV,41.27025,61.417249999999996,,J024505.2+612502,,XMM,41.27169,61.41733306,XMM,3.2508783384423392e-18,3.5346546258886943e-15,3.387031809565579e-15,XMM,,41.2702382660907,61.4172296174684,-0.916,0.026000000536441803,0.274,0.028999999165534973,0.0,0.0,0.996,15.440969,0.002769,15.967429,0.003208,14.725939,0.003955,8810.18164,7610.27246,10498.0713,8522.15625,7413.39893,9671.79199,1.2425046881120085,12.998000144958496,0.013000000268220901,12.899999618530273,0.010999999940395355,12.204000473022461,,8.894000053405762,,02450486+6125019,13.815,0.024,13.465,0.033,13.251,0.031,8810.18164,-0.021787012333101683,-0.021327579297288252,0.9981622582431564,6.750342330441686e-12,6.924937313792715e-15,6.432610845828447e+31,0.0010258646117195667,1.2414899999999989,1.2378993958966868,7.563412528166885,Be*,IPHAS J024504.86+612502.1,"XMM,Gaia,2MASS,WISE",star
651,HD 237056,8.9,B0.5Vpe,45.65783333333333,57.61279444444445,,,195917.0,XRT,45.65871,57.61169,XRT,4.132691232684811e-14,4.7258466896756015e-14,2.9562807864702167e-13,XRT,0.9991000294685364,45.657858770569,57.6127960178552,-0.434,0.023000000044703484,-0.554,0.029999999329447746,0.193,37.20000076293945,1.4,8.376163,0.012694,8.731124,0.028629,7.748621,0.046113,1095.46143,1067.59985,1128.10657,1109.54883,1080.85461,1136.05103,-1.4668614556586501,7.156000137329102,0.02500000037252903,6.86899995803833,0.017000000923871994,7.307000160217285,0.01899999938905239,7.09499979019165,0.11699999868869781,03023788+5736460,7.534,0.035,7.381,0.031,7.288,0.023,1095.46143,0.5388741471235345,0.7243492489808274,0.06695861802358699,4.521142522805562e-09,3.842134578706258e-13,5.517831861524472e+31,8.498149658688596e-05,0.9825029999999995,1.403754789659531,7.253391245884933,Be*,HD 237056,"XRT,Gaia,2MASS,WISE",star
663,HD 19818,9.06,B9.5Vne,47.10866666666666,-59.37371666666667,,,177291.0,XRT,47.10896,-59.37288,XRT,3.421343984762357e-13,1.646069356671164e-13,3.1779671973305897e-13,XRT,2.2760000228881836,47.1086908330019,-59.3737204074944,0.11,0.03099999949336052,17.207,0.02800000086426735,0.233,59.79999923706055,0.861,9.026817,0.002793,9.097452,0.002912,8.857716,0.00392,300.745789,298.888123,302.72168,301.080597,299.106689,303.168152,1.706454224377275,8.116999626159668,0.012000000104308128,8.083000183105469,0.00800000037997961,7.877999782562256,0.017999999225139618,7.554999828338623,0.10400000214576721,03082607-5922254,8.486,0.02,8.232,0.055,8.113,0.029,300.745789,-0.2291520852457997,0.31755518920946985,-0.35033152191784417,2.4830564776454225e-09,8.245380538764111e-13,8.925067752119409e+30,0.0003320657670494413,0.23973600000000062,0.015597466971356402,0.16330519622674505,Star,HD  19818,"XRT,Gaia,2MASS,WISE",star
682,GSC 02342-00359,14.25,B5e,52.293,31.366530555555556,J032910.3+312159,J032910.3+312159,,CXO+XMM,52.293230863,31.36640602,CXO,1.2505027691389e-14,7.7173458000748e-14,1.9443648839787e-13,CXO,3.17253,52.2932038776907,31.366371799149,,,,,2.231,712.0,,14.61073,0.008277,15.517612,0.022499,12.499799,0.010095,,,,,,,,4.875,0.029999999329447746,4.474999904632568,0.013000000268220901,-1.559000015258789,0.3070000112056732,-2.76200008392334,0.0010000000474974513,03291037+3121591,9.368,0.03,7.987,0.031,7.173,0.023,,0.3687169359561664,0.43173319663715615,0.7211142093920204,1.4501782852723043e-11,2.84114974090007e-13,,0.019591727236258946,3.0178130000000003,0.9601832068217178,1.224491178811901,multiple_object,IRAS 03260+3111,"CSC,XMM,Gaia,2MASS,WISE",star
688,BQ Cam,11.3,Be,53.74954166666666,53.17321944444444,J033459.9+531023,J033459.8+531022,35064.0,CXO+XMM+XRT,53.749592622,53.173194404,CXO,1.3272187221409e-15,9.5545542425461e-15,1.2031261738186e-14,CXO,,53.7496317125448,53.1731380221581,-0.268,0.019999999552965164,0.44,0.019999999552965164,0.0,4.279999884235566e-15,1.07,14.200214,0.003384,15.475269,0.004987,13.086571,0.006379,5584.23926,5077.89844,6315.02246,5883.42285,5484.55127,6301.04053,1.740448911924764,9.986000061035156,0.014000000432133675,9.760000228881836,0.008999999612569809,9.083999633789062,0.028999999165534973,8.46399974822998,0.33000001311302185,03345990+5310233,11.817,0.023,11.206,0.03,10.744,0.025,5584.23926,0.05016746094112398,0.11473772860153422,0.756065720825471,2.1165464197345146e-11,2.2913034702873e-14,8.55091039670815e+31,0.0010825670766884034,2.3886980000000015,1.3688253530225891,7.050097699487706,HMXB,V* BQ Cam,"CSC,XMM,XRT,Gaia,2MASS,WISE",HMXB
695,MEROPE,4.164,B6IVe,56.58154166666666,23.948355555555555,J034619.6+235653,,,CXO,56.581696611,23.948262634,CXO,1.7991207542327e-13,2.2362840281645e-14,0.0,CXO,8.73987,56.5816078630672,23.9483589381167,13.075,0.31700000166893005,-48.404,0.19499999284744263,1.505,3080.0,2.33,4.172742,0.00365,4.148266,0.003109,4.159457,0.005382,142.660645,137.176788,148.658691,141.260788,134.23259,148.06897,-1.6232549161475482,4.264971681594849,-0.00017903268371665402,3.6145823650360107,-0.0004245805093614719,4.163000106811523,0.014999999664723873,2.98799991607666,0.03799999877810478,03461958+2356541,4.233,0.24,4.309,0.154,4.22,0.016,142.660645,-0.9999011295531834,-0.9991060589648776,-0.7788866681396264,2.1707839294345367e-07,2.0227491570491498e-13,4.9266544542813024e+29,9.318058465524258e-07,-0.011191000000000173,0.2535373298965239,1.0667793699178352,Be*,*  23 Tau,"CSC,Gaia,2MASS,WISE",star
705,Menkhib,4.06,O7.5IIIe,59.741249999999994,35.79103055555555,,J035857.8+354728,,XMM,59.74115,35.79122806,XMM,3.677005664263734e-13,3.424962730401698e-13,4.710827143469526e-14,XMM,,59.7412601258744,35.7910304210381,0.778,0.28999999165534973,2.621,0.21199999749660492,1.328,3190.0,2.236,3.974884,0.003378,3.970395,0.003421,3.889252,0.004335,417.692932,378.667633,475.802094,425.826111,376.98407,483.213562,-4.133890632019057,4.087440439224244,-0.0001750955328126195,3.5760384254455566,-0.00043191453850214493,3.950000047683716,0.014999999664723873,3.760999917984009,0.029999999329447746,03585791+3547276,3.987,0.27,4.07,0.224,3.953,0.036,417.692932,-0.8755897173897754,-0.7581739119691691,-0.03548916579963314,2.6047125214077697e-07,7.573051109012384e-13,1.5812001544245097e+31,2.907442202074329e-06,0.08114299999999997,0.2443351330414512,1.5076279323309383,**,* ksi Per,"XMM,Gaia,2MASS,WISE",star
