BeSS #,Name,RA,Dec,Vmag,SpecType,Simbad classification,Catalog memberships,Literature classification,Reference,epsi,sepsi,BP-RP,Parallax,Parallax_err,Gflux,Gflux_corrected,Gflux_err,Gmag,Gmag_corrected,Gmag_err,PM,PM_dec,pmdec_error,PM_RA,PM_RA_err,rgeo,rpgeo,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,Fluxw,HRhm,HRhs,HRms,NHGal,S_N,2CXO,2SXPS,CR0,E_CR0,e_CR0,SwiftHR1,SwiftHR2,CR1,e_CR1,CR2,E_CR2,e_CR2,CR3,E_CR3,e_CR3,PcstS0,FPO0,FPU0,Gam1,E_Gam1,e_Gam1,4XMM,Flux1,e_Flux1,Flux2,e_Flux2,Flux3,e_Flux3,Flux4,e_Flux4,Flux5,e_Flux5,Flux8,e_Flux8,Flux9,e_Flux9,HR1,e_HR1,HR2,e_HR2,HR3,e_HR3,HR4,e_HR4,2MASS,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,WISE,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag
1851,V3892 Sgr,266.19075,-27.22902778,8.69,Oe,Em*,"Gaia, Chandra, XMM, WISE, 2MASS",gamma Cas type,https://ui.adsabs.harvard.edu/abs/2006A%26A...454..265L/abstract,0.087,4.669,0.775984,0.7873,0.0237,9574610.0,9574610.0,14419.6,8.234564,8.234564,0.003204,2.451,-2.296,0.016,-0.857,0.024,1207.56238,1215.50806,9.25e-13,6.97e-13,1.73e-13,7.01e-14,0.0,,0.17489000000000002,0.29232,0.12117,81.3,10.983,J174445.7-271344,,,,,,,,,,,,,,,,,,,,,J174445.6-271344,7.1466e-15,4.99948e-16,6.64364e-14,1.42627e-15,2.17762e-13,2.7375299999999997e-15,4.69717e-13,6.905960000000001e-15,7.83247e-13,1.83568e-14,1.53885e-12,1.98996e-14,6.258909999999999e-13,5.47558e-15,0.797074,0.0128112,0.500925,0.00915361,-0.140665," 9.26467e-03",-0.409862,0.011238799999999998,17444577-2713444,7.0539999999999985,6.843,6.5070000000000014,0.018000000000000002,0.038,0.023,J174445.76-271344.3,,,,,4.965,0.016
1858,HD 316341,267.1480417,-29.95800278,9.06,B0Ve,Em*,"Gaia, Chandra, Swift, WISE, 2MASS",unconfirmed,no mentions,0.066,3.591,0.575024,0.6098,0.0213,2622400.0,2622400.0,3048.25,9.640618,9.640618,0.003031,1.581,-0.986,0.013,1.236,0.02,1554.88647,1502.33765,,,,,,9.81e-14,,,,96.76,5.7010000000000005,J174835.5-295729,175809.0,0.00297,0.00178,-0.00178,0.478,0.535,0.0,0.0,0.00061,0.0008529999999999999,-0.00061,0.00254,0.00153,-0.00153,5.71E-01,1.77e-13,2.7e-13,"          ","           ","           ",,,,,,,,,,,,,,,,,,,,,,,,17483552-2957286,7.596,7.342,6.957000000000002,0.021,0.046,0.023,J174835.53-295728.4,8.561,0.017,8.474,0.013,,
1868,HD 316520,268.0142083,-28.75866944,10.79,B5IVnne,Em*,"Gaia, Chandra, WISE, 2MASS",unconfirmed,no mentions,0.0,0.0,0.544333,0.5076,0.0179,1063650.0,1063650.0,942.89,10.620366,10.620366,0.002919,0.551,-0.478,0.012,-0.275,0.018000000000000002,1852.90283,1869.31995,3.43e-13,3.14e-13,3.29e-14,8.77e-15,0.0,,0.02249,0.35728000000000004,0.31855,84.47,3.1180000000000003,J175203.4-284530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17520339-2845311,9.821,9.65,9.415,,,0.03,J175203.38-284530.7,9.14,0.014,8.978,0.009000000000000001,8.234,0.057
1875,HD 316568,268.6779583,-29.72989167,9.57,B2IVpe,Em*,"Gaia, Chandra, XMM, 2MASS",unconfirmed,no mentions,0.0,0.05881,0.410581,0.5676,0.0194,2594110.0,2594110.0,4488.24,9.652394,9.652394,0.0033350000000000003,0.727,0.091,0.014,0.722,0.021,1689.91431,1680.06152,8.879999999999998e-15,6.33e-15,1.87e-15,8.94e-16,0.0,,0.07995,0.23111,0.15116,48.35,8.265,J175442.7-294347,,,,,,,,,,,,,,,,,,,,,J175442.6-294346,1.01167e-15,2.26323e-16,4.8518300000000006e-15,4.78084e-16,1.3277200000000002e-14,7.465950000000001e-16,2.07468e-14,1.49766e-15,4.58093e-14,6.636199999999999e-15,8.83682e-14,6.9618399999999995e-15,3.55538e-14,1.44562e-15,0.680983,0.0641448,0.40654,0.045844499999999996,-0.286805," 4.07582e-02",-0.219796,0.0671582,17544270-2943476,8.902999999999997,8.781,8.498,0.026,0.027000000000000003,0.044,,,,,,,
1887,HD 164492D,270.596375,-23.03331944,8.76,Be,Em*,"Gaia, Chandra, Swift, 2MASS",Be star,https://ui.adsabs.harvard.edu/abs/2014A%26A...564L..10H/abstract,1.341,1362.0,0.201547,-0.5197,0.2735,5555380.0,5555380.0,8417.67,8.825583,8.825583,0.0032090000000000005,3.1180000000000003,-3.112,0.174,-0.198,0.235,7216.803220000002,3625.31812,2.68e-13,1.4400000000000002e-13,6.43e-14,6.15e-14,1.35e-14,,-0.07121,-0.26983,-0.20237,141.34,36.677,J180223.1-230159,191348.0,0.0304,0.00588,-0.00588,0.246,-0.415,0.00906,-0.00322,0.0154,0.00415,-0.00415,0.00596,0.00265,-0.00265,5.81E-02,9.28e-13,2.17e-12,2.69E+00,1.17E+00,-5.17E-01,,,,,,,,,,,,,,,,,,,,,,,,18022311-2302001,8.066,7.795,7.31,0.023,0.027000000000000003,,,,,,,,
1891,Cl* NGC 6530 ZCW 175,271.0465417,-24.36253056,10.37,B3Ve,YSO,"Gaia, Chandra, XMM, WISE, 2MASS",unconfirmed,https://ui.adsabs.harvard.edu/abs/2019A%26A...623A..25D/abstract,0.111,9.451,0.23145900000000005,0.7615,0.0227,1364160.0,1364160.0,787.43,10.350207,10.350207,0.002826,2.486,-2.154,0.017,1.243,0.024,1275.60181,1260.44849,1.33e-14,5.05e-15,3.1e-15,5.1e-15,0.0,,-0.30606,-0.65709,-0.43848,77.76,13.875,J180411.1-242145,,,,,,,,,,,,,,,,,,,,,J180411.1-242145,5.223119999999999e-16,1.93577e-16,4.25776e-15,4.3339e-16,2.02565e-15,3.66765e-16,2.4962299999999995e-16,3.3691e-16,2.83331e-16,8.962860000000001e-16,8.80529e-15,1.31448e-15,1.4186500000000001e-14,1.03541e-15,0.80776,0.0591345,-0.10991600000000001,0.07398719999999999,-0.881935," 6.46628e-02",-0.423303,0.315757,18041115-2421452,10.026,9.948,9.899,0.026,0.022,0.019,,9.8277087630329,,inf,,,
1893,HD 164906,271.1076667,-24.38565278,7.45,B0Ve,Em*,"Gaia, Chandra, XMM, WISE, 2MASS",B? star,https://ui.adsabs.harvard.edu/abs/1983MNRAS.204.1203W/abstract,0.197,17.34,0.424857,0.7443,0.0371,21836900.0,21836900.0,9358.68,7.339391,7.339391,0.002794,2.2430000000000003,-0.8290000000000001,0.028,2.084,0.041,1279.75781,1266.00525,4.4e-15,0.0,1.02e-15,3.2e-15,9.39e-16,,-0.99938,-0.99938,-0.67083,75.8,5.9620000000000015,J180425.8-242308,,,,,,,,,,,,,,,,,,,,,J180425.7-242309,3.9975e-16,2.9835700000000003e-16,7.91553e-15,9.058270000000001e-16,2.6536999999999997e-15,6.41193e-16,3.92517e-15,1.4294800000000001e-15,4.2270900000000005e-16,3.50385e-15,1.94498e-14,4.1634799999999996e-15,1.54488e-14,1.75961e-15,0.936011,0.0488353,-0.239177,0.09411889999999999,-0.425600," 1.29274e-01",-0.904643,0.33328800000000003,18042583-2423084,6.648,6.482,6.167999999999998,0.023,0.046,0.027000000000000003,J180425.83-242308.3,,,,,3.505,0.019
1895,Cl* NGC 6530 ZCW 221,271.1208333,-24.42395,10.66,B2.5Ve,YSO,"Gaia, Chandra, WISE, 2MASS",unconfirmed,https://ui.adsabs.harvard.edu/abs/2019A%26A...623A..25D/abstract,0.039,1.27,0.220808,0.8157,0.0153,1062340.0,1062340.0,309.838,10.621711,10.621711,0.002773,2.645,-2.254,0.013,1.385,0.019,1196.55005,1182.77051,3.4299999999999997e-15,0.0,1.29e-15,1.9300000000000002e-15,0.0,,-0.99938,-0.99938,-0.4035,74.74,4.4,J180428.9-242526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18042898-2425262,10.255999999999998,10.158,10.126,0.029,0.037000000000000005,0.033,J180429.02-242526.2,9.99313816157756,,9.709294417002766,,11.533,
1896,Cl* NGC 6530 ZCW 228,271.1372083,-24.31238056,10.49,B2.5Vne,YSO,"Gaia, Chandra, XMM, WISE, 2MASS",unconfirmed,https://ui.adsabs.harvard.edu/abs/2019A%26A...623A..25D/abstract,0.121,9.356,0.215948,0.8168,0.0245,1283990.0,1283990.0,525.053,10.415965,10.415965,0.002791,2.138,-1.795,0.02,1.162,0.028,1184.59119,1182.40479,4.9100000000000005e-15,0.0,7.34e-15,1.1e-14,0.0,,-0.69082,-0.85946,-0.37976,76.55,16.119,J180432.9-241844,,,,,,,,,,,,,,,,,,,,,J180432.9-241844,1.10708e-15,2.6756e-16,1.2062299999999999e-14,6.71289e-16,1.6163900000000002e-14,8.00728e-16,1.324e-14,1.25956e-15,7.38889e-15,3.83744e-15,5.21636e-14,4.28726e-15,4.61965e-14,1.5875600000000001e-15,0.884458,0.026057,0.196226,0.032918300000000005,-0.526081," 3.45978e-02",-0.727589,0.09304639999999999,18043292-2418445,10.045,9.834,9.871,,,0.039,J180432.90-241844.2,9.644,0.017,9.761,0.026,,
1900,HD 164947,271.1737083,-24.3483,8.87,B2Vne,,XMM,unconfirmed,no mentions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J180441.6-242054,4.63403e-16,2.9505499999999997e-16,2.68678e-15,5.26766e-16,2.26537e-15,5.429040000000001e-16,1.81926e-15,9.34782e-16,3.4886099999999997e-15,4.26484e-15,1.28082e-14,4.559e-15,9.520180000000001e-15,1.26099e-15,0.7375189999999999,0.117572,0.073369,0.126054,-0.524472," 1.44729e-01",-0.363056,0.339371,,,,,,,,,,,,,,
1903,Cl* NGC 6530 ZCW 254,271.210875,-24.42835556,11.97,B4Ve,Em*,"Gaia, XMM, WISE, 2MASS",unconfirmed,https://ui.adsabs.harvard.edu/abs/2019A%26A...623A..25D/abstract,0.044,1.476,0.771928,0.7632,0.0153,385750.0,385750.0,591.819,11.721603,11.721603,0.00322,2.814,-2.158,0.014,1.806,0.021,1235.87952,1229.62805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J180450.6-242542,1.0734700000000002e-16,3.3582099999999997e-16,4.79849e-15,8.804310000000001e-16,1.44079e-14,1.35818e-15,2.1351599999999998e-14,2.87468e-15,2.94598e-14,1.27921e-14,7.93996e-14,1.35555e-14,5.3014099999999993e-14,3.24872e-15,0.9824280000000001,0.0430605,0.620039,0.0458965,-0.298338," 5.22687e-02",-0.439758,0.096076,18045061-2425418,10.453,10.162,9.728,,0.044,,J180450.62-242542.1,8.782,0.01,8.231,0.006999999999999999,4.683,0.017
1908,HD 165783,272.112875,-19.86887778,8.33,B4IIe,Em*,"Gaia, XMM, WISE, 2MASS",Be star/γ-ray binary?,https://ui.adsabs.harvard.edu/abs/2013arXiv1303.2018M/abstract,0.123,9.205,0.501366,0.7041,0.0241,9339330.0,9339330.0,9044.95,8.261578,8.261578,0.002949,1.6030000000000002,-1.5490000000000002,0.019,-0.412,0.026,1359.57373,1330.23438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J180827.0-195207,3.6746e-16,2.5278900000000004e-16,1.05994e-15,3.59589e-16,1.25728e-16,2.0277e-16,5.52145e-16,6.219469999999999e-16,2.9222999999999998e-15,3.3076300000000005e-15,8.769240000000001e-15,3.55367e-15,4.10047e-15,9.8588e-16,0.767095,0.147358,-0.758625,0.142047," 0.157437"," 2.48913e-01",-0.593464,0.261402,18082709-1952079,7.454,7.28,7.09,0.018000000000000002,0.038,0.021,J180827.09-195206.9,6.402,0.035,6.287000000000001,0.037000000000000005,5.783,0.019
1911,V3903 Sgr,272.32375,-23.98839722,7.36,B6IIIe,V*,"Gaia, Chandra, WISE, 2MASS",O type binary,https://ui.adsabs.harvard.edu/abs/1997A%26A...327.1094V/abstract,0.14,9.786,0.267596,0.8368,0.0258,24548200.0,24548200.0,52296.1,7.212316,7.212316,0.003597,3.02,-1.214,0.023,2.766,0.032,1148.00415,1139.76147,1.26e-13,0.0,2.23e-14,1.24e-13,,,-0.73454,-0.9594,-0.74079,47.94,21.059,J180917.6-235918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18091770-2359179,6.819,6.79,6.779,0.02,0.018000000000000002,0.024,J180917.70-235918.2,7.096,0.022,6.86,0.009000000000000001,7.263,0.036000000000000004
1929,Cl* NGC 6611 PPM 38,274.6656667,-13.78213889,13.705,B8Ve,Em*,"Gaia, Chandra, 2MASS",unconfirmed,no mentions,0.038,0.6931,1.038263,0.5233,0.0212,75384.3,75384.3,44.5786,13.494164,13.494164,0.002829,1.6230000000000002,-1.606,0.02,0.239,0.024,1787.55847,1780.01624,3.820000000000001e-15,1.7399999999999999e-15,1.46e-15,7.71e-16,,,-0.35853,-0.32355,0.04622,109.35,5.353,J181839.7-134656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18183974-1346564,11.985,11.632,11.395,0.029,0.038,0.039,,,,,,,
1930,BD-13 4928,274.6782917,-13.78066944,10.044,O9.5Vne,Em*,"Gaia, Chandra, XMM, WISE, 2MASS",unconfirmed,no mentions,0.065,4.6,0.7425069999999999,0.591,0.0164,2017140.0,2017140.0,1823.86,9.925525,9.925525,0.002925,1.644,-1.629,0.014,0.225,0.018000000000000002,1614.19531,1548.19397,5.520000000000001e-15,1.15e-15,1.3900000000000001e-15,3.08e-15,0.0,,-0.41974,-0.76702,-0.50593,110.02,7.237999999999999,J181842.7-134650,,,,,,,,,,,,,,,,,,,,,J181842.8-134649,3.23267e-16,2.1148099999999998e-16,4.40156e-15,7.05244e-16,0.0,1.581e-16,0.0,3.15184e-16,0.0,3.73958e-15,4.9203800000000005e-15,3.84621e-15,0.0,2.0210599999999998e-16,0.8743479999999999,0.08052519999999999,-1.0,0.0600518,"         ","            ","         ",,18184277-1346509,8.961,8.869,8.755,0.027000000000000003,0.053,0.023,J181842.77-134650.8,8.611,0.011,8.804,0.011,7.584,
2033,HD 344783,295.7782917,23.27011111,9.8,B0IVe,Em*,"Gaia, Chandra, WISE, 2MASS",unconfirmed,no mentions,1.26,2522.0,0.6312810000000001,-0.0906,0.1408,2438180.0,2438180.0,1971.54,9.719704,9.719704,0.002892,6.102,-5.981,0.149,-1.21,0.09,6448.9873,5738.9668,2.26e-14,0.0,5.9399999999999995e-15,1e-14,,,-0.22986,-0.44347,-0.20112,124.28,3.879,J194306.7+231612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19430677+2316122,8.785,8.712,8.652000000000001,0.019,0.029,0.024,J194306.78+231612.1,8.627,0.018000000000000002,8.693,0.012,9.119,0.08800000000000001
2059,HD 190864,301.4158333000001,35.607775,7.79,O7IIIe,Em*,"Gaia, XMM, WISE, 2MASS",Emission star,https://ui.adsabs.harvard.edu/abs/1995ApJS..100..433U/abstract,0.155,18.95,0.305173,0.5264,0.018000000000000002,15833100.0,15833100.0,4792.3,7.688452000000002,7.688452000000002,0.002775,7.31,-6.638,0.019,-3.062,0.017,1818.37964,1816.71277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J200539.8+353627,1.1320700000000001e-14,9.11275e-16,6.3037e-14,2.03904e-15,2.28604e-14,1.41467e-15,1.64054e-15,9.4699e-16,1.60313e-16,3.65627e-15,9.95703e-14,4.82079e-15,1.2872e-13,3.80897e-15,0.696448,0.0223285,-0.521602,0.025316599999999998,-0.939354," 2.94488e-02",-0.927996,0.5733779999999999,20053979+3536278,7.257999999999999,7.28,7.265,0.019,0.021,0.021,J200539.80+353627.9,7.184,0.01,7.267,0.006999999999999999,7.169,0.02
2069,HD 228256,302.9765417,40.00823056,10.02,Bpe,Em*,"Gaia, Swift, WISE, 2MASS",unconfirmed,no mentions,0.09,11.15,0.927702,0.4373,0.0123,1969740.0,1969740.0,10136.6,9.951345,9.951345,0.006229999999999999,5.712999999999999,-5.247000000000001,0.014,-2.26,0.013,2178.59082,2184.26904,,,,,,,,,,,,,128863.0,0.00656,0.00107,-0.00107,0.68,-0.126,0.000535,-0.000406,0.00329,0.000719,-0.000719,0.0025,0.000644,-0.000644,1.41E-01,2.7399999999999994e-13,6.45e-13,2.32E+00,7.71E-01,-4.40E-01,,,,,,,,,,,,,,,,,,,,,,,,20115436+4000295,8.404,8.11,7.7570000000000014,0.029,0.018000000000000002,0.016,J201154.36+400029.5,7.523,0.014,7.082000000000002,0.008,6.379,0.016
2073,HD 228438,303.4595,36.622925,8.37,B0.5IIIe,Em*,"Gaia, XMM, Swift, WISE, 2MASS",unconfirmed,no mentions,0.243,51.03,0.689038,0.4262,0.0251,10675700.0,10675700.0,7040.46,8.116377,8.116377,0.002847,6.908,-6.408,0.029,-2.58,0.026,2242.95435,2286.96265,,,,,,,,,,,,,97731.0,0.000858,0.000409,-0.000409,-0.236,0.254,0.000334,-0.00026000000000000003,0.000196,0.000208,-0.000196,0.000333,0.000237,-0.000237,5.37E-01,5.31e-14,8.32e-14,"          ","           ","           ",J201350.2+363722,1.1661600000000001e-16,1.8074400000000002e-16,2.5756399999999998e-15,4.71573e-16,1.42881e-15,4.18804e-16,1.1976e-16,3.8827500000000003e-16,1.12523e-15,2.9058e-15,5.71055e-15,3.0712700000000003e-15,5.99202e-15,9.81518e-16,0.9075709999999999,0.125746,-0.358487,0.146608,-0.879239," 2.03378e-01"," 0.976427",0.219059,20135028+3637224,7.1770000000000005,7.05,6.755,0.026,0.023,0.017,J201350.26+363722.5,6.659,0.022,6.13,0.01,5.255,0.015
2075,HD 228535,303.7305833000001,36.85356389,10.43,B2IVe,Em*,"Gaia, XMM, WISE, 2MASS",unconfirmed,no mentions,0.128,23.8,0.929197,0.4296,0.0141,1806510.0,1806510.0,3160.84,10.045268,10.045268,0.003347,6.532,-5.417000000000002,0.016,-3.65,0.014,2232.61743,2219.12988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J201455.4+365111,1.89864e-16,2.75536e-16,6.606969999999999e-16,4.77691e-16,2.80152e-15,8.89604e-16,2.40834e-15,1.5932000000000001e-15,6.07662e-15,8.881050000000001e-15,1.15175e-14,9.17389e-15,5.48076e-15,1.6118400000000002e-15,0.52118,0.592184,0.5705859999999999,0.266405,-0.272162," 2.36271e-01"," 0.260531",0.310225,20145533+3651127,9.338,9.245,9.2,0.021,0.018000000000000002,0.015,J201455.32+365112.8,7.83,0.01,7.7,0.008,7.522,0.023
2101,V2246 Cyg,308.0632917,37.6375,19.7,B0Ve,,"XMM, Swift, WISE",Be/Xray pulsar,https://ui.adsabs.harvard.edu/abs/2008A%26A...479..301B/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62735.0,1.62,0.0101,-0.0101,0.937,0.7170000000000001,0.00658,-0.000571,0.209,0.004070000000000001,-0.004070000000000001,1.33,0.00847,-0.00847,0.00E+00,1.8700000000000003e-10,2.42e-10,"          ","           ","           ",J203215.2+373815,1.1335e-13,3.47709e-15,1.73263e-13,4.2219900000000006e-15,3.88393e-12,1.80571e-14,5.49875e-11,1.0585599999999999e-13,2.0245599999999998e-10,4.59946e-13,2.60068e-10,4.72574e-13,3.40981e-11,6.38944e-14,0.2514,0.017322999999999998,0.9189860000000001,0.00180453," 0.672257"," 1.34489e-03",-0.130590,0.00141453,,,,,,,,J203215.26+373814.8,9.374,0.012,9.009,0.008,7.167999999999998,0.034
2106,W Del,309.4170417,18.28438333,9.81,A0Ve,**,"Gaia, XMM, WISE, 2MASS",Algol type variable,https://ui.adsabs.harvard.edu/abs/1896ApJ.....3..200P/abstract,0.227,72.38,0.176791,1.2538,0.0273,2410490.0,2410490.0,2480.25,9.732103,9.732103,0.002973,5.546,4.204,0.025,-3.618,0.024,784.345947,781.383179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J203740.1+181702,4.70456e-16,5.35309e-16,7.27676e-15,1.33658e-15,3.74652e-15,8.91513e-16,3.17076e-16,6.6649e-16,1.4117699999999999e-15,5.47735e-15,1.6479900000000002e-14,5.94437e-15,1.60529e-14,2.28206e-15,0.9202170000000001,0.08496519999999999,-0.218651,0.130395,-0.944014," 9.93389e-02"," 0.123709",0.9647889999999999,20374007+1817037,9.365,9.135,9.1,0.021,0.036000000000000004,0.02,J203740.08+181703.8,8.975,0.014,9.032,0.009000000000000001,9.001,0.042
2123,HD 198931,313.0405,44.43461389,8.81,B1Vnne,Em*,"Gaia, Chandra, XMM, Swift, WISE, 2MASS",unconfirmed,no mentions,2.059,3398.0,0.978423,0.5433,0.22,7574540.0,7574540.0,3898.48,8.488977,8.488977,0.002811,3.189,-2.968,0.197,-1.166,0.217,2497.70142,2142.65967,1.2e-14,0.0,1.17e-14,1.16e-14,,,-0.33979000000000004,-0.56465,-0.24485,115.7,15.511,J205209.7+442605,77806.0,0.0034,0.000614,-0.000614,0.87,-0.3,1.24e-05,-1.24e-05,0.00215,0.0004480000000000001,-0.0004480000000000001,0.000989,0.00034700000000000003,-0.00034700000000000003,7.41E-01,1.09e-13,4.1900000000000005e-12,3.98E+00,-1.00E+00,-5.98E-01,J205209.7+442604,8.104179999999999e-16,3.61905e-16,6.860509999999999e-15,7.77572e-16,1.59943e-14,1.23111e-15,1.1515299999999998e-14,1.87356e-15,2.20278e-14,8.6814e-15,5.9777e-14,9.067390000000001e-15,3.83574e-14,2.26923e-15,0.786986,0.084993,0.381571,0.05780790000000001,-0.613689," 5.46584e-02",-0.403651,0.17164000000000001,20520972+4426045,7.129,6.863,6.535,0.024,0.031,0.018000000000000002,J205209.73+442604.4,6.7410000000000005,0.022,5.908,0.011,5.081,0.017
2134,GSC 03588-00834,315.8987917,45.75153056,14.25,B0Ve,HMXB,"Gaia, Chandra, Swift, WISE, 2MASS",Be/XRB,https://ui.adsabs.harvard.edu/abs/2014A%26A...568A.115C/abstract,0.0,0.0,1.523651,0.1309,0.0129,58233.4,58233.4,256.231,13.774435999999998,13.774435999999998,0.005515,4.7189999999999985,-3.16,0.013,-3.505,0.014,6218.41309,6208.10205,2.23e-13,1.93e-13,2.81e-14,6.5e-15,0.0,,0.46346,0.74953,0.43348,77.09,27.56,J210335.6+454505,43945.0,1.04,0.00604,-0.00604,0.884,0.601,0.0123,-0.000685,0.212,0.00287,-0.00287,0.8440000000000001,0.00543,-0.00543,0.00E+00,1.12e-10,1.29e-10,1.86E+00,6.64E-01,-1.64E+00,,,,,,,,,,,,,,,,,,,,,,,,21033570+4545055,11.842,11.535,11.362,0.021,0.021,0.023,J210335.70+454505.5,10.716,0.013,10.653,0.01,10.323,0.127
2152,ALFIRK,322.165,70.56071389,3.216,B2IIIev,V*,"Gaia, XMM, WISE, 2MASS",beta Cep type variable (triple star),https://en.wikipedia.org/wiki/Beta_Cephei,7.374,74990.0,-0.220451,,,993369000.0,993369000.0,7791230.0,3.1945900000000003,3.1945900000000003,0.00895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J212839.5+703339,3.42458e-13,2.10672e-15,6.86159e-13,2.62326e-15,1.3172100000000001e-13,1.17533e-15,1.5154e-14,7.647239999999999e-16,8.482e-16,7.51517e-16,1.17748e-12,3.85978e-15,1.03045e-12,3.93138e-15,0.43673199999999995,0.00292517,-0.6884140000000001,0.00257148,-0.916904," 4.09273e-03",-0.976378,0.0213243,21283958+7033389,3.638,3.749,3.902,0.218,0.21600000000000005,0.033,,3.973845679386272,,3.520296991710701,,,
2162,V490 Cep,324.878,56.98611389,14.29,B1.5Ve,HMXB,"Gaia, Chandra, Swift, WISE, 2MASS",Be/Xray pulsar,https://ui.adsabs.harvard.edu/abs/2018ATel11791....1N/abstract,0.0,0.0,1.553215,0.1048,0.0127,56035.7,56035.7,58.4535,13.816204999999998,13.816204999999998,0.002979,3.694,-2.204,0.014,-2.964,0.014,7446.63037,7249.57812,6.59e-13,5.8e-13,6.91e-14,1.82e-14,3.3e-15,,0.49844,0.76827,0.43848,91.43,13.254,J213930.6+565910,125499.0,5.32,0.0362,-0.0362,0.794,0.5670000000000001,0.129,-0.00771,1.16,0.0171,-0.0171,4.2,0.0325,-0.0325,0.00E+00,4.7e-10,5.64e-10,4.82E-01,5.98E-02,-4.47E-02,,,,,,,,,,,,,,,,,,,,,,,,21393068+5659104,11.829,11.414,10.925999999999998,0.024,0.028,0.02,J213930.68+565910.3,10.29,0.01,10.002,0.006999999999999999,9.155,0.033
2171,EM Cep,328.4504167,62.61442778,7.03,B0.5Ve,Em*,"Gaia, Chandra, WISE, 2MASS",B(e) star,https://ui.adsabs.harvard.edu/abs/2016AJ....152...56K/abstract,2.102,4734.0,0.359347,1.5214,0.1914,30991100.0,30991100.0,62165.9,6.959275,6.959275,0.003512,2.945,-0.313,0.205,-2.929,0.229,697.133667,693.444275,4.86e-15,7.549999999999999e-16,1.05e-15,3.01e-15,,,-0.37976,-0.79575,-0.57839,45.55,5.4,J215348.1+623651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21534810+6236520,6.487,6.501,6.524,0.026,0.033,0.018000000000000002,J215348.09+623651.8,6.621,0.015,6.513,0.009000000000000001,6.285,0.015
2185,BD+53 2790,331.9843333,54.51844444,9.93,O9.5IIIe,HMXB,"Gaia, XMM, Swift, WISE, 2MASS",O dwarf/accreting magnetar,https://ui.adsabs.harvard.edu/abs/2011BSRSL..80..634B/abstract,0.107,14.0,0.416233,0.3051,0.0136,2385630.0,2385630.0,1260.01,9.743357,9.743357,0.002814,5.33,-3.317,0.014,-4.173,0.015,3104.12915,3167.40918,,,,,,,,,,,,,162058.0,4.57,0.054000000000000006,-0.054000000000000006,0.852,0.7509999999999999,0.0429,-0.0046,0.546,0.0209,-0.0209,4.02,0.0494,-0.0494,0.00E+00,6.62e-10,6.900000000000001e-10,4.19E-02,3.39E+00,-1.12E-01,J220756.2+543106,4.11586e-13,3.4106699999999995e-15,2.35131e-12,8.28423e-15,1.38765e-11,2.02262e-14,6.83602e-11,7.94303e-14,1.85488e-10,2.43031e-13,2.66929e-10,2.59702e-13,4.76824e-11,2.20794e-14,0.69643,0.00230207,0.6953199999999999,0.00100295," 0.261124"," 8.67413e-04",-0.174095,0.000870032,22075623+5431064,9.218,9.116,9.038,0.025,0.027000000000000003,0.022,J220756.22+543106.3,8.818,0.011,8.7,0.008,8.191,0.019
2198,pi Aqr,336.31925,1.377397222,4.794,B1Ve,Em*,"Gaia, XMM, WISE, 2MASS",gamma Cas type,https://ui.adsabs.harvard.edu/abs/2002ApJ...573..812B/abstract,0.759,746.3,0.061541,2.9761,0.1129,291681000.0,291681000.0,1133610.0,4.525096,4.525096,0.00504,17.705,2.563,0.135,17.518,0.159,329.946533,333.05719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J222516.6+012238,1.29825e-13,2.22623e-15,6.08646e-13,4.24178e-15,1.69873e-12,7.1045299999999995e-15,3.55311e-12,1.65879e-14,5.9783e-12,4.3260000000000003e-14,1.19652e-11,4.72094e-14,5.12677e-12,1.46218e-14,0.710172,0.00459071,0.47598900000000005,0.00314611,-0.111483," 3.09355e-03",-0.393044,0.00363137,22251662+0122389,5.305,5.365,5.351,0.037000000000000005,0.049,0.02,J222516.62+012238.4,4.112487682384348,,3.564646812343014,,4.074,0.016
