#,Be star,Vmag,Type,vsini,RA,Dec,Plx,pmRA,pmDE,epsi,sepsi,Gmag,BPmag,RPmag,Tefftemp,Gflux,rpgeo,b_rpgeo,B_rpgeo,W1,e_W1,W2,e_W2,W3,e_W3,W4,e_W4,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,HR1,HR2,N_H,Flux (0.3-1 keV),Flux (1-2 keV),Flux (2-10 keV),X-ray source,Gamma
1046,19 Mon,4.99,B1Ve,270.0,105.72824999999999,-4.239233333333333,2.6167,-4.02,2.267,0.783,706.0,4.92408,4.826459,5.088899,,2.6852143792401305e-11,370.09552,350.739471,389.366364,5.764999866485596,0.02800000086426735,5.372000217437744,0.017000000923871994,,,,,5.389,0.029,5.476,0.026,5.498,0.02,-0.7638577653334678,-0.0352368334530394,,2.716280893704057e-14,3.63651e-15,3.388954864634688e-15,XMM,
1080,HD 57682,6.403,O9Ve,,110.50854166666667,-8.979380555555556,0.8968,9.659,13.159,0.516,427.0,6.374717,6.26368,6.542042,,7.05869089335844e-12,,,,7.119999885559082,0.017000000923871994,7.0279998779296875,0.00800000037997961,6.942999839782715,0.014999999664723873,5.269000053405762,0.06300000101327896,6.811,0.029,6.966,0.065,6.939,0.024,-0.16375921774036364,-0.4095613223967354,,2.349337418957162e-13,1.68816e-13,7.071384140194082e-14,XMM,
1116,BN Gem,6.921,O8Vpev,362.0,114.273875,16.90425,0.5227,-1.076,-1.876,0.386,123.0,6.69375,6.619261,6.749847,,5.261516832900495e-12,,,,6.747000217437744,0.023000000044703484,6.51800012588501,0.012000000104308128,6.21999979019165,0.014999999664723873,5.572000026702881,0.04399999976158142,7.044,0.032,7.071,0.027,6.965,0.021,-0.40163060610119183,0.3089826326671122,,2.5433494677535564e-14,1.08578e-14,2.056774880178405e-14,XMM,
1143,V392 Pup,5.87,B7Ve,,116.54391666666666,-37.93366944444445,5.0296,-17.898,16.9,0.837,884.0,5.846953,5.786695,5.922387,,1.1477036535374964e-11,,,,6.139999866485596,0.020999999716877937,6.085999965667725,0.008999999612569809,6.196000099182129,0.014999999664723873,6.105999946594238,0.05000000074505806,6.03,0.019,6.1,0.04,6.107,0.018,-0.6528123414179217,-0.8900727711311652,,2.5661252180433387e-14,5.39037e-15,3.135056203804654e-16,XMM,
1161,CD-29 5159,10.71,B0Ve,,118.92704166666667,-29.564883333333334,0.2854,-2.654,2.892,0.107,20.4,9.938587,10.271199,9.411093,,2.6495746754548853e-13,,,,8.12600040435791,0.014000000432133675,7.833000183105469,0.008999999612569809,8.053000450134277,0.019999999552965164,7.261000156402588,0.125,9.694,0.022,9.516,0.024,9.309,0.021,0.773,0.31499999999999995,,2.1571468420192382e-13,1.6848552206608412e-12,3.234430095137235e-12,XRT,1.2239999771118164
1168,V374 Car,5.81,B2IVnpe,200.0,119.710625,-60.82446111111111,2.4707,-4.661,11.226,0.5,303.0,5.805288,5.74743,5.84821,,1.1926026338698221e-11,,,,5.951638730661228,0.0003499562421657854,5.395142766928615,0.0006679510434383694,4.7820000648498535,0.014999999664723873,3.8480000495910645,0.019999999552965164,5.558,0.023,5.495,0.023,5.359,0.018,0.21655472600959144,0.46795251443170555,,2.4310955251343568e-14,3.77507e-14,1.0415655837066009e-13,XMM,
1270,QR Vel,10.1,B2Vne,,140.4934166666667,-51.17650555555556,0.4966,-4.698,2.691,0.153,24.2,10.047013,10.232986,9.69089,,2.3977602939109933e-13,,,,8.491000175476074,0.012000000104308128,8.194999694824219,0.00800000037997961,7.340000152587891,0.017000000923871994,6.515999794006348,0.07800000160932541,9.054,0.03,8.859,0.055,8.609,0.021,-0.41300000000000003,0.637,,1.1703141828386544e-13,4.861814758147842e-14,2.1925043413465614e-13,XRT,
1330,HD 90563,9.86,B2Ve,,156.46858333333333,-58.785313888888886,0.3977,-7.184,3.173,0.099,11.9,9.979592,10.258067,9.497045,,2.551374227089002e-13,,,,7.7230000495910645,0.014000000432133675,7.329999923706055,0.00800000037997961,6.401000022888184,0.017999999225139618,5.519000053405762,0.039000000804662704,8.827,0.029,8.57,0.029,8.194,0.021,0.9560490853521939,0.8749090208088716,,2.305769800981831e-16,1.02619e-14,1.5380908363696858e-13,XMM,
1373,HD 303296,9.5,B1Ve,,160.60433333333333,-59.15680277777778,0.5331,-7.448,2.875,0.344,130.0,9.559617,9.568877,9.473685,,3.7563336791526254e-13,,,,9.508000373840332,0.014000000432133675,9.579999923706055,0.00800000037997961,8.958000183105469,,3.746999979019165,0.04899999871850014,9.406,0.022,9.445,0.023,9.487,0.025,1.0,0.582483005593462,,0.0,7.11032334832638e-16,2.694971944553906e-15,CXO,
1375,HD 93190,8.65,O9.5e,,161.08175,-59.283005555555555,0.4141,-6.398,2.624,0.141,17.9,8.381301,8.605257,7.960076,,1.1119635827266635e-12,,,,6.593999862670898,0.0689999982714653,6.2170000076293945,0.029999999329447746,5.63100004196167,0.023000000044703484,4.706999778747559,,7.54,0.02,7.359,0.038,7.038,0.02,-0.4310036171919895,0.020901037610670456,,1.402999149814658e-14,5.5786123231032405e-15,5.816788014140621e-15,CXO,
1379,HD 305560,9.82,Oe,,161.6185416666667,-60.5641,0.1706,-5.353,1.164,0.088,8.11,9.602126,9.825287,9.184463,,3.6121066455966494e-13,,,,8.29800033569336,0.010999999940395355,8.253000259399414,0.00800000037997961,8.133999824523926,0.026000000536441803,9.317000389099121,,8.667,0.024,8.513,0.033,8.42,0.023,0.906,0.771,,2.6571107643459313e-12,5.387716081748239e-11,4.166657284181717e-10,XRT,
1389,HD 93843,7.33,O6IIIe,,162.15741666666668,-60.22374166666667,0.4157,-5.956,1.8,0.265,54.4,7.274279,7.249497,7.243824,,3.082473588685394e-12,,,,7.28000020980835,0.014000000432133675,7.251999855041504,0.00800000037997961,6.99399995803833,0.026000000536441803,5.7170000076293945,0.21799999475479126,7.226,0.029,7.267,0.047,7.234,0.029,-0.4285382494223518,0.30025551117268423,64.2457,1.1913151712690913e-13,4.7656480569451505e-14,8.855461170886798e-14,CXO,7.13491
1411,HD 305891,10.37,B3Ve,,165.62495833333335,-60.81551666666667,0.4127,-6.089,1.784,0.144,20.2,10.208307,10.121664,10.015839,,2.0667510367331531e-13,,,,9.74412618577535,0.0005179609879641819,9.741649500614411,0.001087763508729384,9.432000160217285,0.28600001335144043,6.7729997634887695,0.18700000643730164,9.915,0.033,9.87,0.035,9.859,0.027,0.386830543767756,-0.0772560424536441,,5.516723443663516e-15,1.24774e-14,1.0687752031230163e-14,XMM,
1448,2E 1118.7-6138,12.12,O9.5IVe,,170.23841666666667,-61.91674722222222,0.3293,-5.421,1.37,0.07,6.38,11.589363,12.270934,10.759902,,5.792496287987764e-14,,,,7.747000217437744,0.00800000037997961,7.598999977111816,0.007000000216066837,6.803999900817871,0.01899999938905239,6.025000095367432,0.052000001072883606,9.563,0.024,9.071,0.023,8.587,0.019,-0.7674510948196913,-0.7210590585637835,105.5,3.0363184818474585e-12,3.99497638606174e-13,6.474864814188576e-14,CXO,1.50222
1451,HD 99146,8.18,B3Ve,,170.97070833333333,-59.304811111111114,-1.6586,-5.833,1.538,7.294,30000.0,8.042924,8.150716,7.71876,,1.5185928968462317e-12,,,,6.896999835968018,0.014999999664723873,6.552999973297119,0.008999999612569809,5.854000091552734,0.008999999612569809,5.386000156402588,0.03200000151991844,7.398,0.023,7.314,0.046,7.034,0.027,,1.0,,0.0,0.0,4.559449959333853e-15,CXO,
1456,HD 100199,8.17,B0.5IIIne,,172.77879166666665,-62.94692777777778,0.5732,-6.098,1.373,0.468,136.0,8.126811,8.113963,8.075031,,1.4056803185334725e-12,1536.59802,1457.02856,1756.77222,7.889999866485596,0.008999999612569809,7.869999885559082,0.00800000037997961,7.625,0.04399999976158142,7.040999889373779,0.12099999934434891,8.048,0.023,8.067,0.031,8.009,0.029,-0.8488188181873663,-0.7156270790355701,48.8438,1.9927592623864453e-12,1.62951446292085e-13,2.7009936671964753e-14,CXO,0.065576
1492,V801 Cen,8.94,B1Vne,,177.00008333333335,-62.20691388888889,0.4754,-6.226,1.598,0.114,10.1,8.652682,8.823288,8.294997,,8.66040424365612e-13,2049.01001,1985.73267,2111.28247,inf,,7.067579267603719,0.00117944293461171,7.783999919891357,0.024000000208616257,6.980000019073486,0.09099999815225601,8.677,0.026,8.577,0.057,8.403,0.029,-0.7367041828422546,-0.21113514039802342,16.5067,6.978008459642698e-12,1.0579121405168888e-12,6.89064072507894e-13,CXO,0.83215
1509,V863 Cen,4.448,B6IIIe,,182.02175,-50.66126944444444,9.1857,-32.587,-11.55,1.426,4540.0,4.397392,4.340251,4.552444,,4.3616836585993296e-11,,,,5.086860923384508,0.0002504800517842672,4.633274915035802,0.0005751665729747329,4.994999885559082,0.014000000432133675,4.960999965667725,0.02800000086426735,5.125,0.262,4.949,0.076,4.871,0.026,-0.42826318969335897,-0.511482393106338,,5.277838394107331e-14,2.11273e-14,6.828434180376419e-15,XMM,
1510,del Cen,2.561,B2Vne,260.0,182.08958333333334,-50.722427777777774,5.7179,-42.613,-11.135,2.75,10100.0,2.508257,2.883904,2.631458,,2.4848956977138655e-10,182.851196,162.146988,202.104065,2.3726641600692893,0.00045683685816199867,1.482177298992422,0.0006132200248145883,1.0230000019073486,0.006000000052154064,0.33399999141693115,0.014999999664723873,2.788,0.298,2.809,0.244,2.668,0.244,-0.6362786167788823,-0.34509417112672913,,5.718900680478467e-14,1.27123e-14,6.1894249094930474e-15,XMM,
1537,BZ Cru,5.316,B0.5IVpe,400.0,190.70945833333334,-63.058625,2.2826,-12.857,-3.677,0.663,549.0,5.13685,5.317963,4.793645,,2.20734879689307e-11,443.522156,427.214355,460.941559,3.6955447307326827,0.00017567708325996848,2.8133130414178353,0.00042574671745329573,2.2699999809265137,0.009999999776482582,1.5369999408721924,0.013000000268220901,4.655,0.22,4.339,0.208,4.038,0.31,0.5884110242981144,0.6909412110762063,,6.781609438990737e-13,2.61717e-12,1.4319219410658883e-11,XMM,
1560,V850 Cen,13.4,B2Vne,,195.32170833333333,-61.6019,0.5395,-4.341,-0.236,0.089,10.3,12.647679,13.952112,11.519385,,2.1854423976697006e-14,,,,,,,,,,,,,,,,,,0.919,0.5660000000000001,,1.0655604192345566e-12,2.52445733890261e-11,9.108986619173935e-11,XRT,
1563,CPD-63 2495,10.08,B2e,,195.69858333333335,-63.835741666666664,0.4434,-7.093,-0.342,0.067,4.9,9.632835,10.15393,8.913,,3.5113729899817236e-13,,,,6.7829999923706055,0.01600000075995922,6.439000129699707,0.00800000037997961,5.63700008392334,0.014999999664723873,4.741000175476074,0.029999999329447746,8.026,0.027,7.699,0.055,7.248,0.02,-0.5740668752540155,-0.29523664378019804,33.9577,9.082318944754648e-13,2.457621432033963e-13,1.3372394435220285e-13,CXO,1.7948
1591,HD 117357,9.14,O9.5Ve,,202.81454166666668,-61.732616666666665,0.4427,-5.426,-2.771,0.11,15.0,9.029179,9.121632,8.802739,,6.12264901822223e-13,,,,8.159000396728516,0.008999999612569809,8.41100025177002,0.007000000216066837,7.784999847412109,0.029999999329447746,6.802000045776367,0.11999999731779099,8.601,0.026,8.577,0.044,8.537,0.023,-1.0,1.0,,2.9834205608929386e-15,0.0,5.43811622526425e-15,XMM,
1601,HD 119682,7.908,B0Ve,200.0,206.63570833333333,-62.92336944444445,0.6055,-4.749,-2.261,0.255,69.6,8.518085,8.513863,8.429379,,9.803405440034686e-13,,,,inf,,7.039268931867747,0.0020978805693436377,5.690000057220459,0.02199999988079071,5.241000175476074,0.08900000154972076,7.35,0.027,7.184,0.033,6.95,0.023,-0.6437552339689789,-0.14024728377234721,21.7407,8.15594908907015e-13,1.767607557958078e-13,1.3327858095405892e-13,CXO,1.54956
1611,V767 Cen,5.83,B2Ve,130.0,208.4885,-47.12816388888889,1.4567,-7.699,-4.225,0.585,437.0,6.110023,6.029997,6.160856,,9.007448011054396e-12,,,,6.754000186920166,0.024000000208616257,6.25,0.012000000104308128,5.690000057220459,0.01600000075995922,5.052999973297119,0.027000000700354576,5.876,0.02,5.811,0.021,5.617,0.021,0.2121896364582687,0.5672634568687948,,4.1224437175465796e-13,6.34313e-13,2.2973229344659135e-12,XMM,
1631,4U 1416-62,17.2,Be,,215.30329166666667,-62.6983,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.883,0.7790000000000001,,8.360199764917296e-13,1.3454919792597663e-11,1.0830906023091061e-10,XRT,
1658,CQ Cir,9.98,B1Ve,335.0,222.709375,-60.28620277777778,0.6079,-3.779,-2.642,0.092,15.3,9.555422,10.043425,8.866023,,3.770875241828074e-13,,,,6.747000217437744,0.05299999937415123,6.434000015258789,0.024000000208616257,5.6529998779296875,0.014999999664723873,4.394999980926514,0.02500000037252903,7.943,0.027,7.62,0.046,7.276,0.033,0.7420000000000001,0.22899999999999998,,3.2082520436241046e-13,2.166191883718291e-12,3.4529829119192988e-12,XRT,1.3930000066757202
1709,48 Lib,4.943,B8IIe,390.0,239.547375,-14.279358333333333,7.154,-13.843,-16.271,0.702,760.0,4.74231,4.725637,4.740682,,3.174585031324363e-11,,,,,,3.7760000228881836,0.16300000250339508,3.2920000553131104,0.013000000268220901,2.4639999866485596,0.02199999988079071,5.098,0.216,4.829,0.08,4.591,0.02,-0.6446873937037993,0.9436312350802485,,7.779886897087226e-16,1.68074e-16,5.79529951862421e-15,XMM,
1790,HD 153295,9.05,B2e,,255.10520833333334,-42.31674722222222,0.6405,1.181,-1.47,0.109,12.9,8.707157,9.097729,8.094566,,8.23660357718937e-13,,,,6.879000186920166,0.028999999165534973,5.955999851226807,0.012000000104308128,5.077000141143799,0.026000000536441803,3.5209999084472656,0.02500000037252903,7.445,0.027,7.093,0.036,6.729,0.016,,,,0.0,0.0,0.0,CXO,1.4240000247955322
1812,V1075 Sco,5.612,O8Ve,211.0,258.83020833333336,-33.54841944444444,0.9543,1.67,-3.415,0.462,226.0,5.6681,5.634211,5.673813,,1.3532279652302336e-11,,,,5.540999889373779,0.04600000008940697,5.3470001220703125,0.017999999225139618,5.173999786376953,0.014999999664723873,4.692999839782715,0.03200000151991844,5.655,0.021,5.683,0.027,5.591,0.018,-0.7045972527940445,-0.8693050898830349,,3.9572024549337573e-13,6.85774e-14,4.7946786094804786e-15,XMM,
1827,gam Ara,3.312,B1IIe,302.0,261.34858333333335,-56.377725,3.9387,-3.583,-12.641,2.013,6390.0,3.304689,3.302995,3.372585,,1.193260773544325e-10,267.377106,242.611328,297.767426,3.8684538696113555,0.00016400573077899163,3.3098316084298,0.00039625340099827685,3.7820000648498535,0.014999999664723873,3.6630001068115234,0.026000000536441803,,,,,,,-0.38554716570109526,-0.5761023761838183,,3.4469286985235146e-13,1.52862e-13,4.1112709143096875e-14,XMM,
1829,V750 Ara,6.652,B2Vne,310.0,261.978375,-47.02622222222222,0.9867,-0.938,-1.625,0.283,68.1,6.563528,6.588638,6.436725,,5.9319811752356065e-12,,,,5.705999851226807,0.03400000184774399,5.630000114440918,0.026000000536441803,4.638999938964844,0.014999999664723873,3.8889999389648438,0.024000000208616257,6.311,0.02,6.233,0.034,5.965,0.021,0.5328164414256086,0.7331194664190006,,1.4168938932081837e-13,4.64879e-13,3.018919490375148e-12,XMM,
1838,Cl* NGC 6383 FJL 24,11.38,B9Ve,,263.69975,-32.588969444444444,0.7069,2.402,-1.923,0.253,72.5,11.266541,11.398829,11.014829,,7.798203498399385e-14,,,,10.260639237145933,0.0009155794558690796,10.288907147486796,0.0019616236580398873,8.779999732971191,0.3919999897480011,6.366000175476074,,10.655,0.023,10.474,0.029,10.402,0.035,0.1345453666928264,-0.26318973923405925,,5.054991225076097e-15,6.62671e-15,3.8653163269683225e-15,XMM,
1851,V3892 Sgr,8.69,Oe,,266.19075,-27.229027777777777,0.7873,-0.857,-2.296,0.087,4.67,8.234564,8.511403,7.735419,,1.272873849260636e-12,,,,5.809000015258789,0.07699999958276749,5.632999897003174,0.05299999937415123,4.965000152587891,0.01600000075995922,3.9749999046325684,0.026000000536441803,7.054,0.018,6.843,0.038,6.507,0.023,-0.582006711286742,-0.4087026367307709,34.7215,8.622069877084486e-13,2.2780986437830815e-13,9.562229005705949e-14,CXO,1.68804
1858,HD 316341,9.06,B0Ve,120.0,267.1480416666667,-29.95800277777778,0.6098,1.236,-0.986,0.066,3.59,9.640618,9.841462,9.266438,,3.486292038705729e-13,,,,8.560999870300293,0.017000000923871994,8.473999977111816,0.013000000268220901,,,,,7.596,0.021,7.342,0.046,6.957,0.023,0.478,0.5349999999999999,,1.3408568713208055e-14,3.796525777417913e-14,1.2532617351261283e-13,XRT,
1868,HD 316520,10.79,B5IVnne,,268.01420833333333,-28.758669444444443,0.5076,-0.275,-0.478,0.0,0.0,10.620366,10.810089,10.265756,,1.41404934234476e-13,,,,9.140000343322754,0.014000000432133675,8.977999687194824,0.008999999612569809,8.234000205993652,0.05700000002980232,7.460999965667725,,9.821,,9.65,,9.415,0.03,-0.8122419595583883,-0.597116144376414,,4.313211420227117e-13,4.468719643096487e-14,1.1272661702474465e-14,CXO,
1873,V771 Sgr,8.76,Oe,,268.3685,-24.77436388888889,0.5548,-0.267,-2.637,0.699,338.0,8.396587,8.82653,7.738921,,1.0964180186120648e-12,1728.05603,1504.49939,2104.94165,5.497000217437744,0.15600000321865082,5.176000118255615,0.0820000022649765,4.4629998207092285,0.01600000075995922,3.4639999866485596,0.023000000044703484,6.905,0.023,6.584,0.036,6.178,0.018,0.768,0.03699999999999999,,2.0175934772847699e-13,1.5375453740687384e-12,1.6556952782027848e-12,XRT,2.055999994277954
1875,HD 316568,9.57,B2IVpe,,268.6779583333333,-29.729891666666667,0.5676,0.722,0.091,0.0,0.0588,9.652394,9.778092,9.367512,,3.4486836982345864e-13,,,,,,,,,,,,8.903,0.026,8.781,0.027,8.498,0.044,-0.5480568677590185,-0.3770342659609108,,8.699607696571735e-15,2.5397826356004517e-15,1.1489892394090078e-15,CXO,
1887,HD 164492D,8.76,Be,,270.59637499999997,-23.033319444444444,-0.5197,-0.198,-3.112,1.341,1360.0,8.825583,8.859301,8.657754,,7.385463636301768e-13,,,,,,,,,,,,8.066,0.023,7.795,0.027,7.31,,-0.445971079777253,-0.11680973575402226,30.668,2.398110320793416e-13,9.18844429315192e-14,7.266362643050646e-14,CXO,2.53672
1891,Cl* NGC 6530 ZCW 175,10.37,B3Ve,,271.04654166666666,-24.362530555555555,0.7615,1.243,-2.154,0.111,9.45,10.350207,10.417,10.185541,,1.8135442810533862e-13,,,,9.823680970794822,0.000711638947428285,inf,,,,,,10.026,0.026,9.948,0.022,9.899,0.019,-0.46462611676740945,0.02928367158093982,37.2713,1.3920583056274943e-14,5.088477204099489e-15,5.395486143641342e-15,CXO,3.76485
1893,HD 164906,7.45,B0Ve,255.0,271.10766666666666,-24.38565277777778,0.7443,2.084,-0.829,0.197,17.3,7.339391,7.463867,7.03901,,2.9030503227790104e-12,,,,5.5960001945495605,0.1550000011920929,5.318999767303467,0.057999998331069946,3.505000114440918,0.01899999938905239,-0.8799999952316284,0.019999999552965164,6.648,0.023,6.482,0.046,6.168,0.027,1.0,0.4950432156817359,,0.0,1.3899384648854903e-15,4.115239435682889e-15,CXO,
1895,Cl* NGC 6530 ZCW 221,10.66,B2.5Ve,,271.1208333333333,-24.42395,0.8157,1.385,-2.254,0.039,1.27,10.621711,10.683019,10.462211,,1.4122987156109604e-13,,,,9.989181318275426,0.0007294058068579528,9.677311031048639,0.0018327093817313864,11.532999992370605,,2.2980000972747803,0.026000000536441803,10.256,0.029,10.158,0.037,10.126,0.033,1.0,0.17179855061211186,,0.0,1.7522800102714973e-15,2.4792508849390396e-15,CXO,
1896,Cl* NGC 6530 ZCW 228,10.49,B2.5Vne,,271.1372083333333,-24.312380555555556,0.8168,1.162,-1.795,0.121,9.36,10.415965,10.476924,10.260976,,1.706966367082763e-13,,,,9.644572778417626,0.0006399653817595025,9.649347093721158,0.0013741918526565654,,,,,10.045,,9.834,,9.871,0.039,1.0,-0.05755316099432714,44.8805,0.0,1.2788579154869664e-14,1.1396643161227718e-14,CXO,4.25057
1900,HD 164947,8.87,B2Vne,120.0,271.17370833333337,-24.3483,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019729543921923668,0.35580074688385355,,2.356558542176871e-15,2.26537e-15,4.7677645124722246e-15,XMM,
1903,Cl* NGC 6530 ZCW 254,11.97,B4Ve,,271.210875,-24.428355555555555,0.7632,1.806,-2.158,0.044,1.48,11.721603,11.994288,11.22236,,5.1282567951116374e-14,,,,8.781999588012695,0.009999999776482582,8.230999946594238,0.007000000216066837,4.683000087738037,0.017000000923871994,1.159999966621399,0.023000000044703484,10.453,,10.162,0.044,9.728,,0.5939872129622487,0.5201282068012456,,3.6699112682905584e-15,1.44079e-14,4.5641055592738934e-14,XMM,
1908,HD 165783,8.33,B4IIe,,272.11287500000003,-19.86887777777778,0.7041,-0.412,-1.549,0.123,9.2,8.261578,8.427951,7.926585,,1.241594454448431e-12,,,,6.366000175476074,0.0560000017285347,6.507999897003174,0.02199999988079071,5.7829999923706055,0.01899999938905239,3.9189999103546143,0.032999999821186066,7.454,0.018,7.28,0.038,7.09,0.021,-0.7893162797887424,0.9225485826091373,,1.067795636984666e-15,1.25728e-16,3.120900770278202e-15,XMM,
1911,V3903 Sgr,7.36,B6IIIe,,272.32374999999996,-23.988397222222222,0.8368,2.766,-1.214,0.14,9.79,7.212316,7.279822,7.012226,,3.2635071171331384e-12,1139.76147,1104.32373,1176.48059,7.0960001945495605,0.02199999988079071,6.860000133514404,0.008999999612569809,7.263000011444092,0.035999998450279236,8.26200008392334,,6.819,0.02,6.79,0.018,6.779,0.024,1.0,0.31852361969723514,72.3692,0.0,6.426441165765215e-14,1.2433907781061349e-13,CXO,7.5981
1913,HD 166188,8.97,B3IIe,,272.57633333333337,-18.194808333333334,0.5892,1.903,-1.785,0.114,12.1,8.726829,8.973854,8.282721,,8.088711843397517e-13,,,,6.900000095367432,0.013000000268220901,6.828999996185303,0.008999999612569809,5.934000015258789,0.03099999949336052,4.920000076293945,0.04899999871850014,7.682,0.024,7.519,0.046,7.275,0.027,0.853,-0.317,,1.8890254998013898e-14,2.3812001708380784e-13,1.2348972791817825e-13,XRT,3.8889999389648438
1929,Cl* NGC 6611 PPM 38,13.705,B8Ve,,274.66566666666665,-13.78213888888889,0.5233,0.239,-1.606,0.038,0.693,13.494164,13.9139,12.875637,,1.0021791523140077e-14,,,,,,,,,,,,,,,,,,-0.0912264489506966,-0.3346107885486768,,2.3867332330612594e-15,1.9876717959889408e-15,9.909820753025321e-16,CXO,
1930,BD-13 4928,10.044,O9.5Vne,,274.67829166666667,-13.780669444444445,0.591,0.225,-1.629,0.065,4.6,9.925525,10.200845,9.458338,,2.681643020118373e-13,,,,8.611000061035156,0.010999999940395355,8.803999900817871,0.010999999940395355,,,,,,,,,,,0.08538754506113404,0.3541000163335417,,1.5883270373875333e-15,1.8848971217864186e-15,3.951601312806441e-15,CXO,
2033,HD 344783,9.8,B0IVe,,295.77829166666663,23.27011111111111,-0.0906,-1.21,-5.981,1.26,2520.0,9.719704,9.905604,9.274323,,3.241375641652365e-13,5738.9668,4326.99658,7454.25146,8.626999855041504,0.017999999225139618,8.692999839782715,0.012000000104308128,9.119000434875488,0.08799999952316284,8.503000259399414,,8.785,0.019,8.712,0.029,8.652,0.024,1.0,0.22916639441535536,,0.0,8.06062147288327e-15,1.2853416043085251e-14,CXO,
2059,HD 190864,7.79,O7IIIe,100.0,301.41583333333335,35.607775,0.5264,-3.062,-6.638,0.155,19.0,7.688452,7.776162,7.470989,,2.1048936800814788e-12,1816.71277,1759.8241,1853.72522,7.184000015258789,0.009999999776482582,7.267000198364258,0.007000000216066837,7.169000148773193,0.019999999552965164,6.666999816894531,0.07599999755620956,7.258,0.019,7.28,0.021,7.265,0.021,-0.41745953568409067,-0.8678318718244113,,5.5624791674523396e-14,2.28604e-14,1.6176061255417224e-15,XMM,
2069,HD 228256,10.02,Bpe,,302.97654166666666,40.008230555555556,0.4373,-2.26,-5.247,0.09,11.2,9.951344,10.317178,9.389476,,2.6186253279136883e-13,2184.26904,2133.18237,2243.86475,7.5229997634887695,0.014000000432133675,7.081999778747559,0.00800000037997961,6.379000186920166,0.01600000075995922,5.611000061035156,0.04899999871850014,8.404,0.029,8.11,0.018,7.757,0.016,0.6799999999999999,-0.12599999999999995,,2.6576156889729914e-14,1.3952482367108205e-13,1.0829901943918803e-13,XRT,2.315999984741211
2073,HD 228438,8.37,B0.5IIIe,,303.4595,36.622925,0.4262,-2.58,-6.408,0.243,51.0,8.116377,8.364006,7.674968,,1.4192541217172356e-12,2286.96265,2167.15674,2403.03174,6.658999919891357,0.02199999988079071,6.130000114440918,0.009999999776482582,5.255000114440918,0.014999999664723873,4.446000099182129,0.02800000086426735,7.177,0.026,7.05,0.023,6.755,0.017,-0.16997378522061915,-0.12190445505382753,,2.0139969247903805e-15,1.42881e-15,1.1183052976773723e-15,XMM,
2075,HD 228535,10.43,B2IVe,,303.73058333333336,36.853563888888885,0.4296,-3.65,-5.417,0.128,23.8,10.045268,10.420864,9.491667,,2.4016170832875166e-13,2219.12988,2148.74023,2296.70947,7.829999923706055,0.009999999776482582,7.699999809265137,0.00800000037997961,7.521999835968018,0.023000000044703484,7.051000118255615,0.08299999684095383,9.338,0.021,9.245,0.018,9.2,0.015,0.6298332809296053,0.4624395287203253,,6.362794765232692e-16,2.80152e-15,7.621567818681754e-15,XMM,
2101,V2246 Cyg,19.7,B0Ve,,308.06329166666666,37.6375,0.3418,-3.371,-5.4,0.637,17.2,16.916855,19.491253,15.41941,,4.284192377330724e-16,,,,,,,,,,,,,,,,,,0.895368922917681,0.96696370840459,,2.1440669111887772e-13,3.88393e-12,2.3124718263006502e-10,XMM,
2106,W Del,9.81,A0Ve,30.0,309.41704166666665,18.284383333333334,1.2538,-3.618,4.204,0.227,72.4,9.732103,9.778762,9.601971,,3.204570010959569e-13,,,,8.975000381469727,0.014000000432133675,9.031999588012695,0.008999999612569809,9.00100040435791,0.041999999433755875,9.081000328063965,,9.365,0.021,9.135,0.036,9.1,0.02,-0.21472923987556192,-0.41392886338928697,,5.7954626899101835e-15,3.74652e-15,1.5529262409082278e-15,XMM,
2123,HD 198931,8.81,B1Vnne,,313.0405,44.43461388888889,0.5433,-1.166,-2.968,2.059,3400.0,8.488976,8.858294,7.87987,,1.0069793489114481e-12,2142.65967,1487.82837,2753.59912,6.741000175476074,0.02199999988079071,5.9079999923706055,0.010999999940395355,5.080999851226807,0.017000000923871994,4.2210001945495605,0.03099999949336052,7.129,0.024,6.863,0.031,6.535,0.018,1.0,-0.23583469507829283,,0.0,1.9695940678137808e-14,1.217877647712061e-14,CXO,3.9839999675750732
2134,GSC 03588-00834,14.25,B0Ve,,315.8987916666666,45.751530555555554,0.1309,-3.505,-3.16,0.0,0.0,13.774436,14.475037,12.951386,,7.741704033414156e-15,,,,10.715999603271484,0.013000000268220901,10.652999877929688,0.009999999776482582,10.322999954223633,0.12700000405311584,8.727999687194824,,11.842,0.021,11.535,0.021,11.362,0.023,-0.7390398099818117,-0.626150045172749,114.498,2.500065031907199e-13,3.7515958061428955e-14,8.62487398884297e-15,CXO,1.82756
2151,V2156 Cyg,8.91,B1.5Vnnpe,,321.2601666666667,44.451769444444444,1.0899,-0.406,-2.664,0.12,16.4,8.658449,8.986755,8.124928,,8.614525564497663e-13,896.514343,879.13092,915.7547,6.6570000648498535,0.017000000923871994,6.204999923706055,0.008999999612569809,5.423999786376953,0.014000000432133675,4.5970001220703125,0.027000000700354576,7.432,0.018,7.206,0.017,6.943,0.017,0.6666666666666666,0.3520000000000001,,5.265304282494365e-14,2.6326521412471824e-13,5.492817430503381e-13,XRT,0.8677999973297119
